代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13975573.428750001000
真實報酬,3975573.428750000900

夏普值報酬,0.388857342875
夏普值風險,0.091509864301
夏普值,4.249348918240

預期報酬,14643.885020828031
風險,215159.476655244540
起點值,0.068060609035
找到最佳解世代,3401
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(7),2354(20),2881(30),2892(39),3045(42),4938(46),
Stock#,2002(7),2354(20),2881(30),2892(39),3045(42),4938(46),
張數,75,26,50,137,21,44,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,18070.093750000000,33361.853499999997,10809.762500000001,9347.682000000001,15396.289000000234,16958.511999999999,
FS( 1 ),1664320.093750000000,1664341.853500000000,1664309.762500000000,1664307.682000000000,1664316.289000000100,1664318.512000000100,9985918.192749999500
FS( 2 ),1647328.581250000000,1654795.121500000100,1638077.099999999900,1656984.484000000200,1646775.351250000500,1655276.732000000100,9899241.370000001000
FS( 3 ),1654048.712499999900,1639781.850499999900,1679891.250000000000,1661076.297250000100,1638412.521250000500,1728431.583000000100,10001646.214500001000
FS( 4 ),1644341.856250000000,1635640.258499999800,1660975.325000000000,1666532.048250000200,1624822.922500000600,1760409.451999999800,9992725.862500000700
FS( 5 ),1644341.856250000000,1639781.850499999900,1673420.012500000000,1674715.674750000200,1660364.950000000400,1694701.501999999900,9987329.846000000800
FS( 6 ),1657035.437500000000,1635640.258499999800,1673420.012500000000,1670623.861499999900,1646775.351250000500,1777931.572000000400,10061430.493249999000
FS( 7 ),1654048.712499999900,1609755.308499999800,1667446.562500000000,1661076.297250000100,1626495.488500000200,1795891.745000000100,10014718.114250001000
FS( 8 ),1663755.568750000100,1607684.512500000000,1650521.787499999900,1666532.048250000200,1631513.186500000500,1827869.614000000300,10047880.717500001000
FS( 9 ),1657035.437500000000,1626839.375500000100,1675908.950000000200,1666532.048250000200,1633394.823250000400,1845829.787000000000,10105544.421500001000
FS( 10 ),1647328.581250000000,1555914.612500000000,1667446.562500000000,1656984.484000000200,1655347.252000000300,1870798.808000000200,10053824.300250001000
