代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12479990.325000001000
真實報酬,2479990.325000001100

夏普值報酬,0.239299032500
夏普值風險,0.079993779545
夏普值,2.991470510113

預期報酬,11298.279043398188
風險,316598.787595623520
起點值,0.035686425489
找到最佳解世代,3079
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2),2412(24),4904(45),4938(46),
Stock#,1216(2),2412(24),4904(45),4938(46),
張數,95,35,74,111,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,13161.297500000001,24427.328750000466,18949.534000000000,20061.115750000001,
FS( 1 ),2496461.297499999900,2496477.328749999900,2496469.534000000000,2496471.115749999900,9985879.276000000500
FS( 2 ),2467502.566249999700,2485538.507499999800,2485506.507999999900,2411472.088749999600,9850019.670499999100
FS( 3 ),2520467.156250000500,2509930.094999999700,2472245.449000000000,2485513.001499999800,9988155.701750000900
FS( 4 ),2491147.472499999700,2546517.476249999800,2472245.449000000000,2476672.295500000000,9986582.693250000500
FS( 5 ),2500605.435000000100,2534321.682500000600,2514238.802499999300,2645750.797749999900,10194916.717750000000
FS( 6 ),2652878.631249999600,2546517.476249999800,2532656.939999999500,2805988.593999999600,10538041.641500000000
FS( 7 ),2629233.724999999600,2509930.094999999700,2529710.038000000200,2859032.830000000100,10527906.687999999000
FS( 8 ),2620721.558749999900,2534321.682500000600,2498767.566999999300,2895500.742249999700,10549311.550500000000
FS( 9 ),2644366.464999999900,2583104.857500000400,2545917.998999999800,2887765.124499999900,10661154.445999999000
FS( 10 ),2655716.020000000000,2570909.063749999700,2542971.096999999600,2793832.623250000600,10563428.804000000000
FS( 11 ),2714355.387499999700,2595300.651250000600,2566546.313000000100,2813724.211749999800,10689926.563500000000
FS( 12 ),2820284.567499999900,2656279.620000000600,2563599.411000000300,2760679.975749999800,10800843.574250000000
FS( 13 ),2782452.717500000300,2692867.001249999700,2577597.195499999900,2809303.858750000100,10862220.773000000000
FS( 14 ),2817447.178750000000,2705062.795000000400,2621800.725500000200,2805988.593999999600,10950299.293250002000
FS( 15 ),2828796.733749999700,2692867.001249999700,2610749.842999999900,2880029.506749999700,11012443.084750000000
FS( 16 ),2891219.286249999900,2579968.796250000100,2602645.862499999800,2846876.859249999300,10920710.804249998000
FS( 17 ),2835417.307500000100,2541290.707500000500,2544444.548000000400,2830300.535499999800,10751453.098500000000
FS( 18 ),2838254.696249999600,2584847.113750000500,2558442.332499999600,2866768.447749999800,10848312.590250000000
FS( 19 ),2843929.473749999900,2574742.027500000300,2558442.332499999600,2866768.447749999800,10843882.281500001000
FS( 20 ),2846766.862500000300,2590073.882499999800,2666004.255500000000,2772835.946500000100,10875680.947000001000
FS( 21 ),2790964.883749999600,2590073.882499999800,2640955.588500000500,2744103.651999999300,10766098.006749999000
FS( 22 ),2831634.122500000100,2590073.882499999800,2632851.608000000000,2825880.182499999600,10880439.795499999000
FS( 23 ),2793802.272500000000,2584847.113750000500,2635061.784499999600,2784991.917249999900,10798703.088000000000
FS( 24 ),2732325.516249999900,2582407.955000000500,2618853.823499999900,2706530.651499999700,10640117.946249999000
FS( 25 ),2650041.242500000200,2590073.882499999800,2660110.451500000000,2698795.033749999900,10599020.610250000000
FS( 26 ),2517629.767500000100,2541290.707500000500,2522342.782999999800,2514245.295999999600,10095508.554000000000
FS( 27 ),2541274.673750000100,2454177.895000000500,2426568.467999999900,2341851.528999999600,9763872.565749999100
FS( 28 ),2632071.113750000000,2454177.895000000500,2404466.703000000700,2181613.732750000000,9672329.444500001100
FS( 29 ),2790019.087499999900,2482402.446250000000,2453827.311499999800,2328590.469999999700,10054839.315249998000
FS( 30 ),2760699.403750000100,2482402.446250000000,2467825.096000000400,2254549.557250000100,9965476.503250001000
FS( 31 ),2715301.183749999900,2484841.605000000400,2489926.861000000000,2284386.939999999900,9974456.589749999300
FS( 32 ),2857170.621249999900,2551744.245000000600,2539287.469499999700,2428048.412500000100,10376250.748250000000
FS( 33 ),2909189.414999999600,2538851.548750000500,2533393.665500000600,2402631.382749999900,10384066.012000002000
FS( 34 ),2909189.414999999600,2538851.548750000500,2506134.821999999700,2316434.499249999900,10270610.285000000000
FS( 35 ),2831634.122500000100,2541290.707500000500,2506134.821999999700,2263390.263249999800,10142449.915250000000
FS( 36 ),2703005.832500000000,2538851.548750000500,2486979.958999999800,2177193.379749999800,9906030.720000000700
FS( 37 ),2618829.966250000100,2567076.100000000100,2478875.978499999700,2086576.143249999700,9751358.187999999200
FS( 38 ),2767319.977499999600,2628751.971249999500,2470035.272500000000,2210346.027249999800,10076453.248499999000
FS( 39 ),2683144.111250000100,2628751.971249999500,2492137.037500000100,2230237.615749999900,10034270.735749999000
FS( 40 ),2615992.577499999700,2628751.971249999500,2585701.176000000400,2284386.939999999900,10114832.664749999000
FS( 41 ),2654770.223749999900,2615859.275000000800,2566546.313000000100,2246813.939499999400,10083989.751250001000
FS( 42 ),2754078.830000000100,2615859.275000000800,2566546.313000000100,2313119.234499999800,10249603.652500000000
FS( 43 ),2747458.256249999600,2590073.882499999800,2533393.665500000600,2325275.205250000100,10196201.009500001000
FS( 44 ),2763536.792500000000,2587634.723750000400,2572440.116999999600,2328590.469999999700,10252202.103250001000
FS( 45 ),2792856.476249999800,2590073.882499999800,2577597.195499999900,2373899.088250000000,10334426.642500000000
FS( 46 ),2754078.830000000100,2577181.186250001200,2550338.352000000000,2337431.176000000000,10219029.544250000000
FS( 47 ),2657607.612500000300,2559410.172500000300,2528236.587000000300,2258969.910249999700,10004224.282250000000
FS( 48 ),2632071.113750000000,2544078.317500000400,2495083.939499999900,2210346.027249999800,9881579.398000000000
FS( 49 ),2645312.261250000000,2602966.578750000300,2632851.608000000000,2254549.557250000100,10135680.005249999000
FS( 50 ),2680306.722499999700,2579968.796250000100,2610749.842999999900,2345166.793750000200,10216192.155499998000
FS( 51 ),2715301.183749999900,2590073.882499999800,2621800.725500000200,2336326.087749999500,10263501.879500000000
FS( 52 ),2629233.724999999600,2579968.796250000100,2522342.782999999800,2297647.998999999800,10029193.303250000000
FS( 53 ),2580998.116250000000,2584847.113750000500,2561389.234499999800,2297647.998999999800,10024882.463500001000
FS( 54 ),2570594.357499999500,2602966.578750000300,2624010.902000000200,2440204.383249999000,10237776.221499998000
FS( 55 ),2613155.188749999300,2602966.578750000300,2624010.902000000200,2609282.885499999900,10449415.555000000000
FS( 56 ),2641529.076249999500,2590073.882499999800,2547391.449999999700,2552923.384750000700,10331917.793500001000
FS( 57 ),2648149.649999999900,2584847.113750000500,2541497.646000000200,2613703.238500000000,10388197.648249999000
FS( 58 ),2648149.649999999900,2564636.941250000100,2541497.646000000200,2604862.532499999700,10359146.769749999000
FS( 59 ),2577214.931249999900,2551744.245000000600,2511291.900500000000,2484407.913249999800,10124658.990000000000
FS( 60 ),2425887.531250000500,2531185.621250000300,2489926.861000000000,2358427.852750000100,9805427.866250000900
FS( 61 ),2425887.531250000500,2551744.245000000600,2599698.960500000500,2319749.764000000000,9897080.500750001500
FS( 62 ),2580998.116250000000,2584847.113750000500,2599698.960500000500,2380529.617750000200,10146073.808250001000
FS( 63 ),2538437.284999999700,2602966.578750000300,2602645.862499999800,2496563.884000000100,10240613.610250000000
FS( 64 ),2567756.968750000500,2615859.275000000800,2558442.332499999600,2457885.795250000000,10199944.371500000000
FS( 65 ),2580998.116250000000,2628751.971249999500,2522342.782999999800,2496563.884000000100,10228656.754500000000
FS( 66 ),2445749.252499999500,2628751.971249999500,2577597.195499999900,2380529.617750000200,10032628.036999999000
FS( 67 ),2377651.922499999900,2641296.216250000500,2635061.784499999600,2475567.207250000000,10129577.130500000000
