代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,16517250.394000001000
真實報酬,6517250.394000001300

夏普值報酬,0.643025039400
夏普值風險,0.148513326763
夏普值,4.329746383137

預期報酬,28352.545630227312
風險,305861.449576802610
起點值,0.092697349305
找到最佳解世代,5246
找到最佳解實驗#,27
找到最佳解次數,2

投資組合檔數,5
2002(8),2347(18),2354(20),2412(25),3045(41),
Stock#,2002(8),2347(18),2354(20),2412(25),3045(41),
張數,143,106,53,45,68,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3739.376500000233,9667.812500000000,15506.120250000000,26641.966250000001,21785.055000000000,
FS( 1 ),1997159.376500000000,1997167.812500000000,1997176.120249999900,1997191.966250000100,1997185.054999999900,9985880.330499999200
FS( 2 ),2023930.299249999900,2080185.051500000300,2032730.229499999700,1992056.352499999800,1990474.882999999700,10119376.815749999000
FS( 3 ),2028201.316000000300,2109733.717499999300,2041172.705499999900,2003704.580000000300,1993182.847000000100,10175995.166000001000
FS( 4 ),2066640.466750000600,2066466.027999999900,1996849.706499999600,1984440.203750000300,1960010.287999999900,10074406.693000000000
FS( 5 ),2129282.045750000000,2046415.147500000400,2065972.478750000000,1996088.431249999900,1999275.765999999800,10237033.869250000000
FS( 6 ),2089419.222750000400,2032696.124000000100,2077580.883249999700,1984440.203750000300,1990474.882999999700,10174611.316750001000
FS( 7 ),2089419.222750000400,2174107.596999999600,2102380.656499999600,1988472.282500000200,1988443.909999999900,10342823.668749999000
FS( 8 ),2076606.172500000300,2245868.643000000600,2246958.058000000200,1996088.431249999900,2008076.648999999700,10573597.953750001000
FS( 9 ),2036743.349500000200,2109733.717499999300,2116099.680000000600,1984440.203750000300,1997244.793000000100,10244261.743750000000
FS( 10 ),2070911.483500000300,2251145.190500000000,2258038.807750000200,2003704.580000000300,2014846.558999999900,10598646.620750001000
FS( 11 ),2032472.332750000300,2247979.262000000100,2316608.484999999900,1988472.282500000200,2008076.648999999700,10593609.011250000000
FS( 12 ),2023930.299249999900,2157222.645000000500,2191554.309250000400,2000120.509999999800,2008076.648999999700,10380904.412500001000
FS( 13 ),1984067.476250000300,2121342.122000000000,2191554.309250000400,2011320.728749999800,2010107.622000000000,10318392.258250000000
FS( 14 ),1984067.476250000300,2203656.262999999800,2224796.558499999800,2022968.956250000000,2025678.415000000300,10461167.669000002000
FS( 15 ),1957017.703500000300,2143503.621499999400,2172031.083499999700,2019384.886250000000,1999275.765999999800,10291213.060750000000
FS( 16 ),1952746.686750000100,2160388.573499999500,2255400.534000000900,2038649.262499999700,1995213.819999999600,10402398.876750000000
FS( 17 ),1944204.653250000400,2148780.169000000200,2230600.760750000400,2046265.411250000100,1995213.819999999600,10365064.814250000000
FS( 18 ),1952746.686750000100,2148780.169000000200,2199996.785250000200,2069113.857500000400,2021616.469000000000,10392253.967500001000
FS( 19 ),1975525.442750000400,2187826.620500000200,2241681.510499999900,2088378.233750000100,2034479.298000000000,10527891.105500001000
FS( 20 ),1965559.737000000200,2232149.619499999600,2269119.557500000100,2104058.540000000000,2016877.532000000100,10587764.986000000000
FS( 21 ),1927120.586250000200,2154056.716500000100,2180473.559500000000,2142587.292500000400,2038541.243999999900,10442779.398750000000
FS( 22 ),1908612.847000000500,2165665.120999999800,2238515.582000000900,2142587.292500000400,2095408.488000000100,10550789.330500001000
FS( 23 ),1935662.619750000300,2314463.760499999900,2246958.058000000200,2142587.292500000400,2100147.424999999800,10739819.155750003000
FS( 24 ),1965559.737000000200,2419994.710500000000,2272285.486000000000,2142587.292500000400,2091346.542000000100,10891773.767999999000
FS( 25 ),1931391.603000000100,2386224.806499999900,2353016.662749999700,2142587.292500000400,2121811.137000000100,10935031.501750000000
FS( 26 ),1847394.940250000200,2452709.304999999200,2213715.808750000300,2142587.292500000400,2121811.137000000100,10778218.483500000000
FS( 27 ),1882986.746500000100,2551908.398000000000,2249596.331749999900,2142587.292500000400,2165815.552000000100,10992894.320750002000
FS( 28 ),1891528.780000000300,2469594.256999999300,2218992.356249999700,2142587.292500000400,2165815.552000000100,10888518.237750001000
FS( 29 ),1847394.940250000200,2442156.210000000000,2249596.331749999900,2142587.292500000400,2141443.876000000200,10823178.650500001000
FS( 30 ),1900070.813500000200,2502308.851500000300,2333493.436999999900,2142587.292500000400,2135350.957000000400,11013811.351500003000
FS( 31 ),1935662.619750000300,2478036.733000000000,2338769.984500000300,2142587.292500000400,2144151.840000000300,11039208.469750002000
FS( 32 ),1961288.720250000200,2466428.328500000300,2500232.338000000000,2142587.292500000400,2146182.813000000100,11216719.492249999000
FS( 33 ),1935662.619750000300,2474870.804500000100,2575159.312500000000,2142587.292500000400,2165815.552000000100,11294095.581250001000
FS( 34 ),1952746.686750000100,2469594.256999999300,2511313.087749999500,2142587.292500000400,2207112.003000000000,11283353.327000000000
FS( 35 ),2005422.560000000500,2444266.829000000400,2422139.435000000100,2200828.430000000200,2209142.975999999800,11281800.230000000000
FS( 36 ),2023930.299249999900,2519193.803500000400,2539278.789500000000,2177531.975000000100,2209142.975999999800,11469077.843250001000
FS( 37 ),2097961.256250000100,2519193.803500000400,2519755.563750000200,2137659.196250000000,2213881.913000000200,11488451.732750000000
FS( 38 ),2119316.340000000300,2566682.730999999700,2625286.513749999900,2134075.126250000200,2222682.796000000100,11668043.507000001000
FS( 39 ),2080877.189250000100,2607839.801500000500,2600486.740500000300,2127803.003750000100,2209142.975999999800,11626149.711000001000
FS( 40 ),2066640.466750000600,2536078.755500000400,2583601.788500000300,2100922.478749999800,2209142.975999999800,11496386.465500001000
