代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,16864853.808750000000
真實報酬,6864853.808749999900

夏普值報酬,0.677785380875
夏普值風險,0.161692628278
夏普值,4.191813740023

預期報酬,27285.619290427752
風險,408637.227809841280
起點值,0.066772230804
找到最佳解世代,3161
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2330(17),2498(27),2912(39),3045(40),8046(47),
Stock#,2330(17),2498(27),2912(39),3045(40),8046(47),
張數,44,8,33,46,20,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,17178.500000000000,92806.115999999995,7594.862750000000,41753.469500000232,13172.799999999999,
FS( 1 ),1997178.500000000000,1997286.115999999900,1997164.862750000100,1997213.469499999900,1997172.800000000000,9986015.748250000200
FS( 2 ),1998054.165999999700,2018009.227999999900,1990989.333499999900,2020618.074000000300,2036380.314999999900,10064051.116500000000
FS( 3 ),2001558.589999999600,1980097.731999999800,1990989.333499999900,1991766.310499999900,2028216.600000000100,9992628.565999999600
FS( 4 ),1975275.410000000400,1959708.355999999900,1993617.651500000400,1965662.334000000000,1972265.285000000100,9866529.036499999500
FS( 5 ),2014700.179999999900,1974283.573999999800,1993617.651500000400,1988560.558999999900,1972265.285000000100,9943427.249500000800
FS( 6 ),2041421.412999999900,2067628.686000000000,1993617.651500000400,1978943.304500000300,2068238.714999999600,10149849.770000000000
FS( 7 ),2044487.784000000200,2061814.527999999900,1990989.333499999900,1994972.061999999900,2068238.714999999600,10160502.422499999000
FS( 8 ),2047992.207999999900,2061814.527999999900,1959778.057250000300,1991766.310499999900,2012287.400000000100,10073638.503750000000
FS( 9 ),2047992.207999999900,2064681.784000000000,1990989.333499999900,1975737.553000000100,2012287.400000000100,10091688.278500000000
FS( 10 ),2027841.770000000000,2088018.061999999900,1993617.651500000400,1985354.807499999900,2028216.600000000100,10123048.891000001000
FS( 11 ),1994987.794999999900,2047239.309999999800,1967663.011250000000,1988560.558999999900,1980229.885000000500,9978680.560249999200
FS( 12 ),1991483.371000000000,2056000.369999999900,1990989.333499999900,1975737.553000000100,1964300.685000000100,9978511.312500000000
FS( 13 ),2018204.604000000100,2105540.182000000000,1996245.969500000100,1988560.558999999900,2100296.229999999500,10208847.544500001000
FS( 14 ),2014700.179999999900,2134690.618000000200,1990989.333499999900,1985354.807499999900,2084367.030000000000,10210101.969000001000
FS( 15 ),2001558.589999999600,2152212.737999999900,1993617.651500000400,2001383.565000000200,2044344.915000000000,10193117.459500000000
FS( 16 ),1968266.561999999900,2137637.520000000000,2004130.923500000000,1994972.061999999900,2012287.400000000100,10117294.467499999000
FS( 17 ),1988417.000000000000,2169734.858000000000,2001502.605500000100,1988560.558999999900,2004322.800000000000,10152537.822500002000
FS( 18 ),2021270.975000000100,2155159.640000000100,2022200.609750000100,2007795.068000000000,2020252.000000000000,10226678.292750001000
FS( 19 ),2051058.578999999900,2196018.037999999700,2016943.973749999900,1991766.310499999900,2004322.800000000000,10260109.701250000000
FS( 20 ),2067704.593000000300,2248504.751999999900,2032713.881750000200,1988560.558999999900,1996358.200000000000,10333841.985750001000
FS( 21 ),2074275.388000000300,2242690.594000000000,2058668.522000000100,1988560.558999999900,2020252.000000000000,10384447.063000001000
FS( 22 ),2074275.388000000300,2210593.256000000100,2071810.112000000000,1982149.056000000100,2028216.600000000100,10367044.412000000000
FS( 23 ),2051058.578999999900,2257265.811999999900,2071810.112000000000,1968868.085499999800,2028216.600000000100,10377219.188500000000
FS( 24 ),2071209.016999999800,2286416.247999999700,2077066.748000000100,1972531.801500000100,2052309.514999999700,10459533.329500001000
FS( 25 ),2080846.183000000200,2280602.089999999900,2066553.476000000300,1978943.304500000300,2076203.314999999700,10483148.368500000000
FS( 26 ),2114138.210999999200,2315566.683999999900,2071810.112000000000,1975737.553000000100,2124190.029999999800,10601442.589999998000
FS( 27 ),2117204.581999999500,2438062.231999999800,2082323.383999999800,1975737.553000000100,2100296.229999999500,10713623.980999999000
