代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13107480.087249998000
真實報酬,3107480.087249998000

夏普值報酬,0.302048008725
夏普值風險,0.100369196823
夏普值,3.009369590343

預期報酬,16161.140270098993
風險,402424.497858636840
起點值,0.040159434518
找到最佳解世代,3244
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2912(40),3045(41),4904(45),
Stock#,2912(40),3045(41),4904(45),
張數,33,63,107,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,9463.225500000001,32475.972000000002,19106.948250000467,
FS( 1 ),3328603.225500000200,3328635.972000000100,3328616.948249999900,9985857.145749999200
FS( 2 ),3462087.458250000600,3333494.043750000200,3313972.366500000000,10109554.868500000000
FS( 3 ),3381266.679750000100,3299624.582250000400,3177618.414500000000,9858510.676500000100
FS( 4 ),3340856.290500000600,3213696.504000000200,3204250.045750000000,9758803.840250000400
FS( 5 ),3340856.290500000600,3199897.834499999900,3211706.902500000300,9752462.027499999900
FS( 6 ),3300445.901250000100,3189862.438500000200,3193597.393250000700,9683906.733000000900
FS( 7 ),3273505.641750000000,3194880.136500000000,3226620.616000000400,9695007.394249999900
FS( 8 ),3273505.641750000000,3142194.307500000100,3204250.045750000000,9619950.994999999200
FS( 9 ),3286975.771500000300,3209306.018250000200,3196793.189000000200,9693075.978750001600
FS( 10 ),3327386.160749999800,3228122.385750000800,3226620.616000000400,9782130.162500001500
FS( 11 ),3300445.901250000100,3237530.569500000200,3177618.414500000000,9715595.885250000300
FS( 12 ),3286975.771500000300,3204288.320249999900,3211706.902500000300,9702971.994249999500
FS( 13 ),3286975.771500000300,3256974.149249999800,3226620.616000000400,9770571.536750000000
FS( 14 ),3340856.290500000600,3204288.320249999900,3226620.616000000400,9771766.226750001300
FS( 15 ),3408206.939250000300,3237530.569500000200,3238338.533750000400,9884077.042500000400
FS( 16 ),3354326.420250000400,3247565.965499999500,3223424.820250000300,9825318.206000000200
FS( 17 ),3408206.939250000300,3299624.582250000400,3242599.594750000600,9950432.116250000900
FS( 18 ),3435147.198750000000,3275790.516750000000,3242599.594750000600,9953538.310250001000
FS( 19 ),3475557.588000000000,3285825.912749999700,3242599.594750000600,10003984.095500000000
FS( 20 ),3556706.906250000000,3295234.096500000500,3250056.451500000000,10101998.454250000000
FS( 21 ),3529766.646750000800,3290216.398500000100,3235142.738000000400,10055126.783250000000
FS( 22 ),3516296.517000000000,3251956.451249999900,3242599.594750000600,10010853.563000001000
FS( 23 ),3475557.588000000000,3237530.569500000200,3250056.451500000000,9963145.609000001100
FS( 24 ),3556706.906250000000,3256974.149249999800,3245795.390500000200,10059477.446000000000
FS( 25 ),3624057.555000000200,3275790.516750000000,3211706.902500000300,10111555.974250000000
FS( 26 ),3556706.906250000000,3251956.451249999900,3219163.759250000100,10027828.116750000000
FS( 27 ),3475557.588000000000,3280808.214749999800,3235142.738000000400,9991509.540750000600
FS( 28 ),3556706.906250000000,3256974.149249999800,3272427.021749999800,10086109.077250000000
FS( 29 ),3502497.847500000100,3261991.847250000600,3276688.082750000100,10041178.777500000000
FS( 30 ),3516296.517000000000,3271400.031000000000,3264970.165000000000,10052667.713000000000
FS( 31 ),3543236.776500000200,3285825.912749999700,3260709.104000000300,10089772.793250000000
FS( 32 ),3502497.847500000100,3280808.214749999800,3226620.616000000400,10009927.678250000000
FS( 33 ),3516296.517000000000,3309659.978250000200,3250056.451500000000,10076013.946750000000
FS( 34 ),3489027.717749999800,3333494.043750000200,3264970.165000000000,10087492.926500000000
FS( 35 ),3583647.165750000200,3337884.529500000600,3348060.854500000400,10269593.549750000000
FS( 36 ),3597117.295500000500,3352310.411249999900,3367235.629000000200,10316664.335750001000
FS( 37 ),3529766.646750000800,3333494.043750000200,3340603.997750000100,10203865.688250002000
FS( 38 ),3583647.165750000200,3347292.713250000000,3287340.735249999900,10218281.614250001000
FS( 39 ),3610587.425249999900,3361718.594999999700,3333147.141000000300,10305454.161250001000
FS( 40 ),3597117.295500000500,3366736.293000000100,3317168.162250000500,10281022.750750002000
FS( 41 ),3664467.944250000200,3366736.293000000100,3317168.162250000500,10348373.399500001000
FS( 42 ),3772228.982250000400,3390570.358500000100,3325690.284250000000,10488490.625000000000
FS( 43 ),3650997.814500000300,3347292.713250000000,3306515.509750000200,10304807.037500001000
FS( 44 ),3624057.555000000200,3399978.542249999900,3276688.082750000100,10300725.180000000000
FS( 45 ),3624057.555000000200,3462072.555000000200,3272427.021749999800,10358558.131750001000
FS( 46 ),3637527.684750000500,3514758.384000000100,3264970.165000000000,10417257.233750001000
FS( 47 ),3704878.333500000200,3552391.118999999900,3260709.104000000300,10517979.556500001000
FS( 48 ),3786027.651750000200,3514758.384000000100,3245795.390500000200,10546582.426250000000
FS( 49 ),3704878.333500000200,3581242.882499999800,3279883.878500000100,10566006.094500000000
FS( 50 ),3745288.722750000200,3628911.013500000400,3264970.165000000000,10639170.901250001000
FS( 51 ),3920728.949250000100,3571834.698750000000,3309711.305500000200,10802275.953500001000
FS( 52 ),4082699.046000000100,3552391.118999999900,3294797.592000000200,10929888.756999999000
FS( 53 ),3961139.338500000500,3576225.184500000000,3276688.082750000100,10814053.605750000000
FS( 54 ),4176989.954250000400,3581242.882499999800,3279883.878500000100,11038117.715250000000
FS( 55 ),4082699.046000000100,3576225.184500000000,3276688.082750000100,10935613.313250000000
FS( 56 ),4244340.603000000100,3557408.817000000700,3299058.652999999900,11100809.073000001000
FS( 57 ),4298549.661750000900,3548000.633249999500,3291601.796250000100,11138153.091250001000
FS( 58 ),4150049.694749999800,3514758.384000000100,3264970.165000000000,10929779.243749999000
FS( 59 ),4096169.175750000400,3548000.633249999500,3299058.652999999900,10943229.462000001000
FS( 60 ),4096169.175750000400,3514758.384000000100,3268165.960750000600,10879094.520500001000
FS( 61 ),4244340.603000000100,3552391.118999999900,3291601.796250000100,11088334.518250000000
FS( 62 ),4190460.083999999800,3538592.449500000100,3309711.305500000200,11038764.839000000000
FS( 63 ),4217400.343499999500,3533574.751500000200,3313972.366500000000,11064948.461500000000
FS( 64 ),4406310.699749999700,3590651.066249999700,3325690.284250000000,11322653.050249999000
FS( 65 ),4257810.732750000400,3571834.698750000000,3325690.284250000000,11155336.715750001000
FS( 66 ),4190460.083999999800,3576225.184500000000,3317168.162250000500,11083854.430750001000
FS( 67 ),4163519.824499999600,3562426.515000000100,3321429.223250000300,11047376.562750001000
FS( 68 ),4352430.180749999400,3633928.711500000200,3340603.997750000100,11326963.890000001000
FS( 69 ),4284750.992249999200,3633928.711500000200,3374692.485750000500,11293373.189500000000
FS( 70 ),4244340.603000000100,3610094.646000000200,3340603.997750000100,11195040.246750001000
FS( 71 ),4217400.343499999500,3614485.131750000200,3343799.793500000600,11175686.268750001000
FS( 72 ),4446721.089000000600,3638319.197250000700,3377888.281500000500,11462929.567750001000
FS( 73 ),4460191.218749999100,3619502.829750000000,3362974.568000000400,11442669.616500000000
FS( 74 ),4419780.829500000000,3610094.646000000200,3370431.424750000700,11400307.900250001000
FS( 75 ),4581750.926249999600,3633928.711500000200,3358713.507000000700,11574394.144750001000
FS( 76 ),4419780.829500000000,3643336.895250000100,3358713.507000000700,11421832.231750000000
FS( 77 ),4433250.959250000300,3724247.275500000000,3377888.281500000500,11535387.516250001000
FS( 78 ),4365900.310499999700,3733655.459249999400,3453522.114250000600,11553078.884000000000
FS( 79 ),4419780.829500000000,3786341.288250000200,3475892.684500000000,11682015.802250000000
FS( 80 ),4406310.699749999700,3924955.195500000400,3490806.398000000500,11822073.293250000000
FS( 81 ),4298549.661750000900,3896103.432000000000,3475892.684500000000,11670546.778250001000
FS( 82 ),4325489.921249999700,3872269.366500000000,3483349.541250000700,11681109.829000000000
FS( 83 ),4244340.603000000100,3843417.602999999700,3480153.745500000700,11567912.951500000000
FS( 84 ),4136579.565000000400,3843417.602999999700,3392801.995000000600,11372800.163000001000
FS( 85 ),4203930.213749999200,3881677.550249999900,3423694.687250000900,11509303.451250000000
FS( 86 ),4298549.661750000900,3910529.313749999700,3431151.544000000700,11640231.519500002000
FS( 87 ),4150049.694749999800,4053533.706749999900,3483349.541250000700,11686933.942749999000
FS( 88 ),4176989.954250000400,3996457.392000000900,3438608.400750001000,11612056.747000001000
FS( 89 ),4190460.083999999800,3962587.930499999800,3416237.830500000600,11569286.845000001000
FS( 90 ),4190460.083999999800,3962587.930499999800,3382149.342500000700,11535198.357000001000
FS( 91 ),4230870.473249999800,4015273.759500000200,3392801.995000000600,11638947.227750001000
FS( 92 ),4176989.954250000400,4072350.074250000100,3374692.485750000500,11624033.514250001000
FS( 93 ),4365900.310499999700,3948789.260999999900,3377888.281500000500,11692578.853000000000
FS( 94 ),4392840.569999999400,3929345.681250000400,3426890.483000000500,11749077.734250000000
FS( 95 ),4325489.921249999700,3872269.366500000000,3438608.400750001000,11636368.688500002000
FS( 96 ),4312019.791499999400,3877287.064499999400,3434347.339750000700,11623655.195750000000
FS( 97 ),4338960.051000000000,3938753.865000000200,3438608.400750001000,11716323.316750001000
FS( 98 ),4487131.478249999700,3941889.926250000000,3475892.684500000000,11904915.089000000000
FS( 99 ),4635631.445249999900,3906766.040250000100,3585615.005249999900,12128013.490750000000
FS( 100 ),4622161.315500000500,3846553.664250000400,3585615.005249999900,12054330.984999999000
FS( 101 ),4783802.872499998700,3801394.382250000300,3566440.230750000600,12151638.485499999000
FS( 102 ),4810743.131999999300,3856589.060250000100,3566440.230750000600,12233773.422999999000
FS( 103 ),4756862.612999999900,3851571.362250000200,3627160.350000000100,12235595.325250000000
FS( 104 ),4783802.872499998700,3851571.362250000200,3653791.981249999700,12289167.215999998000
FS( 105 ),4783802.872499998700,3856589.060250000100,3649530.920250000000,12289923.852999998000
FS( 106 ),4743392.483249999600,3826482.872250000500,3604789.779750000200,12174666.135250000000
FS( 107 ),4838011.931249999400,3811429.778250000000,3672966.755750000500,12322409.465250000000
FS( 108 ),4797273.002249999000,3831500.570249999900,3668705.694749999800,12297480.267249998000
FS( 109 ),4864952.190750000100,3851571.362250000200,3702794.182750000200,12419318.735749999000
FS( 110 ),4905362.580000000100,3926836.832250000400,3698533.121749999900,12530733.534000002000
FS( 111 ),5013123.618000000700,3891712.946250000000,3718773.161499999900,12623610.725749999000
FS( 112 ),5215504.103999999400,3901748.342249999800,3782689.076500000000,12899942.522750000000
FS( 113 ),5107743.066000000600,3901748.342249999800,3766710.097750000200,12776202.506000001000
FS( 114 ),5067004.136999999200,3901748.342249999800,3754992.180000000600,12723745.659249999000
FS( 115 ),4797273.002249999000,3896730.644249999900,3670836.225250000600,12364840.871749999000
FS( 116 ),4891892.450249999800,3896730.644249999900,3691076.265000000100,12479700.359500000000
FS( 117 ),5107743.066000000600,3896730.644249999900,3691076.265000000100,12695550.975250002000
FS( 118 ),5107743.066000000600,3931854.530250000300,3846604.991500000000,12886203.587750001000
FS( 119 ),4986183.358499999200,4017782.608500000100,3810385.973000000700,12814352.940000001000
FS( 120 ),5067004.136999999200,4213472.830499999200,3798668.055249999700,13079146.022749998000
FS( 121 ),5040063.877499999500,4148242.756500000100,3801863.850999999800,12990171.484999999000
FS( 122 ),4864952.190750000100,4113118.870499999700,3778428.015500000200,12756500.076749999000
FS( 123 ),4848196.663499999800,4118136.568499999600,3838082.869500001000,12804417.101500001000
FS( 124 ),4792673.445750000000,3992066.906250000500,3638878.267749999600,12423619.619750001000
FS( 125 ),4681955.549999999800,3786341.288250000200,3500393.785250000200,11968691.623500001000
FS( 126 ),4778874.776249999200,3751217.402249999800,3468435.827750000600,11998529.006250000000
FS( 127 ),4875794.002499999500,3781323.590250000400,3539808.599500000500,12196927.192250000000
FS( 128 ),4848196.663499999800,3801394.382250000300,3560048.639250000900,12209640.685000001000
FS( 129 ),4737150.228000000100,3886695.248250000600,3592006.596750000000,12215853.073000001000
FS( 130 ),4861995.332999998700,3946907.624249999900,3663379.368500000800,12472283.325750001000
FS( 131 ),4848196.663499999800,3906766.040250000100,3654857.246500000800,12409820.950250000000
FS( 132 ),4861995.332999998700,3886695.248250000600,3615442.432250000100,12364134.013499999000
FS( 133 ),4792673.445750000000,3856589.060250000100,3615442.432250000100,12264705.938250002000
FS( 134 ),4723351.558499999300,3881677.550249999900,3587745.535750000300,12192775.644499999000
FS( 135 ),4723351.558499999300,3977013.812250000000,3576027.618000000200,12276393.988750000000
FS( 136 ),4959243.098999999500,4037853.400500000000,3563244.435000001000,12560341.934500000000
FS( 137 ),4986840.438000000100,3987049.208249999200,3595202.392500000500,12569093.038749998000
FS( 138 ),5083759.664249998500,3987049.208249999200,3730491.079250000900,12801300.951749999000
FS( 139 ),5069960.994749999600,3982031.510249999800,3702794.182750000200,12754787.687749999000
FS( 140 ),5208604.769249999900,3982031.510249999800,3702794.182750000200,12893431.462250000000
FS( 141 ),5194806.099750000100,3982031.510249999800,3654857.246500000800,12831695.856500000000
FS( 142 ),5139282.881999999300,3982031.510249999800,3711316.304750000100,12832631.697000001000
