代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12285059.851250000000
真實報酬,2285059.851250000300

夏普值報酬,0.219805985125
夏普值風險,0.062760126535
夏普值,3.502319024194

預期報酬,9839.511859494412
風險,200735.375618230110
起點值,0.049017328556
找到最佳解世代,2929
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1216(2),2412(24),2454(26),3045(41),4904(45),
Stock#,1216(2),2412(24),2454(26),3045(41),4904(45),
張數,85,32,8,39,66,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,2207.196250000233,14454.624000000000,51867.862000000001,4260.117500000000,2637.809000000000,
FS( 1 ),1997157.196250000000,1997174.624000000100,1997227.862000000000,1997160.117499999900,1997157.808999999900,9985877.608749998700
FS( 2 ),1943478.888750000400,1970560.384000000100,2091920.505999999800,1994553.922999999700,1979132.944999999800,9979646.646749999400
FS( 3 ),2019640.376250000200,1990631.176000000200,2062371.839999999900,2026780.685750000200,1990960.375999999900,10090384.454000000000
FS( 4 ),1975635.961250000200,1997321.439999999900,2032902.819999999800,2012026.264249999800,1990960.375999999900,10008846.861499999000
FS( 5 ),1978174.677500000500,1986171.000000000200,2012194.859999999900,2018238.652249999600,1990960.375999999900,9985739.565749999100
FS( 6 ),2022179.092500000300,1997321.439999999900,2065318.742000000100,2024062.766000000100,1995559.932499999900,10104441.972999999000
FS( 7 ),2019640.376250000200,1981710.824000000000,2077185.996000000000,2020956.571999999700,1986360.819500000000,10085854.587749999000
FS( 8 ),2012024.227500000300,1977250.648000000000,2106655.016000000300,1997271.842749999800,1990960.375999999900,10084162.110250000000
FS( 9 ),2001869.362500000300,1981710.824000000000,2088973.604000000100,1988341.534999999900,1995559.932499999900,10056455.257999999000
FS( 10 ),2022179.092500000300,1983940.912000000000,2035849.722000000100,2000378.036749999700,1992931.614499999700,10035279.377750000000
FS( 11 ),2004408.078750000300,1977250.648000000000,1932469.214000000200,2012026.264249999800,1971905.070499999900,9898059.275500001400
FS( 12 ),1990868.258750000300,1979480.736000000000,1991566.546000000100,1997271.842749999800,1976504.626999999600,9935692.010500000800
FS( 13 ),2006946.795000000400,1966100.208000000100,2083079.800000000000,2015132.458249999900,1986360.819500000000,10057620.080750000000
FS( 14 ),2006946.795000000400,1961640.032000000100,2097814.310000000100,2000378.036749999700,2009358.601999999700,10076137.775750000000
FS( 15 ),1993406.975000000600,1968330.296000000100,2065318.742000000100,2003484.230750000100,2011986.919999999700,10042527.163750000000
FS( 16 ),2035718.912500000600,1983940.912000000000,2106655.016000000300,2009308.344500000100,2004759.045499999800,10140382.230500000000
FS( 17 ),2069568.462500000600,1997321.439999999900,2106655.016000000300,2018238.652249999600,2002130.727499999800,10193914.298249999000
FS( 18 ),2056874.881250000600,2001781.616000000200,2074239.093999999800,2015132.458249999900,1981104.183499999800,10129132.233000001000
FS( 19 ),2078030.850000000600,1997321.439999999900,2077185.996000000000,2032993.073750000000,1995559.932499999900,10181091.292250000000
FS( 20 ),2083108.282500000200,2010701.967999999900,2062371.839999999900,2047747.495250000200,2004759.045499999800,10208688.631250000000
FS( 21 ),2083108.282500000200,2017392.232000000100,2065318.742000000100,2050465.415000000300,2056011.246499999900,10272295.918000000000
FS( 22 ),2098340.580000000100,2044153.288000000200,2032902.819999999800,2059395.722750000000,2067838.677500000000,10302631.088250000000
FS( 23 ),2119496.548750000100,2055303.728000000100,2047637.330000000100,2047747.495250000200,2051411.689999999900,10321596.791999999000
FS( 24 ),2119496.548750000100,2050843.551999999900,2077185.996000000000,2056289.528750000100,2018557.714999999900,10322373.340500001000
FS( 25 ),2135575.085000000400,2059763.904000000100,2115495.722000000500,2065219.836499999700,2046812.133499999500,10422866.681000002000
FS( 26 ),2156731.053750000400,2055303.728000000100,2124416.074000000500,2068326.030499999600,2036955.941000000100,10441732.827250002000
