代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12343791.346500000000
真實報酬,2343791.346500000000

夏普值報酬,0.225679134650
夏普值風險,0.063183867252
夏普值,3.571784135156

預期報酬,9898.468860982703
風險,140594.288318976090
起點值,0.070404487830
找到最佳解世代,4598
找到最佳解實驗#,6
找到最佳解次數,10

投資組合檔數,6
2002(7),2354(20),2881(30),2892(39),2912(40),3045(42),
Stock#,2002(7),2354(20),2881(30),2892(39),2912(40),3045(42),
張數,76,30,48,139,9,24,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,9027.225999999766,14314.750000000000,8786.884000000000,4640.984500000233,106095.351249999770,14795.433999999999,
FS( 1 ),1664307.226000000000,1664314.750000000000,1664306.884000000100,1664300.984500000000,1664445.351250000100,1664315.433999999900,9985994.629750000300
FS( 2 ),1673628.625999999700,1664480.312500000000,1665105.099999999900,1666643.933750000100,1665524.208249999700,1662989.757999999900,9998375.938499998300
FS( 3 ),1686491.454999999800,1684192.697500000000,1674662.619999999900,1670795.481500000200,1689447.875499999800,1695724.263999999700,10101318.393500000000
FS( 4 ),1696327.735999999800,1686880.750000000000,1668928.108000000000,1670795.481500000200,1681473.319749999800,1720812.754000000200,10125222.149250001000
FS( 5 ),1706164.016999999800,1686880.750000000000,1688998.899999999900,1670795.481500000200,1657549.652500000100,1691901.256000000100,10102294.057000000000
FS( 6 ),1709190.564999999700,1694347.562500000000,1708591.816000000300,1686017.823250000400,1653517.573750000000,1713166.737999999900,10164836.078500001000
FS( 7 ),1689518.002999999800,1696736.942499999900,1700945.799999999800,1670795.481500000200,1633625.985249999900,1695724.263999999700,10087350.476250000000
FS( 8 ),1712217.112999999900,1686880.750000000000,1716715.708000000100,1686017.823250000400,1621619.350749999500,1724635.761999999900,10148090.507000001000
FS( 9 ),1699354.283999999800,1671947.125000000000,1702857.304000000200,1690169.371000000300,1621619.350749999500,1732520.716000000000,10118472.150750000000
FS( 10 ),1719026.845999999900,1696736.942499999900,1724839.599999999900,1704007.863500000000,1581746.571999999900,1736343.723999999500,10162705.547999999000
FS( 11 ),1716000.298000000000,1709281.187500000000,1732963.492000000100,1704007.863500000000,1585778.650749999600,1767166.726000000000,10215202.217750000000
FS( 12 ),1686491.454999999800,1706593.135000000000,1726751.104000000300,1690169.371000000300,1553790.825999999700,1773140.176000000000,10136940.067000000000
FS( 13 ),1699354.283999999800,1714059.947500000000,1740609.507999999900,1708159.411250000400,1601727.762249999700,1800140.169999999700,10264055.082999999000
FS( 14 ),1692544.550999999700,1711670.567499999900,1696644.916000000200,1704007.863500000000,1589721.127750000000,1786520.704000000100,10181113.729750000000
FS( 15 ),1686491.454999999800,1701814.375000000000,1692821.908000000100,1694320.918750000200,1593753.206499999900,1753786.198000000100,10122992.061250001000
FS( 16 ),1679681.721999999800,1699126.322500000000,1684698.016000000300,1686017.823250000400,1593753.206499999900,1755697.701999999800,10098978.792250000000
FS( 17 ),1689518.002999999800,1704203.754999999900,1699034.295999999900,1690169.371000000300,1605670.239250000100,1775051.679999999900,10163651.344249999000
FS( 18 ),1683464.906999999700,1694347.562500000000,1682786.512000000100,1686017.823250000400,1581746.571999999900,1743989.740000000000,10072357.116750000000
FS( 19 ),1669845.440999999600,1696736.942499999900,1668928.108000000000,1670795.481500000200,1589721.127750000000,1736343.723999999500,10032374.824749999000
FS( 20 ),1666818.892999999900,1704203.754999999900,1674662.619999999900,1676330.878500000300,1605670.239250000100,1742078.236000000000,10069768.621750001000
FS( 21 ),1679681.721999999800,1776183.827499999900,1684698.016000000300,1694320.918750000200,1685415.796749999700,1747812.747999999900,10268117.028999999000
FS( 22 ),1692544.550999999700,1788429.399999999900,1696644.916000000200,1704007.863500000000,1661492.129499999800,1755697.701999999800,10298820.561999999000
FS( 23 ),1673628.625999999700,1795896.212499999900,1665105.099999999900,1694320.918750000200,1653517.573750000000,1761432.213999999700,10243904.645000000000
FS( 24 ),1692544.550999999700,1756172.770000000000,1665105.099999999900,1686017.823250000400,1677441.240999999900,1773140.176000000000,10250425.661249999000
FS( 25 ),1679681.721999999800,1773794.447500000000,1665105.099999999900,1694320.918750000200,1681473.319749999800,1769078.230000000000,10263457.738000000000
FS( 26 ),1686491.454999999800,1806051.077499999900,1665105.099999999900,1686017.823250000400,1693390.352500000000,1773140.176000000000,10310199.984249998000
FS( 27 ),1663792.345000000000,1806051.077499999900,1658892.712000000100,1680482.426250000300,1705396.987000000000,1769078.230000000000,10283697.777750000000
FS( 28 ),1656982.612000000000,1798584.264999999900,1672751.116000000200,1676330.878500000300,1709339.463999999900,1782697.695999999500,10296690.031500001000
FS( 29 ),1683464.906999999700,1795896.212499999900,1677051.999999999800,1686017.823250000400,1709339.463999999900,1815432.201999999800,10367206.608749999000
FS( 30 ),1666818.892999999900,1780962.587499999900,1658892.712000000100,1676330.878500000300,1745269.765750000000,1830963.172000000300,10359242.008750001000
FS( 31 ),1679681.721999999800,1753783.389999999900,1624963.516000000300,1666643.933750000100,1761218.877249999900,1815432.201999999800,10301727.640999999000
FS( 32 ),1653956.063999999500,1768717.014999999900,1626875.020000000000,1666643.933750000100,1741237.686999999900,1786520.704000000100,10243954.423749998000
FS( 33 ),1673628.625999999700,1773794.447500000000,1626875.020000000000,1676330.878500000300,1777167.988749999800,1807786.186000000000,10335587.146750001000
FS( 34 ),1679681.721999999800,1776183.827499999900,1645034.308000000000,1676330.878500000300,1852971.069249999900,1809697.689999999900,10439903.495250000000
FS( 35 ),1669845.440999999600,1766327.635000000000,1648857.316000000300,1680482.426250000300,1829047.401999999800,1805874.681999999800,10400438.902249999000
FS( 36 ),1689518.002999999800,1763639.582500000000,1648857.316000000300,1666643.933750000100,1821072.846249999900,1842671.133999999800,10432406.815500000000
FS( 37 ),1689518.002999999800,1773794.447500000000,1656981.208000000100,1686017.823250000400,1789174.623249999900,1850317.149999999700,10445807.255000001000
FS( 38 ),1686491.454999999800,1795896.212499999900,1656981.208000000100,1694320.918750000200,1821072.846249999900,1857963.166000000000,10512729.806499999000
FS( 39 ),1689518.002999999800,1793506.832500000000,1660804.216000000200,1694320.918750000200,1813098.290499999900,1857963.166000000000,10509215.426749999000
FS( 40 ),1696327.735999999800,1800973.645000000000,1677051.999999999800,1699856.315750000300,1797149.178999999800,1836697.683999999900,10508060.559750000000
