代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13569563.040250000000
真實報酬,3569563.040249999600

夏普值報酬,0.348256304025
夏普值風險,0.086352355550
夏普值,4.032968201107

預期報酬,15090.690036955022
風險,272130.033702152080
起點值,0.055453967472
找到最佳解世代,4117
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,6
1303(4),2357(21),2412(24),2891(37),2912(39),3045(40),
Stock#,1303(4),2357(21),2412(24),2891(37),2912(39),3045(40),
張數,35,14,29,180,17,34,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,39650.802499999998,70775.091499999995,19732.459250000000,8306.200000000234,52258.743250000000,19742.473500000000,
FS( 1 ),1664350.802500000000,1664395.091500000100,1664322.459250000100,1664306.200000000000,1664368.743250000100,1664322.473500000100,9986069.770000001400
FS( 2 ),1680856.189999999900,1635042.443000000200,1657045.148500000100,1710739.450000000200,1629478.525500000200,1654337.243000000000,9967503.000000001900
FS( 3 ),1675629.421249999900,1653580.049500000200,1664263.067250000100,1728659.800000000300,1678052.629750000100,1654337.243000000000,10054526.210750002000
FS( 4 ),1686082.958750000000,1709471.630000000100,1671769.702749999900,1725075.730000000200,1705809.260750000100,1651967.774500000100,10150181.056750000000
FS( 5 ),1698975.654999999600,1720622.070000000100,1664263.067250000100,1714323.520000000300,1712748.418499999900,1638766.450000000200,10149703.180750001000
FS( 6 ),1706990.033749999900,1709471.630000000100,1674079.436749999600,1696403.170000000200,1678052.629750000100,1644182.378000000000,10109183.278250000000
FS( 7 ),1709429.192499999900,1709471.630000000100,1686494.256999999800,1714323.520000000300,1684991.787500000100,1649259.810500000100,10153974.197500000000
FS( 8 ),1732775.426250000000,1720622.070000000100,1683895.806250000100,1719699.625000000500,1691930.945250000100,1657045.207000000200,10205973.079750001000
FS( 9 ),1787830.723749999900,1768987.103500000000,1708436.730000000200,1769876.605000000200,1789248.401500000200,1682770.865000000000,10507154.428750001000
FS( 10 ),1779816.344999999700,1765363.210500000000,1713344.914750000000,1778836.780000000300,1761491.770500000100,1667200.071999999900,10466057.092750000000
FS( 11 ),1782603.954999999800,1798814.530500000100,1715943.365500000100,1787796.955000000100,1782309.243750000100,1669908.036000000100,10537380.085750001000
