代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12478521.569250001000
真實報酬,2478521.569250000600

夏普值報酬,0.239152156925
夏普值風險,0.070342774317
夏普值,3.399811270571

預期報酬,10819.074849597389
風險,183826.105651149350
起點值,0.058854942345
找到最佳解世代,3758
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,4
2325(16),2412(24),3045(42),6505(47),
Stock#,2325(16),2412(24),3045(42),6505(47),
張數,70,28,27,37,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,27581.817500000001,8374.486000000001,67618.789000000470,64153.858500000468,
FS( 1 ),2496481.817499999900,2496454.486000000000,2496538.788999999900,2496533.858500000100,9986008.951000001300
FS( 2 ),2495313.569999999800,2475130.574999999700,2493317.365000000200,2442303.772500000900,9906065.282500000700
FS( 3 ),2566397.625000000000,2482935.882999999900,2534444.568250000000,2465878.988500000400,10049657.064750001000
FS( 4 ),2551065.770000000500,2487953.581000000200,2493317.365000000200,2512661.057750000600,10044997.773750002000
FS( 5 ),2582426.382499999800,2487953.581000000200,2522348.332000000400,2475824.782750000700,10068553.078250002000
FS( 6 ),2625634.337499999900,2462586.330000000500,2498155.859500000300,2479140.047500000800,10065516.574500002000
FS( 7 ),2669539.194999999800,2487953.581000000200,2498155.859500000300,2552444.234750000800,10208092.870250002000
FS( 8 ),2688355.562500000000,2487953.581000000200,2498155.859500000300,2569388.921250001100,10243853.924250001000
FS( 9 ),2691143.172499999900,2500497.826000000400,2522348.332000000400,2542498.440500000500,10256487.771000002000
FS( 10 ),2641663.094999999700,2500497.826000000400,2522348.332000000400,2535867.911000000300,10200377.164000001000
FS( 11 ),2650722.827500000100,2510811.983000000000,2534444.568250000000,2562758.391750000900,10258737.770500001000
FS( 12 ),2678598.927499999300,2510811.983000000000,2522348.332000000400,2569388.921250001100,10281148.163750000000
FS( 13 ),2654207.339999999400,2513320.831999999900,2522348.332000000400,2636062.578999999900,10325939.083000001000
FS( 14 ),2716231.662500000100,2513320.831999999900,2595194.554750000100,2576019.450750000300,10400766.500000000000
FS( 15 ),2610302.482500000400,2487953.581000000200,2558905.846000000400,2569388.921250001100,10226550.830750002000
FS( 16 ),2594970.627499999900,2508303.134000000100,2595194.554750000100,2649323.638000001200,10347791.954250000000
FS( 17 ),2451408.712499999900,2492971.279000000100,2522348.332000000400,2599226.304000000000,10065954.627499999000
FS( 18 ),2394959.609999999900,2503285.436000000200,2522348.332000000400,2592595.774500000300,10013189.152500000000
FS( 19 ),2489041.447499999800,2500497.826000000400,2498155.859500000300,2592595.774500000300,10080290.907500001000
FS( 20 ),2572669.747499999600,2520847.379000000200,2510252.095750000800,2679529.383500000500,10283298.605750000000
FS( 21 ),2572669.747499999600,2518338.530000000700,2498155.859500000300,2686159.913000001100,10275324.050000001000
FS( 22 ),2542006.037500000100,2526143.838000000000,2510252.095750000800,2686159.913000001100,10264561.884250002000
FS( 23 ),2513433.034999999700,2515829.681000000300,2488210.065250000500,2702736.236750000200,10220209.017999999000
FS( 24 ),2498101.179999999700,2515829.681000000300,2498155.859500000300,2736257.247000000400,10248343.967500001000
FS( 25 ),2513433.034999999700,2513320.831999999900,2510252.095750000800,2789669.845749999900,10326675.808500001000
FS( 26 ),2535733.915000000000,2513320.831999999900,2510252.095750000800,2739572.511750000500,10298879.354499999000
