代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,15300400.014250001000
真實報酬,5300400.014250000900

夏普值報酬,0.521340001425
夏普值風險,0.116682227558
夏普值,4.468032641600

預期報酬,20832.334412470234
風險,286755.818227480630
起點值,0.072648340812
找到最佳解世代,3396
找到最佳解實驗#,2
找到最佳解次數,22

投資組合檔數,4
2301(10),2308(12),2382(22),4904(45),
Stock#,2301(10),2308(12),2382(22),4904(45),
張數,130,42,60,71,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,17367.282500000001,50434.336000000003,14863.719999999999,30656.192250000000,
FS( 1 ),2496467.282500000200,2496514.336000000100,2496463.720000000200,2496486.192249999800,9985931.530750000800
FS( 2 ),2454435.324999999700,2471891.762500000200,2545814.485000000300,2540709.838000000000,10012851.410500001000
FS( 3 ),2454435.324999999700,2384082.047499999900,2532672.895000000000,2517383.515749999800,9888573.783250000300
FS( 4 ),2494556.997500000500,2411261.245000000100,2584044.565000000400,2474972.020749999700,9964834.828250000300
FS( 5 ),2490674.254999999900,2390772.311499999800,2579863.149999999400,2490522.902249999300,9951832.618749998500
FS( 6 ),2554092.382500000300,2485690.432000000000,2756677.270000000000,2474972.020749999700,10271432.105249999000
FS( 7 ),2567034.857500000400,2461856.366500000000,2704708.255000000400,2459421.139249999500,10193020.618249999000
FS( 8 ),2572211.847500000100,2499070.960000000000,2692164.010000000200,2435387.958750000200,10198834.776250001000
FS( 9 ),2548915.392499999600,2441367.432999999700,2713668.430000000200,2461541.714000000200,10165492.969500000000
FS( 10 ),2594214.055000000200,2471891.762500000200,2679022.420000000400,2474972.020749999700,10220100.258250000000
FS( 11 ),2576094.590000000300,2404152.839500000200,2597186.154999999800,2499005.201249999900,10076438.785750000000
FS( 12 ),2599391.045000000400,2448475.838500000500,2618690.575000000200,2538589.263249999800,10205146.721750000000
FS( 13 ),2572211.847500000100,2441367.432999999700,2575681.735000000300,2509608.074999999700,10098869.090500001000
FS( 14 ),2594214.055000000200,2421296.640999999800,2558358.730000000000,2570397.884500000200,10144267.310500002000
FS( 15 ),2648572.449999999700,2526250.157500000200,2601367.570000000300,2585948.765999999800,10362138.943500001000
FS( 16 ),2608450.777500000300,2532940.421500000200,2601367.570000000300,2590896.773750000200,10333655.542750001000
FS( 17 ),2621393.252500000400,2576845.279000000100,2597186.154999999800,2614929.954250000000,10410354.640750000000
FS( 18 ),2581271.579999999600,2549666.081500000300,2554177.315000000400,2614929.954250000000,10300044.930749999000
FS( 19 ),2594214.055000000200,2556356.345499999800,2579863.149999999400,2599379.072750000300,10329812.623250000000
FS( 20 ),2608450.777500000300,2461856.366500000000,2593004.740000000200,2641083.709499999900,10304395.593499999000
FS( 21 ),2662809.172500000800,2455166.102500000500,2700526.840000000300,2712476.392749999600,10530978.507750001000
FS( 22 ),2648572.449999999700,2471891.762500000200,2722031.260000000200,2776093.635250000300,10618589.107750000000
FS( 23 ),2603273.787500000100,2465201.498500000200,2735172.850000000100,2870812.640749999800,10674460.776750000000
FS( 24 ),2621393.252500000400,2465201.498500000200,2704708.255000000400,2865864.632999999400,10657167.639000000000
FS( 25 ),2662809.172500000800,2529595.289500000000,2679022.420000000400,2939377.890999999800,10810804.773000002000
FS( 26 ),2662809.172500000800,2553011.213500000500,2640194.995000000100,3029148.888749999900,10885164.269750003000
FS( 27 ),2644689.707500000000,2499070.960000000000,2683203.835000000400,2945032.756999999800,10771997.259500001000
FS( 28 ),2644689.707500000000,2441367.432999999700,2601367.570000000300,2923827.009500000200,10611251.720000001000
FS( 29 ),2648572.449999999700,2465201.498500000200,2644376.410000000600,2855261.759249999700,10613412.117750000000
FS( 30 ),2693871.112499999800,2509106.356000000100,2739354.265000000600,2897673.254250000200,10840004.987750001000
FS( 31 ),2739169.774999999900,2492380.695999999500,2717849.845000000200,2949980.764749999600,10899381.080750000000
FS( 32 ),2816824.625000000000,2434677.169000000200,2696345.424999999800,3007943.141249999900,10955790.360250000000
FS( 33 ),2838826.832500000000,2438022.301000000400,2683203.835000000400,3129522.760250000300,11089575.728750002000
FS( 34 ),2920364.424999999800,2438022.301000000400,2657518.000000000000,3034803.754749999800,11050708.480750000000
FS( 35 ),2880242.752500000400,2417951.509000000100,2618690.575000000200,2934429.883250000000,10851314.719750002000
FS( 36 ),2907421.949999999700,2312997.992500000200,2541035.725000000100,2987444.251999999900,10748899.919500001000
FS( 37 ),2708107.835000000000,2221843.145500000100,2416190.620000000100,2987444.251999999900,10333585.852499999000
FS( 38 ),2798705.160000000100,2275783.398999999700,2334354.355000000000,3082163.257499999800,10491006.171500001000
FS( 39 ),2798705.160000000100,2316343.124500000400,2373181.779999999800,3071560.383750000000,10559790.448249999000
FS( 40 ),2802587.902500000300,2336832.057999999700,2480703.880000000400,3145780.499999999500,10765904.340500001000
FS( 41 ),2862123.287500000100,2350212.586000000100,2541035.725000000100,3103369.004999999900,10856740.603500001000
FS( 42 ),2943660.879999999900,2248604.201500000400,2554177.315000000400,3039751.762499999700,10786194.159000000000
FS( 43 ),3016138.740000000700,2296272.332500000000,2665880.830000000100,3103369.004999999900,11081660.907500001000
FS( 44 ),2961780.345000000200,2211389.608000000000,2665880.830000000100,3156383.373749999800,10995434.156749999000
FS( 45 ),2952720.612499999800,2221843.145500000100,2674841.005000000400,3156383.373749999800,11005788.136750000000
FS( 46 ),2943660.879999999900,2228533.409500000100,2661699.415000001000,3092766.131249999600,10926659.835750001000
FS( 47 ),3029081.215000000300,2252367.475000000100,2657518.000000000000,3140125.633999999600,11079092.324000001000
FS( 48 ),3038140.947500000200,2248604.201500000400,2670062.245000000100,3171934.255249999500,11128741.649250001000
FS( 49 ),3001902.017499999600,2225188.277500000300,2593004.740000000200,3171934.255249999500,10992029.290250000000
FS( 50 ),2947543.622500000500,2248604.201500000400,2597186.154999999800,3135177.626249999700,10928511.605250001000
FS( 51 ),2916481.682500000100,2221843.145500000100,2541035.725000000100,3145780.499999999500,10825141.052999999000
FS( 52 ),2934601.147500000000,2252367.475000000100,2532672.895000000000,3135177.626249999700,10854819.143750001000
FS( 53 ),2820707.367500000200,2215152.881500000100,2618690.575000000200,3124574.752499999900,10779125.576500000000
FS( 54 ),2889302.485000000800,2228533.409500000100,2674841.005000000400,3097714.139000000000,10890391.038500002000
FS( 55 ),2925541.415000000500,2198009.080000000100,2636013.580000000100,2923827.009500000200,10683391.084500002000
FS( 56 ),2929424.157500000200,2225188.277500000300,2571500.320000000300,2897673.254250000200,10623786.009250000000
FS( 57 ),3070497.135000000200,2360247.981999999800,2653336.585000000400,2981789.385999999900,11065871.088000001000
FS( 58 ),3092499.342500000300,2374046.651500000200,2636013.580000000100,3060957.509999999800,11163517.084000001000
FS( 59 ),3164977.202500000600,2441367.432999999700,2670062.245000000100,3039751.762499999700,11316158.643000001000
FS( 60 ),3074379.877500000400,2471891.762500000200,2679022.420000000400,3013598.007250000300,11238892.067250000000
