代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13295000.386000000000
真實報酬,3295000.385999999900

夏普值報酬,0.320800038600
夏普值風險,0.095462874307
夏普值,3.360469092609

預期報酬,14096.772644860846
風險,346730.039345334460
起點值,0.040656335031
找到最佳解世代,3346
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2),2308(15),2330(20),4904(46),
Stock#,1216(2),2308(15),2330(20),4904(46),
張數,82,39,37,55,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,13501.781999999999,1224.311500000000,42292.750749999999,31938.016250000001,
FS( 1 ),2496461.782000000100,2496444.311499999800,2496502.750750000100,2496488.016249999900,9985896.860499998600
FS( 2 ),2485474.684000000400,2482296.768999999900,2482327.606749999300,2506389.899999999900,9956488.959749998500
FS( 3 ),2468330.882500000300,2497827.738999999600,2460962.567250000300,2457108.937500000000,9884230.126250000700
FS( 4 ),2415266.735000000300,2485402.962999999500,2448806.596500000500,2445062.480000000000,9794538.774500001200
FS( 5 ),2401388.419500000300,2469483.718750000000,2467224.734000000200,2424254.962499999900,9762351.834750000400
FS( 6 ),2357304.358500000600,2519959.371250000300,2455068.763250000300,2428635.492500000600,9760967.985500000400
FS( 7 ),2393224.704499999500,2529277.953249999800,2473118.537999999700,2477368.888749999500,9872990.084499998000
FS( 8 ),2382611.875000000000,2648478.148000000000,2482327.606749999300,2465322.431249999900,9978740.060999998800
FS( 9 ),2354855.243999999900,2648478.148000000000,2482327.606749999300,2432468.456250000300,9918129.455000000100
FS( 10 ),2398939.305000000200,2670609.780249999800,2522110.783749999500,2424254.962499999900,10015914.831499999000
FS( 11 ),2407103.020000000500,2727297.820749999500,2579943.735500000000,2465322.431249999900,10179667.007500000000
FS( 12 ),2418532.221000000400,2717590.964499999800,2579943.735500000000,2445062.480000000000,10161129.401000001000
FS( 13 ),2359753.473000000200,2736616.402749999900,2515848.617000000100,2416041.468750000000,10028259.961500000000
FS( 14 ),2354855.243999999900,2774279.004999999900,2595414.971000000400,2407827.974999999600,10132377.195000000000
FS( 15 ),2365468.073500000400,2749041.178749999500,2579943.735500000000,2375521.566249999700,10069974.554000000000
FS( 16 ),2382611.875000000000,2865523.453749999400,2631882.883250000400,2453275.973749999900,10333294.185750000000
FS( 17 ),2396490.190500000000,2846498.015500000200,2641091.952000000500,2510222.863749999600,10394303.021749999000
FS( 18 ),2404653.905499999900,2827860.851499999900,2646985.756000000100,2445062.480000000000,10324562.992999999000
FS( 19 ),2363018.959000000300,2733510.208750000200,2592099.706250000300,2469155.394999999600,10157784.269000001000
FS( 20 ),2396490.190500000000,2811941.607249999900,2659510.089500000200,2445062.480000000000,10313004.367250001000
FS( 21 ),2354855.243999999900,2796410.637249999200,2650301.020750000100,2465322.431249999900,10266889.333249999000
FS( 22 ),2279749.066000000100,2733510.208750000200,2607570.941750000200,2424254.962499999900,10045085.179000000000
FS( 23 ),2282198.180499999800,2717590.964499999800,2631882.883250000400,2506389.899999999900,10138061.928250000000
FS( 24 ),2282198.180499999800,2651972.616249999500,2638145.050000000300,2510222.863749999600,10082538.710500000000
FS( 25 ),2299341.982000000300,2639159.565999999600,2634829.785249999700,2510222.863749999600,10083554.197000001000
