代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13030638.118749999000
真實報酬,3030638.118749998500

夏普值報酬,0.294363811875
夏普值風險,0.078213907657
夏普值,3.763573777259

預期報酬,12487.677100804744
風險,144870.500806260100
起點值,0.086198895091
找到最佳解世代,3504
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,10
1326(5),2317(16),2354(19),2408(23),2474(27),2882(31),2886(35),2892(39),3008(41),3481(43),
FS( 126 ),1192479.625000000000,1239077.507499999800,1371305.548000000000,1135448.320750000000,1065101.490999999900,1165964.492499999700,982279.851999999960,1107576.742000000100,1000000.000000000000,1146387.202000000000,11405620.780749999000
FS( 127 ),1191185.377499999900,1226234.590000000100,1374332.096000000100,1140933.939000000000,1049650.166999999900,1153121.575000000000,1004740.024000000200,1104669.662999999900,1000000.000000000000,1130856.232000000100,11375723.663500002000
FS( 128 ),1197268.340750000000,1230565.341250000100,1397270.143999999900,1139490.355250000000,1040013.001000000000,1170444.579999999800,1000439.140000000200,1111210.590749999700,1000000.000000000000,1151564.192000000000,11438265.685000001000
FS( 129 ),1207104.621750000200,1252069.761250000000,1406509.079999999800,1140933.939000000000,1067052.818000000000,1179106.082499999800,1002828.520000000000,1111210.590749999700,1000000.000000000000,1156741.182000000000,11523556.595249999000
FS( 130 ),1222894.441250000100,1244901.621250000100,1423234.740000000000,1145264.690250000200,1080552.814999999900,1180300.772500000000,1029589.576000000200,1121385.367249999900,1000000.000000000000,1161918.172000000300,11610042.195499999000
FS( 131 ),1190020.554750000100,1207567.558750000100,1369712.628000000000,1096182.842750000100,1036150.169999999900,1133110.517499999800,1004740.024000000200,1104669.662999999900,1000000.000000000000,1104971.282000000100,11247125.240750000000
FS( 132 ),1224059.264000000200,1223397.201249999900,1409535.628000000000,1146708.274000000200,1057375.828999999900,1200610.502499999900,1045359.484000000200,1117751.518499999800,1000000.000000000000,1141210.212000000100,11566007.913249999000
FS( 133 ),1210728.514750000100,1187407.165000000000,1297871.936000000000,1119857.616250000000,1016836.015000000000,1266318.452499999900,1045359.484000000200,1104669.662999999900,1000000.000000000000,1130856.232000000100,11379905.078500001000
FS( 134 ),1209434.267250000300,1187407.165000000000,1261075.484000000200,1118702.749250000100,1005247.522000000000,1329637.022500000000,1061607.268000000400,1107576.742000000100,1000000.000000000000,1110148.272000000100,11390836.492000001000
FS( 135 ),1202186.481250000000,1187407.165000000000,1261075.484000000200,1105999.212250000100,1007159.026000000100,1299471.100000000100,1061607.268000000400,1104669.662999999900,1000000.000000000000,1115325.262000000100,11344900.661499999000
FS( 136 ),1221729.618500000100,1187407.165000000000,1287199.372000000000,1110041.246750000200,1003296.194999999900,1315300.742499999700,1052527.624000000300,1107576.742000000100,1000000.000000000000,1115325.262000000100,11400403.967750002000
FS( 137 ),1222894.441250000100,1210404.947500000200,1287199.372000000000,1112928.414249999900,1005247.522000000000,1297977.737500000300,1050138.244000000200,1117751.518499999800,1000000.000000000000,1130856.232000000100,11435398.429000001000
FS( 138 ),1204645.551500000100,1214735.698750000000,1294845.388000000000,1136891.904500000200,1028424.508000000000,1302159.152499999900,1036757.715999999900,1111210.590749999700,1000000.000000000000,1130856.232000000100,11460526.742000001000
FS( 139 ),1210728.514750000100,1214735.698750000000,1287199.372000000000,1143821.106499999800,1041924.505000000000,1320975.519999999800,1054439.128000000300,1114844.439499999900,1000000.000000000000,1151564.192000000000,11540232.476499999000
FS( 140 ),1232601.297500000100,1219066.450000000400,1296279.016000000100,1153637.476000000000,1051601.493999999900,1315300.742499999700,1061607.268000000400,1124292.446249999800,1000000.000000000000,1136033.222000000300,11590419.412250001000
FS( 141 ),1246061.471500000000,1230565.341250000100,1311571.048000000000,1184530.168250000100,1041924.505000000000,1332325.075000000000,1043447.980000000000,1127926.294999999900,1000000.000000000000,1136033.222000000300,11654385.106000001000
FS( 142 ),1236354.615250000000,1217573.087500000100,1291818.839999999900,1281250.279500000200,1028424.508000000000,1346661.354999999500,1059217.888000000300,1131560.143750000000,1000000.000000000000,1125679.242000000100,11718539.959000001000
FS( 143 ),1241143.331000000000,1208911.585000000000,1268880.792000000100,1235055.599500000200,1038061.674000000000,1401318.422500000100,1052527.624000000300,1131560.143750000000,1000000.000000000000,1115325.262000000100,11692784.433750002000
FS( 144 ),1246061.471500000000,1220410.476249999800,1274933.888000000000,1267391.875500000100,1082504.142000000000,1401318.422500000100,1059217.888000000300,1134467.222750000000,1000000.000000000000,1115325.262000000100,11801630.648500001000
FS( 145 ),1252144.434750000200,1230565.341250000100,1302491.404000000100,1267391.875500000100,1101818.296999999800,1368165.774999999900,1050138.244000000200,1127926.294999999900,1000000.000000000000,1130856.232000000100,11831497.898500003000
FS( 146 ),1269228.501750000100,1230565.341250000100,1296279.016000000100,1267391.875500000100,1074778.480000000000,1356816.220000000000,1038669.220000000100,1134467.222750000000,1000000.000000000000,1136033.222000000300,11804229.099250002000
FS( 147 ),1264310.361250000300,1236240.118750000100,1276526.808000000000,1288468.198250000100,1097955.466000000000,1396838.335000000000,1045359.484000000200,1134467.222750000000,1000000.000000000000,1130856.232000000100,11871022.226000004000
FS( 148 ),1254603.505000000400,1226234.590000000100,1284172.824000000000,1274321.077500000100,1097955.466000000000,1388176.832499999800,1052527.624000000300,1141734.920249999700,1000000.000000000000,1115325.262000000100,11835052.101250000000
FS( 149 ),1243602.401250000100,1220410.476249999800,1285606.452000000000,1269990.326250000200,1080552.814999999900,1396838.335000000000,1041058.600000000200,1141734.920249999700,1000000.000000000000,1136033.222000000300,11815827.548000002000
FS( 150 ),1258227.398000000000,1234746.756250000100,1282579.904000000100,1261617.540500000100,1092181.131000000100,1416849.392499999800,1061607.268000000400,1148275.848000000000,1000000.000000000000,1136033.222000000300,11892118.460250001000
FS( 151 ),1253309.257500000300,1246245.647500000000,1296279.016000000100,1261617.540500000100,1082504.142000000000,1414161.339999999900,1061607.268000000400,1154816.775749999800,1000000.000000000000,1172272.152000000000,11942813.139250001000
FS( 152 ),1257062.575250000200,1270736.792500000000,1325429.452000000000,1261617.540500000100,1084415.645999999900,1418342.754999999900,1072598.416000000200,1171532.480000000000,1000000.000000000000,1177449.142000000200,12039184.799250001000
FS( 153 ),1258227.398000000000,1273574.181250000100,1333075.467999999900,1289623.065250000200,1082504.142000000000,1428497.619999999900,1084067.440000000400,1171532.480000000000,1000000.000000000000,1161918.172000000300,12083019.966500001000
FS( 154 ),1255768.327749999900,1250576.398749999900,1326863.079999999800,1337550.045750000000,1090229.804000000000,1428497.619999999900,1084067.440000000400,1167898.631250000100,1000000.000000000000,1167095.162000000000,12108546.509500001000
FS( 155 ),1255768.327749999900,1264912.678750000000,1336102.016000000100,1331775.710750000100,1088318.300000000000,1435665.760000000000,1081678.060000000300,1181707.256499999900,1000000.000000000000,1161918.172000000300,12137846.281749999000
FS( 156 ),1253309.257500000300,1254907.150000000100,1343748.031999999900,1348809.999000000100,1094092.635000000000,1406993.200000000000,1068297.532000000100,1171532.480000000000,1000000.000000000000,1167095.162000000000,12108785.447500002000
FS( 157 ),1241143.331000000000,1262075.290000000000,1337694.936000000000,1351408.449750000100,1103769.624000000100,1439847.175000000300,1068297.532000000100,1164991.552249999700,1000000.000000000000,1191944.714000000200,12161172.604000000000
FS( 158 ),1237519.438000000100,1253563.123750000000,1322402.904000000100,1379702.691250000100,1090229.804000000000,1445521.952499999900,1084067.440000000400,1161357.703500000100,1000000.000000000000,1191944.714000000200,12166309.771000002000
FS( 159 ),1221729.618500000100,1242064.232499999900,1297871.936000000000,1357182.784750000100,1067052.818000000000,1416849.392499999800,1068297.532000000100,1154816.775749999800,1000000.000000000000,1182626.132000000000,12008491.221999999000
FS( 160 ),1231436.474750000100,1254907.150000000100,1296279.016000000100,1357182.784750000100,1057375.828999999900,1416849.392499999800,1063518.772000000300,1151182.926999999900,1000000.000000000000,1197121.704000000100,12025854.049999999000
FS( 161 ),1235060.367750000200,1249232.372500000100,1297871.936000000000,1349964.866000000200,1049650.166999999900,1404006.475000000100,1056828.508000000100,1148275.848000000000,1000000.000000000000,1217829.664000000100,12008720.204250000000
FS( 162 ),1203351.304000000000,1242064.232499999900,1287199.372000000000,1378259.107500000200,1030336.012000000000,1353829.494999999900,1050138.244000000200,1138101.071500000100,1000000.000000000000,1212652.674000000100,11895931.512500001000
FS( 163 ),1187561.484500000000,1240570.870000000100,1282579.904000000100,1409151.799750000000,1036150.169999999900,1359504.272500000000,1045359.484000000200,1134467.222750000000,1000000.000000000000,1202298.693999999900,11897643.901500002000
FS( 164 ),1199727.411000000100,1249232.372500000100,1287199.372000000000,1386631.893250000200,1036150.169999999900,1389670.194999999800,1050138.244000000200,1144641.999249999900,1000000.000000000000,1197121.704000000100,11940513.361000001000
FS( 165 ),1191185.377499999900,1252069.761250000000,1302491.404000000100,1365555.570499999900,1041924.505000000000,1376827.277499999900,1043447.980000000000,1144641.999249999900,1000000.000000000000,1187803.122000000200,11905946.997000000000
FS( 166 ),1213187.585000000200,1259237.901250000100,1317783.436000000000,1388075.477000000000,1045787.336000000000,1406993.200000000000,1050138.244000000200,1158450.624499999900,1000000.000000000000,1202298.693999999900,12041952.497750001000
FS( 167 ),1205810.374250000300,1253563.123750000000,1317783.436000000000,1372484.772500000000,1034198.843000000000,1385488.779999999800,1041058.600000000200,1151182.926999999900,1000000.000000000000,1191944.714000000200,11953515.570499999000
FS( 168 ),1225353.511500000300,1262075.290000000000,1322402.904000000100,1373928.356250000400,1045787.336000000000,1394150.282500000000,1050138.244000000200,1161357.703500000100,1000000.000000000000,1197121.704000000100,12032315.331750002000
FS( 169 ),1237519.438000000100,1263568.652500000100,1325429.452000000000,1344479.247750000100,1051601.493999999900,1388176.832499999800,1054439.128000000300,1158450.624499999900,1000000.000000000000,1248891.604000000100,12072556.473250000000
FS( 170 ),1236354.615250000000,1262075.290000000000,1325429.452000000000,1355739.200999999900,1045787.336000000000,1385488.779999999800,1070209.035999999800,1164991.552249999700,1000000.000000000000,1254068.594000000000,12100143.856500000000
FS( 171 ),1246061.471500000000,1259237.901250000100,1322402.904000000100,1376815.523749999700,1036150.169999999900,1399825.059999999800,1079288.680000000200,1175166.328750000100,1000000.000000000000,1295484.514000000200,12190432.553250000000
FS( 172 ),1242437.578500000300,1256400.512500000400,1317783.436000000000,1386631.893250000200,1041924.505000000000,1409681.252499999900,1081678.060000000300,1175166.328750000100,1000000.000000000000,1336900.434000000100,12248604.000500001000
FS( 173 ),1236354.615250000000,1252069.761250000000,1326863.079999999800,1383744.725750000200,1045787.336000000000,1416849.392499999800,1065908.152000000000,1171532.480000000000,1000000.000000000000,1326546.454000000100,12225655.996750001000
FS( 174 ),1216811.478000000100,1259237.901250000100,1325429.452000000000,1358626.368500000100,1041924.505000000000,1422822.842499999800,1077377.176000000200,1175166.328750000100,1000000.000000000000,1321369.464000000200,12198765.516000001000
FS( 175 ),1217976.300750000200,1262075.290000000000,1326863.079999999800,1361224.819249999900,1024561.677000000000,1416849.392499999800,1081678.060000000300,1178073.407749999800,1000000.000000000000,1316192.474000000200,12185494.501249999000
FS( 176 ),1246061.471500000000,1263568.652500000100,1314756.888000000000,1341592.080250000100,1009110.353000000000,1408486.562500000000,1090757.704000000100,1181707.256499999900,1000000.000000000000,1326546.454000000100,12182587.422250001000
FS( 177 ),1254603.505000000400,1262075.290000000000,1323836.531999999900,1319360.890500000200,1014884.688000000000,1399825.059999999800,1090757.704000000100,1181707.256499999900,1000000.000000000000,1342077.424000000100,12189128.350000001000
FS( 178 ),1239978.508250000000,1252069.761250000000,1313163.967999999900,1323402.925000000500,1026473.181000000000,1368165.774999999900,1077377.176000000200,1175166.328750000100,1000000.000000000000,1321369.464000000200,12097167.087250000000
FS( 179 ),1244896.648750000400,1259237.901250000100,1325429.452000000000,1357182.784750000100,1041924.505000000000,1373840.552500000000,1072598.416000000200,1178073.407749999800,1000000.000000000000,1326546.454000000100,12179730.122000001000
FS( 180 ),1202186.481250000000,1249232.372500000100,1328456.000000000000,1362668.403000000200,1036150.169999999900,1358309.582499999800,1063518.772000000300,1175166.328750000100,1000000.000000000000,1361749.986000000000,12137438.095999999000
FS( 181 ),1205810.374250000300,1252069.761250000000,1331482.548000000000,1371041.188750000200,1078641.311000000000,1355322.857499999700,1068297.532000000100,1167898.631250000100,1000000.000000000000,1356572.996000000000,12187137.199999999000
FS( 182 ),1221729.618500000100,1250576.398749999900,1311571.048000000000,1359781.235500000000,1117269.621000000000,1363984.360000000100,1063518.772000000300,1167898.631250000100,1000000.000000000000,1351396.006000000100,12207725.691000000000
FS( 183 ),1231436.474750000100,1259237.901250000100,1351394.048000000000,1351408.449750000100,1123083.779000000100,1371152.500000000000,1074987.796000000300,1178073.407749999800,1000000.000000000000,1351396.006000000100,12292170.362500001000
FS( 184 ),1231436.474750000100,1254907.150000000100,1362066.612000000000,1365555.570499999900,1165574.919999999900,1373840.552500000000,1063518.772000000300,1178073.407749999800,1000000.000000000000,1361749.986000000000,12356723.445499999000
FS( 185 ),1211893.337499999900,1260731.263749999900,1372739.176000000000,1373928.356250000400,1148172.268999999900,1356816.220000000000,1063518.772000000300,1178073.407749999800,1000000.000000000000,1465289.786000000100,12431162.588250000000
FS( 186 ),1217976.300750000200,1254907.150000000100,1369712.628000000000,1329177.260000000000,1169437.751000000200,1349648.079999999800,1059217.888000000300,1181707.256499999900,1000000.000000000000,1439404.836000000100,12371189.150250003000
FS( 187 ),1230142.227250000000,1273574.181250000100,1385004.659999999900,1324846.508750000000,1169437.751000000200,1394150.282500000000,1077377.176000000200,1194789.112000000000,1000000.000000000000,1434227.846000000100,12483549.744750001000
FS( 188 ),1246061.471500000000,1285073.072500000200,1391217.048000000000,1326290.092499999800,1186800.578999999900,1388176.832499999800,1081678.060000000300,1204963.888499999900,1000000.000000000000,1397988.916000000200,12508249.960499998000
FS( 189 ),1238684.260750000100,1309564.217500000000,1455411.723999999900,1305213.769750000000,1190663.409999999900,1383995.417499999500,1077377.176000000200,1202056.809500000000,1000000.000000000000,1346219.016000000300,12509185.801000001000
FS( 190 ),1233895.545000000200,1329575.275000000100,1435500.223999999900,1309544.520999999900,1179074.916999999900,1379814.002499999900,1070209.035999999800,1204963.888499999900,1000000.000000000000,1377280.956000000000,12519858.365000000000
FS( 191 ),1258227.398000000000,1332562.000000000200,1434066.596000000100,1302326.602250000000,1208066.061000000000,1396838.335000000000,1081678.060000000300,1211504.816250000100,1000000.000000000000,1342077.424000000100,12567347.292500000000
FS( 192 ),1266769.431500000200,1344060.891250000100,1469110.835999999900,1340148.496500000100,1215791.723000000000,1395344.972499999900,1090757.704000000100,1215138.664999999800,1000000.000000000000,1274776.554000000000,12611899.273750000000
FS( 193 ),1258227.398000000000,1345404.917500000000,1487588.708000000100,1327733.676250000000,1200340.399000000200,1405499.837499999900,1088368.324000000300,1215138.664999999800,1000000.000000000000,1269599.564000000200,12597901.489250001000
FS( 194 ),1264310.361250000300,1358397.171250000100,1502880.740000000000,1327733.676250000000,1219654.554000000000,1414161.339999999900,1104138.232000000100,1221679.592750000100,1000000.000000000000,1290307.524000000000,12703263.191500001000
FS( 195 ),1252144.434750000200,1359741.197500000200,1475323.223999999900,1329177.260000000000,1211928.892000000000,1418342.754999999900,1090757.704000000100,1225313.441500000000,1000000.000000000000,1295484.514000000200,12658213.422750002000
FS( 196 ),1253309.257500000300,1345404.917500000000,1472296.676000000000,1320515.757500000100,1188751.906000000000,1424017.532500000000,1077377.176000000200,1221679.592750000100,1000000.000000000000,1279953.544000000000,12583306.359749999000
FS( 197 ),1246061.471500000000,1344060.891250000100,1470703.755999999800,1321959.341250000100,1181026.243999999900,1416849.392499999800,1088368.324000000300,1221679.592750000100,1000000.000000000000,1274776.554000000000,12565485.567250000000
FS( 198 ),1243602.401250000100,1346898.280000000000,1482969.240000000000,1296840.984000000200,1165574.919999999900,1416849.392499999800,1090757.704000000100,1221679.592750000100,1000000.000000000000,1259245.584000000300,12524418.098500002000
FS( 199 ),1254603.505000000400,1352573.057500000100,1475323.223999999900,1319360.890500000200,1179074.916999999900,1422822.842499999800,1097447.968000000300,1221679.592750000100,1000000.000000000000,1279953.544000000000,12602839.541250000000
FS( 200 ),1252144.434750000200,1352573.057500000100,1482969.240000000000,1316473.723000000000,1179074.916999999900,1411174.615000000000,1102226.728000000400,1221679.592750000100,1000000.000000000000,1290307.524000000000,12608623.832000000000
FS( 201 ),1239978.508250000000,1349735.668750000400,1438526.771999999900,1300883.018500000000,1171349.254999999900,1405499.837499999900,1099837.348000000200,1211504.816250000100,1000000.000000000000,1274776.554000000000,12492091.778250000000
FS( 202 ),1236354.615250000000,1338236.777500000100,1420208.192000000000,1295397.400249999900,1173300.581999999900,1395344.972499999900,1090757.704000000100,1225313.441500000000,1000000.000000000000,1290307.524000000000,12465221.209000001000
FS( 203 ),1209434.267250000300,1331068.637500000400,1441712.612000000000,1282693.863250000200,1157849.257999999900,1383995.417499999500,1097447.968000000300,1225313.441500000000,1000000.000000000000,1259245.584000000300,12388761.049000001000
FS( 204 ),1205810.374250000300,1339730.140000000100,1418774.564000000000,1291066.649000000200,1179074.916999999900,1409681.252499999900,1088368.324000000300,1228947.290249999800,1000000.000000000000,1274776.554000000000,12436230.064999999000
FS( 205 ),1198562.588250000300,1328231.248750000000,1420208.192000000000,1312142.971750000000,1179074.916999999900,1399825.059999999800,1081678.060000000300,1228947.290249999800,1000000.000000000000,1264422.574000000000,12413092.901999999000
FS( 206 ),1208269.444500000200,1344060.891250000100,1438526.771999999900,1324846.508750000000,1184889.075000000000,1416849.392499999800,1093147.084000000300,1228947.290249999800,1000000.000000000000,1264422.574000000000,12503959.032250002000
FS( 207 ),1227812.581750000100,1352573.057500000100,1432473.676000000000,1326290.092499999800,1192614.737000000000,1416849.392499999800,1095058.588000000200,1228947.290249999800,1000000.000000000000,1285130.534000000200,12557749.949499998000
FS( 208 ),1211893.337499999900,1355559.782500000000,1427854.208000000100,1326290.092499999800,1186800.578999999900,1441340.537500000100,1090757.704000000100,1228947.290249999800,1000000.000000000000,1285130.534000000200,12554574.065250000000
FS( 209 ),1181478.521250000000,1335399.388749999900,1415588.723999999900,1324846.508750000000,1171349.254999999900,1438353.812500000000,1081678.060000000300,1235488.217999999600,1000000.000000000000,1264422.574000000000,12448605.062249999000
FS( 210 ),1172936.487750000100,1344060.891250000100,1424827.659999999900,1264504.707999999900,1173300.581999999900,1445521.952499999900,1088368.324000000300,1231854.369250000200,1000000.000000000000,1248891.604000000100,12394266.578749999000
FS( 211 ),1172936.487750000100,1345404.917500000000,1421801.112000000000,1271433.910000000100,1171349.254999999900,1468519.735000000100,1084067.440000000400,1242029.145749999900,1000000.000000000000,1233360.634000000100,12410902.637000000000
FS( 212 ),1176560.380750000200,1345404.917500000000,1441712.612000000000,1285581.030750000200,1237057.204999999800,1474194.512500000000,1085978.944000000100,1255111.001250000000,1000000.000000000000,1254068.594000000000,12555669.197750000000
FS( 213 ),1176560.380750000200,1346898.280000000000,1443146.240000000000,1267391.875500000100,1209977.565000000200,1480167.962499999900,1088368.324000000300,1255111.001250000000,1000000.000000000000,1254068.594000000000,12521690.223000003000
FS( 214 ),1202186.481250000000,1358397.171250000100,1438526.771999999900,1295397.400249999900,1225468.711999999800,1474194.512500000000,1093147.084000000300,1262378.698750000000,1000000.000000000000,1269599.564000000200,12619296.396000002000
FS( 215 ),1199727.411000000100,1365565.311250000000,1455411.723999999900,1320515.757500000100,1269871.357000000100,1474194.512500000000,1102226.728000000400,1252203.922250000100,1000000.000000000000,1269599.564000000200,12709316.287500001000
FS( 216 ),1198562.588250000300,1364071.948750000000,1469110.835999999900,1343035.664000000100,1306588.162999999900,1477181.237500000300,1106527.612000000200,1248570.073499999900,1000000.000000000000,1269599.564000000200,12783247.686999999000
FS( 217 ),1215517.230500000300,1367058.673749999800,1470703.755999999800,1347366.415250000300,1318176.656000000000,1462844.957499999800,1110828.496000000300,1252203.922250000100,1000000.000000000000,1274776.554000000000,12819476.661249999000
FS( 218 ),1215517.230500000300,1367058.673749999800,1469110.835999999900,1341592.080250000100,1308499.666999999900,1448508.677500000000,1106527.612000000200,1245662.994499999800,1000000.000000000000,1259245.584000000300,12761723.355500000000
FS( 219 ),1204645.551500000100,1364071.948750000000,1472296.676000000000,1351408.449750000100,1298862.500999999900,1462844.957499999800,1102226.728000000400,1252203.922250000100,1000000.000000000000,1259245.584000000300,12767806.318750001000
FS( 220 ),1197268.340750000000,1354066.419999999900,1452385.176000000000,1390673.927750000300,1283411.176999999900,1451495.402499999900,1099837.348000000200,1245662.994499999800,1000000.000000000000,1238537.624000000100,12713338.410499999000
FS( 221 ),1208269.444500000200,1352573.057500000100,1444739.159999999900,1351408.449750000100,1279548.345999999900,1445521.952499999900,1097447.968000000300,1248570.073499999900,1000000.000000000000,1238537.624000000100,12666616.075750001000
FS( 222 ),1203351.304000000000,1362727.922500000100,1455411.723999999900,1357182.784750000100,1262145.695000000100,1437159.122499999800,1099837.348000000200,1248570.073499999900,1000000.000000000000,1248891.604000000100,12675277.578250000000
FS( 223 ),1197268.340750000000,1367058.673749999800,1453818.804000000000,1354295.617250000400,1300774.004999999900,1434172.397500000000,1119908.140000000400,1255111.001250000000,1000000.000000000000,1331723.443999999900,12814130.423500001000
FS( 224 ),1186267.237000000200,1365565.311250000000,1443146.240000000000,1385188.309500000200,1298862.500999999900,1416849.392499999800,1127076.280000000300,1255111.001250000000,1000000.000000000000,1290307.524000000000,12768373.796500003000
FS( 225 ),1202186.481250000000,1359741.197500000200,1432473.676000000000,1376815.523749999700,1339402.314999999900,1408486.562500000000,1117996.635999999900,1248570.073499999900,1000000.000000000000,1295484.514000000200,12781156.979499999000
FS( 226 ),1209434.267250000300,1460393.829999999800,1452385.176000000000,1362668.403000000200,1335539.483999999900,1416849.392499999800,1115607.256000000500,1262378.698750000000,1000000.000000000000,1305838.493999999900,12921095.001500003000
FS( 227 ),1194809.270500000100,1450388.301250000000,1424827.659999999900,1380857.558250000000,1362619.124000000100,1418342.754999999900,1102226.728000000400,1262378.698750000000,1000000.000000000000,1300661.504000000200,12897111.599750001000
FS( 228 ),1192479.625000000000,1433065.296250000100,1409535.628000000000,1365555.570499999900,1343265.145999999900,1394150.282500000000,1093147.084000000300,1262378.698750000000,1000000.000000000000,1346219.016000000300,12839796.347000001000
FS( 229 ),1207104.621750000200,1438889.410000000100,1417181.643999999900,1355739.200999999900,1337490.811000000000,1409681.252499999900,1108916.992000000300,1262378.698750000000,1000000.000000000000,1429050.855999999900,12966433.487000002000
FS( 230 ),1203351.304000000000,1444564.187500000200,1403323.240000000000,1347366.415250000300,1335539.483999999900,1388176.832499999800,1099837.348000000200,1265285.777749999900,1000000.000000000000,1382457.946000000200,12869902.535000002000
FS( 231 ),1208269.444500000200,1450388.301250000000,1385004.659999999900,1327733.676250000000,1331676.652999999900,1386982.142499999800,1099837.348000000200,1265285.777749999900,1000000.000000000000,1470466.776000000100,12925644.779250002000
FS( 232 ),1208269.444500000200,1467561.970000000000,1407942.708000000100,1364111.986749999900,1335539.483999999900,1386982.142499999800,1099837.348000000200,1268919.626499999800,1000000.000000000000,1465289.786000000100,13004454.496250000000
FS( 233 ),1197268.340750000000,1441726.798749999800,1394243.596000000100,1352852.033499999900,1300774.004999999900,1373840.552500000000,1095058.588000000200,1248570.073499999900,1000000.000000000000,1465289.786000000100,12869623.774000000000
FS( 234 ),1197268.340750000000,1450388.301250000000,1383571.031999999900,1340148.496500000100,1302725.331999999900,1366672.412500000100,1095058.588000000200,1242029.145749999900,1000000.000000000000,1516024.287999999900,12893885.936749998000
FS( 235 ),1198562.588250000300,1446057.550000000000,1381978.112000000000,1352852.033499999900,1306588.162999999900,1356816.220000000000,1097447.968000000300,1242029.145749999900,1000000.000000000000,1526378.268000000200,12908710.048500001000
FS( 236 ),1186267.237000000200,1428734.544999999900,1356013.516000000100,1334662.878250000300,1281459.850000000100,1336805.162500000100,1090757.704000000100,1225313.441500000000,1000000.000000000000,1501528.716000000200,12741543.050250001000
FS( 237 ),1172936.487750000100,1431571.933750000100,1377358.643999999900,1317917.306750000000,1298862.500999999900,1352336.132499999800,1095058.588000000200,1225313.441500000000,1000000.000000000000,1454935.806000000100,12726290.841250001000
FS( 238 ),1183937.591500000100,1438889.410000000100,1394243.596000000100,1323402.925000000500,1300774.004999999900,1365477.722499999900,1102226.728000000400,1235488.217999999600,1000000.000000000000,1444581.826000000100,12789022.022000002000
FS( 239 ),1185102.414249999900,1446057.550000000000,1378951.564000000000,1300883.018500000000,1306588.162999999900,1368165.774999999900,1097447.968000000300,1245662.994499999800,1000000.000000000000,1408342.896000000200,12737202.343250001000
FS( 240 ),1197268.340750000000,1458900.467500000000,1391217.048000000000,1343035.664000000100,1354893.462000000100,1402513.112500000300,1110828.496000000300,1258744.850000000100,1000000.000000000000,1510847.298000000000,13028248.738750001000
FS( 241 ),1172936.487750000100,1463231.218750000200,1392650.676000000000,1369886.321750000100,1379981.952000000000,1405499.837499999900,1119908.140000000400,1265285.777749999900,1000000.000000000000,1496351.726000000300,13065732.137500001000
FS( 242 ),1172936.487750000100,1464724.581250000000,1415588.723999999900,1357182.784750000100,1372256.290000000000,1404006.475000000100,1117996.635999999900,1248570.073499999900,1000000.000000000000,1460112.796000000100,13013374.848250000000
FS( 243 ),1182643.344000000000,1471892.721249999900,1424827.659999999900,1369886.321750000100,1378070.448000000100,1399825.059999999800,1106527.612000000200,1242029.145749999900,1000000.000000000000,1454935.806000000100,13030638.118749999000
