代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12072358.436000001000
真實報酬,2072358.436000000700

夏普值報酬,0.198535843600
夏普值風險,0.050164867923
夏普值,3.957667025174

預期報酬,7429.164038947245
風險,169884.829621199430
起點值,0.043730591222
找到最佳解世代,3752
找到最佳解實驗#,2
找到最佳解次數,39

投資組合檔數,7
1216(2),2330(17),2357(21),2412(24),2454(26),3045(41),4904(45),
Stock#,1216(2),2330(17),2357(21),2412(24),2454(26),3045(41),4904(45),
張數,56,24,10,22,5,25,46,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,4144.080000000233,5265.676000000000,21068.162499999999,21869.302500000002,175738.253750000000,25324.218750000000,13437.304000000000,
FS( 1 ),1426544.080000000100,1426545.676000000000,1426568.162500000100,1426569.302500000000,1426788.253749999900,1426574.218750000000,1426557.304000000000,9986149.997500000500
FS( 2 ),1404639.344000000500,1404964.480000000000,1436278.025000000100,1417287.134000000100,1445245.714999999900,1407182.318750000100,1408855.135499999900,9924455.152249999300
FS( 3 ),1420249.960000000200,1423840.581999999900,1449618.730000000200,1420353.504999999900,1458138.411249999900,1420373.687500000000,1423509.999499999900,10016087.875250001000
FS( 4 ),1409657.042000000400,1427663.590000000100,1436278.025000000100,1420353.504999999900,1458138.411249999900,1407182.318750000100,1410229.029000000100,9969504.921000000100
FS( 5 ),1463179.154000000300,1437221.110000000100,1420348.825000000200,1429552.617999999800,1504283.312499999500,1422115.943750000100,1420304.247999999900,10097008.211250000000
FS( 6 ),1454816.324000000300,1416433.504000000000,1414972.720000000000,1432618.988999999800,1476606.327499999700,1416640.281250000000,1428089.644499999900,10040180.790250001000
FS( 7 ),1458161.456000000500,1427663.590000000100,1428313.425000000000,1443351.287500000300,1467397.258750000000,1414649.131250000100,1429921.502499999900,10069460.651000001000
FS( 8 ),1459834.022000000100,1441044.118000000000,1404419.625000000000,1458683.142499999600,1476606.327499999700,1437298.462499999900,1434959.112000000000,10112847.809500000000
FS( 9 ),1431957.922000000000,1444867.125999999900,1417660.772500000200,1438751.730999999700,1476606.327499999700,1429831.649999999900,1434959.112000000000,10074637.640999999000
FS( 10 ),1450913.670000000200,1425752.086000000400,1431001.477500000000,1440284.916500000100,1450771.156249999500,1431573.906250000000,1431295.395999999900,10061595.608500000000
FS( 11 ),1449241.104000000300,1439132.614000000100,1425625.372500000500,1435685.359999999900,1410151.696249999800,1426098.243749999900,1433127.254000000000,10019064.644500000000
FS( 12 ),1459834.022000000100,1433398.102000000000,1393766.972500000100,1449484.029500000200,1430461.426250000000,1454472.131250000100,1441370.615000000000,10062790.298500000000
FS( 13 ),1459834.022000000100,1431486.598000000000,1393766.972500000100,1447950.844000000000,1393575.372499999800,1454472.131250000100,1456025.479000000100,10037114.419250000000
FS( 14 ),1456488.890000000400,1437221.110000000100,1393766.972500000100,1441818.102000000000,1349272.284999999900,1445014.168750000000,1441370.615000000000,9964955.143249999700
FS( 15 ),1406311.910000000100,1429575.093999999800,1383114.320000000100,1443351.287500000300,1319753.486249999800,1446756.425000000000,1442744.508500000000,9871610.031250001900
FS( 16 ),1423595.092000000200,1423840.581999999900,1420348.825000000200,1443351.287500000300,1334537.774999999900,1456214.387500000000,1457399.372500000100,9959290.321499999600
FS( 17 ),1416347.306000000300,1418345.008000000100,1423036.877499999700,1451017.215000000100,1319753.486249999800,1448747.575000000000,1450987.869500000000,9928238.337249999900
FS( 18 ),1423595.092000000200,1412610.496000000000,1484165.182500000300,1449484.029500000200,1310544.417500000000,1445014.168750000000,1454193.621000000000,9979610.007249999800
FS( 19 ),1407984.476000000300,1408787.487999999900,1542704.992500000200,1449484.029500000200,1317911.672499999900,1454472.131250000100,1449156.011500000300,10030503.801250001000
FS( 20 ),1390701.294000000500,1429575.093999999800,1564010.297500000100,1447950.844000000000,1345588.657500000000,1458205.537500000100,1449156.011500000300,10085190.736000001000
FS( 21 ),1431957.922000000000,1459920.220000000200,1617174.002499999700,1455616.771499999800,1356639.539999999800,1490312.831250000000,1457399.372500000100,10269023.659750000000
FS( 22 ),1440878.274000000200,1465654.731999999800,1614485.950000000200,1470948.626500000000,1393575.372499999800,1494046.237500000000,1489914.852000000200,10369507.044500001000
FS( 23 ),1423595.092000000200,1454185.708000000100,1579939.497500000500,1480147.739499999900,1358531.132500000300,1514953.312500000000,1499532.106500000000,10310887.588500001000
FS( 24 ),1423595.092000000200,1469477.740000000000,1617174.002499999700,1493946.409000000000,1354797.726250000300,1569958.831250000000,1505943.609500000000,10434896.410500001000
FS( 25 ),1411329.608000000000,1475212.252000000100,1635791.255000000100,1520010.562500000200,1332695.961249999900,1558509.718750000000,1499532.106500000000,10433084.464000000000
FS( 26 ),1423595.092000000200,1475212.252000000100,1598556.750000000000,1520010.562500000200,1341905.030000000000,1549051.756250000100,1502737.858000000000,10411072.300750002000
FS( 27 ),1407984.476000000300,1463743.228000000100,1579939.497500000500,1507745.078500000100,1328962.554999999900,1537602.643750000000,1501363.964500000200,10327344.443250000000
FS( 28 ),1381780.942000000300,1433398.102000000000,1537428.445000000100,1504678.707500000000,1305018.976250000300,1537602.643750000000,1463810.875500000300,10163721.692000002000
FS( 29 ),1366170.326000000400,1421929.078000000000,1542704.992500000200,1520010.562500000200,1290234.687499999500,1552785.162500000100,1477091.846000000100,10170929.655000001000
FS( 30 ),1376763.244000000400,1450601.638000000000,1542704.992500000200,1532276.046499999900,1297601.942499999900,1564234.274999999900,1480297.597500000100,10244482.736000001000
FS( 31 ),1413002.174000000100,1465654.731999999800,1521399.687500000000,1544322.504000000200,1297601.942499999900,1620982.050000000000,1502737.858000000000,10365703.947999999000
FS( 32 ),1397391.558000000000,1437221.110000000100,1532052.340000000100,1538189.762000000300,1273608.585000000000,1598332.718750000000,1483503.349000000200,10260302.422750000000
FS( 33 ),1390701.294000000500,1412610.496000000000,1508158.540000000000,1538189.762000000300,1288392.873750000000,1584892.456250000000,1473886.094499999900,10196834.516500000000
FS( 34 ),1397391.558000000000,1425752.086000000400,1489541.287500000100,1518477.376999999900,1264399.516249999900,1584892.456250000000,1459231.230500000100,10139688.511500001000
FS( 35 ),1413002.174000000100,1444867.125999999900,1478888.635000000500,1535123.391000000100,1327120.741250000000,1605799.531250000000,1463810.875500000300,10268615.474000001000
FS( 36 ),1392373.860000000100,1427663.590000000100,1486853.235000000100,1527676.490000000000,1360372.946249999800,1628448.862500000000,1456025.479000000100,10279417.462750001000
FS( 37 ),1389028.728000000100,1412610.496000000000,1502782.435000000500,1530742.861000000000,1349272.284999999900,1579416.793750000000,1457399.372500000100,10221255.971250001000
FS( 38 ),1392373.860000000100,1387999.881999999800,1513435.087500000100,1526143.304500000100,1323437.113750000000,1571701.087499999900,1478465.739499999900,10193559.074749999000
FS( 39 ),1394046.426000000200,1370796.345999999900,1508158.540000000000,1513877.820500000100,1323437.113750000000,1549051.756250000100,1483503.349000000200,10142874.351499999000
FS( 40 ),1402966.778000000200,1380353.865999999700,1500094.382500000100,1509278.264000000000,1316069.858749999900,1551042.906250000000,1481671.491000000200,10141480.546500001000
FS( 41 ),1420249.960000000200,1417867.131999999800,1516123.139999999700,1527676.490000000000,1345588.657500000000,1575434.493749999900,1483503.349000000200,10286446.222250000000
FS( 42 ),1444223.406000000400,1433637.040000000000,1537428.445000000100,1535123.391000000100,1327120.741250000000,1576678.962499999900,1499532.106500000000,10353747.092250001000
FS( 43 ),1461506.588000000500,1445583.940000000200,1542704.992500000200,1568853.471999999800,1332695.961249999900,1562740.912500000100,1546702.450000000000,10460791.316250000000
FS( 44 ),1450913.670000000200,1459442.343999999800,1569286.845000000000,1568853.471999999800,1334537.774999999900,1538847.112500000000,1546702.450000000000,10468586.668500001000
FS( 45 ),1482134.902000000700,1453468.893999999900,1598556.750000000000,1584185.327000000000,1316069.858749999900,1520926.762500000000,1538459.089000000200,10493804.583249999000
FS( 46 ),1464851.720000000200,1445583.940000000200,1579939.497500000500,1607183.109500000000,1316069.858749999900,1542829.412500000100,1538459.089000000200,10494919.627250001000
FS( 47 ),1470426.940000000400,1421929.078000000000,1532052.340000000100,1599517.182000000000,1299443.756249999900,1540838.262500000000,1564563.065500000000,10428773.624250000000
FS( 48 ),1560187.982000000300,1439610.490000000000,1526775.792500000200,1607183.109500000000,1315273.398749999900,1540838.262500000000,1576012.177999999800,10565884.213250000000
FS( 49 ),1546249.932000000500,1415955.628000000000,1494817.835000000200,1584185.327000000000,1261960.357499999900,1542829.412500000100,1574180.319999999800,10420181.812000001000
FS( 50 ),1541232.234000000400,1396123.774000000000,1478888.635000000500,1599517.182000000000,1210588.687499999800,1530882.512500000000,1554945.811000000000,10312181.836000001000
FS( 51 ),1555170.284000000200,1433637.040000000000,1465547.930000000200,1630180.892000000000,1151351.975000000100,1524909.062500000000,1584255.539000000100,10345055.722500002000
FS( 52 ),1561860.548000000400,1404008.728000000100,1441654.130000000100,1622514.964500000000,1194808.823750000000,1532873.662500000100,1582423.680999999900,10340147.537750000000
FS( 53 ),1596426.912000000200,1388238.820000000100,1510747.035000000100,1637846.819500000000,1214521.208750000200,1540838.262500000000,1597078.544999999700,10485700.602750001000
FS( 54 ),1658869.376000000400,1384176.873999999800,1508158.540000000000,1676176.456999999900,1167131.838749999900,1570705.512500000000,1595246.686999999900,10560468.285250001000
FS( 55 ),1636568.496000000300,1360522.011999999900,1542704.992500000200,1699174.239499999900,1200732.494999999900,1556767.462499999900,1603948.012500000000,10600420.710000001000
