代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13519813.903499998000
真實報酬,3519813.903499998200

夏普值報酬,0.343281390350
夏普值風險,0.094789956569
夏普值,3.621495385973

預期報酬,15961.020730746593
風險,123600.543572277340
起點值,0.129133904022
找到最佳解世代,3562
找到最佳解實驗#,7
找到最佳解次數,18

投資組合檔數,9
1101(0),2308(14),2317(16),2347(20),2382(24),2454(27),2474(28),2498(29),2882(33),
FS( 136 ),1365272.754999999700,1272036.830000000100,1335265.678000000100,1484484.958999999800,1281374.070250000100,1289876.859250000000,1790491.306750000000,1001231.583499999800,1253974.979500000100,12074010.021249998000
FS( 137 ),1397529.385000000000,1272036.830000000100,1349601.957999999900,1501887.609999999600,1284719.202249999900,1292415.575500000000,1794523.385499999900,994262.558499999930,1270222.763500000100,12157200.268249998000
FS( 138 ),1388569.210000000000,1251169.578000000000,1333593.112000000000,1487133.188499999900,1273011.240250000000,1292415.575500000000,1818715.858000000000,973494.863999999830,1231972.772000000100,12050076.398249999000
FS( 139 ),1422617.875000000000,1258098.780000000000,1335265.678000000100,1490159.736500000100,1259630.712250000100,1316369.109999999900,1826690.413749999800,990847.736249999960,1225202.861999999700,12124883.903750001000
FS( 140 ),1415091.328000000200,1272036.830000000100,1347929.392000000000,1464055.759999999800,1279701.504250000000,1316369.109999999900,1858947.043750000200,1035797.947500000000,1226556.844000000300,12216486.759500002000
FS( 141 ),1437312.562000000200,1292824.436000000000,1354380.718000000100,1513615.483499999900,1269666.108250000000,1315114.685499999900,1826690.413749999800,1018514.765499999700,1231972.772000000100,12260092.944499999000
FS( 142 ),1417958.584000000000,1282470.456000000000,1340044.438000000100,1496212.832499999800,1261303.278250000200,1327718.665000000000,1846850.807499999900,1021999.277999999800,1218432.952000000000,12212992.291249998000
FS( 143 ),1384268.325999999900,1254674.002000000100,1335265.678000000100,1469730.537500000100,1256285.580250000100,1315114.685499999900,1826690.413749999800,1011615.430749999900,1200492.690500000300,12054138.344250001000
FS( 144 ),1416524.956000000200,1299833.284000000000,1338371.872000000000,1487133.188499999900,1342004.587750000200,1329002.956750000100,1810651.700499999800,1039282.460000000000,1202185.168000000100,12264991.173500000000
FS( 145 ),1403263.897000000100,1313691.688000000100,1360832.044000000200,1548420.785500000000,1340332.021750000100,1365560.470749999900,1834754.571250000000,1046181.794749999900,1226556.844000000300,12439595.117000001000
FS( 146 ),1398963.013000000300,1299833.284000000000,1365610.804000000000,1507562.387500000200,1328624.059750000200,1385750.731750000000,1854914.965000000100,1032383.125249999900,1230618.790000000000,12404262.160250001000
FS( 147 ),1413657.700000000000,1278966.031999999900,1363938.237999999900,1478431.862999999900,1316916.097750000200,1383212.015500000000,1854914.965000000100,1049666.307249999800,1213017.024000000200,12352721.242500000000
FS( 148 ),1385701.953999999900,1303258.061999999900,1357486.912000000000,1484484.958999999800,1345349.719749999900,1389543.872499999800,1842818.728750000200,1091201.696249999800,1213017.024000000200,12412863.928250000000
FS( 149 ),1406489.560000000100,1337983.718000000100,1365610.804000000000,1484484.958999999800,1331969.191750000000,1342861.360749999800,1826690.413749999800,1105070.055999999900,1223848.880000000100,12425009.943250000000
FS( 150 ),1401830.269000000100,1421293.434000000100,1387832.037999999900,1484484.958999999800,1404307.671250000100,1332766.230250000000,1826690.413749999800,1101585.543499999900,1240096.664000000100,12600888.222750003000
FS( 151 ),1398963.013000000300,1383143.000000000000,1378274.517999999900,1467082.307999999700,1387582.011250000000,1352956.491250000000,1794523.385499999900,1108554.568499999800,1222494.898000000000,12493575.193499999000
FS( 152 ),1410790.444000000100,1365780.172000000000,1397628.496000000000,1449301.338499999800,1379010.110500000200,1335304.946500000300,1798555.464250000000,1122353.237999999900,1211663.042000000100,12470388.251750000000
FS( 153 ),1398963.013000000300,1365780.172000000000,1386398.410000000100,1461029.211999999800,1363957.016500000100,1335304.946500000300,1826690.413749999800,1115453.903249999700,1222494.898000000000,12476072.984999999000
FS( 154 ),1390002.838000000200,1365780.172000000000,1375168.323999999600,1442113.286999999800,1345349.719749999900,1302510.706000000200,1826690.413749999800,1101585.543499999900,1208955.078000000200,12358157.082000000000
FS( 155 ),1390002.838000000200,1344912.919999999900,1360832.044000000200,1397093.385499999900,1345349.719749999900,1311321.544750000100,1790491.306750000000,1094686.208749999800,1193722.780500000100,12228413.748000002000
FS( 156 ),1368140.011000000200,1324125.314000000000,1365610.804000000000,1430385.413499999800,1330296.625749999900,1308812.695750000000,1774452.593500000000,1129322.262999999800,1196430.744500000500,12227577.465000000000
FS( 157 ),1369573.639000000000,1348417.343999999800,1386398.410000000100,1400119.933499999800,1368974.714500000000,1312605.836500000000,1818715.858000000000,1139706.110249999900,1203539.149999999700,12348051.995750001000
FS( 158 ),1416524.956000000200,1376213.798000000200,1381619.649999999900,1410334.532999999800,1392599.709250000100,1330257.381250000100,1834754.571250000000,1132737.085249999800,1221140.916000000000,12496183.600000001000
FS( 159 ),1412224.071999999900,1400505.828000000000,1386398.410000000100,1402768.162999999900,1436295.496000000000,1346654.501499999500,1850882.886250000000,1150089.957499999800,1215724.988000000100,12601545.302250000000
FS( 160 ),1398963.013000000300,1379638.576000000100,1391177.169999999900,1386878.785999999800,1488563.183500000000,1332766.230250000000,1842818.728750000200,1132737.085249999800,1221140.916000000000,12574684.688749999000
FS( 161 ),1404697.524999999900,1372709.373999999800,1391177.169999999900,1405794.710999999700,1461593.056750000200,1315114.685499999900,1830722.492499999900,1105070.055999999900,1225202.861999999700,12512082.932750000000
FS( 162 ),1398963.013000000300,1428222.635999999900,1391177.169999999900,1431898.687500000000,1395944.841250000300,1326464.240500000100,1830722.492499999900,1136221.597750000000,1223848.880000000100,12563464.558500003000
FS( 163 ),1422617.875000000000,1414364.231999999800,1389504.604000000100,1411469.488500000000,1379010.110500000200,1361797.197250000000,1850882.886250000000,1143120.932499999900,1217078.970000000000,12589847.296000000000
FS( 164 ),1400396.640999999800,1445585.464000000200,1389504.604000000100,1378177.460500000000,1426260.099999999900,1370608.035999999800,1879017.835750000100,1139706.110249999900,1213017.024000000200,12642274.275500000000
FS( 165 ),1404697.524999999900,1407435.030000000000,1389504.604000000100,1350560.209999999700,1397617.407249999900,1347908.926000000000,1899178.229500000100,1143120.932499999900,1218432.952000000000,12558456.816249998000
FS( 166 ),1407923.188000000300,1400505.828000000000,1391177.169999999900,1363423.038999999900,1380891.747250000000,1355465.340250000400,1874985.757000000000,1181241.499249999600,1222494.898000000000,12578109.466750002000
FS( 167 ),1396095.757000000200,1400505.828000000000,1392849.736000000000,1370989.409000000000,1360611.884499999900,1352956.491250000000,1870953.678249999900,1153504.779749999800,1225202.861999999700,12523671.425749999000
FS( 168 ),1422617.875000000000,1407435.030000000000,1394283.364000000100,1382338.963999999900,1390927.143250000200,1356749.632000000000,1895146.150750000000,1160473.804749999900,1225202.861999999700,12635175.825750001000
FS( 169 ),1472436.447999999900,1407435.030000000000,1399062.123999999600,1375150.912500000100,1412879.571999999900,1376910.025750000000,1874985.757000000000,1150089.957499999800,1246866.574000000300,12715817.400750000000
FS( 170 ),1472436.447999999900,1400505.828000000000,1387832.037999999900,1379690.734500000000,1409325.369250000200,1365560.470749999900,1858947.043750000200,1156989.292249999700,1240096.664000000100,12671384.888500001000
FS( 171 ),1437312.562000000200,1372709.373999999800,1395955.929999999900,1373637.638499999900,1385909.445250000100,1352956.491250000000,1850882.886250000000,1136221.597750000000,1227910.826000000100,12533497.751000000000
FS( 172 ),1444480.702000000000,1393576.625999999900,1405513.450000000000,1379690.734500000000,1404307.671250000100,1344115.785250000000,1830722.492499999900,1139706.110249999900,1215724.988000000100,12557839.559750000000
FS( 173 ),1440179.818000000000,1379638.576000000100,1410292.210000000000,1379690.734500000000,1395944.841250000300,1332766.230250000000,1927313.179000000000,1174272.474249999700,1208955.078000000200,12649054.141250001000
FS( 174 ),1441613.446000000000,1393576.625999999900,1416743.536000000100,1369476.134999999800,1392599.709250000100,1356749.632000000000,1979640.600999999800,1163888.627000000100,1214371.006000000100,12728660.318250000000
FS( 175 ),1457741.761000000200,1403930.606000000100,1418416.101999999700,1375150.912500000100,1397617.407249999900,1345400.076999999800,1963512.286000000100,1167373.139500000000,1213017.024000000200,12742160.315250000000
FS( 176 ),1460609.017000000000,1403930.606000000100,1416743.536000000100,1360774.809500000000,1397617.407249999900,1375655.601250000100,1979640.600999999800,1170857.652000000000,1213017.024000000200,12778847.254000001000
FS( 177 ),1450573.621000000000,1410859.808000000000,1415070.970000000000,1381204.008499999800,1405980.237249999800,1378194.317499999900,2027935.944249999900,1188140.833999999800,1227910.826000000100,12885871.566499999000
FS( 178 ),1444480.702000000000,1403930.606000000100,1427973.622000000000,1410334.532999999800,1387582.011250000000,1384496.307250000100,2044064.259250000400,1177756.986749999700,1223848.880000000100,12904468.907500001000
FS( 179 ),1432653.270999999900,1400505.828000000000,1427973.622000000000,1412982.762500000200,1377337.544500000100,1395845.862250000200,2172821.973999999900,1181241.499249999600,1214371.006000000100,13015734.369500000000
FS( 180 ),1384268.325999999900,1393576.625999999900,1402407.256000000100,1364936.312999999800,1328624.059750000200,1375655.601250000100,2120494.551999999700,1143120.932499999900,1192368.798500000300,12705453.464999998000
FS( 181 ),1416524.956000000200,1435231.483999999900,1392849.736000000000,1383852.237999999900,1368974.714500000000,1417290.547749999900,2261348.503000000500,1129322.262999999800,1181536.942500000100,12986932.384750001000
FS( 182 ),1424051.503000000000,1414364.231999999800,1415070.970000000000,1388392.059999999600,1379010.110500000200,1412242.982499999900,2257316.424250000600,1136221.597750000000,1188306.852500000000,13014977.732500002000
FS( 183 ),1425485.131000000300,1407435.030000000000,1395955.929999999900,1372502.682999999700,1409325.369250000200,1383212.015500000000,2104366.237000000200,1150089.957499999800,1174767.032500000000,12823140.385750001000
FS( 184 ),1412224.071999999900,1407435.030000000000,1431079.816000000100,1372502.682999999700,1370647.280500000100,1466481.908500000100,2124526.630750000000,1170857.652000000000,1174767.032500000000,12930523.105250003000
FS( 185 ),1397529.385000000000,1431727.060000000100,1429407.250000000000,1392553.563499999900,1365629.582500000000,1486642.302249999900,2229091.873000000100,1246959.404999999800,1166643.140500000200,13146184.561749998000
FS( 186 ),1393228.500999999900,1438656.261999999900,1434186.010000000000,1398606.659499999800,1387582.011250000000,1476547.171750000000,2204989.002249999900,1288494.794000000000,1222494.898000000000,13244786.309750000000
FS( 187 ),1369573.639000000000,1414364.231999999800,1431079.816000000100,1400119.933499999800,1375664.978500000000,1499276.149000000000,2160725.737750000300,1267727.099499999800,1207601.095999999900,13126133.681250002000
FS( 188 ),1360613.463999999900,1403930.606000000100,1435858.576000000100,1407307.984999999600,1417897.270000000000,1484133.453249999800,2140565.344000000000,1250443.917499999700,1240096.664000000100,13140848.279750003000
FS( 189 ),1348786.032999999800,1372709.373999999800,1440637.336000000100,1401254.889000000000,1411207.005999999800,1468990.757500000100,2144597.422750000800,1215807.863249999700,1230618.790000000000,13034610.471500002000
FS( 190 ),1316529.403000000200,1362275.748000000100,1413398.403999999900,1385365.511999999900,1365629.582500000000,1437450.941500000000,2120494.551999999700,1222776.888249999800,1223848.880000000100,12847770.911250001000
FS( 191 ),1310794.890999999800,1390072.202000000000,1416743.536000000100,1376664.186500000100,1358939.318499999800,1432403.376250000000,2156693.659000000500,1195040.168750000000,1226556.844000000300,12863909.182000000000
FS( 192 ),1319396.659000000000,1410859.808000000000,1421522.295999999900,1381204.008499999800,1370647.280500000100,1463943.192249999800,2164757.816500000700,1205424.015999999600,1238742.682000000500,12976498.758749999000
FS( 193 ),1348786.032999999800,1431727.060000000100,1427973.622000000000,1379690.734500000000,1357266.752500000200,1453848.061750000100,2156693.659000000500,1202009.193749999900,1234680.736000000300,12992676.852499999000
FS( 194 ),1366706.382999999900,1438656.261999999900,1431079.816000000100,1397093.385499999900,1350576.488500000000,1458895.626999999900,2172821.973999999900,1205424.015999999600,1246866.574000000300,13068121.525999999000
FS( 195 ),1325489.578000000200,1438656.261999999900,1447088.662000000000,1400119.933499999800,1370647.280500000100,1433687.668000000100,2213053.159750000100,1208908.528499999500,1245512.591999999900,13083164.664249999000
FS( 196 ),1322263.915000000000,1435231.483999999900,1459752.375999999900,1382338.963999999900,1367302.148500000100,1433687.668000000100,2200956.923500000000,1219292.375749999900,1237388.699999999700,13058215.554749999000
FS( 197 ),1310794.890999999800,1417868.656000000200,1450194.856000000100,1376664.186500000100,1370647.280500000100,1424846.962000000100,2180886.131500000600,1202009.193749999900,1237388.699999999700,12971301.857250001000
FS( 198 ),1313662.147000000100,1442160.686000000000,1482212.548000000200,1383852.237999999900,1343677.153750000100,1466481.908500000100,2229091.873000000100,1208908.528499999500,1240096.664000000100,13110144.746750001000
FS( 199 ),1316529.403000000200,1435231.483999999900,1498221.394000000300,1379690.734500000000,1358939.318499999800,1450084.788250000000,2309643.846250000400,1222776.888249999800,1244158.610000000100,13215277.466750000000
FS( 200 ),1315095.774999999900,1469957.139999999900,1490097.501999999900,1401254.889000000000,1353921.620500000200,1439989.657749999500,2317708.003750000600,1205424.015999999600,1245512.591999999900,13238962.195999999000
FS( 201 ),1343051.520999999900,1452594.311999999900,1495115.200000000000,1452327.886500000000,1338659.455750000200,1476547.171750000000,2289483.452500000100,1205424.015999999600,1248220.556000000100,13301424.571500000000
FS( 202 ),1331224.090000000100,1473381.918000000100,1504672.720000000000,1449301.338499999800,1363957.016500000100,1474038.322750000100,2289483.452500000100,1205424.015999999600,1264806.835500000000,13356290.709749999000
FS( 203 ),1332657.718000000100,1487240.322000000200,1506106.348000000000,1434925.235500000000,1345349.719749999900,1448800.496500000400,2285451.373750000700,1208908.528499999500,1267514.799499999700,13316955.541500002000
FS( 204 ),1328356.834000000000,1476886.341999999900,1488663.873999999600,1419035.858499999900,1373992.412499999900,1421053.821250000000,2213053.159750000100,1184656.321499999800,1264806.835500000000,13170506.458999999000
FS( 205 ),1320830.287000000200,1511611.998000000100,1498221.394000000300,1427737.183999999900,1348903.922500000100,1433687.668000000100,2277387.216250000500,1115453.903249999700,1271576.745500000000,13205411.318500001000
FS( 206 ),1325489.578000000200,1473381.918000000100,1499893.960000000000,1416009.310499999900,1350576.488500000000,1429894.527250000000,2309643.846250000400,1070434.001749999800,1259390.907500000000,13134715.537750000000
FS( 207 ),1340184.265000000100,1456019.089999999900,1496548.828000000200,1426223.909999999700,1362284.450500000300,1471529.473749999900,2325682.559500000000,1063534.666999999900,1267514.799499999700,13209523.043250000000
FS( 208 ),1369573.639000000000,1456019.089999999900,1501327.588000000000,1437951.783499999900,1363957.016500000100,1453848.061750000100,2341810.874499999900,1066949.489249999900,1268868.781500000300,13260307.324000001000
FS( 209 ),1378533.814000000000,1469957.139999999900,1506106.348000000000,1431898.687500000000,1357266.752500000200,1476547.171750000000,2349875.032000000100,1035797.947500000000,1268868.781500000300,13274852.674750000000
FS( 210 ),1373874.522999999800,1490744.746000000000,1515663.868000000000,1424710.635999999700,1399289.973250000000,1479085.888000000000,2422273.246000000300,1080817.848999999900,1287824.529499999900,13474286.258749999000
FS( 211 ),1363480.720000000200,1487240.322000000200,1510885.108000000000,1431898.687500000000,1414552.138000000300,1468990.757500000100,2422273.246000000300,1056565.642000000000,1286470.547500000100,13442358.168500002000
FS( 212 ),1353445.323999999800,1469957.139999999900,1504672.720000000000,1437951.783499999900,1419569.836000000100,1453848.061750000100,2382042.060250000100,1046181.794749999900,1281054.619500000500,13348724.339749997000
FS( 213 ),1335524.973999999900,1462948.291999999900,1501327.588000000000,1484484.958999999800,1437968.062000000200,1453848.061750000100,2378009.981500000200,1049666.307249999800,1276992.673500000300,13380771.899000000000
FS( 214 ),1332657.718000000100,1445585.464000000200,1493442.634000000100,1475783.633499999800,1417897.270000000000,1445037.223000000000,2341810.874499999900,1035797.947500000000,1282408.601500000100,13270422.365999999000
FS( 215 ),1331224.090000000100,1456019.089999999900,1514230.239999999800,1455354.434500000000,1429605.232000000100,1479085.888000000000,2333746.717000000200,1035797.947500000000,1290532.493500000100,13325597.132499998000
FS( 216 ),1341617.892999999900,1497673.948000000100,1515663.868000000000,1467082.307999999700,1454902.792750000000,1486642.302249999900,2333746.717000000200,997747.070999999880,1293240.457500000000,13388318.357500000000
FS( 217 ),1340184.265000000100,1518541.200000000000,1512557.673999999600,1464055.759999999800,1429605.232000000100,1499276.149000000000,2361971.268250000200,997747.070999999880,1294594.439500000100,13418534.058750000000
FS( 218 ),1334091.345999999900,1546337.653999999900,1519009.000000000000,1469730.537500000100,1421242.402000000000,1476547.171750000000,2349875.032000000100,1018514.765499999700,1291886.475499999900,13427235.384250000000
FS( 219 ),1322263.915000000000,1546337.653999999900,1571814.298000000200,1426223.909999999700,1421242.402000000000,1481594.737000000000,2293515.531250000000,997747.070999999880,1291886.475499999900,13352626.993750002000
FS( 220 ),1340184.265000000100,1546337.653999999900,1581371.818000000200,1437951.783499999900,1451557.660750000000,1466481.908500000100,2164757.816500000700,1011615.430749999900,1303395.322500000000,13303654.659499999000
FS( 221 ),1329790.462000000100,1546337.653999999900,1554132.886000000200,1436438.509499999900,1434622.929999999900,1466481.908500000100,2253284.345500000300,990847.736249999960,1300348.863000000100,13312286.294749999000
FS( 222 ),1329790.462000000100,1574054.462000000100,1586150.578000000000,1446653.108999999900,1458247.924749999800,1491689.867499999900,2285451.373750000700,1004646.405749999900,1311857.710000000200,13488542.892750002000
FS( 223 ),1332657.718000000100,1574054.462000000100,1587584.206000000000,1456867.708499999900,1454902.792750000000,1456386.777999999900,2269412.660500000200,1011615.430749999900,1314565.674000000100,13458048.430500001000
FS( 224 ),1345918.777000000000,1633072.148000000000,1610044.377999999800,1469730.537500000100,1480200.353500000000,1466481.908500000100,2297547.610000000300,1032383.125249999900,1327090.007500000100,13662469.845249999000
FS( 225 ),1375308.151000000100,1633072.148000000000,1642062.069999999800,1467082.307999999700,1517205.876250000200,1474038.322750000100,2269412.660500000200,1032383.125249999900,1323028.061500000100,13733593.723250000000
FS( 226 ),1352011.696000000000,1608780.118000000000,1658070.916000000200,1467082.307999999700,1495253.447500000200,1499276.149000000000,2293515.531250000000,1021999.277999999800,1315919.656000000200,13711910.099749999000
FS( 227 ),1352011.696000000000,1610930.560000000100,1674079.761999999900,1464055.759999999800,1480200.353500000000,1542135.652750000400,2317708.003750000600,1025414.100249999900,1313211.692000000000,13779748.580250001000
FS( 228 ),1360613.463999999900,1628771.264000000000,1658070.916000000200,1481458.410999999800,1481872.919500000100,1557726.357250000100,2261348.503000000500,1035797.947500000000,1315919.656000000200,13781580.438250000000
FS( 229 ),1360613.463999999900,1603762.419999999900,1665955.869999999900,1504914.157999999800,1464938.188750000200,1570688.743750000100,2337778.795750000000,1004646.405749999900,1308811.250500000100,13822110.296500001000
FS( 230 ),1360613.463999999900,1618098.700000000000,1681964.716000000200,1493186.284499999800,1503616.277500000100,1547332.554249999800,2341810.874499999900,1021999.277999999800,1334198.412999999900,13902821.561749998000
FS( 231 ),1360613.463999999900,1596673.926000000000,1689849.669999999900,1481458.410999999800,1488563.183500000000,1539537.201999999800,2317708.003750000600,1011615.430749999900,1335552.395000000000,13821572.685999999000
FS( 232 ),1360613.463999999900,1607346.490000000000,1746000.099999999600,1487511.507000000000,1486890.617499999900,1529173.266249999900,2329714.638250000300,1008130.918250000000,1373802.386500000300,13929184.387750002000
FS( 233 ),1354878.952000000000,1607346.490000000000,1753885.054000000200,1447409.745999999800,1446539.962749999900,1492824.822999999900,2305611.767500000500,994262.558499999930,1360939.557499999900,13763699.911249999000
FS( 234 ),1345918.777000000000,1585921.716000000000,1769893.899999999700,1442869.924000000100,1458247.924749999800,1498021.724500000000,2269412.660500000200,1039282.460000000000,1421530.252000000100,13831100.338750001000
FS( 235 ),1348786.032999999800,1593089.856000000100,1785902.745999999800,1438330.102000000000,1491908.315500000000,1479862.436500000100,2317708.003750000600,1028898.612749999900,1449625.378499999900,13934112.483999999000
FS( 236 ),1375308.151000000100,1596673.926000000000,1729991.254000000200,1438330.102000000000,1471628.452749999900,1482460.887250000100,2281419.294999999900,1025414.100249999900,1444209.450500000000,13845436.618750000000
FS( 237 ),1369215.232000000100,1585921.716000000000,1713982.407999999800,1464434.078500000100,1469955.886750000100,1477263.985749999800,2261348.503000000500,1018514.765499999700,1455379.802000000100,13816017.377499998000
FS( 238 ),1372440.895000000000,1550240.308000000000,1729991.254000000200,1473892.041000000000,1458247.924749999800,1500620.175249999900,2309643.846250000400,1046181.794749999900,1463842.189500000100,13905101.428499999000
FS( 239 ),1384626.733000000000,1578833.222000000100,1777778.854000000300,1465947.352500000000,1473301.018750000000,1508415.527499999900,2293515.531250000000,1032383.125249999900,1466550.153500000000,13981352.517750001000
FS( 240 ),1378533.814000000000,1607346.490000000000,1769893.899999999700,1465947.352500000000,1491908.315500000000,1534370.167750000000,2285451.373750000700,1056565.642000000000,1466550.153500000000,14056568.209000001000
FS( 241 ),1378533.814000000000,1614514.630000000100,1777778.854000000300,1487511.507000000000,1505497.914250000100,1523976.364749999900,2329714.638250000300,1053150.819749999800,1508862.091000000000,14179541.633000001000
FS( 242 ),1378533.814000000000,1589505.785999999800,1737876.207999999900,1495456.195499999900,1459920.490750000100,1508415.527499999900,2261348.503000000500,1028898.612749999900,1506154.127000000100,13966110.264500000000
FS( 243 ),1379967.442000000000,1571665.081999999900,1689849.669999999900,1481458.410999999800,1507170.480250000000,1498021.724500000000,2160725.737750000300,1021999.277999999800,1531541.289500000200,13842400.114999998000
FS( 244 ),1425126.723999999900,1593089.856000000100,1689849.669999999900,1478431.862999999900,1491908.315500000000,1485059.338000000000,2064135.051249999800,1011615.430749999900,1494983.775500000000,13734201.023999998000
FS( 245 ),1431219.642999999900,1585921.716000000000,1681964.716000000200,1472378.767000000000,1475182.655500000100,1495423.273749999900,2116462.473250000300,1011615.430749999900,1518678.460500000000,13788848.135749999000
FS( 246 ),1404697.524999999900,1593089.856000000100,1665955.869999999900,1459894.256499999700,1436295.496000000000,1409793.868000000000,2052038.814999999900,994262.558499999930,1503784.658499999900,13519813.903499998000
