代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11679939.998350002000
真實報酬,1679939.998350001900

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13422.295669158786
風險,167402.173547633200
起點值,0.080179936644
找到最佳解世代,1703
找到最佳解實驗#,1
找到最佳解次數,29

投資組合檔數,3
1326(5)[7],2912(39)[1],9999(49)[22],
FS( 48 ),3821103.000000000500,3813253.000000000500,3333333.000000000000,10967690.000000000000
FS( 49 ),3767853.000000000500,3760053.000000000000,3333333.000000000000,10861240.000000000000
FS( 50 ),3723833.000000000000,3808772.999999999500,3333333.000000000000,10865940.000000000000
FS( 51 ),3713893.000000000000,3781893.000000000500,3333333.000000000000,10829120.000000000000
FS( 52 ),3698983.000000000000,3751092.999999999500,3333333.000000000000,10783410.000000000000
FS( 53 ),3674843.000000000000,3769013.000000000000,3333333.000000000000,10777190.000000000000
FS( 54 ),3791993.000000000000,3808772.999999999500,3333333.000000000000,10934100.000000000000
FS( 55 ),3870093.000000000000,3884373.000000000500,3333333.000000000000,11087800.000000000000
FS( 56 ),3826072.999999999500,4008693.000000000000,3333333.000000000000,11168100.000000000000
FS( 57 ),3831043.000000000000,3995253.000000000500,3333333.000000000000,11159630.000000000000
FS( 58 ),3894233.000000000000,4035573.000000000500,3333333.000000000000,11263140.000000000000
FS( 59 ),3840983.000000000000,3902293.000000000000,3333333.000000000000,11076610.000000000000
FS( 60 ),3821103.000000000500,3866452.999999999500,3333333.000000000000,11020890.000000000000
FS( 61 ),3703953.000000000000,3831173.000000000000,3333333.000000000000,10868460.000000000000
FS( 62 ),3713893.000000000000,3840133.000000000000,3333333.000000000000,10887360.000000000000
FS( 63 ),3762883.000000000000,3755573.000000000500,3333333.000000000000,10851790.000000000000
FS( 64 ),3757913.000000000500,3835653.000000000000,3333333.000000000000,10926900.000000000000
FS( 65 ),3694723.000000000000,3857492.999999999500,3333333.000000000000,10885550.000000000000
FS( 66 ),3703953.000000000000,3826693.000000000000,3333333.000000000000,10863980.000000000000
FS( 67 ),3787023.000000000000,3840133.000000000000,3333333.000000000000,10960490.000000000000
FS( 68 ),3791993.000000000000,3840133.000000000000,3333333.000000000000,10965460.000000000000
FS( 69 ),3772113.000000000000,3928612.999999999500,3333333.000000000000,11034060.000000000000
FS( 70 ),3772113.000000000000,4013173.000000000000,3333333.000000000000,11118620.000000000000
FS( 71 ),3757913.000000000500,4017653.000000000000,3333333.000000000000,11108900.000000000000
FS( 72 ),3747973.000000000000,3990772.999999999500,3333333.000000000000,11072080.000000000000
FS( 73 ),3577572.999999999500,3951013.000000000000,3333333.000000000000,10861920.000000000000
FS( 74 ),3557693.000000000000,4088772.999999999500,3333333.000000000000,10979800.000000000000
FS( 75 ),3435572.999999999500,4155413.000000000500,3333333.000000000000,10924320.000000000000
FS( 76 ),3382322.999999999500,4057413.000000000500,3333333.000000000000,10773070.000000000000
FS( 77 ),3416403.000000000000,4035573.000000000500,3333333.000000000000,10785310.000000000000
FS( 78 ),3450483.000000000000,4017653.000000000000,3333333.000000000000,10801470.000000000000
FS( 79 ),3523613.000000000000,4102213.000000000000,3333333.000000000000,10959160.000000000000
FS( 80 ),3416403.000000000000,4008693.000000000000,3333333.000000000000,10758430.000000000000
FS( 81 ),3348243.000000000000,3977333.000000000000,3333333.000000000000,10658910.000000000000
FS( 82 ),3416403.000000000000,4079813.000000000000,3333333.000000000000,10829550.000000000000
FS( 83 ),3406463.000000000000,4066373.000000000500,3333333.000000000000,10806170.000000000000
FS( 84 ),3328363.000000000000,4052932.999999999500,3333333.000000000000,10714630.000000000000
FS( 85 ),3387293.000000000000,4079813.000000000000,3333333.000000000000,10800440.000000000000
FS( 86 ),3382322.999999999500,4235493.000000000000,3333333.000000000000,10951150.000000000000
FS( 87 ),3411433.000000000000,4208613.000000000000,3333333.000000000000,10953380.000000000000
FS( 88 ),3479593.000000000000,4279733.000000000000,3333333.000000000000,11092660.000000000000
FS( 89 ),3523613.000000000000,4332932.999999999100,3333333.000000000000,11189880.000000000000
FS( 90 ),3543493.000000000000,4257333.000000000000,3333333.000000000000,11134160.000000000000
FS( 91 ),3664903.000000000000,4306053.000000000000,3333333.000000000000,11304290.000000000000
FS( 92 ),3567633.000000000000,4252853.000000000000,3333333.000000000000,11153820.000000000000
FS( 93 ),3572603.000000000500,4315013.000000000000,3333333.000000000000,11220950.000000000000
FS( 94 ),3596743.000000000000,4377173.000000000000,3333333.000000000000,11307250.000000000000
FS( 95 ),3586803.000000000000,4364293.000000000000,3333333.000000000000,11284430.000000000000
FS( 96 ),3581833.000000000000,4341893.000000000000,3333333.000000000000,11257060.000000000000
FS( 97 ),3562663.000000000500,4279733.000000000000,3333333.000000000000,11175730.000000000000
FS( 98 ),3601713.000000000000,4235493.000000000000,3333333.000000000000,11170540.000000000000
FS( 99 ),3581833.000000000000,4137492.999999999500,3333333.000000000000,11052660.000000000000
FS( 100 ),3630822.999999999500,4261812.999999999100,3333333.000000000000,11225969.999999998000
FS( 101 ),3577572.999999999500,4124053.000000000000,3333333.000000000000,11034960.000000000000
FS( 102 ),3601713.000000000000,4172772.999999999500,3333333.000000000000,11107820.000000000000
FS( 103 ),3684783.000000000000,4150932.999999999500,3333333.000000000000,11169050.000000000000
FS( 104 ),3796963.000000000000,4146452.999999999500,3333333.000000000000,11276750.000000000000
FS( 105 ),3752943.000000000000,4190693.000000000500,3333333.000000000000,11276970.000000000000
FS( 106 ),3757913.000000000500,4302133.000000000000,3333333.000000000000,11393380.000000000000
FS( 107 ),3737322.999999999500,4368772.999999999100,3333333.000000000000,11439429.999999998000
FS( 108 ),3685493.000000000000,4364293.000000000000,3333333.000000000000,11383120.000000000000
FS( 109 ),3669873.000000000000,4315013.000000000000,3333333.000000000000,11318220.000000000000
FS( 110 ),3789153.000000000000,4430932.999999999100,3333333.000000000000,11553420.000000000000
FS( 111 ),3757913.000000000500,4479653.000000000000,3333333.000000000000,11570900.000000000000
FS( 112 ),3706083.000000000000,4746213.000000000000,3333333.000000000000,11785630.000000000000
FS( 113 ),3706083.000000000000,4634772.999999999100,3333333.000000000000,11674190.000000000000
FS( 114 ),3768563.000000000000,4634772.999999999100,3333333.000000000000,11736670.000000000000
FS( 115 ),3778503.000000000000,4634772.999999999100,3333333.000000000000,11746610.000000000000
FS( 116 ),3757913.000000000500,4612932.999999999100,3333333.000000000000,11704180.000000000000
FS( 117 ),3773533.000000000000,4590533.000000000900,3333333.000000000000,11697400.000000000000
FS( 118 ),3706083.000000000000,4657173.000000000000,3333333.000000000000,11696590.000000000000
FS( 119 ),3623012.999999999500,4657173.000000000000,3333333.000000000000,11613520.000000000000
FS( 120 ),3711762.999999999500,4701413.000000000900,3333333.000000000000,11746510.000000000000
FS( 121 ),3669873.000000000000,4723812.999999999100,3333333.000000000000,11727020.000000000000
FS( 122 ),3628693.000000000000,4701413.000000000900,3349832.998350000000,11679939.998350002000
