代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11023497.500000000000
真實報酬,1023497.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11562.126775189801
風險,162232.154694578870
起點值,0.071269020602
找到最佳解世代,1830
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1216(2)[12],2354(18)[10],2412(24)[14],2474(26)[3],2881(30)[4],2884(33)[9],4904(44)[33],9999(49)[27],
Stock#,1216(2)[12],2354(18)[10],2412(24)[14],2474(26)[3],2881(30)[4],2884(33)[9],4904(44)[33],9999(49)[27],
張數,28,16,15,4,28,89,19,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,80.000000000000,45200.000000000000,9050.000000000000,232200.000000000000,31720.000000000000,11120.000000000233,3980.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1254760.000000000000,1233040.000000000000,1251200.000000000000,1284720.000000000000,1250000.000000000000,1256230.000000000500,1248480.000000000000,1250000.000000000000,10028430.000000000000
FS( 3 ),1284440.000000000000,1227440.000000000000,1255100.000000000000,1290200.000000000000,1279119.999999999800,1262460.000000000500,1264820.000000000000,1250000.000000000000,10113580.000000000000
FS( 4 ),1294239.999999999800,1237360.000000000000,1257800.000000000000,1273760.000000000000,1283879.999999999800,1259790.000000000000,1266340.000000000000,1250000.000000000000,10123170.000000000000
FS( 5 ),1306560.000000000000,1217520.000000000000,1257800.000000000000,1251840.000000000000,1276600.000000000000,1250000.000000000000,1263109.999999999800,1250000.000000000000,10073430.000000000000
FS( 6 ),1308800.000000000000,1197680.000000000000,1252550.000000000000,1257320.000000000000,1274360.000000000000,1243770.000000000000,1248480.000000000000,1250000.000000000000,10032960.000000000000
FS( 7 ),1301519.999999999800,1200560.000000000000,1257800.000000000000,1270120.000000000000,1310480.000000000000,1259790.000000000000,1238600.000000000200,1250000.000000000000,10088870.000000000000
FS( 8 ),1308800.000000000000,1176560.000000000000,1257800.000000000000,1270120.000000000000,1308240.000000000000,1259790.000000000000,1264820.000000000000,1250000.000000000000,10096130.000000000000
