代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13072430.000000000000
真實報酬,3072430.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25409.062104108227
風險,240877.138328212020
起點值,0.105485569450
找到最佳解世代,1485
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,3
2412(24)[3],2912(40)[1],3045(41)[2],
Stock#,2412(24)[3],2912(40)[1],3045(41)[2],
張數,53,32,65,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,49453.000000000000,22933.000000000000,11833.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3303653.000000000000,3280853.000000000000,3343733.000000000000,9928240.000000000000
FS( 3 ),3337043.000000000000,3333333.000000000000,3397683.000000000500,10068060.000000000000
FS( 4 ),3348173.000000000500,3359573.000000000000,3372983.000000000000,10080730.000000000000
FS( 5 ),3329623.000000000000,3398933.000000000000,3383382.999999999500,10111940.000000000000
FS( 6 ),3348173.000000000500,3477973.000000000000,3393133.000000000000,10219280.000000000000
FS( 7 ),3322203.000000000000,3451733.000000000000,3387933.000000000000,10161870.000000000000
FS( 8 ),3314783.000000000000,3438613.000000000000,3348283.000000000000,10101680.000000000000
FS( 9 ),3322203.000000000000,3398933.000000000000,3333333.000000000000,10054470.000000000000
FS( 10 ),3325913.000000000000,3477973.000000000000,3353482.999999999500,10157370.000000000000
FS( 11 ),3314783.000000000000,3543573.000000000000,3372983.000000000000,10231340.000000000000
FS( 12 ),3318493.000000000000,3477973.000000000000,3348283.000000000000,10144750.000000000000
FS( 13 ),3296232.999999999500,3398933.000000000000,3378183.000000000000,10073350.000000000000
FS( 14 ),3288812.999999999500,3477973.000000000000,3353482.999999999500,10120270.000000000000
FS( 15 ),3299943.000000000000,3425173.000000000000,3358683.000000000000,10083800.000000000000
