代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13072430.000000000000
真實報酬,3072430.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25409.062104108227
風險,240877.138328212020
起點值,0.105485569450
找到最佳解世代,1485
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,3
2412(24)[3],2912(40)[1],3045(41)[2],
FS( 16 ),3325913.000000000000,3438613.000000000000,3368433.000000000000,10132960.000000000000
FS( 17 ),3348173.000000000500,3464853.000000000000,3383382.999999999500,10196410.000000000000
FS( 18 ),3355593.000000000500,3425173.000000000000,3378183.000000000000,10158950.000000000000
FS( 19 ),3348173.000000000500,3438613.000000000000,3408083.000000000000,10194870.000000000000
FS( 20 ),3370433.000000000000,3412053.000000000000,3432783.000000000500,10215270.000000000000
FS( 21 ),3381562.999999999500,3504213.000000000000,3437333.000000000000,10323110.000000000000
FS( 22 ),3426083.000000000000,3517333.000000000000,3452283.000000000000,10395700.000000000000
FS( 23 ),3444633.000000000500,3451733.000000000000,3432783.000000000500,10329150.000000000000
FS( 24 ),3437213.000000000000,3504213.000000000000,3447083.000000000000,10388510.000000000000
FS( 25 ),3452053.000000000500,3530453.000000000000,3462033.000000000000,10444540.000000000000
FS( 26 ),3444633.000000000500,3517333.000000000000,3467232.999999999500,10429200.000000000000
FS( 27 ),3444633.000000000500,3582933.000000000000,3467232.999999999500,10494800.000000000000
FS( 28 ),3440923.000000000500,3687893.000000000000,3491933.000000000000,10620750.000000000000
FS( 29 ),3426083.000000000000,3569813.000000000000,3447083.000000000000,10442980.000000000000
FS( 30 ),3400113.000000000000,3543573.000000000000,3501683.000000000000,10445370.000000000000
FS( 31 ),3418663.000000000000,3543573.000000000000,3566033.000000000000,10528270.000000000000
FS( 32 ),3418663.000000000000,3556693.000000000000,3620633.000000000000,10595990.000000000000
FS( 33 ),3437213.000000000000,3622293.000000000000,3659632.999999999500,10719140.000000000000
FS( 34 ),3448343.000000000000,3701333.000000000000,3620633.000000000000,10770310.000000000000
FS( 35 ),3455763.000000000000,3622293.000000000000,3689533.000000000000,10767590.000000000000
FS( 36 ),3459473.000000000000,3661653.000000000000,3738933.000000000500,10860060.000000000000
FS( 37 ),3459473.000000000000,3832533.000000000000,3679783.000000000000,10971790.000000000000
FS( 38 ),3433503.000000000000,3990293.000000000000,3659632.999999999500,11083430.000000000000
FS( 39 ),3452053.000000000500,3871893.000000000000,3684333.000000000000,11008280.000000000000
FS( 40 ),3444633.000000000500,4082133.000000000000,3689533.000000000000,11216300.000000000000
FS( 41 ),3429793.000000000000,3990293.000000000000,3684333.000000000000,11104420.000000000000
FS( 42 ),3426083.000000000000,4147733.000000000000,3664833.000000000000,11238650.000000000000
FS( 43 ),3433503.000000000000,4200533.000000000000,3655083.000000000000,11289120.000000000000
FS( 44 ),3426083.000000000000,4055893.000000000000,3620633.000000000000,11102610.000000000000
FS( 45 ),3433503.000000000000,4003413.000000000000,3655083.000000000000,11092000.000000000000
FS( 46 ),3433503.000000000000,4003413.000000000000,3620633.000000000000,11057550.000000000000
FS( 47 ),3455763.000000000000,4147733.000000000000,3659632.999999999500,11263130.000000000000
FS( 48 ),3463183.000000000000,4095253.000000000000,3645333.000000000000,11203770.000000000000
FS( 49 ),3489153.000000000500,4121493.000000000500,3640133.000000000000,11250780.000000000000
FS( 50 ),3526252.999999999500,4305493.000000000000,3699283.000000000000,11531030.000000000000
FS( 51 ),3478022.999999999500,4160853.000000000000,3679783.000000000000,11318660.000000000000
FS( 52 ),3481733.000000000000,4095253.000000000000,3684333.000000000000,11261320.000000000000
FS( 53 ),3470602.999999999500,4069013.000000000000,3670033.000000000500,11209650.000000000000
FS( 54 ),3503993.000000000500,4253013.000000000000,3744133.000000000000,11501140.000000000000
FS( 55 ),3500283.000000000000,4187093.000000000000,3744133.000000000000,11431510.000000000000
FS( 56 ),3485443.000000000000,4147733.000000000000,3719433.000000000000,11352610.000000000000
FS( 57 ),3489153.000000000500,4121493.000000000500,3723983.000000000000,11334630.000000000000
FS( 58 ),3489153.000000000500,4344853.000000000000,3748683.000000000000,11582690.000000000000
FS( 59 ),3507703.000000000000,4357973.000000000000,3729183.000000000000,11594860.000000000000
FS( 60 ),3503993.000000000500,4318613.000000000000,3719433.000000000000,11542040.000000000000
FS( 61 ),3503993.000000000500,4476373.000000000000,3744133.000000000000,11724500.000000000000
FS( 62 ),3500283.000000000000,4318613.000000000000,3753883.000000000000,11572780.000000000000
FS( 63 ),3518832.999999999500,4331733.000000000000,3837733.000000000000,11688300.000000000000
FS( 64 ),3555933.000000000000,4266133.000000000000,3847483.000000000000,11669550.000000000000
FS( 65 ),3578193.000000000000,4318613.000000000000,3902083.000000000000,11798890.000000000000
FS( 66 ),3611582.999999999500,4305493.000000000000,4045733.000000000000,11962810.000000000000
FS( 67 ),3674653.000000000500,4200533.000000000000,4015833.000000000000,11891020.000000000000
FS( 68 ),3674653.000000000500,4226773.000000000000,3991132.999999999500,11892560.000000000000
FS( 69 ),3644973.000000000000,4147733.000000000000,3961233.000000000000,11753940.000000000000
FS( 70 ),3637553.000000000500,4042773.000000000000,3961233.000000000000,11641560.000000000000
FS( 71 ),3674653.000000000500,4108373.000000000000,4000882.999999999500,11783910.000000000000
FS( 72 ),3704332.999999999500,4200533.000000000000,4030783.000000000000,11935650.000000000000
FS( 73 ),3733483.000000000000,4055893.000000000000,4178982.999999999500,11968360.000000000000
FS( 74 ),3718643.000000000000,4082133.000000000000,4119833.000000000000,11920610.000000000000
FS( 75 ),3718643.000000000000,4095253.000000000000,4084732.999999999500,11898630.000000000000
FS( 76 ),3670943.000000000000,4095253.000000000000,4084732.999999999500,11850930.000000000000
FS( 77 ),3711223.000000000000,4134613.000000000500,4139333.000000000000,11985170.000000000000
FS( 78 ),3693203.000000000000,4082133.000000000000,4198483.000000000000,11973820.000000000000
FS( 79 ),3700623.000000000000,4266133.000000000000,4070433.000000000000,12037190.000000000000
FS( 80 ),3689493.000000000500,4292373.000000000000,4050283.000000000500,12032150.000000000000
FS( 81 ),3659813.000000000000,4226773.000000000000,3991132.999999999500,11877720.000000000000
FS( 82 ),3648683.000000000000,4213653.000000000000,3996333.000000000000,11858670.000000000000
FS( 83 ),3693203.000000000000,4239893.000000000000,4060033.000000000500,11993130.000000000000
FS( 84 ),3711223.000000000000,4384213.000000000000,4063283.000000000000,12158720.000000000000
FS( 85 ),3792843.000000000000,4528853.000000000000,4026883.000000000000,12348580.000000000000
FS( 86 ),3792843.000000000000,4515733.000000000000,3964483.000000000000,12273060.000000000000
FS( 87 ),3829943.000000000000,4673173.000000000000,3917683.000000000500,12420800.000000000000
FS( 88 ),3885593.000000000000,4699413.000000000000,3974882.999999999500,12559890.000000000000
FS( 89 ),3867043.000000000000,4646933.000000000000,3969683.000000000000,12483660.000000000000
FS( 90 ),3885593.000000000000,4673173.000000000000,3969683.000000000000,12528450.000000000000
FS( 91 ),3829943.000000000000,4673173.000000000000,3974882.999999999500,12478000.000000000000
FS( 92 ),3867043.000000000000,4633813.000000000000,3943683.000000000000,12444540.000000000000
FS( 93 ),3941243.000000000500,4725973.000000000000,3928083.000000000000,12595300.000000000000
FS( 94 ),3922693.000000000000,4686293.000000000000,3948883.000000000000,12557870.000000000000
FS( 95 ),3959793.000000000000,4752213.000000000000,3969683.000000000000,12681690.000000000000
FS( 96 ),4052543.000000000000,4791573.000000000000,4047683.000000000500,12891800.000000000000
FS( 97 ),4108193.000000000000,4896533.000000000000,4011283.000000000500,13016010.000000000000
FS( 98 ),4126743.000000000500,5093653.000000000000,4021683.000000000000,13242080.000000000000
FS( 99 ),4108193.000000000000,4988693.000000000000,4021683.000000000000,13118570.000000000000
FS( 100 ),3936473.000000000000,4949013.000000000000,4021683.000000000000,12907170.000000000000
FS( 101 ),3877643.000000000000,4686293.000000000000,4016483.000000000000,12580420.000000000000
FS( 102 ),3943893.000000000000,4778453.000000000000,4016483.000000000000,12738830.000000000000
FS( 103 ),3928522.999999999500,4988693.000000000000,4016483.000000000000,12933700.000000000000
FS( 104 ),3951843.000000000000,4988693.000000000000,4052883.000000000000,12993420.000000000000
FS( 105 ),3951843.000000000000,4870293.000000000000,4141933.000000000500,12964070.000000000000
FS( 106 ),3951843.000000000000,4949013.000000000000,4344733.000000000000,13245590.000000000000
FS( 107 ),3943893.000000000000,4922773.000000000000,4277133.000000000000,13143800.000000000000
FS( 108 ),3940183.000000000000,4752213.000000000000,4240733.000000000900,12933130.000000000000
FS( 109 ),3951843.000000000000,4735893.000000000000,4245933.000000000000,12933670.000000000000
FS( 110 ),3877643.000000000000,4681813.000000000000,4115283.000000000000,12674740.000000000000
FS( 111 ),3745143.000000000000,4573973.000000000000,3902083.000000000000,12221200.000000000000
FS( 112 ),3745143.000000000000,4668373.000000000000,3865683.000000000000,12279200.000000000000
FS( 113 ),3788073.000000000500,4762773.000000000000,3896883.000000000000,12447730.000000000000
FS( 114 ),3788073.000000000500,4735893.000000000000,3917683.000000000500,12441650.000000000000
FS( 115 ),3791783.000000000000,4627733.000000000000,4006083.000000000000,12425600.000000000000
FS( 116 ),3893543.000000000000,4749333.000000000000,4068482.999999999500,12711360.000000000000
FS( 117 ),3873933.000000000000,4735893.000000000000,4026883.000000000000,12636710.000000000000
FS( 118 ),3873933.000000000000,4749333.000000000000,4006083.000000000000,12629350.000000000000
FS( 119 ),3877643.000000000000,4681813.000000000000,3974882.999999999500,12534340.000000000000
FS( 120 ),3873933.000000000000,4614293.000000000000,4000882.999999999500,12489110.000000000000
FS( 121 ),3916863.000000000000,4614293.000000000000,4099683.000000000000,12630840.000000000000
FS( 122 ),4010673.000000000000,4844053.000000000000,4162732.999999999500,13017460.000000000000
FS( 123 ),4010673.000000000000,4870933.000000000000,4110083.000000000000,12991690.000000000000
FS( 124 ),4010673.000000000000,4965333.000000000000,4110083.000000000000,13086090.000000000000
FS( 125 ),3991063.000000000000,4951893.000000000000,4104882.999999999500,13047840.000000000000
FS( 126 ),3991063.000000000000,5086933.000000000000,4104882.999999999500,13182880.000000000000
FS( 127 ),3951843.000000000000,5073493.000000000000,4104882.999999999500,13130220.000000000000
FS( 128 ),3948133.000000000500,5019413.000000000000,4104882.999999999500,13072430.000000000000
