代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12661010.000000000000
真實報酬,2661010.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24458.710997233760
風險,166548.993613973550
起點值,0.146855951912
找到最佳解世代,1080
找到最佳解實驗#,2
找到最佳解次數,15

投資組合檔數,5
2301(10)[1],2330(17)[2],2357(21)[29],4904(45)[11],9904(48)[4],
Stock#,2301(10)[1],2330(17)[2],2357(21)[29],4904(45)[11],9904(48)[4],
張數,104,35,13,57,119,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,16720.000000000000,12000.000000000000,91730.000000000000,20390.000000000000,5559.999999999767,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1975039.999999999800,2014700.000000000000,1893530.000000000000,2044460.000000000000,2042840.000000000000,9970570.000000000000
FS( 3 ),1975039.999999999800,2014700.000000000000,1937990.000000000200,2025650.000000000000,2004759.999999999800,9958140.000000000000
FS( 4 ),2007280.000000000000,2011550.000000000200,1929020.000000000200,1991450.000000000000,2055929.999999999800,9995230.000000000000
FS( 5 ),2004160.000000000000,2014700.000000000000,2000000.000000000000,2003990.000000000000,2103530.000000000000,10126380.000000000000
FS( 6 ),2055120.000000000000,2040600.000000000200,2111020.000000000000,1991450.000000000000,2122569.999999999100,10320760.000000000000
FS( 7 ),2065519.999999999800,2052149.999999999800,2088790.000000000000,1978910.000000000000,2127330.000000000000,10312700.000000000000
FS( 8 ),2069680.000000000000,2052149.999999999800,2062139.999999999800,1959530.000000000000,2159460.000000000000,10302960.000000000000
FS( 9 ),2050959.999999999800,2049350.000000000200,2008969.999999999800,1980620.000000000000,2145180.000000000000,10235080.000000000000
FS( 10 ),2087359.999999999800,2072449.999999999800,2066689.999999999800,1991450.000000000000,2168980.000000000000,10386930.000000000000
FS( 11 ),2072800.000000000000,2060900.000000000000,2017810.000000000000,2010830.000000000000,2140420.000000000000,10302760.000000000000
FS( 12 ),2091519.999999999800,2072449.999999999800,2031070.000000000200,2042750.000000000000,2130900.000000000000,10368690.000000000000
FS( 13 ),2069680.000000000000,2031850.000000000200,1982320.000000000200,2019380.000000000000,2094010.000000000000,10197240.000000000000
FS( 14 ),2087359.999999999800,2049350.000000000200,1973480.000000000000,2068399.999999999800,2122569.999999999100,10301160.000000000000
FS( 15 ),2131039.999999999500,2089949.999999999800,2022230.000000000000,2080939.999999999800,2178500.000000000000,10502660.000000000000
FS( 16 ),2098800.000000000000,2084000.000000000000,2035620.000000000000,2084930.000000000000,2197540.000000000000,10500890.000000000000
FS( 17 ),2109200.000000000000,2095900.000000000000,2026650.000000000000,2104310.000000000000,2207060.000000000000,10543120.000000000000
FS( 18 ),2076959.999999999800,2095900.000000000000,2062139.999999999800,2104310.000000000000,2207060.000000000000,10546370.000000000000
FS( 19 ),2087359.999999999800,2130550.000000000000,2017810.000000000000,2091770.000000000000,2168980.000000000000,10496470.000000000000
FS( 20 ),2098800.000000000000,2144900.000000000000,1960090.000000000000,2125399.999999999500,2183260.000000000000,10512450.000000000000
FS( 21 ),2142480.000000000000,2150850.000000000000,1933439.999999999800,2182970.000000000000,2192780.000000000000,10602520.000000000000
FS( 22 ),2131039.999999999500,2153650.000000000000,1920180.000000000000,2234270.000000000000,2197540.000000000000,10636680.000000000000
FS( 23 ),2094640.000000000000,2142100.000000000000,1902370.000000000000,2310649.999999999500,2183260.000000000000,10633020.000000000000
FS( 24 ),2109200.000000000000,2173950.000000000500,1937990.000000000200,2306660.000000000000,2215390.000000000000,10743190.000000000000
FS( 25 ),2142480.000000000000,2185500.000000000000,1982320.000000000200,2365939.999999999500,2188020.000000000000,10864260.000000000000
FS( 26 ),2142480.000000000000,2171150.000000000000,1982320.000000000200,2438330.000000000000,2178500.000000000000,10912780.000000000000
FS( 27 ),2127920.000000000500,2159600.000000000000,1960090.000000000000,2370499.999999999500,2202300.000000000000,10820410.000000000000
FS( 28 ),2127920.000000000500,2116200.000000000000,1911340.000000000000,2353399.999999999500,2149940.000000000000,10658800.000000000000
FS( 29 ),2131039.999999999500,2139300.000000000000,1897950.000000000000,2298110.000000000500,2140420.000000000000,10606820.000000000000
FS( 30 ),2167440.000000000000,2211750.000000000000,1946830.000000000000,2332310.000000000000,2183260.000000000000,10841590.000000000000
FS( 31 ),2203840.000000000000,2214550.000000000000,1920180.000000000000,2374490.000000000000,2215390.000000000000,10928450.000000000000
FS( 32 ),2266240.000000000000,2197050.000000000000,1897950.000000000000,2421229.999999999500,2192780.000000000000,10975250.000000000000
FS( 33 ),2283920.000000000500,2205800.000000000000,1920180.000000000000,2519270.000000000000,2207060.000000000000,11136230.000000000000
FS( 34 ),2349440.000000000000,2162400.000000000000,1889109.999999999800,2442890.000000000000,2145180.000000000000,10989020.000000000000
FS( 35 ),2317200.000000000000,2136150.000000000000,1875850.000000000200,2361950.000000000000,2117810.000000000000,10808960.000000000000
FS( 36 ),2339039.999999999500,2156450.000000000500,1782639.999999999800,2404700.000000000000,2103530.000000000000,10786360.000000000000
FS( 37 ),2178880.000000000000,2139300.000000000000,1729340.000000000000,2404700.000000000000,2070209.999999999800,10522430.000000000000
FS( 38 ),2251680.000000000000,2121800.000000000000,1720500.000000000000,2481080.000000000000,2089249.999999999800,10664310.000000000000
FS( 39 ),2251680.000000000000,2087150.000000000000,1769250.000000000000,2472530.000000000500,2065449.999999999500,10646060.000000000000
FS( 40 ),2254800.000000000000,2144900.000000000000,1831389.999999999800,2532380.000000000500,2098770.000000000000,10862240.000000000000
FS( 41 ),2302640.000000000000,2144900.000000000000,1880270.000000000200,2498180.000000000000,2117810.000000000000,10943800.000000000000
FS( 42 ),2368160.000000000000,2173950.000000000500,1906920.000000000000,2446880.000000000500,2117810.000000000000,11013720.000000000000
FS( 43 ),2426400.000000000500,2232050.000000000000,1946830.000000000000,2498180.000000000000,2220150.000000000000,11323610.000000000000
