代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12361580.000000000000
真實報酬,2361580.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19628.307414011866
風險,136425.070461888270
起點值,0.143876102446
找到最佳解世代,1214
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0)[6],2317(16)[1],2357(23)[2],2382(24)[8],2454(27)[9],2474(28)[3],
Stock#,1101(0)[6],2317(16)[1],2357(23)[2],2382(24)[8],2454(27)[9],2474(28)[3],
張數,47,33,9,30,4,10,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,30126.000000000000,24586.000000000000,14806.000000000000,35866.000000000000,300106.000000000000,121766.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1633765.999999999800,1657756.000000000000,1684216.000000000000,1678966.000000000200,1761226.000000000000,1743066.000000000000,10159000.000000000000
FS( 3 ),1612616.000000000000,1648846.000000000000,1659646.000000000000,1661866.000000000000,1752786.000000000000,1725066.000000000200,10060830.000000000000
FS( 4 ),1605095.999999999800,1666666.000000000000,1659646.000000000000,1719766.000000000000,1759546.000000000000,1734066.000000000000,10144790.000000000000
FS( 5 ),1614496.000000000200,1668975.999999999800,1617435.999999999800,1748866.000000000000,1751106.000000000000,1747465.999999999800,10148350.000000000000
FS( 6 ),1614496.000000000200,1655446.000000000200,1596376.000000000000,1671466.000000000200,1746026.000000000000,1711566.000000000000,9995380.000000000000
FS( 7 ),1612616.000000000000,1677556.000000000000,1603396.000000000000,1613566.000000000000,1739266.000000000000,1738566.000000000200,9984970.000000000000
FS( 8 ),1636116.000000000000,1668975.999999999800,1610416.000000000000,1627966.000000000000,1702106.000000000000,1747465.999999999800,9993050.000000000000
FS( 9 ),1612616.000000000000,1666666.000000000000,1582336.000000000000,1599166.000000000000,1693666.000000000000,1729566.000000000000,9884020.000000000000
FS( 10 ),1612616.000000000000,1688776.000000000000,1596376.000000000000,1615966.000000000200,1686906.000000000000,1720566.000000000000,9921210.000000000000
FS( 11 ),1668546.000000000000,1686465.999999999800,1617435.999999999800,1606366.000000000000,1686906.000000000000,1716066.000000000200,9981790.000000000000
FS( 12 ),1690166.000000000000,1693066.000000000000,1663156.000000000200,1565265.999999999800,1698746.000000000000,1734066.000000000000,10044470.000000000000
FS( 13 ),1724476.000000000000,1697686.000000000200,1680705.999999999800,1596766.000000000000,1757866.000000000000,1738566.000000000200,10196070.000000000000
FS( 14 ),1672776.000000000000,1697686.000000000200,1684216.000000000000,1574866.000000000000,1715626.000000000000,1725066.000000000200,10070240.000000000000
FS( 15 ),1655386.000000000000,1679866.000000000000,1680705.999999999800,1546066.000000000000,1702106.000000000000,1680166.000000000000,9944300.000000000000
FS( 16 ),1674656.000000000200,1670956.000000000200,1726426.000000000200,1553265.999999999800,1732506.000000000000,1675665.999999999800,10033480.000000000000
FS( 17 ),1715076.000000000000,1682176.000000000000,1740466.000000000000,1555666.000000000000,1746026.000000000000,1689166.000000000000,10128580.000000000000
FS( 18 ),1713196.000000000200,1691086.000000000000,1740466.000000000000,1560466.000000000000,1757866.000000000000,1689166.000000000000,10152250.000000000000
FS( 19 ),1767246.000000000200,1688776.000000000000,1768546.000000000200,1596766.000000000000,1747746.000000000000,1684665.999999999800,10253750.000000000000
FS( 20 ),1805786.000000000000,1699666.000000000000,1796716.000000000000,1599166.000000000000,1769666.000000000000,1707066.000000000000,10378070.000000000000
FS( 21 ),1838686.000000000000,1746196.000000000200,1845856.000000000000,1627966.000000000000,1773066.000000000000,1738566.000000000200,10570340.000000000000
FS( 22 ),1819416.000000000000,1750485.999999999800,1835326.000000000000,1615966.000000000200,1752786.000000000000,1743066.000000000000,10517050.000000000000
FS( 23 ),1826936.000000000000,1748176.000000000000,1916236.000000000000,1613566.000000000000,1767986.000000000000,1743066.000000000000,10615970.000000000000
FS( 24 ),1807666.000000000000,1768306.000000000000,1870516.000000000000,1608766.000000000000,1769666.000000000000,1747465.999999999800,10572390.000000000000
FS( 25 ),1807666.000000000000,1754776.000000000000,1874026.000000000000,1613566.000000000000,1754466.000000000000,1751966.000000000000,10556470.000000000000
FS( 26 ),1741866.000000000000,1757086.000000000000,1884556.000000000000,1637866.000000000000,1752786.000000000000,1855266.000000000000,10629430.000000000000
FS( 27 ),1759255.999999999800,1781506.000000000000,1888065.999999999800,1664266.000000000000,1746026.000000000000,1850766.000000000000,10689890.000000000000
FS( 28 ),1767246.000000000200,1788106.000000000000,1881046.000000000200,1678966.000000000200,1751106.000000000000,1891266.000000000000,10757740.000000000000
FS( 29 ),1778526.000000000000,1750485.999999999800,1852966.000000000000,1649866.000000000000,1752786.000000000000,1891266.000000000000,10675900.000000000000
FS( 30 ),1821296.000000000000,1757086.000000000000,1852966.000000000000,1647466.000000000000,1722386.000000000000,1846266.000000000000,10647470.000000000000
FS( 31 ),1802026.000000000000,1757086.000000000000,1863496.000000000000,1666666.000000000000,1708866.000000000000,1819366.000000000000,10617510.000000000000
FS( 32 ),1765366.000000000000,1737286.000000000000,1877536.000000000000,1654666.000000000000,1708866.000000000000,1801366.000000000200,10545090.000000000000
FS( 33 ),1759255.999999999800,1748176.000000000000,1965376.000000000000,1632765.999999999800,1730826.000000000000,1819366.000000000000,10655770.000000000000
FS( 34 ),1765366.000000000000,1765996.000000000000,1919746.000000000000,1652266.000000000000,1712266.000000000000,1873266.000000000000,10688910.000000000000
FS( 35 ),1784636.000000000000,1774906.000000000000,1919746.000000000000,1669065.999999999800,1749426.000000000000,1859766.000000000000,10757550.000000000000
FS( 36 ),1792156.000000000200,1768306.000000000000,1940806.000000000000,1673866.000000000000,1761226.000000000000,1792465.999999999800,10728830.000000000000
FS( 37 ),1800145.999999999800,1768306.000000000000,1891576.000000000000,1695765.999999999800,1757866.000000000000,1841866.000000000000,10755530.000000000000
FS( 38 ),1782755.999999999800,1770286.000000000000,1888065.999999999800,1693366.000000000000,1744346.000000000000,1841866.000000000000,10720690.000000000000
FS( 39 ),1786515.999999999800,1768306.000000000000,1877536.000000000000,1700566.000000000000,1752786.000000000000,1792465.999999999800,10678180.000000000000
FS( 40 ),1792156.000000000200,1774906.000000000000,1891576.000000000000,1700566.000000000000,1747746.000000000000,1805866.000000000000,10712820.000000000000
FS( 41 ),1794036.000000000000,1788106.000000000000,1898596.000000000000,1695765.999999999800,1773066.000000000000,1832866.000000000200,10782440.000000000000
FS( 42 ),1828816.000000000000,1797016.000000000000,1923256.000000000000,1710166.000000000200,1801786.000000000000,1877766.000000000000,10938810.000000000000
FS( 43 ),1815186.000000000000,1792396.000000000000,1898596.000000000000,1714966.000000000000,1798386.000000000000,1859766.000000000000,10879300.000000000000
FS( 44 ),1782755.999999999800,1798996.000000000000,1912636.000000000000,1695765.999999999800,1789946.000000000000,1891266.000000000000,10871370.000000000000
FS( 45 ),1749856.000000000200,1776886.000000000000,1912636.000000000000,1673866.000000000000,1771386.000000000000,1873266.000000000000,10757900.000000000000
FS( 46 ),1713196.000000000200,1768306.000000000000,1902106.000000000000,1727266.000000000000,1757866.000000000000,1832866.000000000200,10701610.000000000000
FS( 47 ),1734345.999999999800,1768306.000000000000,1912636.000000000000,1714966.000000000000,1713946.000000000000,1868766.000000000000,10712970.000000000000
FS( 48 ),1724476.000000000000,1779196.000000000200,1982926.000000000200,1727266.000000000000,1675106.000000000000,1868766.000000000000,10757740.000000000000
FS( 49 ),1685936.000000000000,1801306.000000000000,1975906.000000000200,1727266.000000000000,1691986.000000000000,1913666.000000000000,10796070.000000000000
FS( 50 ),1720716.000000000000,1816816.000000000000,1958356.000000000000,1729666.000000000000,1708866.000000000000,1945166.000000000000,10879590.000000000000
FS( 51 ),1720716.000000000000,1830016.000000000000,2046196.000000000000,1777966.000000000000,1703826.000000000000,1954066.000000000000,11032790.000000000000
FS( 52 ),1732466.000000000000,1840906.000000000000,2053216.000000000000,1840666.000000000000,1703826.000000000000,1913666.000000000000,11084750.000000000000
FS( 53 ),1757376.000000000000,1863016.000000000000,2035666.000000000000,1915666.000000000000,1715626.000000000000,1958566.000000000200,11245920.000000000000
FS( 54 ),1728706.000000000000,1876215.999999999800,2032156.000000000200,1874566.000000000000,1712266.000000000000,1945166.000000000000,11169080.000000000000
FS( 55 ),1720716.000000000000,1874235.999999999800,2025136.000000000000,1891366.000000000000,1702106.000000000000,1945166.000000000000,11158730.000000000000
FS( 56 ),1734345.999999999800,1904926.000000000000,2039176.000000000200,1949566.000000000000,1685226.000000000000,1985566.000000000000,11298810.000000000000
FS( 57 ),1763486.000000000200,1889416.000000000000,2032156.000000000200,1893766.000000000000,1610906.000000000000,1981066.000000000200,11170800.000000000000
FS( 58 ),1774765.999999999800,1882816.000000000000,2067346.000000000000,1908466.000000000200,1648066.000000000000,2012465.999999999800,11293930.000000000000
FS( 59 ),1784636.000000000000,1876215.999999999800,2067346.000000000000,1910866.000000000000,1658186.000000000000,1976566.000000000000,11273820.000000000000
FS( 60 ),1780876.000000000000,1900636.000000000000,2046196.000000000000,1896166.000000000000,1676786.000000000000,1963066.000000000000,11263730.000000000000
FS( 61 ),1739986.000000000200,1898326.000000000000,1997056.000000000000,1847866.000000000000,1653146.000000000000,1936166.000000000000,11072550.000000000000
FS( 62 ),1674656.000000000200,1818795.999999999800,1979416.000000000000,1833466.000000000200,1654826.000000000000,1927165.999999999800,10888330.000000000000
FS( 63 ),1705206.000000000000,1832326.000000000000,1961866.000000000000,1828666.000000000000,1676786.000000000000,1990066.000000000200,10994920.000000000000
FS( 64 ),1713196.000000000200,1821106.000000000000,1982926.000000000200,1843066.000000000000,1683546.000000000000,2097766.000000000000,11141610.000000000000
FS( 65 ),1739986.000000000200,1827706.000000000200,2021626.000000000000,1823866.000000000000,1685226.000000000000,2057366.000000000000,11155780.000000000000
FS( 66 ),1753616.000000000000,1798996.000000000000,2011096.000000000000,1816666.000000000000,1715626.000000000000,2084366.000000000000,11180370.000000000000
FS( 67 ),1778526.000000000000,1840906.000000000000,2053216.000000000000,1843066.000000000000,1766306.000000000000,2174166.000000000000,11456190.000000000000
FS( 68 ),1784636.000000000000,1849816.000000000000,2039176.000000000200,1826266.000000000000,1749426.000000000000,2097766.000000000000,11347090.000000000000
FS( 69 ),1795916.000000000000,1867636.000000000000,2039176.000000000200,1823866.000000000000,1757866.000000000000,2039466.000000000000,11323930.000000000000
FS( 70 ),1805786.000000000000,1867636.000000000000,2025136.000000000000,1847866.000000000000,1749426.000000000000,2079866.000000000000,11375720.000000000000
FS( 71 ),1807666.000000000000,1874235.999999999800,2074366.000000000000,1826266.000000000000,1764626.000000000000,2088866.000000000200,11436030.000000000000
FS( 72 ),1797796.000000000000,1878526.000000000000,2134125.999999999500,1843066.000000000000,1769666.000000000000,2075366.000000000200,11498550.000000000000
FS( 73 ),1800145.999999999800,1852126.000000000200,2084896.000000000200,1852666.000000000200,1769666.000000000000,2057366.000000000000,11416870.000000000000
FS( 74 ),1842446.000000000200,1871926.000000000000,2095426.000000000000,1857466.000000000000,1773066.000000000000,2061866.000000000000,11502200.000000000000
FS( 75 ),1830696.000000000200,1849816.000000000000,2084896.000000000200,1840666.000000000000,1773066.000000000000,2088866.000000000200,11468010.000000000000
FS( 76 ),1875345.999999999800,1852126.000000000200,2070855.999999999800,1821466.000000000200,1805146.000000000000,2097766.000000000000,11522710.000000000000
FS( 77 ),1865476.000000000000,1869616.000000000000,2067346.000000000000,1850265.999999999800,1805146.000000000000,2133766.000000000000,11591620.000000000000
FS( 78 ),1894616.000000000000,1878526.000000000000,2063835.999999999800,1835866.000000000000,1803466.000000000000,2097766.000000000000,11574080.000000000000
FS( 79 ),1869236.000000000200,1858725.999999999800,2042685.999999999800,1823866.000000000000,1820346.000000000000,2120266.000000000000,11535130.000000000000
FS( 80 ),1825055.999999999800,1852126.000000000200,2039176.000000000200,1816666.000000000000,1803466.000000000000,2097766.000000000000,11434260.000000000000
FS( 81 ),1867356.000000000200,1856416.000000000000,2004076.000000000000,1939666.000000000000,1822066.000000000000,2079866.000000000000,11569450.000000000000
FS( 82 ),1849966.000000000000,1887436.000000000200,2014606.000000000000,1937266.000000000000,1871026.000000000000,2106766.000000000000,11667070.000000000000
FS( 83 ),1844326.000000000000,1894036.000000000000,2035666.000000000000,1920466.000000000000,1898066.000000000000,2129266.000000000000,11721830.000000000000
FS( 84 ),1863595.999999999800,1891725.999999999800,2004076.000000000000,1903666.000000000000,1894666.000000000000,2129266.000000000000,11687000.000000000000
FS( 85 ),1826936.000000000000,1882816.000000000000,2025136.000000000000,1944466.000000000000,1903146.000000000000,2115766.000000000000,11698270.000000000000
FS( 86 ),1854196.000000000200,1894036.000000000000,2046196.000000000000,1925265.999999999800,1840626.000000000000,2097766.000000000000,11658090.000000000000
FS( 87 ),1848086.000000000000,1924725.999999999800,2042685.999999999800,2029065.999999999800,1827106.000000000000,2097766.000000000000,11769440.000000000000
FS( 88 ),1844326.000000000000,1911526.000000000000,2067346.000000000000,2005066.000000000000,1854146.000000000000,2061866.000000000000,11744280.000000000000
FS( 89 ),1859836.000000000000,1938256.000000000000,2081386.000000000000,1992766.000000000000,1830506.000000000000,2066366.000000000200,11769120.000000000000
FS( 90 ),1844326.000000000000,1922746.000000000000,2084896.000000000200,1971166.000000000200,1830506.000000000000,2097766.000000000000,11751410.000000000000
FS( 91 ),1832576.000000000000,1907235.999999999800,2060326.000000000000,1944466.000000000000,1786586.000000000000,2097766.000000000000,11628960.000000000000
FS( 92 ),1832576.000000000000,1887436.000000000200,2021626.000000000000,1944466.000000000000,1798386.000000000000,2057366.000000000000,11541860.000000000000
FS( 93 ),1803906.000000000200,1894036.000000000000,2028646.000000000000,1922866.000000000000,1795026.000000000000,2039466.000000000000,11483950.000000000000
FS( 94 ),1805786.000000000000,1922746.000000000000,2039176.000000000200,1978366.000000000000,1800106.000000000000,2088866.000000000200,11635050.000000000000
