代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10759299.998350000000
真實報酬,759299.998350000010

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7834.708343454752
風險,128388.615254001660
起點值,0.061023388468
找到最佳解世代,1807
找到最佳解實驗#,4
找到最佳解次數,17

投資組合檔數,3
1216(2)[1],2412(24)[3],9999(49)[7],
Stock#,1216(2)[1],2412(24)[3],9999(49)[7],
張數,75,38,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,25083.000000000000,71033.000000000466,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3333333.000000000000,3343213.000000000500,3333333.000000000000,10009880.000000000000
FS( 3 ),3327333.000000000000,3346633.000000000500,3333333.000000000000,10007300.000000000000
FS( 4 ),3307083.000000000000,3323453.000000000500,3333333.000000000000,9963870.000000000000
FS( 5 ),3313833.000000000000,3329913.000000000500,3333333.000000000000,9977080.000000000000
FS( 6 ),3313833.000000000000,3336753.000000000500,3333333.000000000000,9983920.000000000000
FS( 7 ),3451833.000000000000,3336753.000000000500,3333333.000000000000,10121920.000000000000
FS( 8 ),3511082.999999999500,3323453.000000000500,3333333.000000000000,10167870.000000000000
FS( 9 ),3596583.000000000000,3313573.000000000500,3333333.000000000000,10243490.000000000000
FS( 10 ),3583833.000000000000,3313573.000000000500,3333333.000000000000,10230740.000000000000
FS( 11 ),3642332.999999999500,3313573.000000000500,3333333.000000000000,10289240.000000000000
FS( 12 ),3603333.000000000000,3333333.000000000000,3333333.000000000000,10270000.000000000000
FS( 13 ),3616083.000000000000,3316993.000000000500,3333333.000000000000,10266410.000000000000
FS( 14 ),3583833.000000000000,3287353.000000000500,3333333.000000000000,10204520.000000000000
FS( 15 ),3583833.000000000000,3307113.000000000500,3333333.000000000000,10224280.000000000000
FS( 16 ),3577083.000000000000,3300273.000000000900,3333333.000000000000,10210690.000000000000
FS( 17 ),3563583.000000000000,3293813.000000000500,3333333.000000000000,10190730.000000000000
FS( 18 ),3589833.000000000000,3293813.000000000500,3333333.000000000000,10216980.000000000000
FS( 19 ),3629583.000000000000,3277473.000000000000,3333333.000000000000,10240390.000000000000
FS( 20 ),3622833.000000000000,3267593.000000000900,3333333.000000000000,10223760.000000000000
FS( 21 ),3570333.000000000500,3270633.000000000500,3333333.000000000000,10174300.000000000000
FS( 22 ),3629583.000000000000,3264173.000000000500,3333333.000000000000,10227090.000000000000
FS( 23 ),3583833.000000000000,3254293.000000000000,3333333.000000000000,10171460.000000000000
FS( 24 ),3556833.000000000500,3227693.000000000500,3333333.000000000000,10117860.000000000000
FS( 25 ),3524582.999999999500,3234533.000000000500,3333333.000000000000,10092450.000000000000
FS( 26 ),3530583.000000000000,3290393.000000000500,3333333.000000000000,10154310.000000000000
FS( 27 ),3432333.000000000000,3267593.000000000900,3333333.000000000000,10033260.000000000000
FS( 28 ),3550833.000000000000,3267593.000000000900,3333333.000000000000,10151760.000000000000
FS( 29 ),3498333.000000000000,3283933.000000000500,3333333.000000000000,10115600.000000000000
FS( 30 ),3458583.000000000000,3267593.000000000900,3333333.000000000000,10059510.000000000000
FS( 31 ),3484833.000000000000,3254293.000000000000,3333333.000000000000,10072460.000000000000
FS( 32 ),3530583.000000000000,3234533.000000000500,3333333.000000000000,10098450.000000000000
FS( 33 ),3478083.000000000000,3224653.000000000500,3333333.000000000000,10036070.000000000000
FS( 34 ),3451833.000000000000,3231113.000000000500,3333333.000000000000,10016280.000000000000
FS( 35 ),3471333.000000000000,3257713.000000000500,3333333.000000000000,10062380.000000000000
FS( 36 ),3451833.000000000000,3267593.000000000900,3333333.000000000000,10052760.000000000000
FS( 37 ),3484833.000000000000,3274053.000000000900,3333333.000000000000,10092220.000000000000
FS( 38 ),3577083.000000000000,3283933.000000000500,3333333.000000000000,10194350.000000000000
FS( 39 ),3563583.000000000000,3283933.000000000500,3333333.000000000000,10180850.000000000000
FS( 40 ),3550833.000000000000,3283933.000000000500,3333333.000000000000,10168100.000000000000
FS( 41 ),3622833.000000000000,3313573.000000000500,3333333.000000000000,10269740.000000000000
FS( 42 ),3596583.000000000000,3300273.000000000900,3333333.000000000000,10230190.000000000000
FS( 43 ),3642332.999999999500,3303693.000000000500,3333333.000000000000,10279360.000000000000
FS( 44 ),3636333.000000000000,3310153.000000000500,3333333.000000000000,10279820.000000000000
FS( 45 ),3583833.000000000000,3310153.000000000500,3333333.000000000000,10227320.000000000000
FS( 46 ),3589833.000000000000,3323453.000000000500,3333333.000000000000,10246620.000000000000
