代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11721295.000000000000
真實報酬,1721295.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12188.320642902037
風險,125536.043072814880
起點值,0.097090208872
找到最佳解世代,1612
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,4
2301(13)[10],2330(20)[1],2357(24)[3],9999(50)[31],
Stock#,2301(13)[10],2330(20)[1],2357(24)[3],9999(50)[31],
張數,92,36,12,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,14160.000000000000,27160.000000000000,181360.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2451240.000000000000,2493880.000000000000,2442639.999999999500,2500000.000000000000,9887760.000000000000
FS( 3 ),2435600.000000000000,2527720.000000000000,2446840.000000000000,2500000.000000000000,9910160.000000000000
FS( 4 ),2455840.000000000000,2543200.000000000000,2463160.000000000000,2500000.000000000000,9962200.000000000000
FS( 5 ),2487120.000000000000,2515480.000000000000,2549560.000000000000,2500000.000000000000,10052160.000000000000
FS( 6 ),2494480.000000000000,2570919.999999999500,2575480.000000000000,2500000.000000000000,10140880.000000000000
FS( 7 ),2500920.000000000000,2561919.999999999500,2566840.000000000000,2500000.000000000000,10129680.000000000000
FS( 8 ),2494480.000000000000,2583520.000000000000,2592759.999999999500,2500000.000000000000,10170760.000000000000
FS( 9 ),2508280.000000000000,2599000.000000000000,2670639.999999999500,2500000.000000000000,10277920.000000000000
FS( 10 ),2494480.000000000000,2592880.000000000000,2644720.000000000000,2500000.000000000000,10232080.000000000000
FS( 11 ),2480680.000000000000,2589640.000000000500,2722480.000000000000,2500000.000000000000,10292800.000000000000
FS( 12 ),2445720.000000000000,2561919.999999999500,2687920.000000000000,2500000.000000000000,10195560.000000000000
FS( 13 ),2439280.000000000000,2574160.000000000000,2649040.000000000000,2500000.000000000000,10162480.000000000000
FS( 14 ),2500920.000000000000,2611240.000000000000,2666320.000000000000,2500000.000000000000,10278480.000000000000
FS( 15 ),2494480.000000000000,2574160.000000000000,2687920.000000000000,2500000.000000000000,10256560.000000000000
FS( 16 ),2494480.000000000000,2583520.000000000000,2687920.000000000000,2500000.000000000000,10265920.000000000000
FS( 17 ),2473320.000000000000,2561919.999999999500,2610160.000000000000,2500000.000000000000,10145400.000000000000
FS( 18 ),2459519.999999999500,2592880.000000000000,2597080.000000000500,2500000.000000000000,10149480.000000000000
FS( 19 ),2429160.000000000000,2574160.000000000000,2532280.000000000000,2500000.000000000000,10035600.000000000000
FS( 20 ),2421800.000000000500,2583520.000000000000,2562520.000000000000,2500000.000000000000,10067840.000000000000
FS( 21 ),2418120.000000000000,2583520.000000000000,2726800.000000000000,2500000.000000000000,10228440.000000000000
FS( 22 ),2511040.000000000000,2601880.000000000000,2765680.000000000000,2500000.000000000000,10378600.000000000000
FS( 23 ),2487120.000000000000,2620600.000000000000,2791600.000000000500,2500000.000000000000,10399320.000000000000
FS( 24 ),2494480.000000000000,2623480.000000000000,2804560.000000000000,2500000.000000000000,10422520.000000000000
FS( 25 ),2459519.999999999500,2561919.999999999500,2761360.000000000000,2500000.000000000000,10282800.000000000000
FS( 26 ),2449400.000000000000,2533840.000000000000,2731119.999999999500,2500000.000000000000,10214360.000000000000
FS( 27 ),2494480.000000000000,2617360.000000000500,2808880.000000000000,2500000.000000000000,10420720.000000000000
FS( 28 ),2494480.000000000000,2608000.000000000000,2791600.000000000500,2500000.000000000000,10394080.000000000000
FS( 29 ),2494480.000000000000,2636080.000000000000,2761360.000000000000,2500000.000000000000,10391920.000000000000
FS( 30 ),2494480.000000000000,2638959.999999999500,2826160.000000000000,2500000.000000000000,10459600.000000000000
FS( 31 ),2508280.000000000000,2654440.000000000000,2903920.000000000000,2500000.000000000000,10566640.000000000000
