代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10764705.000000000000
真實報酬,764705.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6904.936667229413
風險,207808.777818129750
起點值,0.033227358054
找到最佳解世代,1463
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2)[9],2454(26)[2],4904(45)[1],9999(49)[4],
Stock#,1216(2)[9],2454(26)[2],4904(45)[1],9999(49)[4],
張數,83,12,70,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,26600.000000000000,71920.000000000000,16400.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2466800.000000000000,2533240.000000000000,2502100.000000000000,2500000.000000000000,10002140.000000000000
FS( 3 ),2412850.000000000000,2466640.000000000500,2486699.999999999500,2500000.000000000000,9866190.000000000000
FS( 4 ),2340640.000000000000,2333319.999999999500,2525900.000000000000,2500000.000000000000,9699860.000000000000
FS( 5 ),2224440.000000000000,2204800.000000000000,2395000.000000000000,2500000.000000000000,9324240.000000000000
FS( 6 ),2245190.000000000000,2271400.000000000000,2304000.000000000000,2500000.000000000000,9320590.000000000000
FS( 7 ),2324870.000000000000,2423800.000000000000,2283000.000000000500,2500000.000000000000,9531670.000000000000
FS( 8 ),2463480.000000000000,2509480.000000000000,2329900.000000000000,2500000.000000000000,9802860.000000000000
FS( 9 ),2437750.000000000000,2585679.999999999500,2343200.000000000000,2500000.000000000000,9866630.000000000000
FS( 10 ),2397910.000000000000,2518960.000000000000,2364199.999999999500,2500000.000000000000,9781070.000000000000
FS( 11 ),2522410.000000000000,2609440.000000000000,2411100.000000000500,2500000.000000000000,10042950.000000000000
FS( 12 ),2568060.000000000000,2571400.000000000000,2405500.000000000500,2500000.000000000000,10044960.000000000000
FS( 13 ),2568060.000000000000,2509480.000000000000,2379600.000000000000,2500000.000000000000,9957140.000000000000
FS( 14 ),2500000.000000000000,2490400.000000000000,2379600.000000000000,2500000.000000000000,9870000.000000000000
FS( 15 ),2387120.000000000000,2471440.000000000000,2361400.000000000000,2500000.000000000000,9719960.000000000000
FS( 16 ),2313250.000000000000,2633199.999999999500,2353700.000000000000,2500000.000000000000,9800150.000000000000
FS( 17 ),2443560.000000000000,2661880.000000000000,2345300.000000000000,2500000.000000000000,9950740.000000000000
FS( 18 ),2369690.000000000000,2737960.000000000000,2366300.000000000000,2500000.000000000000,9973950.000000000000
FS( 19 ),2310760.000000000000,2747560.000000000000,2455200.000000000000,2500000.000000000000,10013520.000000000000
FS( 20 ),2344790.000000000000,2857000.000000000000,2437000.000000000000,2500000.000000000000,10138790.000000000000
FS( 21 ),2431940.000000000000,2823640.000000000500,2437000.000000000000,2500000.000000000000,10192580.000000000000
FS( 22 ),2426130.000000000000,2833240.000000000000,2405500.000000000500,2500000.000000000000,10164870.000000000000
FS( 23 ),2440240.000000000000,2847520.000000000500,2442600.000000000000,2500000.000000000000,10230360.000000000000
