代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12716230.000000000000
真實報酬,2716230.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22285.414588062216
風險,183292.326018969240
起點值,0.121584002299
找到最佳解世代,2061
找到最佳解實驗#,9
找到最佳解次數,2

投資組合檔數,6
2105(9)[6],2301(12)[5],2303(13)[12],2882(33)[8],2912(40)[2],3008(41)[16],
Stock#,2105(9)[6],2301(12)[5],2303(13)[12],2882(33)[8],2912(40)[2],3008(41)[16],
張數,30,52,172,68,11,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,1366.000000000000,2146.000000000000,6866.000000000000,12906.000000000000,116876.000000000000,185526.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1664565.999999999800,1678626.000000000000,1675265.999999999800,1712226.000000000000,1676236.000000000000,1664806.000000000000,10071730.000000000000
FS( 3 ),1681666.000000000000,1676546.000000000000,1639146.000000000000,1709506.000000000000,1676236.000000000000,1698266.000000000000,10081370.000000000000
FS( 4 ),1679565.999999999800,1656786.000000000000,1632265.999999999800,1784986.000000000000,1671506.000000000000,1681526.000000000000,10106640.000000000000
FS( 5 ),1681666.000000000000,1656786.000000000000,1603025.999999999800,1874746.000000000000,1690646.000000000000,1679666.000000000000,10186540.000000000000
FS( 6 ),1664565.999999999800,1656786.000000000000,1632265.999999999800,1880186.000000000000,1690646.000000000000,1737286.000000000000,10261740.000000000000
FS( 7 ),1653765.999999999800,1713465.999999999800,1616785.999999999800,1874746.000000000000,1671506.000000000000,1724266.000000000000,10254540.000000000000
FS( 8 ),1660066.000000000000,1729066.000000000000,1603025.999999999800,1842105.999999999800,1661936.000000000200,1688966.000000000000,10185170.000000000000
FS( 9 ),1711666.000000000000,1731146.000000000000,1609906.000000000000,1890386.000000000000,1661936.000000000200,1685246.000000000000,10290290.000000000000
FS( 10 ),1707466.000000000000,1699946.000000000000,1609906.000000000000,1899906.000000000000,1657096.000000000000,1692686.000000000000,10267010.000000000000
FS( 11 ),1707466.000000000000,1695786.000000000000,1616785.999999999800,1923026.000000000000,1676236.000000000000,1674106.000000000000,10293410.000000000000
