代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11800250.000000000000
真實報酬,1800250.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14482.592707850858
風險,142662.155110885620
起點值,0.101516710557
找到最佳解世代,1464
找到最佳解實驗#,2
找到最佳解次數,27

投資組合檔數,6
2311(15)[23],2325(18)[17],2882(33)[9],2891(38)[1],2912(40)[4],3008(41)[6],
Stock#,2311(15)[23],2325(18)[17],2882(33)[9],2891(38)[1],2912(40)[4],3008(41)[6],
張數,80,63,55,143,10,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,15466.000000000000,5355.999999999767,26566.000000000000,9296.000000000000,70766.000000000000,157646.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1683466.000000000000,1688715.999999999800,1672716.000000000000,1672386.000000000200,1727566.000000000200,1662946.000000000000,10107800.000000000000
FS( 3 ),1689866.000000000000,1703205.999999999800,1636416.000000000000,1676676.000000000000,1710166.000000000000,1722406.000000000000,10138740.000000000000
FS( 4 ),1677066.000000000000,1679265.999999999800,1630366.000000000000,1672386.000000000200,1723166.000000000000,1718686.000000000000,10100940.000000000000
FS( 5 ),1677066.000000000000,1681156.000000000000,1640266.000000000000,1680965.999999999800,1731866.000000000200,1722406.000000000000,10133730.000000000000
FS( 6 ),1680266.000000000000,1715175.999999999800,1640266.000000000000,1672386.000000000200,1714466.000000000000,1737286.000000000000,10159850.000000000000
FS( 7 ),1680266.000000000000,1691235.999999999800,1654566.000000000000,1676676.000000000000,1757966.000000000000,1727986.000000000000,10188700.000000000000
FS( 8 ),1653866.000000000000,1705725.999999999800,1654566.000000000000,1680965.999999999800,1718866.000000000000,1694546.000000000000,10108540.000000000000
FS( 9 ),1637866.000000000000,1717695.999999999800,1644116.000000000000,1666666.000000000000,1710166.000000000000,1737286.000000000000,10113800.000000000000
FS( 10 ),1673866.000000000000,1715175.999999999800,1687016.000000000000,1676676.000000000000,1727566.000000000200,1832066.000000000000,10312370.000000000000
FS( 11 ),1666666.000000000000,1729666.000000000000,1702966.000000000000,1703846.000000000000,1775366.000000000200,1936126.000000000000,10514640.000000000000
FS( 12 ),1686666.000000000000,1715175.999999999800,1674916.000000000000,1708136.000000000200,1749266.000000000000,1921266.000000000000,10455430.000000000000
FS( 13 ),1680266.000000000000,1717695.999999999800,1727716.000000000000,1722436.000000000000,1731866.000000000200,1913826.000000000000,10493810.000000000000
FS( 14 ),1689866.000000000000,1741635.999999999800,1687016.000000000000,1726726.000000000000,1749266.000000000000,1980726.000000000000,10575240.000000000000
FS( 15 ),1693066.000000000000,1777545.999999999500,1687016.000000000000,1731015.999999999800,1749266.000000000000,1947286.000000000000,10585200.000000000000
FS( 16 ),1677066.000000000000,1739115.999999999800,1640266.000000000000,1703846.000000000000,1684066.000000000200,1885946.000000000000,10330310.000000000000
FS( 17 ),1680266.000000000000,1700685.999999999800,1646316.000000000000,1699556.000000000000,1649266.000000000000,1932406.000000000000,10308500.000000000000
FS( 18 ),1663466.000000000000,1710135.999999999800,1636416.000000000000,1718146.000000000000,1692766.000000000000,1952846.000000000000,10373780.000000000000
FS( 19 ),1666666.000000000000,1707615.999999999800,1634216.000000000000,1703846.000000000000,1675366.000000000200,2016046.000000000000,10403760.000000000000
FS( 20 ),1677066.000000000000,1705725.999999999800,1644116.000000000000,1745316.000000000000,1679766.000000000000,1997446.000000000000,10449440.000000000000
FS( 21 ),1657066.000000000000,1710135.999999999800,1622116.000000000200,1736736.000000000000,1671066.000000000000,1982586.000000000000,10379710.000000000000
FS( 22 ),1673866.000000000000,1693755.999999999800,1610016.000000000000,1763906.000000000000,1679766.000000000000,1965866.000000000000,10387180.000000000000
FS( 23 ),1660266.000000000000,1691235.999999999800,1591316.000000000000,1736736.000000000000,1653665.999999999800,1939846.000000000000,10273070.000000000000
FS( 24 ),1644266.000000000000,1681156.000000000000,1579216.000000000000,1726726.000000000000,1662366.000000000000,1997446.000000000000,10291180.000000000000
FS( 25 ),1631466.000000000000,1686195.999999999800,1622116.000000000200,1713856.000000000000,1679766.000000000000,1999306.000000000000,10332710.000000000000
FS( 26 ),1577066.000000000000,1654695.999999999800,1599566.000000000000,1680965.999999999800,1649266.000000000000,1982586.000000000000,10144150.000000000000
FS( 27 ),1589866.000000000000,1695645.999999999800,1599566.000000000000,1680965.999999999800,1666666.000000000000,1958426.000000000000,10191140.000000000000
FS( 28 ),1618665.999999999800,1712656.000000000000,1630366.000000000000,1722436.000000000000,1644965.999999999800,2081086.000000000000,10410180.000000000000
FS( 29 ),1637866.000000000000,1715175.999999999800,1658416.000000000200,1736736.000000000000,1671066.000000000000,2016046.000000000000,10435310.000000000000
FS( 30 ),1586666.000000000000,1695645.999999999800,1636416.000000000000,1703846.000000000000,1653665.999999999800,1924986.000000000000,10201230.000000000000
FS( 31 ),1580266.000000000000,1688715.999999999800,1632016.000000000000,1731015.999999999800,1679766.000000000000,1977006.000000000000,10288790.000000000000
FS( 32 ),1615466.000000000000,1727145.999999999800,1658416.000000000200,1731015.999999999800,1688466.000000000000,2016046.000000000000,10436560.000000000000
FS( 33 ),1641066.000000000000,1787625.999999999800,1638066.000000000000,1736736.000000000000,1688466.000000000000,1988166.000000000000,10480130.000000000000
FS( 34 ),1634665.999999999800,1792035.999999999800,1652366.000000000000,1726726.000000000000,1692766.000000000000,1990026.000000000000,10488590.000000000000
FS( 35 ),1609066.000000000200,1768095.999999999800,1664466.000000000000,1695265.999999999800,1679766.000000000000,1969586.000000000000,10386250.000000000000
FS( 36 ),1586666.000000000000,1748565.999999999800,1676566.000000000000,1680965.999999999800,1684066.000000000200,1871086.000000000000,10247920.000000000000
FS( 37 ),1596266.000000000200,1765575.999999999800,1699116.000000000000,1662376.000000000200,1749266.000000000000,1904526.000000000000,10377130.000000000000
FS( 38 ),1577066.000000000000,1739115.999999999800,1650166.000000000000,1639496.000000000000,1749266.000000000000,1869226.000000000000,10224340.000000000000
FS( 39 ),1596266.000000000200,1787625.999999999800,1654566.000000000000,1649506.000000000000,1766666.000000000000,1867366.000000000000,10322000.000000000000
FS( 40 ),1621865.999999999800,1811565.999999999800,1666666.000000000000,1672386.000000000200,1749266.000000000000,1889666.000000000000,10411420.000000000000
FS( 41 ),1631466.000000000000,1821015.999999999800,1687016.000000000000,1708136.000000000200,1779766.000000000000,1941706.000000000000,10569110.000000000000
FS( 42 ),1647466.000000000000,1883385.999999999800,1676566.000000000000,1713856.000000000000,1784066.000000000200,1986306.000000000000,10691650.000000000000
FS( 43 ),1653866.000000000000,1852515.999999999800,1666666.000000000000,1703846.000000000000,1797165.999999999800,1971446.000000000000,10645510.000000000000
FS( 44 ),1653866.000000000000,1826055.999999999500,1617716.000000000000,1666666.000000000000,1805866.000000000000,1928686.000000000000,10498860.000000000000
FS( 45 ),1653866.000000000000,1802115.999999999800,1642465.999999999800,1649506.000000000000,1801465.999999999800,1861786.000000000000,10411210.000000000000
FS( 46 ),1653866.000000000000,1826055.999999999500,1658416.000000000200,1666666.000000000000,1827566.000000000200,1913826.000000000000,10546400.000000000000
FS( 47 ),1609066.000000000200,1785105.999999999800,1650166.000000000000,1662376.000000000200,1884066.000000000200,1867366.000000000000,10458150.000000000000
FS( 48 ),1644266.000000000000,1835505.999999999800,1715616.000000000000,1713856.000000000000,1884066.000000000200,1884086.000000000000,10677400.000000000000
FS( 49 ),1637866.000000000000,1797075.999999999800,1721666.000000000000,1745316.000000000000,1879766.000000000000,1923126.000000000000,10704820.000000000000
