代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11506419.996700000000
真實報酬,1506419.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11612.642929887024
風險,115150.290391182340
起點值,0.100847708594
找到最佳解世代,1893
找到最佳解實驗#,1
找到最佳解次數,11

投資組合檔數,6
2311(15)[10],2801(30)[9],2882(33)[1],2912(40)[12],3008(41)[24],9999(49)[32],
Stock#,2311(15)[10],2801(30)[9],2882(33)[1],2912(40)[12],3008(41)[24],9999(49)[32],
張數,81,140,58,10,1,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,1306.000000000000,4866.000000000000,16566.000000000000,83766.000000000233,775566.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1650465.999999999800,1651265.999999999800,1653906.000000000000,1675366.000000000200,1695466.000000000000,1666666.000000000000,9993140.000000000000
FS( 3 ),1637506.000000000000,1661066.000000000000,1699146.000000000200,1692766.000000000200,1696396.000000000000,1666666.000000000000,10053550.000000000000
FS( 4 ),1582426.000000000000,1637266.000000000000,1675366.000000000200,1662266.000000000200,1688036.000000000000,1666666.000000000000,9912030.000000000000
FS( 5 ),1595386.000000000000,1637266.000000000000,1675366.000000000200,1679666.000000000200,1675956.000000000000,1666666.000000000000,9930310.000000000000
FS( 6 ),1624546.000000000000,1641466.000000000000,1707846.000000000000,1657966.000000000000,1737286.000000000000,1666666.000000000000,10035780.000000000000
FS( 7 ),1643986.000000000000,1631666.000000000000,1737426.000000000200,1684066.000000000200,1704766.000000000000,1666666.000000000000,10068580.000000000000
FS( 8 ),1592146.000000000200,1607866.000000000000,1714226.000000000000,1666666.000000000000,1659236.000000000000,1666666.000000000000,9906810.000000000000
FS( 9 ),1585666.000000000000,1602266.000000000000,1709586.000000000000,1692766.000000000200,1685246.000000000000,1666666.000000000000,9942200.000000000000
FS( 10 ),1621306.000000000000,1612066.000000000000,1737426.000000000200,1701466.000000000200,1704766.000000000000,1666666.000000000000,10043700.000000000000
FS( 11 ),1647226.000000000000,1602266.000000000000,1715966.000000000000,1701466.000000000200,1690826.000000000000,1666666.000000000000,10024420.000000000000
FS( 12 ),1640745.999999999800,1602266.000000000000,1731046.000000000000,1705766.000000000200,1691756.000000000000,1666666.000000000000,10038250.000000000000
FS( 13 ),1614826.000000000200,1592466.000000000000,1743806.000000000000,1692766.000000000200,1681536.000000000000,1666666.000000000000,9992070.000000000000
FS( 14 ),1592146.000000000200,1641466.000000000000,1756566.000000000000,1697066.000000000500,1632286.000000000000,1666666.000000000000,9986200.000000000000
FS( 15 ),1601866.000000000200,1598066.000000000000,1780346.000000000000,1762266.000000000200,1649006.000000000000,1666666.000000000000,10058220.000000000000
FS( 16 ),1582426.000000000000,1582666.000000000000,1728726.000000000000,1762266.000000000200,1631356.000000000000,1666666.000000000000,9954110.000000000000
FS( 17 ),1601866.000000000200,1612066.000000000000,1733366.000000000200,1779666.000000000200,1630426.000000000000,1666666.000000000000,10024060.000000000000
FS( 18 ),1627785.999999999800,1612066.000000000000,1746126.000000000000,1762266.000000000200,1641576.000000000000,1666666.000000000000,10056490.000000000000
FS( 19 ),1637506.000000000000,1627466.000000000000,1767586.000000000000,1792766.000000000200,1667596.000000000000,1666666.000000000000,10159590.000000000000
FS( 20 ),1653705.999999999800,1631666.000000000000,1756566.000000000000,1797066.000000000500,1689896.000000000000,1666666.000000000000,10195570.000000000000
FS( 21 ),1660186.000000000000,1631666.000000000000,1746126.000000000000,1810166.000000000000,1682466.000000000000,1666666.000000000000,10197280.000000000000
FS( 22 ),1660186.000000000000,1621866.000000000000,1694506.000000000000,1818866.000000000200,1661086.000000000000,1666666.000000000000,10123180.000000000000
FS( 23 ),1660186.000000000000,1627466.000000000000,1720606.000000000000,1814466.000000000000,1627636.000000000000,1666666.000000000000,10117030.000000000000
FS( 24 ),1660186.000000000000,1641466.000000000000,1737426.000000000200,1840566.000000000500,1653656.000000000000,1666666.000000000000,10199970.000000000000
FS( 25 ),1614826.000000000200,1656866.000000000000,1728726.000000000000,1897066.000000000500,1630426.000000000000,1666666.000000000000,10194580.000000000000
FS( 26 ),1650465.999999999800,1666666.000000000000,1797746.000000000000,1897066.000000000500,1638786.000000000000,1666666.000000000000,10317400.000000000000
FS( 27 ),1643986.000000000000,1680666.000000000200,1804126.000000000000,1892766.000000000200,1658306.000000000000,1666666.000000000000,10346520.000000000000
FS( 28 ),1666666.000000000000,1710066.000000000000,1853426.000000000200,1944966.000000000200,1695466.000000000000,1666666.000000000000,10537260.000000000000
FS( 29 ),1666666.000000000000,1710066.000000000000,1876626.000000000000,1940566.000000000500,1676886.000000000000,1666666.000000000000,10537480.000000000000
FS( 30 ),1660186.000000000000,1705866.000000000000,1861546.000000000000,1979766.000000000200,1682466.000000000000,1666666.000000000000,10556500.000000000000
