代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13341330.000000000000
真實報酬,3341330.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27968.733061425406
風險,149986.192184314040
起點值,0.186475385861
找到最佳解世代,1792
找到最佳解實驗#,2
找到最佳解次數,9

投資組合檔數,6
1326(5)[43],2301(13)[5],2308(15)[15],2881(33)[2],2912(41)[4],3673(47)[3],
Stock#,1326(5)[43],2301(13)[5],2308(15)[15],2881(33)[2],2912(41)[4],3673(47)[3],
張數,29,60,19,67,13,4,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,34256.000000000000,15466.000000000000,61356.000000000000,23826.000000000000,61166.000000000000,253106.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1661736.000000000000,1678066.000000000200,1730505.999999999800,1707536.000000000000,1706186.000000000000,1679706.000000000000,10163740.000000000000
FS( 3 ),1666666.000000000000,1704466.000000000000,1714546.000000000000,1699496.000000000000,1728806.000000000000,1698346.000000000000,10212330.000000000000
FS( 4 ),1661736.000000000000,1709266.000000000000,1762426.000000000000,1737686.000000000000,1751426.000000000200,1741266.000000000000,10363810.000000000000
FS( 5 ),1642596.000000000000,1709266.000000000000,1786366.000000000200,1767836.000000000000,1774045.999999999800,1769226.000000000000,10449340.000000000000
FS( 6 ),1609246.000000000000,1700266.000000000000,1778386.000000000200,1743046.000000000000,1762735.999999999800,1802786.000000000000,10396470.000000000000
FS( 7 ),1597356.000000000000,1678066.000000000200,1770406.000000000000,1762475.999999999800,1762735.999999999800,1856866.000000000000,10427910.000000000000
FS( 8 ),1582856.000000000000,1673266.000000000000,1770406.000000000000,1762475.999999999800,1757146.000000000000,1813986.000000000000,10360140.000000000000
FS( 9 ),1506296.000000000000,1633066.000000000200,1730505.999999999800,1710216.000000000000,1728806.000000000000,1800906.000000000000,10109800.000000000000
FS( 10 ),1477586.000000000200,1688866.000000000000,1738485.999999999800,1726966.000000000000,1728806.000000000000,1830746.000000000000,10191460.000000000000
FS( 11 ),1460766.000000000000,1695466.000000000000,1738485.999999999800,1694136.000000000000,1723216.000000000000,1841946.000000000000,10154020.000000000000
FS( 12 ),1499046.000000000000,1688866.000000000000,1674646.000000000000,1694136.000000000000,1745836.000000000000,1804666.000000000000,10107200.000000000000
FS( 13 ),1559076.000000000000,1709266.000000000000,1658686.000000000000,1712896.000000000200,1745836.000000000000,1769226.000000000000,10154990.000000000000
FS( 14 ),1556466.000000000000,1702666.000000000000,1682626.000000000000,1724286.000000000000,1774045.999999999800,1774826.000000000000,10214920.000000000000
FS( 15 ),1532686.000000000000,1700266.000000000000,1690606.000000000000,1696816.000000000000,1768456.000000000200,1804666.000000000000,10193500.000000000000
FS( 16 ),1508616.000000000200,1700266.000000000000,1722526.000000000000,1707536.000000000000,1734526.000000000000,1795346.000000000000,10168820.000000000000
FS( 17 ),1597356.000000000000,1722466.000000000000,1746466.000000000000,1765156.000000000000,1745836.000000000000,1830746.000000000000,10408030.000000000000
FS( 18 ),1649846.000000000000,1722466.000000000000,1762426.000000000000,1789276.000000000000,1745836.000000000000,1881106.000000000000,10550960.000000000000
FS( 19 ),1661736.000000000000,1736266.000000000000,1778386.000000000200,1786596.000000000000,1768456.000000000200,1856866.000000000000,10588310.000000000000
FS( 20 ),1657096.000000000000,1731466.000000000000,1722526.000000000000,1786596.000000000000,1757146.000000000000,1871786.000000000000,10526620.000000000000
FS( 21 ),1685806.000000000200,1736266.000000000000,1770406.000000000000,1789276.000000000000,1779766.000000000000,1963186.000000000000,10724710.000000000000
FS( 22 ),1680876.000000000200,1799266.000000000000,1722526.000000000000,1824786.000000000000,1745836.000000000000,1983666.000000000000,10756960.000000000000
FS( 23 ),1664346.000000000000,1794466.000000000000,1762426.000000000000,1827466.000000000000,1768456.000000000200,1979946.000000000000,10797110.000000000000
FS( 24 ),1652166.000000000000,1781266.000000000000,1778386.000000000200,1833496.000000000000,1785356.000000000000,2075066.000000000000,10905740.000000000000
FS( 25 ),1673916.000000000000,1794466.000000000000,1786366.000000000200,1841536.000000000000,1796666.000000000000,2104906.000000000000,10997860.000000000000
FS( 26 ),1673916.000000000000,1805866.000000000000,1770406.000000000000,1846896.000000000200,1796666.000000000000,2104906.000000000000,10998660.000000000000
FS( 27 ),1680876.000000000200,1812466.000000000000,1778386.000000000200,1846896.000000000200,1802256.000000000200,2088106.000000000000,11008990.000000000000
FS( 28 ),1697696.000000000000,1785466.000000000000,1754446.000000000000,1830146.000000000200,1830596.000000000200,2097426.000000000000,10995780.000000000000
FS( 29 ),1688126.000000000200,1781266.000000000000,1770406.000000000000,1830146.000000000200,1836186.000000000000,2125426.000000000000,11031560.000000000000
FS( 30 ),1700306.000000000200,1796866.000000000000,1770406.000000000000,1862975.999999999800,1841905.999999999800,2125426.000000000000,11097890.000000000000
FS( 31 ),1721766.000000000000,1805866.000000000000,1786366.000000000200,1877046.000000000000,1841905.999999999800,2117946.000000000000,11150900.000000000000
FS( 32 ),1721766.000000000000,1794466.000000000000,1754446.000000000000,1865656.000000000000,1847496.000000000000,2075066.000000000000,11058900.000000000000
FS( 33 ),1729016.000000000000,1785466.000000000000,1770406.000000000000,1862975.999999999800,1847496.000000000000,2007906.000000000000,11003270.000000000000
FS( 34 ),1724086.000000000200,1767466.000000000000,1770406.000000000000,1868336.000000000000,1858806.000000000000,2106746.000000000000,11095850.000000000000
FS( 35 ),1729016.000000000000,1776466.000000000000,1770406.000000000000,1907196.000000000000,1870116.000000000000,2125426.000000000000,11178630.000000000000
FS( 36 ),1709876.000000000200,1740466.000000000000,1714546.000000000000,1871686.000000000000,1824875.999999999800,2162706.000000000000,11024160.000000000000
FS( 37 ),1709876.000000000200,1729666.000000000000,1754446.000000000000,1854936.000000000000,1841905.999999999800,2136586.000000000000,11027420.000000000000
FS( 38 ),1673916.000000000000,1706866.000000000000,1730505.999999999800,1860296.000000000000,1830596.000000000200,2199986.000000000000,11002170.000000000000
FS( 39 ),1693056.000000000200,1776466.000000000000,1722526.000000000000,1862975.999999999800,1841905.999999999800,2147786.000000000000,11044720.000000000000
FS( 40 ),1721766.000000000000,1756666.000000000000,1738485.999999999800,1885086.000000000000,1853216.000000000000,2185066.000000000000,11140290.000000000000
FS( 41 ),1735976.000000000000,1745266.000000000000,1738485.999999999800,1887766.000000000000,1841905.999999999800,2185066.000000000000,11134470.000000000000
FS( 42 ),1791076.000000000000,1742865.999999999800,1738485.999999999800,1893126.000000000000,1841905.999999999800,2170146.000000000000,11177610.000000000000
FS( 43 ),1829356.000000000000,1747666.000000000000,1762426.000000000000,1939356.000000000000,1819286.000000000200,2166426.000000000000,11264520.000000000000
FS( 44 ),1838925.999999999800,1803466.000000000000,1778386.000000000200,1939356.000000000000,1819286.000000000200,2196266.000000000000,11375690.000000000000
FS( 45 ),1896346.000000000000,1812466.000000000000,1762426.000000000000,1950746.000000000000,1836186.000000000000,2214906.000000000000,11473080.000000000000
FS( 46 ),1915486.000000000000,1794466.000000000000,1746466.000000000000,1933996.000000000000,1847496.000000000000,2233586.000000000000,11471500.000000000000
FS( 47 ),1913166.000000000000,1767466.000000000000,1730505.999999999800,1953426.000000000200,1824875.999999999800,2158986.000000000000,11348430.000000000000
FS( 48 ),1910846.000000000000,1790266.000000000000,1722526.000000000000,1939356.000000000000,1819286.000000000200,2080666.000000000000,11262950.000000000000
FS( 49 ),1891705.999999999800,1790266.000000000000,1722526.000000000000,1988936.000000000000,1853216.000000000000,2058266.000000000000,11304920.000000000000
FS( 50 ),1896346.000000000000,1745266.000000000000,1722526.000000000000,2053926.000000000200,1881426.000000000200,2080666.000000000000,11380160.000000000000
FS( 51 ),1915486.000000000000,1767466.000000000000,1714546.000000000000,2027126.000000000000,1881426.000000000200,2076906.000000000000,11382960.000000000000
FS( 52 ),1889385.999999999800,1790266.000000000000,1690606.000000000000,2032486.000000000000,1881426.000000000200,2032146.000000000000,11316320.000000000000
FS( 53 ),1903596.000000000000,1803466.000000000000,1738485.999999999800,1977546.000000000000,1881426.000000000200,2006066.000000000000,11310590.000000000000
FS( 54 ),1896346.000000000000,1790266.000000000000,1754446.000000000000,1961466.000000000000,1887146.000000000000,1965026.000000000000,11254700.000000000000
FS( 55 ),1901276.000000000000,1787865.999999999800,1762426.000000000000,1945386.000000000000,1887146.000000000000,1942666.000000000000,11226770.000000000000
FS( 56 ),1925056.000000000200,1787865.999999999800,1770406.000000000000,2005016.000000000000,1881426.000000000200,2047066.000000000000,11416840.000000000000
FS( 57 ),1949126.000000000200,1805866.000000000000,1738485.999999999800,2010376.000000000000,1892735.999999999800,2080666.000000000000,11477260.000000000000
FS( 58 ),1949126.000000000200,1812466.000000000000,1770406.000000000000,2040526.000000000000,1898456.000000000200,2086226.000000000000,11557210.000000000000
FS( 59 ),1925056.000000000200,1817266.000000000200,1762426.000000000000,2032486.000000000000,1909766.000000000000,2071346.000000000000,11518350.000000000000
FS( 60 ),1898955.999999999800,1823866.000000000000,1746466.000000000000,2015736.000000000000,1909766.000000000000,2093706.000000000000,11488500.000000000000
FS( 61 ),1886776.000000000000,1821466.000000000000,1754446.000000000000,2010376.000000000000,1864526.000000000000,2089986.000000000000,11427580.000000000000
FS( 62 ),1896346.000000000000,1828066.000000000200,1754446.000000000000,2032486.000000000000,1892735.999999999800,2080666.000000000000,11484750.000000000000
FS( 63 ),1910846.000000000000,1835266.000000000000,1762426.000000000000,2035166.000000000000,1881426.000000000200,2151506.000000000000,11576640.000000000000
FS( 64 ),1941876.000000000200,1832865.999999999800,1762426.000000000000,2053926.000000000200,1892735.999999999800,2144066.000000000000,11627900.000000000000
FS( 65 ),1953766.000000000000,1924666.000000000000,1770406.000000000000,2084076.000000000000,1864526.000000000000,2147786.000000000000,11745230.000000000000
FS( 66 ),1949126.000000000200,1936066.000000000000,1754446.000000000000,2095466.000000000200,1892735.999999999800,2136586.000000000000,11764430.000000000000
FS( 67 ),1958696.000000000000,1949866.000000000000,1754446.000000000000,2169166.000000000000,1904045.999999999800,2151506.000000000000,11887730.000000000000
