代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12544020.000000000000
真實報酬,2544020.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17974.678410647877
風險,327744.694354886710
起點值,0.054843537425
找到最佳解世代,1672
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2308(15)[2],2382(25)[4],4904(46)[1],
Stock#,2308(15)[2],2382(25)[4],4904(46)[1],
張數,52,64,74,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,6373.000000000000,45653.000000000000,17393.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3329172.999999999500,3370453.000000000000,3361453.000000000000,10061080.000000000000
FS( 3 ),3349973.000000000000,3301333.000000000000,3294853.000000000000,9946160.000000000000
FS( 4 ),3333333.000000000000,3310293.000000000000,3278573.000000000000,9922200.000000000000
FS( 5 ),3312013.000000000000,3273813.000000000000,3250453.000000000000,9836280.000000000000
FS( 6 ),3379613.000000000500,3273813.000000000000,3256373.000000000000,9909800.000000000000
FS( 7 ),3392093.000000000000,3287253.000000000000,3322232.999999999500,10001580.000000000000
FS( 8 ),3551733.000000000500,3287253.000000000000,3305953.000000000000,10144940.000000000000
FS( 9 ),3551733.000000000500,3273813.000000000000,3261553.000000000500,10087100.000000000000
FS( 10 ),3581373.000000000000,3278293.000000000000,3250453.000000000000,10110120.000000000000
FS( 11 ),3657292.999999999500,3264213.000000000000,3305953.000000000000,10227460.000000000000
FS( 12 ),3644292.999999999500,3287253.000000000000,3278573.000000000000,10210120.000000000000
FS( 13 ),3669773.000000000000,3250133.000000000000,3239353.000000000000,10159260.000000000000
FS( 14 ),3720213.000000000000,3264213.000000000000,3228253.000000000000,10212680.000000000000
FS( 15 ),3686413.000000000000,3296853.000000000000,3184593.000000000000,10167860.000000000000
FS( 16 ),3842413.000000000000,3268693.000000000000,3289672.999999999500,10400780.000000000000
FS( 17 ),3816933.000000000000,3360853.000000000000,3366633.000000000000,10544420.000000000000
FS( 18 ),3791973.000000000000,3342933.000000000000,3278573.000000000000,10413480.000000000000
FS( 19 ),3665613.000000000500,3255253.000000000000,3311133.000000000000,10232000.000000000000
FS( 20 ),3770653.000000000000,3342933.000000000000,3278573.000000000000,10392160.000000000000
FS( 21 ),3749852.999999999500,3356373.000000000000,3305953.000000000000,10412180.000000000000
