代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12087940.000000000000
真實報酬,2087940.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,23760.643040742885
風險,294063.893053498530
起點值,0.080800953813
找到最佳解世代,1495
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5)[2],2354(20)[1],3045(41)[7],8046(47)[29],
Stock#,1326(5)[2],2354(20)[1],3045(41)[7],8046(47)[29],
張數,63,47,68,27,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,2680.000000000000,6650.000000000000,26160.000000000000,71080.000000000466,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2487400.000000000000,2477440.000000000000,2476200.000000000000,2489200.000000000500,9930240.000000000000
FS( 3 ),2452750.000000000000,2477440.000000000000,2471440.000000000000,2543470.000000000500,9945100.000000000000
FS( 4 ),2482990.000000000000,2528670.000000000000,2510200.000000000000,2706010.000000000900,10227870.000000000000
FS( 5 ),2474170.000000000000,2537130.000000000000,2495240.000000000000,2640940.000000000500,10147480.000000000000
FS( 6 ),2534650.000000000000,2545590.000000000000,2514960.000000000000,2738410.000000000900,10333610.000000000000
FS( 7 ),2534650.000000000000,2585540.000000000000,2500000.000000000000,2673340.000000000000,10293530.000000000000
FS( 8 ),2647420.000000000000,2571440.000000000000,2504760.000000000500,2695210.000000000500,10418830.000000000000
FS( 9 ),2707900.000000000000,2531490.000000000000,2504760.000000000500,2716810.000000000500,10460960.000000000000
FS( 10 ),2703490.000000000000,2577080.000000000000,2514960.000000000000,2727610.000000000500,10523140.000000000000
FS( 11 ),2695300.000000000500,2602930.000000000000,2510200.000000000000,2673340.000000000000,10481770.000000000000
FS( 12 ),2746960.000000000000,2579900.000000000000,2538760.000000000500,2706010.000000000900,10571630.000000000000
FS( 13 ),2738140.000000000000,2554050.000000000000,2706039.999999999500,2738410.000000000900,10736640.000000000000
FS( 14 ),2677660.000000000000,2582720.000000000000,2687000.000000000000,2673340.000000000000,10620720.000000000000
FS( 15 ),2716720.000000000000,2619850.000000000500,2667960.000000000000,2619340.000000000000,10623870.000000000000
FS( 16 ),2725540.000000000000,2588360.000000000000,2648920.000000000000,2575870.000000000500,10538690.000000000000
FS( 17 ),2643010.000000000000,2571440.000000000000,2739360.000000000000,2586670.000000000500,10540480.000000000000
FS( 18 ),2599540.000000000000,2565800.000000000000,2753640.000000000000,2532400.000000000000,10451380.000000000000
FS( 19 ),2599540.000000000000,2560159.999999999500,2863800.000000000000,2532400.000000000000,10555900.000000000000
FS( 20 ),2621590.000000000000,2525850.000000000500,2878080.000000000000,2434930.000000000500,10460450.000000000000
FS( 21 ),2634190.000000000000,2568620.000000000000,2878080.000000000000,2489200.000000000500,10570090.000000000000
FS( 22 ),2677660.000000000000,2605750.000000000000,2873320.000000000000,2489200.000000000500,10645930.000000000000
FS( 23 ),2716720.000000000000,2608570.000000000000,2844760.000000000500,2565070.000000000900,10735120.000000000000
FS( 24 ),2638600.000000000000,2560159.999999999500,2825720.000000000000,2434930.000000000500,10459410.000000000000
FS( 25 ),2647420.000000000000,2542770.000000000000,2801920.000000000000,2413330.000000000500,10405440.000000000000
FS( 26 ),2686480.000000000000,2588360.000000000000,2863800.000000000000,2565070.000000000900,10703710.000000000000
FS( 27 ),2729950.000000000000,2579900.000000000000,2887600.000000000000,2554270.000000000500,10751720.000000000000
FS( 28 ),2742550.000000000500,2554050.000000000000,2882840.000000000000,2543470.000000000500,10722910.000000000000
FS( 29 ),2764600.000000000000,2548409.999999999500,2907320.000000000000,2445730.000000000500,10666060.000000000000
FS( 30 ),2768380.000000000000,2656980.000000000000,2882840.000000000000,2434930.000000000500,10743130.000000000000
FS( 31 ),2716720.000000000000,2713850.000000000500,2868559.999999999500,2467330.000000000500,10766460.000000000000
FS( 32 ),2760190.000000000000,2856260.000000000000,2863800.000000000000,2413330.000000000500,10893580.000000000000
FS( 33 ),2816260.000000000000,2970470.000000000000,2897800.000000000000,2413330.000000000500,11097860.000000000000
FS( 34 ),2742550.000000000500,2955900.000000000000,2859039.999999999500,2434930.000000000500,10992420.000000000000
FS( 35 ),2712309.999999999500,3027339.999999999500,2893039.999999999500,2424130.000000000500,11056819.999999998000
FS( 36 ),2725540.000000000000,2998670.000000000000,2893039.999999999500,2434930.000000000500,11052180.000000000000
FS( 37 ),2772790.000000000000,2984570.000000000000,2873320.000000000000,2391460.000000000500,11022140.000000000000
FS( 38 ),2668840.000000000000,2998670.000000000000,2878080.000000000000,2304790.000000000500,10850380.000000000000
FS( 39 ),2707900.000000000000,3198420.000000000000,2820960.000000000000,2369860.000000000500,11097140.000000000000
FS( 40 ),2811850.000000000000,3326730.000000000000,2840000.000000000000,2337460.000000000500,11316040.000000000000
FS( 41 ),2768380.000000000000,3298060.000000000000,2859039.999999999500,2293990.000000000500,11219470.000000000000
FS( 42 ),2690890.000000000000,3269390.000000000500,2873320.000000000000,2315590.000000000000,11149190.000000000000
FS( 43 ),2673250.000000000000,3226620.000000000500,2825720.000000000000,2304790.000000000500,11030380.000000000000
FS( 44 ),2664430.000000000000,3155650.000000000000,2825720.000000000000,2304790.000000000500,10950590.000000000000
FS( 45 ),2660650.000000000000,3126980.000000000000,2816200.000000000000,2272390.000000000500,10876220.000000000000
FS( 46 ),2647420.000000000000,3126980.000000000000,2863800.000000000000,2203000.000000000000,10841200.000000000000
FS( 47 ),2721130.000000000000,3183850.000000000000,2893039.999999999500,2196250.000000000000,10994270.000000000000
FS( 48 ),2695300.000000000500,3141080.000000000000,2882840.000000000000,2207320.000000000900,10926540.000000000000
FS( 49 ),2755780.000000000500,3155650.000000000000,2887600.000000000000,2196250.000000000000,10995280.000000000000
FS( 50 ),2794840.000000000000,3169750.000000000000,2907320.000000000000,2250520.000000000500,11122430.000000000000
FS( 51 ),2833270.000000000000,3340830.000000000000,2887600.000000000000,2218120.000000000500,11279820.000000000000
FS( 52 ),2859730.000000000000,3312159.999999999500,2964440.000000000000,2231080.000000000500,11367410.000000000000
FS( 53 ),2924620.000000000000,3354929.999999999500,2940640.000000000000,2235400.000000000000,11455590.000000000000
FS( 54 ),2898160.000000000000,3340830.000000000000,2935880.000000000000,2250520.000000000500,11425390.000000000000
FS( 55 ),3024160.000000000000,3383600.000000000000,2945400.000000000000,2304790.000000000500,11657950.000000000000
FS( 56 ),2980690.000000000000,3298060.000000000000,2935880.000000000000,2380660.000000000900,11595290.000000000000
FS( 57 ),2946040.000000000000,3340830.000000000000,2978720.000000000000,2369860.000000000500,11635450.000000000000
FS( 58 ),2906980.000000000000,3340830.000000000000,2912080.000000000000,2391460.000000000500,11551350.000000000000
FS( 59 ),2889970.000000000000,3354929.999999999500,2916840.000000000000,2369860.000000000500,11531600.000000000000
FS( 60 ),2881150.000000000000,3340830.000000000000,2921600.000000000000,2348260.000000000900,11491840.000000000000
FS( 61 ),2946040.000000000000,3312159.999999999500,2921600.000000000000,2369860.000000000500,11549660.000000000000
FS( 62 ),2971870.000000000000,3283960.000000000500,2921600.000000000000,2380660.000000000900,11558090.000000000000
FS( 63 ),2946040.000000000000,3269390.000000000500,2921600.000000000000,2521600.000000000500,11658630.000000000000
FS( 64 ),2846500.000000000000,3169750.000000000000,2897800.000000000000,2521600.000000000500,11435650.000000000000
