代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11195371.426449999000
真實報酬,1195371.426449999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11116.914421449765
風險,187986.610581645890
起點值,0.059136735255
找到最佳解世代,1422
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,7
1301(3)[16],1303(4)[2],1326(5)[1],2308(12)[13],2354(20)[4],4904(44)[21],9999(49)[23],
Stock#,1301(3)[16],1303(4)[2],1326(5)[1],2308(12)[13],2354(20)[4],4904(44)[21],9999(49)[23],
張數,31,37,33,21,25,57,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,13731.000000000000,2221.000000000000,6931.000000000233,151.000000000233,44571.000000000000,5851.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1394471.000000000000,1380471.000000000000,1387651.000000000200,1403791.000000000200,1402821.000000000000,1402351.000000000000,1428571.000000000000,9800130.000000000000
FS( 3 ),1418031.000000000000,1396751.000000000000,1392271.000000000200,1411561.000000000000,1393571.000000000000,1408051.000000000000,1428571.000000000000,9848810.000000000000
FS( 4 ),1445931.000000000000,1418211.000000000000,1412731.000000000200,1413031.000000000200,1417821.000000000000,1408051.000000000000,1428571.000000000000,9944350.000000000000
FS( 5 ),1443761.000000000000,1428571.000000000000,1435501.000000000200,1448941.000000000200,1413321.000000000000,1419451.000000000200,1428571.000000000000,10018120.000000000000
FS( 6 ),1428571.000000000000,1423390.999999999800,1442101.000000000200,1433401.000000000200,1399571.000000000000,1421161.000000000000,1428571.000000000000,9976770.000000000000
FS( 7 ),1445931.000000000000,1460761.000000000000,1453651.000000000200,1417651.000000000200,1396571.000000000000,1426861.000000000000,1428571.000000000000,10030000.000000000000
FS( 8 ),1449961.000000000000,1471491.000000000000,1455631.000000000200,1434871.000000000000,1454321.000000000000,1426861.000000000000,1428571.000000000000,10121710.000000000000
FS( 9 ),1443761.000000000000,1460761.000000000000,1428571.000000000000,1448941.000000000200,1484571.000000000000,1419451.000000000200,1428571.000000000000,10114630.000000000000
FS( 10 ),1447791.000000000000,1484811.000000000000,1451341.000000000200,1448941.000000000200,1560321.000000000000,1415461.000000000200,1428571.000000000000,10237240.000000000000
FS( 11 ),1445931.000000000000,1511821.000000000000,1480711.000000000200,1436551.000000000200,1621071.000000000000,1430851.000000000000,1428571.000000000000,10355510.000000000000
FS( 12 ),1424541.000000000000,1509231.000000000000,1442101.000000000200,1416181.000000000500,1613321.000000000000,1428571.000000000000,1428571.000000000000,10262520.000000000000
FS( 13 ),1430741.000000000000,1495541.000000000000,1426261.000000000200,1448941.000000000200,1651321.000000000000,1432561.000000000000,1428571.000000000000,10313940.000000000000
FS( 14 ),1426711.000000000000,1482221.000000000000,1433191.000000000200,1465951.000000000200,1636071.000000000000,1428571.000000000000,1428571.000000000000,10301290.000000000000
FS( 15 ),1407181.000000000000,1477041.000000000000,1457941.000000000200,1492621.000000000000,1628571.000000000000,1430851.000000000000,1428571.000000000000,10322780.000000000000
FS( 16 ),1394471.000000000000,1447441.000000000000,1403491.000000000200,1464481.000000000500,1636071.000000000000,1411471.000000000200,1428571.000000000000,10186000.000000000000
FS( 17 ),1394471.000000000000,1452991.000000000000,1423951.000000000200,1503331.000000000200,1742321.000000000000,1408051.000000000000,1428571.000000000000,10353690.000000000000
FS( 18 ),1430741.000000000000,1519591.000000000000,1478401.000000000200,1489471.000000000200,1810571.000000000000,1408051.000000000000,1428571.000000000000,10565400.000000000000
FS( 19 ),1426711.000000000000,1533281.000000000200,1455631.000000000200,1469101.000000000200,1795321.000000000000,1409760.999999999800,1428571.000000000000,10518380.000000000000
FS( 20 ),1403151.000000000000,1490360.999999999800,1415041.000000000500,1431721.000000000200,1780071.000000000000,1408051.000000000000,1428571.000000000000,10356970.000000000000
FS( 21 ),1379591.000000000200,1434121.000000000000,1405801.000000000500,1414711.000000000200,1757321.000000000200,1405770.999999999800,1428571.000000000000,10225890.000000000000
FS( 22 ),1364711.000000000000,1404521.000000000000,1401181.000000000200,1430251.000000000200,1719571.000000000000,1405770.999999999800,1428571.000000000000,10154580.000000000000
FS( 23 ),1362541.000000000000,1404521.000000000000,1399201.000000000200,1417651.000000000200,1704321.000000000000,1392661.000000000000,1428571.000000000000,10109470.000000000000
FS( 24 ),1356031.000000000000,1393791.000000000000,1392271.000000000200,1394341.000000000200,1704321.000000000000,1392661.000000000000,1428571.000000000000,10061990.000000000000
FS( 25 ),1375251.000000000000,1434121.000000000000,1430881.000000000200,1396021.000000000200,1734570.999999999800,1404061.000000000000,1428571.000000000000,10203480.000000000000
FS( 26 ),1358201.000000000000,1425981.000000000000,1417351.000000000200,1383421.000000000200,1711821.000000000000,1408051.000000000000,1428571.000000000000,10133400.000000000000
FS( 27 ),1366571.000000000000,1458171.000000000000,1449031.000000000500,1374181.000000000500,1719571.000000000000,1409760.999999999800,1428571.000000000000,10205860.000000000000
FS( 28 ),1394471.000000000000,1482221.000000000000,1469491.000000000200,1366411.000000000200,1727071.000000000000,1411471.000000000200,1428571.000000000000,10279710.000000000000
FS( 29 ),1422370.999999999800,1501091.000000000000,1489621.000000000200,1389721.000000000200,1818071.000000000000,1411471.000000000200,1428571.000000000000,10460920.000000000000
FS( 30 ),1435081.000000000200,1514410.999999999800,1503481.000000000200,1394341.000000000200,1802821.000000000000,1405770.999999999800,1428571.000000000000,10484480.000000000000
FS( 31 ),1439421.000000000000,1527731.000000000000,1537471.000000000500,1389721.000000000200,1825570.999999999800,1409760.999999999800,1428571.000000000000,10558250.000000000000
FS( 32 ),1426711.000000000000,1509231.000000000000,1523611.000000000200,1394341.000000000200,1818071.000000000000,1409760.999999999800,1428571.000000000000,10510300.000000000000
FS( 33 ),1445931.000000000000,1541051.000000000200,1589611.000000000200,1414711.000000000200,1840820.999999999800,1413750.999999999800,1428571.000000000000,10674450.000000000000
FS( 34 ),1435081.000000000200,1541051.000000000200,1566841.000000000200,1386571.000000000000,1795321.000000000000,1419451.000000000200,1428571.000000000000,10572890.000000002000
FS( 35 ),1426711.000000000000,1544011.000000000000,1548691.000000000200,1398961.000000000200,1818071.000000000000,1413750.999999999800,1428571.000000000000,10578770.000000000000
