代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11933809.996700000000
真實報酬,1933809.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19042.778071787448
風險,207838.103274929630
起點值,0.091623132485
找到最佳解世代,1314
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,6
2308(12)[3],2357(21)[1],2382(22)[2],4904(45)[14],9904(48)[8],9999(49)[30],
Stock#,2308(12)[3],2357(21)[1],2382(22)[2],4904(45)[14],9904(48)[8],9999(49)[30],
張數,31,11,37,38,89,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,1656.000000000000,96966.000000000233,24605.999999999767,14806.000000000000,10376.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1603736.000000000000,1629046.000000000200,1666666.000000000000,1695166.000000000000,1680906.000000000000,1666666.000000000000,9942190.000000000000
FS( 3 ),1611486.000000000000,1625306.000000000200,1672216.000000000000,1695166.000000000000,1666666.000000000000,1666666.000000000000,9937510.000000000000
FS( 4 ),1616446.000000000200,1591536.000000000500,1664075.999999999800,1660966.000000000000,1670226.000000000000,1666666.000000000000,9869920.000000000000
FS( 5 ),1634115.999999999800,1606606.000000000200,1661485.999999999800,1686426.000000000200,1688026.000000000000,1666666.000000000000,9943330.000000000000
FS( 6 ),1631326.000000000000,1614086.000000000200,1669255.999999999800,1703525.999999999800,1695146.000000000000,1666666.000000000000,9980010.000000000000
FS( 7 ),1613966.000000000000,1644116.000000000200,1621525.999999999500,1703525.999999999800,1698706.000000000000,1666666.000000000000,9948510.000000000000
FS( 8 ),1631326.000000000000,1674146.000000000000,1624115.999999999800,1683766.000000000000,1709386.000000000000,1666666.000000000000,9989410.000000000000
FS( 9 ),1611486.000000000000,1674146.000000000000,1589335.999999999800,1689466.000000000000,1698706.000000000000,1666666.000000000000,9929810.000000000000
FS( 10 ),1634115.999999999800,1670406.000000000000,1584155.999999999800,1683766.000000000000,1698706.000000000000,1666666.000000000000,9937820.000000000000
FS( 11 ),1606526.000000000200,1640376.000000000200,1637436.000000000000,1678066.000000000200,1660436.000000000000,1666666.000000000000,9889510.000000000000
FS( 12 ),1616446.000000000200,1666666.000000000000,1672216.000000000000,1663626.000000000000,1684466.000000000000,1666666.000000000000,9970090.000000000000
FS( 13 ),1593816.000000000000,1636636.000000000200,1648166.000000000000,1570146.000000000000,1642636.000000000000,1666666.000000000000,9758070.000000000000
FS( 14 ),1613966.000000000000,1617826.000000000200,1608205.999999999800,1556086.000000000200,1624836.000000000000,1666666.000000000000,9687590.000000000000
FS( 15 ),1714096.000000000000,1711656.000000000000,1658895.999999999800,1601306.000000000000,1702266.000000000000,1666666.000000000000,10054890.000000000000
FS( 16 ),1724326.000000000000,1711656.000000000000,1648166.000000000000,1643866.000000000000,1705826.000000000000,1666666.000000000000,10100510.000000000000
FS( 17 ),1774236.000000000000,1715506.000000000200,1669255.999999999800,1632466.000000000000,1726296.000000000000,1666666.000000000000,10184430.000000000000
FS( 18 ),1796865.999999999800,1711656.000000000000,1674805.999999999800,1618406.000000000200,1729856.000000000000,1666666.000000000000,10198260.000000000000
FS( 19 ),1791906.000000000000,1715506.000000000200,1688125.999999999800,1624106.000000000000,1744096.000000000000,1666666.000000000000,10230410.000000000000
FS( 20 ),1749436.000000000000,1715506.000000000200,1701445.999999999800,1632466.000000000000,1754776.000000000000,1666666.000000000000,10220300.000000000000
FS( 21 ),1804615.999999999800,1715506.000000000200,1722905.999999999800,1638166.000000000000,1761896.000000000000,1666666.000000000000,10309760.000000000000
FS( 22 ),1807096.000000000000,1715506.000000000200,1722905.999999999800,1629806.000000000000,1754776.000000000000,1666666.000000000000,10296760.000000000000
FS( 23 ),1794386.000000000000,1711656.000000000000,1706625.999999999800,1626766.000000000000,1722736.000000000000,1666666.000000000000,10228840.000000000000
FS( 24 ),1812055.999999999800,1722986.000000000200,1704035.999999999800,1626766.000000000000,1765456.000000000000,1666666.000000000000,10297970.000000000000
FS( 25 ),1812055.999999999800,1741796.000000000200,1736225.999999999800,1632466.000000000000,1776136.000000000000,1666666.000000000000,10365350.000000000000
FS( 26 ),1829416.000000000000,1846846.000000000200,1757315.999999999800,1629806.000000000000,1785926.000000000000,1666666.000000000000,10515980.000000000000
FS( 27 ),1857006.000000000200,1824406.000000000000,1768045.999999999500,1615366.000000000000,1796606.000000000000,1666666.000000000000,10528100.000000000000
FS( 28 ),1862276.000000000200,1843106.000000000200,1768045.999999999500,1615366.000000000000,1796606.000000000000,1666666.000000000000,10552070.000000000000
FS( 29 ),1897305.999999999800,1820666.000000000000,1768045.999999999500,1609666.000000000000,1828646.000000000000,1666666.000000000000,10591000.000000000000
FS( 30 ),1897305.999999999800,1820666.000000000000,1783955.999999999800,1561786.000000000000,1825086.000000000000,1666666.000000000000,10555470.000000000000
FS( 31 ),1924896.000000000000,1820666.000000000000,1789505.999999999800,1547346.000000000000,1817966.000000000000,1666666.000000000000,10567050.000000000000
FS( 32 ),1954966.000000000000,1820666.000000000000,1789505.999999999800,1567106.000000000000,1821526.000000000000,1666666.000000000000,10620440.000000000000
FS( 33 ),1950006.000000000200,1768086.000000000200,1776186.000000000000,1609666.000000000000,1807286.000000000000,1666666.000000000000,10577900.000000000000
FS( 34 ),1964886.000000000000,1779306.000000000200,1757315.999999999800,1572806.000000000000,1800166.000000000000,1666666.000000000000,10541150.000000000000
FS( 35 ),2005185.999999999800,1824406.000000000000,1765455.999999999800,1584205.999999999800,1835766.000000000000,1666666.000000000000,10681690.000000000000
FS( 36 ),1954966.000000000000,1801856.000000000200,1736225.999999999800,1624106.000000000000,1859796.000000000000,1666666.000000000000,10643620.000000000000
FS( 37 ),1919936.000000000000,1854436.000000000200,1709585.999999999800,1632466.000000000000,1832206.000000000000,1666666.000000000000,10615300.000000000000
FS( 38 ),1919936.000000000000,1865656.000000000000,1712175.999999999800,1621066.000000000200,1810846.000000000000,1666666.000000000000,10596350.000000000000
FS( 39 ),2032776.000000000000,1959596.000000000200,1823916.000000000000,1618406.000000000200,1835766.000000000000,1666666.000000000000,10937130.000000000000
FS( 40 ),2002706.000000000000,1937046.000000000200,1813555.999999999800,1632466.000000000000,1832206.000000000000,1666666.000000000000,10884650.000000000000
FS( 41 ),1982555.999999999800,1921976.000000000200,1837235.999999999800,1624106.000000000000,1814406.000000000000,1666666.000000000000,10846950.000000000000
FS( 42 ),2007665.999999999800,1907016.000000000500,1789505.999999999800,1666666.000000000000,1814406.000000000000,1666666.000000000000,10851930.000000000000
FS( 43 ),1997435.999999999800,1925716.000000000200,1821325.999999999800,1638166.000000000000,1800166.000000000000,1666666.000000000000,10849480.000000000000
FS( 44 ),2062846.000000000000,1974556.000000000200,1930845.999999999800,1643866.000000000000,1810846.000000000000,1666666.000000000000,11089630.000000000000
FS( 45 ),2107796.000000000000,1963336.000000000200,1917525.999999999500,1641205.999999999800,1796606.000000000000,1666666.000000000000,11093140.000000000000
