代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11765835.000000000000
真實報酬,1765835.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14299.788280606124
風險,204009.515124016650
起點值,0.070093732010
找到最佳解世代,1459
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1303(4)[2],1326(5)[1],2308(12)[9],9999(49)[32],
Stock#,1303(4)[2],1326(5)[1],2308(12)[9],9999(49)[32],
張數,65,59,37,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,36500.000000000000,10790.000000000000,2500.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2481150.000000000000,2487609.999999999500,2458930.000000000000,2500000.000000000000,9927690.000000000000
FS( 3 ),2552000.000000000000,2556640.000000000000,2461890.000000000000,2500000.000000000000,10070530.000000000000
FS( 4 ),2537700.000000000000,2532450.000000000500,2439690.000000000000,2500000.000000000000,10009840.000000000000
FS( 5 ),2594250.000000000000,2589090.000000000000,2423410.000000000500,2500000.000000000000,10106750.000000000000
FS( 6 ),2636500.000000000000,2625670.000000000000,2409720.000000000500,2500000.000000000000,10171890.000000000000
FS( 7 ),2669650.000000000000,2661660.000000000000,2450790.000000000000,2500000.000000000000,10282100.000000000000
FS( 8 ),2693049.999999999500,2686440.000000000000,2458930.000000000000,2500000.000000000000,10338420.000000000000
FS( 9 ),2716450.000000000000,2747210.000000000000,2450790.000000000000,2500000.000000000000,10414450.000000000000
FS( 10 ),2683950.000000000000,2722430.000000000000,2458930.000000000000,2500000.000000000000,10365310.000000000000
FS( 11 ),2739850.000000000500,2840430.000000000000,2494820.000000000000,2500000.000000000000,10575100.000000000000
FS( 12 ),2739850.000000000500,2799720.000000000500,2445240.000000000000,2500000.000000000000,10484810.000000000000
FS( 13 ),2745050.000000000000,2767270.000000000000,2467070.000000000000,2500000.000000000000,10479390.000000000000
FS( 14 ),2754150.000000000000,2730690.000000000000,2439690.000000000000,2500000.000000000000,10424530.000000000000
FS( 15 ),2688500.000000000000,2714760.000000000000,2439690.000000000000,2500000.000000000000,10342950.000000000000
FS( 16 ),2641050.000000000000,2706500.000000000000,2434140.000000000000,2500000.000000000000,10281690.000000000000
FS( 17 ),2683950.000000000000,2767270.000000000000,2453379.999999999500,2500000.000000000000,10404600.000000000000
FS( 18 ),2716450.000000000000,2791460.000000000000,2442650.000000000000,2500000.000000000000,10450560.000000000000
FS( 19 ),2669650.000000000000,2767270.000000000000,2508510.000000000000,2500000.000000000000,10445430.000000000000
FS( 20 ),2579950.000000000500,2674050.000000000000,2434140.000000000000,2500000.000000000000,10188140.000000000000
FS( 21 ),2598800.000000000000,2702370.000000000000,2483720.000000000500,2500000.000000000000,10284890.000000000000
FS( 22 ),2683950.000000000000,2767270.000000000000,2472620.000000000500,2500000.000000000000,10423840.000000000000
FS( 23 ),2669650.000000000000,2759010.000000000000,2439690.000000000000,2500000.000000000000,10368350.000000000000
FS( 24 ),2702150.000000000000,2751340.000000000000,2426000.000000000000,2500000.000000000000,10379490.000000000000
FS( 25 ),2678750.000000000000,2759010.000000000000,2437100.000000000000,2500000.000000000000,10374860.000000000000
