代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11329480.000000000000
真實報酬,1329480.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10824.323195386942
風險,72708.433130324629
起點值,0.148873008664
找到最佳解世代,1609
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,9
2227(11)[27],2303(13)[31],2801(28)[5],2882(31)[12],2886(35)[6],2892(39)[1],2912(40)[30],3481(43)[11],5880(46)[4],
FS( 8 ),1086211.000000000000,1096561.000000000000,1114760.999999999800,1128750.999999999800,1179691.000000000000,1121331.000000000000,1149911.000000000000,1111111.000000000000,1103371.000000000000,10091700.000000000000
FS( 9 ),1077931.000000000000,1073280.999999999800,1104540.999999999800,1190351.000000000000,1179691.000000000000,1108191.000000000000,1126631.000000000000,1101011.000000000000,1095631.000000000000,10057260.000000000000
FS( 10 ),1075171.000000000000,1068431.000000000000,1104540.999999999800,1249711.000000000000,1198050.999999999800,1111111.000000000000,1107271.000000000000,1080811.000000000000,1091331.000000000000,10086430.000000000000
FS( 11 ),1080691.000000000000,1068431.000000000000,1107460.999999999800,1221431.000000000000,1198050.999999999800,1108191.000000000000,1124711.000000000000,1085861.000000000000,1095631.000000000000,10090460.000000000000
FS( 12 ),1080691.000000000000,1068431.000000000000,1111111.000000000000,1236271.000000000000,1187791.000000000200,1111111.000000000000,1126631.000000000000,1085861.000000000000,1095631.000000000000,10103530.000000000000
FS( 13 ),1088971.000000000000,1073280.999999999800,1114760.999999999800,1220031.000000000000,1185091.000000000000,1121331.000000000000,1132431.000000000000,1101011.000000000000,1099071.000000000000,10135980.000000000000
FS( 14 ),1088971.000000000000,1068431.000000000000,1104540.999999999800,1223951.000000000200,1169971.000000000000,1114761.000000000000,1114991.000000000000,1101011.000000000000,1099071.000000000000,10085700.000000000000
FS( 15 ),1086211.000000000000,1078131.000000000000,1111111.000000000000,1241591.000000000000,1189951.000000000000,1118411.000000000000,1109191.000000000000,1121211.000000000000,1106811.000000000000,10162620.000000000000
FS( 16 ),1094551.000000000000,1078131.000000000000,1117680.999999999800,1236271.000000000000,1198050.999999999800,1127901.000000000000,1132431.000000000000,1106061.000000000000,1099071.000000000000,10190150.000000000000
FS( 17 ),1091790.999999999800,1082981.000000000200,1127900.999999999800,1252231.000000000000,1177531.000000000000,1131551.000000000000,1142151.000000000000,1106061.000000000000,1106811.000000000000,10219010.000000000000
FS( 18 ),1091790.999999999800,1073280.999999999800,1127900.999999999800,1265671.000000000000,1195351.000000000000,1135201.000000000000,1130511.000000000000,1095961.000000000000,1106811.000000000000,10222480.000000000000
FS( 19 ),1094551.000000000000,1073280.999999999800,1131550.999999999800,1316911.000000000200,1187791.000000000200,1135201.000000000000,1136311.000000000000,1085861.000000000000,1111111.000000000000,10272570.000000000000
FS( 20 ),1094551.000000000000,1073280.999999999800,1148340.999999999800,1316911.000000000200,1195351.000000000000,1138121.000000000000,1126631.000000000000,1085861.000000000000,1127451.000000000000,10306500.000000000000
FS( 21 ),1097311.000000000000,1073280.999999999800,1141770.999999999800,1285831.000000000000,1185091.000000000000,1131551.000000000000,1126631.000000000000,1101011.000000000000,1118851.000000000000,10261330.000000000000
FS( 22 ),1108350.999999999800,1064550.999999999800,1168780.999999999800,1275191.000000000200,1172130.999999999800,1138121.000000000000,1124711.000000000000,1106061.000000000000,1127451.000000000000,10285350.000000000000
FS( 23 ),1102831.000000000000,1073280.999999999800,1158560.999999999800,1312711.000000000000,1179691.000000000000,1138121.000000000000,1130511.000000000000,1101011.000000000000,1123151.000000000000,10319870.000000000000
FS( 24 ),1091790.999999999800,1068431.000000000000,1151990.999999999800,1304591.000000000000,1187791.000000000200,1145421.000000000000,1120831.000000000000,1085861.000000000000,1123151.000000000000,10279860.000000000000
FS( 25 ),1086211.000000000000,1059701.000000000000,1141770.999999999800,1312711.000000000000,1174830.999999999800,1145421.000000000000,1109191.000000000000,1106061.000000000000,1115411.000000000000,10251310.000000000000
FS( 26 ),1088971.000000000000,1078131.000000000000,1151990.999999999800,1331471.000000000000,1198050.999999999800,1151991.000000000000,1113071.000000000000,1106061.000000000000,1123151.000000000000,10342890.000000000000
FS( 27 ),1094551.000000000000,1073280.999999999800,1151990.999999999800,1328951.000000000200,1198050.999999999800,1158560.999999999800,1116951.000000000000,1141411.000000000000,1123151.000000000000,10386900.000000000000
FS( 28 ),1100071.000000000000,1078131.000000000000,1172430.999999999800,1332871.000000000000,1210471.000000000000,1175351.000000000000,1122751.000000000000,1146461.000000000000,1142931.000000000000,10481470.000000000000
FS( 29 ),1100071.000000000000,1073280.999999999800,1165130.999999999800,1342391.000000000000,1223431.000000000000,1175351.000000000000,1116951.000000000000,1131311.000000000000,1147231.000000000000,10475150.000000000000
FS( 30 ),1091790.999999999800,1068431.000000000000,1162210.999999999800,1342391.000000000000,1223431.000000000000,1171701.000000000000,1099511.000000000000,1136361.000000000000,1147231.000000000000,10443060.000000000000
FS( 31 ),1088971.000000000000,1068431.000000000000,1172430.999999999800,1349111.000000000000,1220731.000000000000,1185571.000000000000,1097551.000000000000,1131311.000000000000,1147231.000000000000,10461340.000000000000
FS( 32 ),1091790.999999999800,1059701.000000000000,1162210.999999999800,1322231.000000000000,1205611.000000000000,1175351.000000000000,1107271.000000000000,1136361.000000000000,1139491.000000000000,10400020.000000000000
FS( 33 ),1088971.000000000000,1068431.000000000000,1162210.999999999800,1353031.000000000000,1205611.000000000000,1168780.999999999800,1095631.000000000000,1160601.000000000000,1139491.000000000000,10442760.000000000000
FS( 34 ),1094551.000000000000,1068431.000000000000,1165130.999999999800,1358351.000000000000,1223431.000000000000,1165131.000000000000,1089791.000000000000,1160601.000000000000,1127451.000000000000,10452870.000000000000
FS( 35 ),1088971.000000000000,1068431.000000000000,1158560.999999999800,1331471.000000000000,1205611.000000000000,1158560.999999999800,1087871.000000000000,1151511.000000000000,1123151.000000000000,10374140.000000000000
FS( 36 ),1083451.000000000200,1068431.000000000000,1165130.999999999800,1331471.000000000000,1200211.000000000200,1154911.000000000000,1087871.000000000000,1165651.000000000000,1123151.000000000000,10380280.000000000000
FS( 37 ),1091790.999999999800,1068431.000000000000,1165130.999999999800,1319431.000000000000,1192651.000000000000,1151991.000000000000,1087871.000000000000,1185851.000000000000,1118851.000000000000,10382000.000000000000
FS( 38 ),1088971.000000000000,1068431.000000000000,1151990.999999999800,1272391.000000000000,1185091.000000000000,1141771.000000000000,1087871.000000000000,1180801.000000000000,1115411.000000000000,10292730.000000000000
FS( 39 ),1086211.000000000000,1068431.000000000000,1144690.999999999800,1277711.000000000000,1179691.000000000000,1138121.000000000000,1082071.000000000000,1170701.000000000000,1111111.000000000000,10258740.000000000000
FS( 40 ),1088971.000000000000,1068431.000000000000,1158560.999999999800,1305991.000000000000,1185091.000000000000,1148341.000000000000,1083991.000000000000,1165651.000000000000,1118851.000000000000,10323880.000000000000
FS( 41 ),1083451.000000000200,1068431.000000000000,1158560.999999999800,1293951.000000000200,1177531.000000000000,1148341.000000000000,1080111.000000000000,1156561.000000000000,1115411.000000000000,10282350.000000000000
FS( 42 ),1088971.000000000000,1073280.999999999800,1165130.999999999800,1322231.000000000000,1185091.000000000000,1162211.000000000000,1087871.000000000000,1170701.000000000000,1127451.000000000000,10382940.000000000000
FS( 43 ),1083451.000000000200,1068431.000000000000,1165130.999999999800,1302071.000000000000,1174830.999999999800,1154911.000000000000,1080111.000000000000,1160601.000000000000,1118851.000000000000,10308390.000000000000
FS( 44 ),1088971.000000000000,1078131.000000000000,1175350.999999999800,1310191.000000000200,1185091.000000000000,1165131.000000000000,1091751.000000000000,1165651.000000000000,1127451.000000000000,10387720.000000000000
FS( 45 ),1097311.000000000000,1078131.000000000000,1172430.999999999800,1304591.000000000000,1189951.000000000000,1162211.000000000000,1099511.000000000000,1216151.000000000000,1127451.000000000000,10447740.000000000000
FS( 46 ),1100071.000000000000,1073280.999999999800,1165130.999999999800,1302071.000000000000,1207771.000000000000,1168780.999999999800,1082071.000000000000,1221201.000000000000,1127451.000000000000,10447830.000000000000
FS( 47 ),1102831.000000000000,1078131.000000000000,1172430.999999999800,1315510.999999999800,1218031.000000000000,1179001.000000000200,1091751.000000000000,1261601.000000000000,1135191.000000000000,10554480.000000000000
FS( 48 ),1102831.000000000000,1096561.000000000000,1175350.999999999800,1324750.999999999800,1220731.000000000000,1179001.000000000200,1076231.000000000000,1302001.000000000000,1135191.000000000000,10612650.000000000000
FS( 49 ),1094551.000000000000,1096561.000000000000,1172430.999999999800,1331471.000000000000,1202911.000000000000,1175351.000000000000,1078191.000000000000,1291901.000000000000,1135191.000000000000,10578560.000000000000
FS( 50 ),1091790.999999999800,1101411.000000000000,1175350.999999999800,1337071.000000000000,1215871.000000000000,1179001.000000000200,1082071.000000000000,1286851.000000000000,1139491.000000000000,10608910.000000000000
FS( 51 ),1083451.000000000200,1101411.000000000000,1182650.999999999800,1331471.000000000000,1220731.000000000000,1181921.000000000000,1082071.000000000000,1281801.000000000000,1142931.000000000000,10608440.000000000000
FS( 52 ),1091790.999999999800,1115961.000000000200,1199440.999999999800,1323631.000000000000,1230991.000000000000,1185571.000000000000,1099511.000000000000,1291901.000000000000,1147231.000000000000,10686030.000000000000
FS( 53 ),1097311.000000000000,1115961.000000000200,1199440.999999999800,1315510.999999999800,1230991.000000000000,1185571.000000000000,1091751.000000000000,1307051.000000000000,1147231.000000000000,10690820.000000000000
FS( 54 ),1088971.000000000000,1101411.000000000000,1195790.999999999800,1285831.000000000000,1215871.000000000000,1179001.000000000200,1083991.000000000000,1286851.000000000000,1139491.000000000000,10577210.000000000000
FS( 55 ),1091790.999999999800,1101411.000000000000,1189220.999999999800,1291151.000000000000,1210471.000000000000,1181921.000000000000,1107271.000000000000,1291901.000000000000,1135191.000000000000,10600330.000000000000
FS( 56 ),1097311.000000000000,1101411.000000000000,1189220.999999999800,1276591.000000000000,1200211.000000000200,1179001.000000000200,1089791.000000000000,1326241.000000000000,1135191.000000000000,10594970.000000000000
FS( 57 ),1091790.999999999800,1096561.000000000000,1185570.999999999800,1273790.999999999800,1205611.000000000000,1171701.000000000000,1085911.000000000000,1321191.000000000000,1135191.000000000000,10567320.000000000000
FS( 58 ),1086211.000000000000,1096561.000000000000,1189220.999999999800,1281911.000000000200,1200211.000000000200,1171701.000000000000,1078191.000000000000,1316141.000000000000,1139491.000000000000,10559640.000000000000
FS( 59 ),1088971.000000000000,1092681.000000000000,1192871.000000000000,1288631.000000000000,1213171.000000000000,1181921.000000000000,1093671.000000000000,1316141.000000000000,1147231.000000000000,10615290.000000000000
FS( 60 ),1097311.000000000000,1073280.999999999800,1189220.999999999800,1291151.000000000000,1200211.000000000200,1181921.000000000000,1101431.000000000000,1326241.000000000000,1147231.000000000000,10608000.000000000000
FS( 61 ),1097311.000000000000,1068431.000000000000,1189220.999999999800,1275191.000000000200,1200211.000000000200,1181921.000000000000,1089791.000000000000,1427241.000000000000,1139491.000000000000,10668810.000000000000
FS( 62 ),1091790.999999999800,1078131.000000000000,1195790.999999999800,1268471.000000000000,1195351.000000000000,1185571.000000000000,1093671.000000000000,1401991.000000000000,1142931.000000000000,10653700.000000000000
FS( 63 ),1094551.000000000000,1082981.000000000200,1202361.000000000000,1310191.000000000200,1215871.000000000000,1198711.000000000000,1085911.000000000000,1396941.000000000000,1159271.000000000000,10746790.000000000000
FS( 64 ),1100071.000000000000,1087831.000000000000,1212581.000000000000,1304591.000000000000,1220731.000000000000,1208931.000000000000,1091751.000000000000,1361591.000000000000,1171311.000000000000,10759390.000000000000
FS( 65 ),1108350.999999999800,1082981.000000000200,1212581.000000000000,1300671.000000000000,1215871.000000000000,1206011.000000000200,1085911.000000000000,1311091.000000000000,1174751.000000000000,10698220.000000000000
FS( 66 ),1124971.000000000000,1087831.000000000000,1212581.000000000000,1296750.999999999800,1207771.000000000000,1208931.000000000000,1083991.000000000000,1341391.000000000000,1174751.000000000000,10738970.000000000000
FS( 67 ),1147111.000000000000,1096561.000000000000,1222801.000000000000,1312711.000000000000,1220731.000000000000,1215501.000000000200,1078191.000000000000,1307051.000000000000,1179051.000000000000,10779710.000000000000
FS( 68 ),1158151.000000000000,1106260.999999999800,1226450.999999999500,1311311.000000000000,1230991.000000000000,1219151.000000000000,1074311.000000000000,1241401.000000000000,1179051.000000000000,10747080.000000000000
FS( 69 ),1152631.000000000000,1106260.999999999800,1230100.999999999800,1320831.000000000000,1228291.000000000200,1219151.000000000000,1066551.000000000000,1236351.000000000000,1183351.000000000000,10743520.000000000000
FS( 70 ),1160911.000000000000,1111111.000000000000,1243240.999999999800,1328951.000000000200,1246111.000000000000,1225721.000000000200,1072351.000000000000,1256551.000000000000,1194531.000000000000,10839480.000000000000
FS( 71 ),1169251.000000000000,1115961.000000000200,1263680.999999999800,1332871.000000000000,1230991.000000000000,1229371.000000000000,1078191.000000000000,1261601.000000000000,1194531.000000000000,10876450.000000000000
FS( 72 ),1180290.999999999800,1111111.000000000000,1260760.999999999800,1338191.000000000200,1215871.000000000000,1225721.000000000200,1072351.000000000000,1246451.000000000000,1191091.000000000000,10841840.000000000000
FS( 73 ),1174771.000000000200,1111111.000000000000,1270980.999999999800,1331471.000000000000,1228291.000000000200,1225721.000000000200,1072351.000000000000,1241401.000000000000,1194531.000000000000,10850630.000000000000
FS( 74 ),1163671.000000000000,1111111.000000000000,1267331.000000000000,1331471.000000000000,1230991.000000000000,1225721.000000000200,1080111.000000000000,1226251.000000000000,1186791.000000000200,10823450.000000000000
FS( 75 ),1160911.000000000000,1111111.000000000000,1267331.000000000000,1337071.000000000000,1238550.999999999800,1225721.000000000200,1074311.000000000000,1246451.000000000000,1186791.000000000200,10848250.000000000000
FS( 76 ),1158151.000000000000,1092681.000000000000,1263680.999999999800,1326151.000000000000,1243951.000000000000,1225721.000000000200,1068471.000000000000,1256551.000000000000,1191091.000000000000,10826450.000000000000
FS( 77 ),1155391.000000000000,1111111.000000000000,1253460.999999999800,1320831.000000000000,1241251.000000000000,1215501.000000000200,1068471.000000000000,1241401.000000000000,1179051.000000000000,10786470.000000000000
FS( 78 ),1155391.000000000000,1204231.000000000200,1257111.000000000000,1311311.000000000000,1230991.000000000000,1229371.000000000000,1070431.000000000000,1256551.000000000000,1174751.000000000000,10890140.000000000000
FS( 79 ),1155391.000000000000,1172221.000000000200,1250540.999999999800,1300671.000000000000,1238550.999999999800,1229371.000000000000,1062671.000000000000,1226251.000000000000,1174751.000000000000,10810420.000000000000
FS( 80 ),1152631.000000000000,1162520.999999999800,1257111.000000000000,1324750.999999999800,1228291.000000000200,1233020.999999999800,1068471.000000000000,1241401.000000000000,1183351.000000000000,10851550.000000000000
FS( 81 ),1144350.999999999800,1148941.000000000000,1253460.999999999800,1315510.999999999800,1220731.000000000000,1233020.999999999800,1064591.000000000000,1231301.000000000000,1183351.000000000000,10795260.000000000000
FS( 82 ),1133251.000000000000,1144091.000000000000,1253460.999999999800,1331471.000000000000,1233691.000000000000,1233020.999999999800,1064591.000000000000,1231301.000000000000,1183351.000000000000,10808230.000000000000
FS( 83 ),1136011.000000000200,1176101.000000000000,1246890.999999999500,1331471.000000000000,1235851.000000000000,1233020.999999999800,1068471.000000000000,1251501.000000000000,1186791.000000000200,10866110.000000000000
FS( 84 ),1136011.000000000200,1157671.000000000000,1250540.999999999800,1354431.000000000000,1230991.000000000000,1233020.999999999800,1068471.000000000000,1251501.000000000000,1183351.000000000000,10865990.000000000000
FS( 85 ),1124971.000000000000,1144091.000000000000,1236670.999999999500,1351631.000000000000,1220731.000000000000,1239590.999999999800,1064591.000000000000,1231301.000000000000,1183351.000000000000,10796930.000000000000
FS( 86 ),1124971.000000000000,1144091.000000000000,1240320.999999999800,1358351.000000000000,1228291.000000000200,1235941.000000000200,1060751.000000000000,1216151.000000000000,1179051.000000000000,10787920.000000000000
FS( 87 ),1124971.000000000000,1152821.000000000000,1246890.999999999500,1379911.000000000200,1223431.000000000000,1246161.000000000000,1093671.000000000000,1201001.000000000000,1186791.000000000200,10855650.000000000000
FS( 88 ),1141591.000000000000,1152821.000000000000,1246890.999999999500,1385231.000000000000,1225591.000000000000,1259301.000000000000,1114991.000000000000,1221201.000000000000,1186791.000000000200,10934410.000000000000
FS( 89 ),1133251.000000000000,1157671.000000000000,1246890.999999999500,1390831.000000000000,1228291.000000000200,1259301.000000000000,1116951.000000000000,1221201.000000000000,1191091.000000000000,10945480.000000000000
FS( 90 ),1136011.000000000200,1172221.000000000200,1250540.999999999800,1385231.000000000000,1233691.000000000000,1266601.000000000000,1140191.000000000000,1236351.000000000000,1194531.000000000000,11015370.000000000000
FS( 91 ),1136011.000000000200,1172221.000000000200,1253460.999999999800,1385231.000000000000,1243951.000000000000,1256381.000000000000,1134391.000000000000,1236351.000000000000,1194531.000000000000,11012530.000000000000
FS( 92 ),1144350.999999999800,1162520.999999999800,1260760.999999999800,1388031.000000000000,1248811.000000000000,1252731.000000000000,1146031.000000000000,1236351.000000000000,1191091.000000000000,11030680.000000000000
FS( 93 ),1133251.000000000000,1162520.999999999800,1267331.000000000000,1374591.000000000000,1253671.000000000000,1256381.000000000000,1163471.000000000000,1241401.000000000000,1194531.000000000000,11047150.000000000000
FS( 94 ),1136011.000000000200,1152821.000000000000,1263680.999999999800,1361151.000000000000,1248811.000000000000,1249810.999999999800,1147951.000000000000,1226251.000000000000,1194531.000000000000,10981020.000000000000
FS( 95 ),1127731.000000000000,1172221.000000000200,1260760.999999999800,1374591.000000000000,1243951.000000000000,1256381.000000000000,1146031.000000000000,1226251.000000000000,1194531.000000000000,11002450.000000000000
FS( 96 ),1141591.000000000000,1157671.000000000000,1263680.999999999800,1363951.000000000200,1241251.000000000000,1249810.999999999800,1153791.000000000000,1206051.000000000000,1194531.000000000000,10972330.000000000000
FS( 97 ),1138771.000000000200,1157671.000000000000,1267331.000000000000,1358351.000000000000,1238550.999999999800,1252731.000000000000,1149911.000000000000,1206051.000000000000,1194531.000000000000,10963900.000000000000
FS( 98 ),1163671.000000000000,1144091.000000000000,1267331.000000000000,1350510.999999999800,1241251.000000000000,1252731.000000000000,1157631.000000000000,1216151.000000000000,1206571.000000000000,10999940.000000000000
FS( 99 ),1163671.000000000000,1144091.000000000000,1270980.999999999800,1347711.000000000000,1263931.000000000000,1259301.000000000000,1159591.000000000000,1296951.000000000000,1218611.000000000000,11124840.000000000000
FS( 100 ),1163671.000000000000,1152821.000000000000,1270980.999999999800,1331471.000000000000,1272031.000000000000,1259301.000000000000,1161511.000000000000,1256551.000000000000,1215170.999999999800,11083510.000000000000
FS( 101 ),1172011.000000000200,1152821.000000000000,1267331.000000000000,1323631.000000000000,1261771.000000000000,1252731.000000000000,1165391.000000000000,1261601.000000000000,1210871.000000000000,11068160.000000000000
FS( 102 ),1177530.999999999800,1157671.000000000000,1273900.999999999800,1331471.000000000000,1259071.000000000000,1266601.000000000000,1202231.000000000000,1271701.000000000000,1222911.000000000000,11163090.000000000000
FS( 103 ),1160911.000000000000,1152821.000000000000,1273900.999999999800,1332871.000000000000,1243951.000000000000,1266601.000000000000,1190591.000000000000,1266651.000000000000,1226351.000000000000,11114650.000000000000
FS( 104 ),1160911.000000000000,1148941.000000000000,1280470.999999999800,1310191.000000000200,1233691.000000000000,1266601.000000000000,1196431.000000000000,1311091.000000000000,1230651.000000000000,11138980.000000000000
FS( 105 ),1158151.000000000000,1148941.000000000000,1280470.999999999800,1324750.999999999800,1251511.000000000200,1266601.000000000000,1190591.000000000000,1391891.000000000000,1230651.000000000000,11243560.000000000000
FS( 106 ),1138771.000000000200,1148941.000000000000,1280470.999999999800,1304591.000000000000,1241251.000000000000,1269520.999999999800,1204151.000000000000,1346441.000000000000,1238391.000000000000,11172530.000000000000
FS( 107 ),1136011.000000000200,1134391.000000000000,1284121.000000000000,1303471.000000000000,1241251.000000000000,1269520.999999999800,1196431.000000000000,1432291.000000000000,1230651.000000000000,11228140.000000000000
FS( 108 ),1141591.000000000000,1144091.000000000000,1260760.999999999800,1303471.000000000000,1241251.000000000000,1273171.000000000000,1186711.000000000000,1427241.000000000000,1238391.000000000000,11216680.000000000000
FS( 109 ),1155391.000000000000,1134391.000000000000,1216230.999999999800,1291151.000000000000,1235851.000000000000,1252731.000000000000,1184791.000000000000,1427241.000000000000,1218611.000000000000,11116390.000000000000
FS( 110 ),1185811.000000000000,1139241.000000000200,1216230.999999999800,1284431.000000000000,1235851.000000000000,1246161.000000000000,1184791.000000000000,1476731.000000000000,1218611.000000000000,11187860.000000000000
FS( 111 ),1238431.000000000000,1144091.000000000000,1199440.999999999800,1275191.000000000200,1238550.999999999800,1246161.000000000000,1182831.000000000000,1486830.999999999800,1222911.000000000000,11234440.000000000000
FS( 112 ),1243951.000000000200,1129540.999999999800,1172430.999999999800,1256431.000000000000,1230991.000000000000,1229371.000000000000,1180911.000000000000,1462591.000000000000,1210871.000000000000,11117090.000000000000
FS( 113 ),1243951.000000000200,1120811.000000000000,1175350.999999999800,1270991.000000000000,1235851.000000000000,1229371.000000000000,1200311.000000000000,1417141.000000000000,1203131.000000000000,11096910.000000000000
FS( 114 ),1249471.000000000000,1124691.000000000000,1189220.999999999800,1283311.000000000000,1243951.000000000000,1239590.999999999800,1196431.000000000000,1407041.000000000000,1218611.000000000000,11152320.000000000000
FS( 115 ),1246711.000000000000,1124691.000000000000,1189220.999999999800,1285831.000000000000,1238550.999999999800,1249810.999999999800,1194471.000000000000,1371691.000000000000,1222911.000000000000,11123890.000000000000
FS( 116 ),1263331.000000000000,1134391.000000000000,1209660.999999999800,1318031.000000000000,1253671.000000000000,1262951.000000000000,1213871.000000000000,1471681.000000000200,1226351.000000000000,11353940.000000000000
FS( 117 ),1266091.000000000000,1144091.000000000000,1206010.999999999800,1320831.000000000000,1263931.000000000000,1269520.999999999800,1237111.000000000000,1457541.000000000000,1238391.000000000000,11403520.000000000000
FS( 118 ),1288231.000000000000,1144091.000000000000,1199440.999999999800,1319431.000000000000,1261771.000000000000,1252731.000000000000,1206111.000000000000,1422191.000000000000,1230651.000000000000,11324650.000000000000
FS( 119 ),1318651.000000000000,1139241.000000000200,1199440.999999999800,1315510.999999999800,1248811.000000000000,1246161.000000000000,1213871.000000000000,1417141.000000000000,1230651.000000000000,11329480.000000000000
