代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12198170.000000000000
真實報酬,2198170.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17384.216429520016
風險,139766.091136216590
起點值,0.124380787129
找到最佳解世代,1786
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1101(0)[6],1326(5)[8],2317(16)[2],2330(18)[4],2881(30)[1],2882(31)[19],3008(41)[14],
Stock#,1101(0)[6],1326(5)[8],2317(16)[2],2330(18)[4],2881(30)[1],2882(31)[19],3008(41)[14],
張數,51,19,21,9,40,41,0,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,20970.999999999767,25611.000000000000,16111.000000000000,96031.000000000000,11371.000000000000,14891.000000000233,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1433160.999999999800,1435411.000000000000,1405681.000000000000,1428571.000000000000,1421371.000000000000,1428571.000000000000,1428571.000000000000,9981340.000000000000
FS( 3 ),1466310.999999999800,1430281.000000000000,1418071.000000000000,1441171.000000000000,1423371.000000000000,1426521.000000000000,1428571.000000000000,10034300.000000000000
FS( 4 ),1461720.999999999800,1430281.000000000000,1421431.000000000000,1437031.000000000000,1410570.999999999800,1417501.000000000500,1428571.000000000000,10007110.000000000000
FS( 5 ),1431120.999999999500,1431990.999999999800,1421431.000000000000,1445401.000000000200,1428571.000000000000,1413811.000000000000,1428571.000000000000,10000900.000000000000
FS( 6 ),1494360.999999999800,1473031.000000000000,1437181.000000000000,1453771.000000000200,1434171.000000000000,1426521.000000000000,1428571.000000000000,10147610.000000000000
FS( 7 ),1508640.999999999800,1457641.000000000200,1440751.000000000000,1483111.000000000000,1426971.000000000000,1417501.000000000500,1428571.000000000000,10163190.000000000000
