代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11424415.000000000000
真實報酬,1424415.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12343.505353187300
風險,115577.541974263250
起點值,0.106798476091
找到最佳解世代,1413
找到最佳解實驗#,1
找到最佳解次數,22

投資組合檔數,4
2325(16)[1],2330(17)[2],2412(24)[4],9999(49)[18],
FS( 32 ),2697400.000000000000,2773840.000000000000,2561320.000000000000,2500000.000000000000,10532560.000000000000
FS( 33 ),2712800.000000000500,2793370.000000000000,2566360.000000000000,2500000.000000000000,10572530.000000000000
FS( 34 ),2700200.000000000500,2783500.000000000000,2561320.000000000000,2500000.000000000000,10545020.000000000000
FS( 35 ),2653300.000000000500,2763969.999999999500,2563840.000000000000,2500000.000000000000,10481110.000000000000
FS( 36 ),2747100.000000000000,2812900.000000000000,2566360.000000000000,2500000.000000000000,10626360.000000000000
FS( 37 ),2747100.000000000000,2812900.000000000000,2578960.000000000000,2500000.000000000000,10638960.000000000000
FS( 38 ),2734499.999999999500,2793370.000000000000,2578960.000000000000,2500000.000000000000,10606830.000000000000
FS( 39 ),2759700.000000000000,2773840.000000000000,2578960.000000000000,2500000.000000000000,10612500.000000000000
FS( 40 ),2712800.000000000500,2744440.000000000000,2578960.000000000000,2500000.000000000000,10536200.000000000000
FS( 41 ),2725400.000000000000,2744440.000000000000,2558520.000000000000,2500000.000000000000,10528360.000000000000
FS( 42 ),2725400.000000000000,2763969.999999999500,2578960.000000000000,2500000.000000000000,10568330.000000000000
FS( 43 ),2738000.000000000000,2803240.000000000000,2566360.000000000000,2500000.000000000000,10607600.000000000000
FS( 44 ),2816399.999999999500,2900890.000000000000,2566360.000000000000,2500000.000000000000,10783650.000000000000
FS( 45 ),2803800.000000000000,2861830.000000000000,2566360.000000000000,2500000.000000000000,10731990.000000000000
FS( 46 ),2791200.000000000000,2812900.000000000000,2540880.000000000000,2500000.000000000000,10644980.000000000000
FS( 47 ),2810100.000000000000,2851960.000000000000,2545920.000000000000,2500000.000000000000,10707980.000000000000
FS( 48 ),2759700.000000000000,2803240.000000000000,2528000.000000000000,2500000.000000000000,10590940.000000000000
FS( 49 ),2722600.000000000000,2763969.999999999500,2528000.000000000000,2500000.000000000000,10514570.000000000000
FS( 50 ),2784900.000000000000,2783500.000000000000,2540880.000000000000,2500000.000000000000,10609280.000000000000
FS( 51 ),2759700.000000000000,2734780.000000000000,2517920.000000000000,2500000.000000000000,10512400.000000000000
FS( 52 ),2734499.999999999500,2715250.000000000000,2497480.000000000000,2500000.000000000000,10447230.000000000000
FS( 53 ),2800300.000000000500,2783500.000000000000,2553480.000000000000,2500000.000000000000,10637280.000000000000
FS( 54 ),2819200.000000000000,2754310.000000000000,2535560.000000000000,2500000.000000000000,10609070.000000000000
FS( 55 ),2838100.000000000000,2822770.000000000000,2566360.000000000000,2500000.000000000000,10727230.000000000000
FS( 56 ),2806600.000000000000,2832430.000000000000,2548440.000000000000,2500000.000000000000,10687470.000000000000
FS( 57 ),2822700.000000000500,2832430.000000000000,2550960.000000000000,2500000.000000000000,10706090.000000000000
FS( 58 ),2844399.999999999500,2803240.000000000000,2540880.000000000000,2500000.000000000000,10688520.000000000000
FS( 59 ),2847200.000000000000,2832430.000000000000,2540880.000000000000,2500000.000000000000,10720510.000000000000
FS( 60 ),2894100.000000000000,2861830.000000000000,2548440.000000000000,2500000.000000000000,10804370.000000000000
FS( 61 ),2819200.000000000000,2793370.000000000000,2540880.000000000000,2500000.000000000000,10653450.000000000000
FS( 62 ),2722600.000000000000,2793370.000000000000,2561320.000000000000,2500000.000000000000,10577290.000000000000
FS( 63 ),2847200.000000000000,2861830.000000000000,2563840.000000000000,2500000.000000000000,10772870.000000000000
FS( 64 ),2847200.000000000000,2861830.000000000000,2543400.000000000000,2500000.000000000000,10752430.000000000000
FS( 65 ),2847200.000000000000,2861830.000000000000,2533040.000000000500,2500000.000000000000,10742070.000000000000
FS( 66 ),2847200.000000000000,2822770.000000000000,2540880.000000000000,2500000.000000000000,10710850.000000000000
FS( 67 ),2885000.000000000000,2881360.000000000000,2540880.000000000000,2500000.000000000000,10807240.000000000000
FS( 68 ),2878700.000000000000,2861830.000000000000,2530520.000000000000,2500000.000000000000,10771050.000000000000
FS( 69 ),2822700.000000000500,2822770.000000000000,2525480.000000000000,2500000.000000000000,10670950.000000000000
FS( 70 ),2891300.000000000000,2832430.000000000000,2528000.000000000000,2500000.000000000000,10751730.000000000000
FS( 71 ),2878700.000000000000,2803240.000000000000,2515120.000000000500,2500000.000000000000,10697060.000000000000
FS( 72 ),2881500.000000000000,2793370.000000000000,2510080.000000000000,2500000.000000000000,10684950.000000000000
FS( 73 ),3166399.999999999500,2773840.000000000000,2515120.000000000500,2500000.000000000000,10955360.000000000000
FS( 74 ),3097800.000000000500,2881360.000000000000,2515120.000000000500,2500000.000000000000,10994280.000000000000
FS( 75 ),3151000.000000000000,2910760.000000000000,2525480.000000000000,2500000.000000000000,11087240.000000000000
FS( 76 ),3141899.999999999500,2851960.000000000000,2528000.000000000000,2500000.000000000000,11021860.000000000000
FS( 77 ),3223100.000000000000,2842300.000000000000,2520440.000000000000,2500000.000000000000,11085840.000000000000
FS( 78 ),3166399.999999999500,2851960.000000000000,2550960.000000000000,2500000.000000000000,11069320.000000000000
FS( 79 ),3304300.000000000000,2842300.000000000000,2550960.000000000000,2500000.000000000000,11197560.000000000000
FS( 80 ),3304300.000000000000,2851960.000000000000,2550960.000000000000,2500000.000000000000,11207220.000000000000
FS( 81 ),3310600.000000000000,2871490.000000000000,2553480.000000000000,2500000.000000000000,11235570.000000000000
FS( 82 ),3291700.000000000000,2881360.000000000000,2553480.000000000000,2500000.000000000000,11226540.000000000000
FS( 83 ),3272800.000000000500,2851960.000000000000,2540880.000000000000,2500000.000000000000,11165640.000000000000
FS( 84 ),3272800.000000000500,2861830.000000000000,2543400.000000000000,2500000.000000000000,11178030.000000000000
FS( 85 ),3304300.000000000000,2871490.000000000000,2543400.000000000000,2500000.000000000000,11219190.000000000000
FS( 86 ),3260200.000000000500,2803240.000000000000,2520440.000000000000,2500000.000000000000,11083880.000000000000
FS( 87 ),3272800.000000000500,2773840.000000000000,2535560.000000000000,2500000.000000000000,11082200.000000000000
FS( 88 ),3285400.000000000000,2724910.000000000000,2533040.000000000500,2500000.000000000000,11043350.000000000000
FS( 89 ),3298000.000000000000,2675980.000000000000,2545920.000000000000,2500000.000000000000,11019900.000000000000
FS( 90 ),3248300.000000000500,2695510.000000000000,2550960.000000000000,2500000.000000000000,10994770.000000000000
FS( 91 ),3248300.000000000500,2675980.000000000000,2566360.000000000000,2500000.000000000000,10990640.000000000000
FS( 92 ),3304300.000000000000,2675980.000000000000,2591840.000000000000,2500000.000000000000,11072120.000000000000
FS( 93 ),3316899.999999999500,2685850.000000000000,2604719.999999999500,2500000.000000000000,11107470.000000000000
FS( 94 ),3310600.000000000000,2646790.000000000000,2630200.000000000000,2500000.000000000000,11087590.000000000000
FS( 95 ),3329499.999999999500,2754310.000000000000,2591840.000000000000,2500000.000000000000,11175650.000000000000
FS( 96 ),3298000.000000000000,2754310.000000000000,2566360.000000000000,2500000.000000000000,11118670.000000000000
FS( 97 ),3298000.000000000000,2773840.000000000000,2604719.999999999500,2500000.000000000000,11176560.000000000000
FS( 98 ),3310600.000000000000,2705380.000000000000,2604719.999999999500,2500000.000000000000,11120700.000000000000
FS( 99 ),3285400.000000000000,2715250.000000000000,2578960.000000000000,2500000.000000000000,11079610.000000000000
FS( 100 ),3253899.999999999500,2783500.000000000000,2578960.000000000000,2500000.000000000000,11116360.000000000000
FS( 101 ),3241999.999999999500,2803240.000000000000,2617320.000000000000,2500000.000000000000,11162560.000000000000
FS( 102 ),3285400.000000000000,2763969.999999999500,2617320.000000000000,2500000.000000000000,11166690.000000000000
FS( 103 ),3279100.000000000000,2803240.000000000000,2617320.000000000000,2500000.000000000000,11199660.000000000000
FS( 104 ),3223100.000000000000,2812900.000000000000,2630200.000000000000,2500000.000000000000,11166200.000000000000
FS( 105 ),3248300.000000000500,2871490.000000000000,2643080.000000000000,2500000.000000000000,11262870.000000000000
FS( 106 ),3241999.999999999500,2851960.000000000000,2630200.000000000000,2500000.000000000000,11224160.000000000000
FS( 107 ),3279100.000000000000,2891230.000000000000,2643080.000000000000,2500000.000000000000,11313410.000000000000
FS( 108 ),3266500.000000000000,2861830.000000000000,2643080.000000000000,2500000.000000000000,11271410.000000000000
FS( 109 ),3279100.000000000000,2930290.000000000500,2643080.000000000000,2500000.000000000000,11352470.000000000000
FS( 110 ),3279100.000000000000,2910760.000000000000,2681160.000000000000,2500000.000000000000,11371020.000000000000
FS( 111 ),3248300.000000000500,2959690.000000000500,2694040.000000000500,2500000.000000000000,11402030.000000002000
FS( 112 ),3272800.000000000500,2969350.000000000000,2706920.000000000000,2500000.000000000000,11449070.000000000000
FS( 113 ),3279100.000000000000,3027940.000000000500,2681160.000000000000,2500000.000000000000,11488200.000000000000
FS( 114 ),3304300.000000000000,3027940.000000000500,2694040.000000000500,2500000.000000000000,11526280.000000000000
FS( 115 ),3266500.000000000000,3027940.000000000500,2668560.000000000000,2500000.000000000000,11463000.000000000000
FS( 116 ),3266500.000000000000,2998750.000000000000,2668560.000000000000,2500000.000000000000,11433810.000000000000
FS( 117 ),3072600.000000000000,2969350.000000000000,2643080.000000000000,2500000.000000000000,11185030.000000000000
FS( 118 ),3248300.000000000500,3018280.000000000000,2681160.000000000000,2500000.000000000000,11447740.000000000000
FS( 119 ),3241999.999999999500,2988880.000000000000,2681160.000000000000,2512375.000000000000,11424415.000000000000
