代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12238320.000000000000
真實報酬,2238320.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19504.787019043917
風險,116399.944392640460
起點值,0.167566978840
找到最佳解世代,1389
找到最佳解實驗#,1
找到最佳解次數,38

投資組合檔數,5
2317(16)[2],2330(18)[1],2354(19)[3],3045(42)[17],9999(49)[48],
Stock#,2317(16)[2],2330(18)[1],2354(19)[3],3045(42)[17],9999(49)[48],
張數,31,14,32,20,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,44520.000000000000,76959.999999999767,38080.000000000000,56000.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2002790.000000000000,1993419.999999999500,2000000.000000000000,2000000.000000000000,2000000.000000000000,9996210.000000000000
FS( 3 ),1995040.000000000000,2000000.000000000000,1932480.000000000000,1981800.000000000200,2000000.000000000000,9909320.000000000000
FS( 4 ),1953500.000000000000,2006439.999999999800,1882560.000000000000,1991000.000000000000,2000000.000000000000,9833500.000000000000
FS( 5 ),1922500.000000000000,2000000.000000000000,1926720.000000000000,2009000.000000000000,2000000.000000000000,9858220.000000000000
FS( 6 ),1979540.000000000000,1993419.999999999500,1944320.000000000000,2054199.999999999800,2000000.000000000000,9971480.000000000000
FS( 7 ),1958770.000000000000,1993419.999999999500,1964800.000000000000,2063200.000000000000,2000000.000000000000,9980190.000000000000
FS( 8 ),1940790.000000000000,1980399.999999999800,1935360.000000000000,2063200.000000000000,2000000.000000000000,9919750.000000000000
FS( 9 ),1969000.000000000000,1954359.999999999500,1964800.000000000000,2054199.999999999800,2000000.000000000000,9942360.000000000000
FS( 10 ),1958770.000000000000,1960800.000000000000,2008960.000000000000,2054199.999999999800,2000000.000000000000,9982730.000000000000
FS( 11 ),1966520.000000000000,1993419.999999999500,2076480.000000000000,2072200.000000000000,2000000.000000000000,10108620.000000000000
FS( 12 ),1969000.000000000000,1993419.999999999500,2129280.000000000000,2081399.999999999800,2000000.000000000000,10173100.000000000000
FS( 13 ),1964040.000000000000,1993419.999999999500,2117760.000000000000,2054199.999999999800,2000000.000000000000,10129420.000000000000
FS( 14 ),1958770.000000000000,2013019.999999999800,2114560.000000000000,2063200.000000000000,2000000.000000000000,10149550.000000000000
FS( 15 ),2046810.000000000200,2084699.999999999800,2150080.000000000000,2054199.999999999800,2000000.000000000000,10335790.000000000000
FS( 16 ),2020770.000000000000,2045500.000000000000,2164480.000000000000,2063200.000000000000,2000000.000000000000,10293950.000000000000
FS( 17 ),2072540.000000000000,2091139.999999999800,2179200.000000000000,2072200.000000000000,2000000.000000000000,10415080.000000000000
FS( 18 ),2064790.000000000000,2097720.000000000000,2173440.000000000000,2045199.999999999800,2000000.000000000000,10381150.000000000000
FS( 19 ),2072540.000000000000,2117320.000000000000,2185280.000000000000,2063200.000000000000,2000000.000000000000,10438340.000000000000
FS( 20 ),2101060.000000000000,2123759.999999999500,2193920.000000000000,2072200.000000000000,2000000.000000000000,10490940.000000000000
FS( 21 ),2116560.000000000000,2117320.000000000000,2226240.000000000000,2072200.000000000000,2000000.000000000000,10532320.000000000000
FS( 22 ),2129580.000000000000,2149800.000000000000,2226240.000000000000,2054199.999999999800,2000000.000000000000,10559820.000000000000
FS( 23 ),2095790.000000000000,2149800.000000000000,2205760.000000000000,2054199.999999999800,2000000.000000000000,10505550.000000000000
FS( 24 ),2114080.000000000000,2169400.000000000000,2226240.000000000000,2081399.999999999800,2000000.000000000000,10591120.000000000000
FS( 25 ),2119040.000000000000,2162960.000000000000,2223360.000000000000,2072200.000000000000,2000000.000000000000,10577560.000000000000
FS( 26 ),2119040.000000000000,2175980.000000000000,2223360.000000000000,2081399.999999999800,2000000.000000000000,10599780.000000000000
FS( 27 ),2142290.000000000000,2189000.000000000000,2240960.000000000000,2099400.000000000000,2000000.000000000000,10671650.000000000000
FS( 28 ),2147560.000000000000,2234640.000000000000,2243840.000000000000,2117399.999999999500,2000000.000000000000,10743440.000000000000
FS( 29 ),2077810.000000000200,2189000.000000000000,2205760.000000000000,2108400.000000000000,2000000.000000000000,10580970.000000000000
FS( 30 ),2111290.000000000000,2189000.000000000000,2252800.000000000000,2126600.000000000000,2000000.000000000000,10679690.000000000000
FS( 31 ),2119040.000000000000,2202020.000000000000,2273280.000000000000,2144600.000000000500,2000000.000000000000,10738940.000000000000
FS( 32 ),2082770.000000000000,2169400.000000000000,2238080.000000000000,2108400.000000000000,2000000.000000000000,10598650.000000000000
FS( 33 ),2095790.000000000000,2202020.000000000000,2196800.000000000000,2126600.000000000000,2000000.000000000000,10621210.000000000000
FS( 34 ),2126790.000000000000,2202020.000000000000,2217600.000000000000,2135600.000000000000,2000000.000000000000,10682010.000000000000
FS( 35 ),2132060.000000000000,2234640.000000000000,2205760.000000000000,2117399.999999999500,2000000.000000000000,10689860.000000000000
FS( 36 ),2152830.000000000000,2241080.000000000000,2240960.000000000000,2117399.999999999500,2000000.000000000000,10752270.000000000000
FS( 37 ),2189100.000000000500,2215040.000000000000,2252800.000000000000,2117399.999999999500,2000000.000000000000,10774340.000000000000
FS( 38 ),2152830.000000000000,2149800.000000000000,2182080.000000000000,2090400.000000000000,2000000.000000000000,10575110.000000000000
FS( 39 ),2165850.000000000500,2183680.000000000000,2176320.000000000000,2099400.000000000000,2000000.000000000000,10625250.000000000000
FS( 40 ),2178560.000000000000,2204120.000000000000,2179200.000000000000,2099400.000000000000,2000000.000000000000,10661280.000000000000
FS( 41 ),2178560.000000000000,2231140.000000000000,2193920.000000000000,2135600.000000000000,2000000.000000000000,10739220.000000000000
FS( 42 ),2178560.000000000000,2278600.000000000000,2252800.000000000000,2194400.000000000000,2000000.000000000000,10904360.000000000000
FS( 43 ),2183830.000000000000,2326060.000000000000,2240960.000000000000,2194400.000000000000,2000000.000000000000,10945250.000000000000
FS( 44 ),2199330.000000000000,2326060.000000000000,2240960.000000000000,2166000.000000000000,2000000.000000000000,10932350.000000000000
FS( 45 ),2191580.000000000000,2298900.000000000000,2217600.000000000000,2156400.000000000000,2000000.000000000000,10864480.000000000000
FS( 46 ),2152830.000000000000,2265020.000000000000,2182080.000000000000,2156400.000000000000,2000000.000000000000,10756330.000000000000
FS( 47 ),2168330.000000000000,2305620.000000000000,2193920.000000000000,2194400.000000000000,2000000.000000000000,10862270.000000000000
