代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10986290.000000000000
真實報酬,986290.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7194.006325266327
風險,132139.594775152070
起點值,0.054442473034
找到最佳解世代,1648
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2412(24)[2],2454(26)[25],3045(41)[3],4904(45)[1],9999(49)[11],
Stock#,2412(24)[2],2454(26)[25],3045(41)[3],4904(45)[1],9999(49)[11],
張數,31,7,35,65,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,20649.999999999767,248530.000000000000,38250.000000000000,3200.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1995659.999999999800,2033740.000000000000,1981450.000000000000,1983750.000000000000,2000000.000000000000,9994600.000000000000
FS( 3 ),2000000.000000000000,2051870.000000000200,2000000.000000000000,2004550.000000000000,2000000.000000000000,10056420.000000000000
FS( 4 ),2000000.000000000000,2051870.000000000200,1981450.000000000000,1985700.000000000000,2000000.000000000000,10019020.000000000000
FS( 5 ),2013019.999999999800,2116760.000000000000,2002449.999999999800,2000000.000000000000,2000000.000000000000,10132230.000000000000
FS( 6 ),2017359.999999999500,2077840.000000000000,1994750.000000000000,2011050.000000000200,2000000.000000000000,10101000.000000000000
FS( 7 ),2032549.999999999800,2064890.000000000200,1991950.000000000000,2013650.000000000000,2000000.000000000000,10103040.000000000000
FS( 8 ),2054249.999999999800,2077840.000000000000,2023800.000000000000,2020800.000000000000,2000000.000000000000,10176690.000000000000
FS( 9 ),2026039.999999999500,2077840.000000000000,2013300.000000000000,2020800.000000000000,2000000.000000000000,10137980.000000000000
FS( 10 ),2028210.000000000000,2041510.000000000000,2015750.000000000000,2015600.000000000000,2000000.000000000000,10101070.000000000000
FS( 11 ),2021699.999999999800,1984390.000000000000,2008050.000000000000,2018200.000000000000,2000000.000000000000,10032340.000000000000
FS( 12 ),2041230.000000000000,2012950.000000000000,2047950.000000000000,2029900.000000000000,2000000.000000000000,10132030.000000000000
FS( 13 ),2039059.999999999800,1961080.000000000000,2047950.000000000000,2050700.000000000000,2000000.000000000000,10098790.000000000000
FS( 14 ),2030379.999999999800,1898780.000000000000,2034649.999999999800,2029900.000000000000,2000000.000000000000,9993710.000000000000
FS( 15 ),2032549.999999999800,1857270.000000000000,2037100.000000000000,2031850.000000000000,2000000.000000000000,9958770.000000000000
FS( 16 ),2032549.999999999800,1878060.000000000000,2050400.000000000000,2052650.000000000200,2000000.000000000000,10013660.000000000000
FS( 17 ),2043399.999999999800,1857270.000000000000,2039899.999999999800,2043550.000000000200,2000000.000000000000,9984120.000000000000
FS( 18 ),2041230.000000000000,1844320.000000000000,2034649.999999999800,2048100.000000000000,2000000.000000000000,9968300.000000000000
FS( 19 ),2041230.000000000000,1854679.999999999800,2047950.000000000000,2040950.000000000000,2000000.000000000000,9984810.000000000000
FS( 20 ),2039059.999999999800,1893600.000000000000,2053200.000000000000,2040950.000000000000,2000000.000000000000,10026810.000000000000
FS( 21 ),2049909.999999999500,1909140.000000000000,2098350.000000000000,2052650.000000000200,2000000.000000000000,10110050.000000000000
FS( 22 ),2071609.999999999800,1961080.000000000000,2103600.000000000000,2098800.000000000000,2000000.000000000000,10235090.000000000000
FS( 23 ),2084629.999999999800,1911800.000000000000,2133000.000000000000,2112450.000000000000,2000000.000000000000,10241880.000000000000
FS( 24 ),2104159.999999999500,1906550.000000000000,2210350.000000000000,2121550.000000000500,2000000.000000000000,10342610.000000000000
FS( 25 ),2141050.000000000000,1875469.999999999800,2194250.000000000000,2112450.000000000000,2000000.000000000000,10323220.000000000000
FS( 26 ),2141050.000000000000,1888420.000000000000,2180950.000000000000,2117000.000000000000,2000000.000000000000,10327420.000000000000
FS( 27 ),2123690.000000000000,1870219.999999999800,2164850.000000000000,2115050.000000000000,2000000.000000000000,10273810.000000000000
FS( 28 ),2119350.000000000000,1836550.000000000000,2164850.000000000000,2061750.000000000200,2000000.000000000000,10182500.000000000000
FS( 29 ),2141050.000000000000,1815760.000000000000,2186200.000000000000,2080600.000000000000,2000000.000000000000,10223610.000000000000
FS( 30 ),2158409.999999999100,1826120.000000000200,2202299.999999999500,2085150.000000000200,2000000.000000000000,10271979.999999998000
FS( 31 ),2175460.000000000000,1826120.000000000200,2282100.000000000000,2117000.000000000000,2000000.000000000000,10400680.000000000000
FS( 32 ),2166780.000000000000,1792380.000000000200,2250250.000000000000,2089700.000000000000,2000000.000000000000,10299110.000000000000
FS( 33 ),2166780.000000000000,1813170.000000000000,2231350.000000000000,2076050.000000000000,2000000.000000000000,10287350.000000000000
FS( 34 ),2138880.000000000000,1779429.999999999800,2231350.000000000000,2055250.000000000200,2000000.000000000000,10204910.000000000000
FS( 35 ),2162440.000000000000,1867630.000000000200,2260750.000000000000,2061750.000000000200,2000000.000000000000,10352570.000000000000
FS( 36 ),2151900.000000000000,1914390.000000000000,2292600.000000000000,2050700.000000000000,2000000.000000000000,10409590.000000000000
FS( 37 ),2156240.000000000000,1898780.000000000000,2223650.000000000000,2052650.000000000200,2000000.000000000000,10331320.000000000000
FS( 38 ),2149730.000000000000,1862450.000000000000,2212800.000000000000,2082550.000000000000,2000000.000000000000,10307530.000000000000
FS( 39 ),2132370.000000000000,1862450.000000000000,2180950.000000000000,2089700.000000000000,2000000.000000000000,10265470.000000000000
FS( 40 ),2125860.000000000000,1852090.000000000200,2183750.000000000000,2087100.000000000000,2000000.000000000000,10248800.000000000000
FS( 41 ),2151900.000000000000,1893600.000000000000,2218050.000000000000,2089700.000000000000,2000000.000000000000,10353250.000000000000
FS( 42 ),2162440.000000000000,1867630.000000000200,2219799.999999999500,2112450.000000000000,2000000.000000000000,10362320.000000000000
FS( 43 ),2210179.999999999100,1875469.999999999800,2200200.000000000500,2179400.000000000000,2000000.000000000000,10465250.000000000000
FS( 44 ),2210179.999999999100,1878060.000000000000,2166600.000000000000,2179400.000000000000,2000000.000000000000,10434240.000000000000
FS( 45 ),2231880.000000000000,1852090.000000000200,2141400.000000000000,2167700.000000000000,2000000.000000000000,10393070.000000000000
FS( 46 ),2264429.999999999100,1852090.000000000200,2172200.000000000000,2167700.000000000000,2000000.000000000000,10456420.000000000000
FS( 47 ),2253580.000000000000,1828710.000000000000,2169400.000000000000,2204749.999999999500,2000000.000000000000,10456440.000000000000
FS( 48 ),2264429.999999999100,1850969.999999999800,2169400.000000000000,2220999.999999999500,2000000.000000000000,10505799.999999998000
FS( 49 ),2231880.000000000000,1776000.000000000000,2172200.000000000000,2218400.000000000000,2000000.000000000000,10398480.000000000000
FS( 50 ),2253580.000000000000,1703760.000000000000,2155400.000000000000,2191099.999999999500,2000000.000000000000,10303840.000000000000
FS( 51 ),2296980.000000000000,1620460.000000000000,2147000.000000000000,2232700.000000000000,2000000.000000000000,10297140.000000000000
FS( 52 ),2286130.000000000000,1681570.000000000000,2158200.000000000000,2230100.000000000000,2000000.000000000000,10356000.000000000000
FS( 53 ),2307830.000000000000,1709290.000000000000,2169400.000000000000,2250900.000000000000,2000000.000000000000,10437420.000000000000
FS( 54 ),2362080.000000000000,1642650.000000000000,2211400.000000000000,2248300.000000000000,2000000.000000000000,10464430.000000000000
FS( 55 ),2394630.000000000000,1689900.000000000000,2191800.000000000000,2260650.000000000000,2000000.000000000000,10536980.000000000000
FS( 56 ),2405480.000000000000,1759340.000000000200,2197400.000000000000,2299650.000000000000,2000000.000000000000,10661870.000000000000
FS( 57 ),2394630.000000000000,1753740.000000000000,2197400.000000000000,2289900.000000000000,2000000.000000000000,10635670.000000000000
FS( 58 ),2294190.000000000000,1787060.000000000000,2197400.000000000000,2282750.000000000000,2000000.000000000000,10561400.000000000000
FS( 59 ),2259780.000000000000,1750939.999999999800,2194600.000000000000,2231400.000000000500,2000000.000000000000,10436720.000000000000
FS( 60 ),2298530.000000000000,1809320.000000000000,2194600.000000000000,2243749.999999999500,2000000.000000000000,10546200.000000000000
FS( 61 ),2289540.000000000000,1787060.000000000000,2194600.000000000000,2243749.999999999500,2000000.000000000000,10514950.000000000000
FS( 62 ),2303179.999999999100,1725950.000000000000,2214200.000000000500,2338650.000000000000,2000000.000000000000,10581980.000000000000
FS( 63 ),2303179.999999999100,1684300.000000000000,2262150.000000000000,2316550.000000000500,2000000.000000000000,10566180.000000000000
FS( 64 ),2303179.999999999100,1664910.000000000000,2371350.000000000000,2309400.000000000000,2000000.000000000000,10648840.000000000000
FS( 65 ),2298530.000000000000,1684300.000000000000,2334950.000000000500,2311350.000000000000,2000000.000000000000,10629130.000000000000
FS( 66 ),2296360.000000000000,1645450.000000000000,2315350.000000000000,2297050.000000000000,2000000.000000000000,10554210.000000000000
FS( 67 ),2303179.999999999100,1567679.999999999800,2318150.000000000000,2333450.000000000000,2000000.000000000000,10522460.000000000000
FS( 68 ),2259780.000000000000,1492710.000000000000,2247800.000000000000,2211900.000000000000,2000000.000000000000,10212190.000000000000
FS( 69 ),2182280.000000000000,1531560.000000000000,2133000.000000000000,2127400.000000000000,2000000.000000000000,9974240.000000000000
FS( 70 ),2182280.000000000000,1620460.000000000000,2113400.000000000000,2107900.000000000500,2000000.000000000000,10024040.000000000000
FS( 71 ),2207390.000000000000,1670439.999999999800,2130200.000000000000,2151450.000000000000,2000000.000000000000,10159480.000000000000
FS( 72 ),2207390.000000000000,1714890.000000000000,2141400.000000000000,2163800.000000000000,2000000.000000000000,10227480.000000000000
FS( 73 ),2209560.000000000000,1675969.999999999800,2189000.000000000000,2183300.000000000000,2000000.000000000000,10257830.000000000000
FS( 74 ),2269080.000000000000,1728750.000000000000,2222600.000000000000,2226850.000000000000,2000000.000000000000,10447280.000000000000
FS( 75 ),2257610.000000000000,1706560.000000000000,2200200.000000000500,2221650.000000000500,2000000.000000000000,10386020.000000000000
FS( 76 ),2257610.000000000000,1670439.999999999800,2189000.000000000000,2197600.000000000000,2000000.000000000000,10314650.000000000000
FS( 77 ),2259780.000000000000,1659310.000000000000,2172200.000000000000,2197600.000000000000,2000000.000000000000,10288890.000000000000
FS( 78 ),2257610.000000000000,1648250.000000000000,2186200.000000000000,2180700.000000000000,2000000.000000000000,10272760.000000000000
FS( 79 ),2282720.000000000000,1742610.000000000000,2239400.000000000000,2173550.000000000000,2000000.000000000000,10438280.000000000000
FS( 80 ),2337590.000000000000,1759340.000000000200,2273350.000000000000,2165750.000000000000,2000000.000000000000,10536030.000000000000
FS( 81 ),2337590.000000000000,1803719.999999999800,2245000.000000000000,2185250.000000000000,2000000.000000000000,10571560.000000000000
FS( 82 ),2337590.000000000000,1809320.000000000000,2245000.000000000000,2267800.000000000500,2000000.000000000000,10659710.000000000000
