代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11263130.000000000000
真實報酬,1263130.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10275.611913171702
風險,139899.586791158570
起點值,0.073449908959
找到最佳解世代,1333
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2325(16)[11],2412(24)[1],3045(42)[4],4904(44)[14],6505(47)[2],
Stock#,2325(16)[11],2412(24)[1],3045(42)[4],4904(44)[14],6505(47)[2],
張數,49,21,22,31,29,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,28730.000000000233,86060.000000000000,10760.000000000000,24060.000000000000,12050.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2000000.000000000000,1984670.000000000000,1985920.000000000000,1969000.000000000000,2026390.000000000200,9965980.000000000000
FS( 3 ),2000000.000000000000,1976900.000000000200,1979980.000000000000,1957840.000000000000,2023780.000000000200,9938500.000000000000
FS( 4 ),2000000.000000000000,1982779.999999999800,1976020.000000000000,1949470.000000000000,1997390.000000000200,9905660.000000000000
FS( 5 ),2026460.000000000500,1982779.999999999800,1974040.000000000000,1966209.999999999800,1989560.000000000200,9939050.000000000000
FS( 6 ),2022050.000000000200,1975010.000000000000,1960180.000000000000,1943890.000000000000,1960560.000000000200,9861690.000000000000
FS( 7 ),1982850.000000000500,1971229.999999999800,1960180.000000000000,1926840.000000000000,1960560.000000000200,9801660.000000000000
FS( 8 ),2030870.000000000000,1973120.000000000000,1950280.000000000000,1907000.000000000000,1957950.000000000000,9819220.000000000000
FS( 9 ),2022050.000000000200,1963460.000000000000,1960180.000000000000,1912890.000000000000,1944900.000000000500,9803480.000000000000
FS( 10 ),2024010.000000000200,1959680.000000000000,1946100.000000000000,1879100.000000000200,1963170.000000000500,9772060.000000000000
FS( 11 ),2223440.000000000000,1963460.000000000000,1940160.000000000000,1881890.000000000000,1979120.000000000200,9988070.000000000000
FS( 12 ),2175420.000000000000,1963460.000000000000,1942140.000000000000,1876310.000000000000,2036830.000000000000,9994160.000000000000
FS( 13 ),2212660.000000000000,1971229.999999999800,1972060.000000000200,1940790.000000000000,2055390.000000000200,10152130.000000000000
FS( 14 ),2206290.000000000000,1973120.000000000000,1954240.000000000000,1893050.000000000000,2049880.000000000200,10076580.000000000000
