代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11692860.000000000000
真實報酬,1692860.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15829.541930737509
風險,104788.504436271930
起點值,0.151061817476
找到最佳解世代,1629
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,10
1216(2)[20],1301(3)[18],2408(23)[3],2454(26)[2],2881(31)[10],2884(34)[4],2890(38)[6],2891(39)[19],2912(41)[42],5880(47)[1],
Stock#,1216(2)[20],1301(3)[18],2408(23)[3],2454(26)[2],2881(31)[10],2884(34)[4],2890(38)[6],2891(39)[19],2912(41)[42],5880(47)[1],
張數,17,11,19,4,22,59,116,54,3,68,
FS( 111 ),1088910.000000000000,1082720.000000000000,1646759.999999999500,1460680.000000000000,1097900.000000000000,1095580.000000000000,1077720.000000000000,1066420.000000000000,1031260.000000000000,1125800.000000000200,11773750.000000000000
FS( 112 ),1082110.000000000000,1075020.000000000000,1663860.000000000000,1432680.000000000000,1095700.000000000000,1095580.000000000000,1077720.000000000000,1066420.000000000000,1026760.000000000000,1125800.000000000200,11741650.000000000000
FS( 113 ),1082110.000000000000,1084920.000000000000,1707560.000000000000,1470680.000000000000,1096800.000000000000,1092630.000000000000,1080040.000000000000,1061020.000000000200,1032760.000000000000,1122400.000000000000,11830920.000000000000
FS( 114 ),1107610.000000000000,1080520.000000000000,1717060.000000000000,1466680.000000000000,1093500.000000000000,1089680.000000000000,1080040.000000000000,1063720.000000000000,1035760.000000000000,1122400.000000000000,11856970.000000000000
FS( 115 ),1111010.000000000000,1078319.999999999800,1667660.000000000000,1444680.000000000000,1088000.000000000000,1092630.000000000000,1081200.000000000500,1063720.000000000000,1046260.000000000000,1122400.000000000000,11795880.000000000000
FS( 116 ),1100810.000000000000,1078319.999999999800,1620160.000000000000,1424680.000000000000,1089100.000000000000,1086730.000000000000,1081200.000000000500,1063720.000000000000,1046260.000000000000,1122400.000000000000,11713380.000000000000
FS( 117 ),1107610.000000000000,1088220.000000000000,1606860.000000000000,1390680.000000000000,1088000.000000000000,1086730.000000000000,1077720.000000000000,1061020.000000000200,1050760.000000000000,1119000.000000000000,11676600.000000000000
FS( 118 ),1116110.000000000000,1083819.999999999800,1620160.000000000000,1424680.000000000000,1089100.000000000000,1092630.000000000000,1077720.000000000000,1063720.000000000000,1062760.000000000000,1122400.000000000000,11753100.000000000000
FS( 119 ),1116110.000000000000,1084920.000000000000,1616360.000000000000,1408680.000000000000,1084700.000000000000,1086730.000000000000,1078880.000000000000,1066420.000000000000,1052260.000000000000,1125800.000000000200,11720860.000000000000
FS( 120 ),1111010.000000000000,1080520.000000000000,1595460.000000000000,1402680.000000000000,1082500.000000000000,1083780.000000000000,1078880.000000000000,1061020.000000000200,1037260.000000000000,1119000.000000000000,11652110.000000000000
FS( 121 ),1117810.000000000200,1078319.999999999800,1618259.999999999500,1438680.000000000000,1077000.000000000000,1089680.000000000000,1081200.000000000500,1071820.000000000000,1070260.000000000000,1119000.000000000000,11762030.000000000000
FS( 122 ),1117810.000000000200,1082720.000000000000,1606860.000000000000,1400680.000000000000,1086900.000000000000,1092630.000000000000,1080040.000000000000,1069120.000000000000,1053760.000000000000,1119000.000000000000,11709520.000000000000
FS( 123 ),1114410.000000000000,1078319.999999999800,1644860.000000000000,1408680.000000000000,1137500.000000000000,1104430.000000000000,1091640.000000000000,1082620.000000000000,1061260.000000000000,1125800.000000000200,11849520.000000000000
FS( 124 ),1128010.000000000000,1082720.000000000000,1682860.000000000000,1428680.000000000000,1148500.000000000000,1116230.000000000000,1093960.000000000000,1112320.000000000000,1071760.000000000000,1139400.000000000000,12004440.000000000000
FS( 125 ),1122910.000000000000,1092620.000000000000,1715160.000000000000,1428680.000000000000,1157300.000000000000,1116230.000000000000,1092800.000000000000,1117720.000000000000,1064260.000000000000,1139400.000000000000,12047080.000000000000
FS( 126 ),1111010.000000000000,1082720.000000000000,1698060.000000000000,1424680.000000000000,1144100.000000000000,1113280.000000000000,1082360.000000000000,1106920.000000000000,1056760.000000000000,1132600.000000000000,11952490.000000000000
FS( 127 ),1099110.000000000000,1091520.000000000000,1665759.999999999500,1442680.000000000000,1127600.000000000000,1107380.000000000000,1081200.000000000500,1093420.000000000000,1053760.000000000000,1125800.000000000200,11888230.000000000000
FS( 128 ),1102510.000000000000,1092620.000000000000,1629660.000000000000,1444680.000000000000,1116600.000000000000,1107380.000000000000,1083520.000000000500,1101520.000000000000,1074760.000000000000,1136000.000000000000,11889250.000000000000
FS( 129 ),1102510.000000000000,1094819.999999999800,1614460.000000000000,1458680.000000000000,1123200.000000000000,1107380.000000000000,1083520.000000000500,1101520.000000000000,1065760.000000000000,1132600.000000000000,11884450.000000000000
FS( 130 ),1105910.000000000000,1061819.999999999800,1527060.000000000000,1424680.000000000000,1110000.000000000000,1098530.000000000000,1084680.000000000000,1096120.000000000000,1058260.000000000000,1125800.000000000200,11692860.000000000000
