代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11497040.000000000000
真實報酬,1497040.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12160.920930609269
風險,152368.789182781770
起點值,0.079812414313
找到最佳解世代,1513
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,5
2881(30)[8],2912(39)[1],3045(40)[4],8046(47)[12],9999(49)[23],
Stock#,2881(30)[8],2912(39)[1],3045(40)[4],8046(47)[12],9999(49)[23],
張數,87,33,47,20,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,6830.000000000000,10430.000000000000,2030.000000000233,16000.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2016530.000000000000,2002639.999999999800,2032900.000000000500,2048200.000000000000,2000000.000000000000,10100270.000000000000
FS( 3 ),2041760.000000000000,2002639.999999999800,2003290.000000000200,2040000.000000000000,2000000.000000000000,10087690.000000000000
FS( 4 ),2000000.000000000000,2005280.000000000200,1976500.000000000000,1983800.000000000000,2000000.000000000000,9965580.000000000000
FS( 5 ),2039150.000000000000,2005280.000000000200,2000000.000000000000,1983800.000000000000,2000000.000000000000,10028230.000000000000
FS( 6 ),2044370.000000000200,2005280.000000000200,1990130.000000000200,2080199.999999999800,2000000.000000000000,10119980.000000000000
FS( 7 ),2053070.000000000000,2002639.999999999800,2006580.000000000200,2080199.999999999800,2000000.000000000000,10142490.000000000000
FS( 8 ),2119190.000000000000,1971290.000000000200,2003290.000000000200,2024000.000000000000,2000000.000000000000,10117770.000000000000
FS( 9 ),2110490.000000000000,2002639.999999999800,1986840.000000000200,2024000.000000000000,2000000.000000000000,10123970.000000000000
FS( 10 ),2105270.000000000000,2005280.000000000200,1996710.000000000000,2040000.000000000000,2000000.000000000000,10147260.000000000000
FS( 11 ),2093959.999999999800,1979210.000000000000,2000000.000000000000,1991800.000000000200,2000000.000000000000,10064970.000000000000
FS( 12 ),2129629.999999999500,2002639.999999999800,1986840.000000000200,1975800.000000000000,2000000.000000000000,10094910.000000000000
FS( 13 ),2143550.000000000000,2007920.000000000000,2000000.000000000000,2112399.999999999500,2000000.000000000000,10263870.000000000000
FS( 14 ),2160080.000000000000,2002639.999999999800,1996710.000000000000,2096400.000000000000,2000000.000000000000,10255830.000000000000
FS( 15 ),2146160.000000000000,2005280.000000000200,2013160.000000000000,2056200.000000000000,2000000.000000000000,10220800.000000000000
FS( 16 ),2154860.000000000000,2015840.000000000000,2006580.000000000200,2024000.000000000000,2000000.000000000000,10201280.000000000000
FS( 17 ),2162690.000000000000,2013200.000000000000,2000000.000000000000,2016000.000000000000,2000000.000000000000,10191890.000000000000
FS( 18 ),2138330.000000000000,2033990.000000000000,2019740.000000000200,2032000.000000000000,2000000.000000000000,10224060.000000000000
FS( 19 ),2135720.000000000000,2028710.000000000000,2003290.000000000200,2016000.000000000000,2000000.000000000000,10183720.000000000000
FS( 20 ),2115709.999999999500,2044550.000000000200,2000000.000000000000,2008000.000000000000,2000000.000000000000,10168260.000000000000
FS( 21 ),2165300.000000000000,2070620.000000000000,2000000.000000000000,2032000.000000000000,2000000.000000000000,10267920.000000000000
FS( 22 ),2165300.000000000000,2083819.999999999800,1993420.000000000000,2040000.000000000000,2000000.000000000000,10282540.000000000000
FS( 23 ),2135720.000000000000,2083819.999999999800,1979790.000000000200,2040000.000000000000,2000000.000000000000,10239330.000000000000
FS( 24 ),2160080.000000000000,2089100.000000000000,1983550.000000000000,2064199.999999999800,2000000.000000000000,10296930.000000000000
FS( 25 ),2157470.000000000000,2078540.000000000200,1990130.000000000200,2088199.999999999800,2000000.000000000000,10314340.000000000000
FS( 26 ),2148770.000000000000,2083819.999999999800,1986840.000000000200,2136400.000000000000,2000000.000000000000,10355830.000000000000
FS( 27 ),2146160.000000000000,2094379.999999999800,1986840.000000000200,2112399.999999999500,2000000.000000000000,10339780.000000000000
FS( 28 ),2129629.999999999500,2067980.000000000200,1986840.000000000200,2072199.999999999800,2000000.000000000000,10256650.000000000000
FS( 29 ),2132240.000000000000,2091740.000000000000,1979790.000000000200,2088199.999999999800,2000000.000000000000,10291970.000000000000
FS( 30 ),2157470.000000000000,2104610.000000000000,2003290.000000000200,2072199.999999999800,2000000.000000000000,10337570.000000000000
FS( 31 ),2132240.000000000000,2109890.000000000000,2003290.000000000200,2064199.999999999800,2000000.000000000000,10309620.000000000000
FS( 32 ),2154860.000000000000,2240900.000000000500,1986840.000000000200,2144600.000000000500,2000000.000000000000,10527200.000000000000
FS( 33 ),2152250.000000000000,2196349.999999999500,1996710.000000000000,2168600.000000000000,2000000.000000000000,10513910.000000000000
FS( 34 ),2129629.999999999500,2235620.000000000000,1996710.000000000000,2160600.000000000000,2000000.000000000000,10522560.000000000000
FS( 35 ),2049590.000000000000,2204270.000000000000,1990130.000000000200,2096400.000000000000,2000000.000000000000,10340390.000000000000
FS( 36 ),2060900.000000000200,2232979.999999999500,1990130.000000000200,2120400.000000000000,2000000.000000000000,10404410.000000000000
FS( 37 ),2074819.999999999800,2217140.000000000000,1986840.000000000200,2216800.000000000000,2000000.000000000000,10495600.000000000000
FS( 38 ),2063509.999999999800,2198990.000000000000,1946890.000000000500,2168600.000000000000,2000000.000000000000,10377990.000000000000
FS( 39 ),2066120.000000000000,2209550.000000000000,1946890.000000000500,2184600.000000000500,2000000.000000000000,10407160.000000000000
FS( 40 ),2127020.000000000000,2232979.999999999500,1973210.000000000000,2200799.999999999500,2000000.000000000000,10534010.000000000000
FS( 41 ),2135720.000000000000,2277530.000000000000,1973210.000000000000,2208800.000000000000,2000000.000000000000,10595260.000000000000
FS( 42 ),2074819.999999999800,2350790.000000000000,1963340.000000000200,2200799.999999999500,2000000.000000000000,10589750.000000000000
FS( 43 ),2080040.000000000000,2342870.000000000000,1960050.000000000000,2160600.000000000000,2000000.000000000000,10543560.000000000000
FS( 44 ),2129629.999999999500,2366630.000000000500,1993420.000000000000,2136400.000000000000,2000000.000000000000,10626080.000000000000
FS( 45 ),2113100.000000000000,2288090.000000000000,1976500.000000000000,2200799.999999999500,2000000.000000000000,10578490.000000000000
FS( 46 ),2110490.000000000000,2266970.000000000000,1990130.000000000200,2353400.000000000000,2000000.000000000000,10720990.000000000000
FS( 47 ),2082650.000000000200,2246180.000000000000,1990130.000000000200,2265000.000000000000,2000000.000000000000,10583960.000000000000
FS( 48 ),2053070.000000000000,2251459.999999999500,1979790.000000000200,2232800.000000000000,2000000.000000000000,10517120.000000000000
FS( 49 ),2006090.000000000000,2201630.000000000500,1969920.000000000000,2329200.000000000000,2000000.000000000000,10506840.000000000000
FS( 50 ),2027840.000000000000,2248820.000000000000,1986840.000000000200,2265000.000000000000,2000000.000000000000,10528500.000000000000
FS( 51 ),2069600.000000000000,2261689.999999999500,1973210.000000000000,2216800.000000000000,2000000.000000000000,10521300.000000000000
FS( 52 ),2096569.999999999800,2243540.000000000000,1973210.000000000000,2265000.000000000000,2000000.000000000000,10578320.000000000000
FS( 53 ),2135720.000000000000,2251459.999999999500,1990130.000000000200,2265000.000000000000,2000000.000000000000,10642310.000000000000
FS( 54 ),2124410.000000000000,2251459.999999999500,1986840.000000000200,2249000.000000000000,2000000.000000000000,10611710.000000000000
FS( 55 ),2088739.999999999800,2303599.999999999500,1993420.000000000000,2216800.000000000000,2000000.000000000000,10602560.000000000000
FS( 56 ),2102660.000000000000,2353430.000000000000,2000000.000000000000,2232800.000000000000,2000000.000000000000,10688890.000000000000
FS( 57 ),2107879.999999999500,2356070.000000000000,2003290.000000000200,2281000.000000000000,2000000.000000000000,10748240.000000000000
FS( 58 ),2046979.999999999800,2340229.999999999500,1993420.000000000000,2200799.999999999500,2000000.000000000000,10581429.999999998000
FS( 59 ),1997390.000000000000,2316800.000000000000,2000000.000000000000,2168600.000000000000,2000000.000000000000,10482790.000000000000
FS( 60 ),2046979.999999999800,2397979.999999999500,2006580.000000000200,2184600.000000000500,2000000.000000000000,10636140.000000000000
FS( 61 ),1992170.000000000000,2437250.000000000000,2009870.000000000200,2160600.000000000000,2000000.000000000000,10599890.000000000000
FS( 62 ),2072209.999999999800,2379500.000000000000,2003290.000000000200,2224800.000000000000,2000000.000000000000,10679800.000000000000
FS( 63 ),2053070.000000000000,2366630.000000000500,2000000.000000000000,2216800.000000000000,2000000.000000000000,10636500.000000000000
FS( 64 ),2013920.000000000000,2356070.000000000000,2009870.000000000200,2184600.000000000500,2000000.000000000000,10564460.000000000000
FS( 65 ),2030450.000000000200,2405900.000000000500,2026320.000000000200,2192600.000000000000,2000000.000000000000,10655270.000000000000
FS( 66 ),2000000.000000000000,2350790.000000000000,2006580.000000000200,2136400.000000000000,2000000.000000000000,10493770.000000000000
FS( 67 ),2006090.000000000000,2332310.000000000000,2006580.000000000200,2048200.000000000000,2000000.000000000000,10393180.000000000000
FS( 68 ),2049590.000000000000,2392700.000000000000,2032900.000000000500,2136400.000000000000,2000000.000000000000,10611590.000000000000
FS( 69 ),2039150.000000000000,2384780.000000000000,2046060.000000000500,2152600.000000000000,2000000.000000000000,10622590.000000000000
FS( 70 ),2000000.000000000000,2376860.000000000000,2055930.000000000200,2056200.000000000000,2000000.000000000000,10488990.000000000000
FS( 71 ),1966940.000000000200,2392700.000000000000,2059220.000000000200,2080199.999999999800,2000000.000000000000,10499060.000000000000
FS( 72 ),1903430.000000000200,2484439.999999999500,2046060.000000000500,2128400.000000000000,2000000.000000000000,10562330.000000000000
FS( 73 ),1900820.000000000000,2468599.999999999500,2072850.000000000500,2200799.999999999500,2000000.000000000000,10643070.000000000000
FS( 74 ),1978250.000000000000,2510510.000000000500,2125490.000000000000,2208800.000000000000,2000000.000000000000,10823050.000000000000
FS( 75 ),2030450.000000000200,2541860.000000000000,2118910.000000000000,2200799.999999999500,2000000.000000000000,10892020.000000000000
FS( 76 ),2053070.000000000000,2497310.000000000000,2112330.000000000000,2184600.000000000500,2000000.000000000000,10847310.000000000000
FS( 77 ),2063509.999999999800,2526020.000000000000,2148520.000000000900,2232800.000000000000,2000000.000000000000,10970850.000000000000
FS( 78 ),2046979.999999999800,2494670.000000000500,2151810.000000000000,2224800.000000000000,2000000.000000000000,10918260.000000000000
FS( 79 ),2093959.999999999800,2531300.000000000000,2185180.000000000000,2232800.000000000000,2000000.000000000000,11043240.000000000000
FS( 80 ),2074819.999999999800,2567930.000000000000,2178600.000000000000,2232800.000000000000,2000000.000000000000,11054150.000000000000
FS( 81 ),2044370.000000000200,2560340.000000000000,2158860.000000000000,2216800.000000000000,2000000.000000000000,10980370.000000000000
FS( 82 ),2066120.000000000000,2547140.000000000000,2151810.000000000000,2176600.000000000000,2000000.000000000000,10941670.000000000000
FS( 83 ),2046979.999999999800,2510510.000000000500,2122200.000000000000,2168600.000000000000,2000000.000000000000,10848290.000000000000
FS( 84 ),2055680.000000000000,2484439.999999999500,2151810.000000000000,2240799.999999999500,2000000.000000000000,10932730.000000000000
FS( 85 ),2058290.000000000000,2426689.999999999500,2158860.000000000000,2176600.000000000000,2000000.000000000000,10820440.000000000000
FS( 86 ),1997390.000000000000,2499950.000000000000,2175310.000000000000,2128400.000000000000,2000000.000000000000,10801050.000000000000
FS( 87 ),1992170.000000000000,2418770.000000000000,2168730.000000000900,2096400.000000000000,2000000.000000000000,10676070.000000000000
FS( 88 ),2041760.000000000000,2447479.999999999500,2231240.000000000000,2136400.000000000000,2000000.000000000000,10856880.000000000000
FS( 89 ),2072209.999999999800,2434610.000000000000,2171550.000000000000,2128400.000000000000,2000000.000000000000,10806770.000000000000
FS( 90 ),2107879.999999999500,2431970.000000000000,2171550.000000000000,2168600.000000000000,2000000.000000000000,10880000.000000000000
FS( 91 ),2124410.000000000000,2458040.000000000000,2178600.000000000000,2281000.000000000000,2000000.000000000000,11042050.000000000000
FS( 92 ),2124410.000000000000,2523709.999999999500,2182360.000000000000,2329200.000000000000,2000000.000000000000,11159680.000000000000
FS( 93 ),2135720.000000000000,2562979.999999999500,2182360.000000000000,2329200.000000000000,2000000.000000000000,11210260.000000000000
FS( 94 ),2107879.999999999500,2560340.000000000000,2175310.000000000000,2457800.000000000000,2000000.000000000000,11301330.000000000000
FS( 95 ),2129629.999999999500,2531300.000000000000,2160740.000000000000,2433600.000000000000,2000000.000000000000,11255270.000000000000
FS( 96 ),2146160.000000000000,2599610.000000000000,2164500.000000000000,2407000.000000000000,2000000.000000000000,11317270.000000000000
FS( 97 ),2140940.000000000000,2628320.000000000000,2157450.000000000000,2415400.000000000000,2000000.000000000000,11342110.000000000000
FS( 98 ),2115709.999999999500,2785400.000000000500,2182360.000000000000,2290400.000000000000,2000000.000000000000,11373870.000000000000
FS( 99 ),2124410.000000000000,2719729.999999999500,2211030.000000000000,2373600.000000000000,2000000.000000000000,11428770.000000000000
FS( 100 ),2127020.000000000000,2719729.999999999500,2218080.000000000000,2373600.000000000000,2000000.000000000000,11438430.000000000000
FS( 101 ),2113100.000000000000,2719729.999999999500,2221840.000000000000,2373600.000000000000,2000000.000000000000,11428270.000000000000
FS( 102 ),2105270.000000000000,2706860.000000000000,2218080.000000000000,2315400.000000000000,2000000.000000000000,11345610.000000000000
FS( 103 ),2132240.000000000000,2693660.000000000000,2242990.000000000000,2332000.000000000000,2000000.000000000000,11400890.000000000000
FS( 104 ),2127020.000000000000,2732930.000000000000,2264610.000000000000,2265400.000000000000,2000000.000000000000,11389960.000000000000
FS( 105 ),2113100.000000000000,2732930.000000000000,2260850.000000000000,2257000.000000000000,2000000.000000000000,11363880.000000000000
FS( 106 ),2152250.000000000000,2759000.000000000000,2260850.000000000000,2248800.000000000000,2000000.000000000000,11420900.000000000000
FS( 107 ),2185310.000000000000,2772200.000000000000,2268370.000000000000,2240400.000000000000,2000000.000000000000,11466280.000000000000
FS( 108 ),2174000.000000000000,2759000.000000000000,2260850.000000000000,2198800.000000000000,2000000.000000000000,11392650.000000000000
FS( 109 ),2212280.000000000500,2759000.000000000000,2275420.000000000000,2265400.000000000000,2000000.000000000000,11512100.000000000000
FS( 110 ),2223590.000000000000,2798270.000000000000,2253800.000000000000,2273800.000000000000,2000000.000000000000,11549460.000000000000
FS( 111 ),2251430.000000000000,2814770.000000000000,2246750.000000000000,2240400.000000000000,2000000.000000000000,11553350.000000000000
FS( 112 ),2223590.000000000000,2855360.000000000000,2246750.000000000000,2182000.000000000000,2000000.000000000000,11507700.000000000000
FS( 113 ),2212280.000000000500,2868890.000000000000,2246750.000000000000,2232000.000000000000,2000000.000000000000,11559920.000000000000
FS( 114 ),2287100.000000000000,3031580.000000000000,2242990.000000000000,2257000.000000000000,2000000.000000000000,11818670.000000000000
FS( 115 ),2278400.000000000000,3112760.000000000500,2207270.000000000900,2207000.000000000000,2000000.000000000000,11805430.000000000000
FS( 116 ),2304500.000000000000,2977130.000000000500,2186120.000000000000,2082000.000000000000,2000000.000000000000,11549750.000000000000
FS( 117 ),2294930.000000000000,2909479.999999999500,2182360.000000000000,1940400.000000000000,2000000.000000000000,11327170.000000000000
FS( 118 ),2288840.000000000000,2882420.000000000500,2214320.000000000000,1923800.000000000000,2000000.000000000000,11309380.000000000000
FS( 119 ),2319290.000000000000,3031580.000000000000,2228890.000000000000,1948800.000000000000,2000000.000000000000,11528560.000000000000
FS( 120 ),2307110.000000000000,3112760.000000000500,2225130.000000000000,1932200.000000000000,2000000.000000000000,11577200.000000000000
FS( 121 ),2282750.000000000000,3112760.000000000500,2239700.000000000000,1965400.000000000000,2000000.000000000000,11600610.000000000000
FS( 122 ),2258390.000000000000,3072170.000000000500,2250040.000000000000,1998800.000000000000,2000000.000000000000,11579400.000000000000
FS( 123 ),2258390.000000000000,3058640.000000000000,2253800.000000000000,1982200.000000000000,2000000.000000000000,11553030.000000000000
FS( 124 ),2304500.000000000000,3072170.000000000500,2260850.000000000000,1998800.000000000000,2000000.000000000000,11636320.000000000000
FS( 125 ),2282750.000000000000,3207470.000000000000,2278710.000000000000,1998800.000000000000,2000000.000000000000,11767730.000000000000
FS( 126 ),2237510.000000000000,3112760.000000000500,2260850.000000000000,1873800.000000000000,2000000.000000000000,11484920.000000000000
FS( 127 ),2225330.000000000000,3004189.999999999500,2260850.000000000000,1765600.000000000200,2000000.000000000000,11255970.000000000000
