代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10720815.000000000000
真實報酬,720815.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9620.877353314358
風險,112505.818219625250
起點值,0.085514487211
找到最佳解世代,1804
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2325(16)[1],2330(17)[2],2412(24)[3],9999(49)[14],
Stock#,2325(16)[1],2330(17)[2],2412(24)[3],9999(49)[14],
張數,64,19,27,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,36640.000000000000,67240.000000000466,24640.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2511520.000000000000,2535530.000000000500,2487850.000000000000,2500000.000000000000,10034900.000000000000
FS( 3 ),2583200.000000000000,2623880.000000000500,2487850.000000000000,2500000.000000000000,10194930.000000000000
FS( 4 ),2571680.000000000000,2588540.000000000000,2487850.000000000000,2500000.000000000000,10148070.000000000000
FS( 5 ),2560160.000000000000,2544270.000000000500,2463280.000000000000,2500000.000000000000,10067710.000000000000
FS( 6 ),2577440.000000000000,2579610.000000000500,2468140.000000000000,2500000.000000000000,10125190.000000000000
FS( 7 ),2531360.000000000000,2535530.000000000500,2450860.000000000000,2500000.000000000000,10017750.000000000000
FS( 8 ),2497440.000000000000,2500000.000000000000,2450860.000000000000,2500000.000000000000,9948300.000000000000
FS( 9 ),2554400.000000000000,2517670.000000000500,2463280.000000000000,2500000.000000000000,10035350.000000000000
FS( 10 ),2531360.000000000000,2473590.000000000500,2441140.000000000000,2500000.000000000000,9946090.000000000000
FS( 11 ),2508320.000000000000,2455920.000000000500,2421430.000000000000,2500000.000000000000,9885670.000000000000
FS( 12 ),2568480.000000000000,2517670.000000000500,2475430.000000000000,2500000.000000000000,10061580.000000000000
FS( 13 ),2585760.000000000000,2491260.000000000500,2458149.999999999500,2500000.000000000000,10035170.000000000000
FS( 14 ),2603040.000000000000,2553200.000000000500,2487850.000000000000,2500000.000000000000,10144090.000000000000
FS( 15 ),2574240.000000000000,2561940.000000000900,2470570.000000000500,2500000.000000000000,10106750.000000002000
FS( 16 ),2588960.000000000000,2561940.000000000900,2473000.000000000000,2500000.000000000000,10123900.000000000000
FS( 17 ),2608800.000000000000,2535530.000000000500,2463280.000000000000,2500000.000000000000,10107610.000000000000
FS( 18 ),2611360.000000000000,2561940.000000000900,2463280.000000000000,2500000.000000000000,10136580.000000000000
FS( 19 ),2654240.000000000000,2588540.000000000000,2470570.000000000500,2500000.000000000000,10213350.000000000000
FS( 20 ),2585760.000000000000,2526600.000000000500,2463280.000000000000,2500000.000000000000,10075640.000000000000
FS( 21 ),2497440.000000000000,2526600.000000000500,2482990.000000000000,2500000.000000000000,10007030.000000000000
FS( 22 ),2611360.000000000000,2588540.000000000000,2485420.000000000000,2500000.000000000000,10185320.000000000000
FS( 23 ),2611360.000000000000,2588540.000000000000,2465709.999999999500,2500000.000000000000,10165610.000000000000
FS( 24 ),2611360.000000000000,2588540.000000000000,2455720.000000000500,2500000.000000000000,10155620.000000000000
FS( 25 ),2611360.000000000000,2553200.000000000500,2463280.000000000000,2500000.000000000000,10127840.000000000000
FS( 26 ),2645920.000000000000,2606210.000000000500,2463280.000000000000,2500000.000000000000,10215410.000000000000
FS( 27 ),2640160.000000000000,2588540.000000000000,2453290.000000000000,2500000.000000000000,10181990.000000000000
FS( 28 ),2588960.000000000000,2553200.000000000500,2448430.000000000000,2500000.000000000000,10090590.000000000000
FS( 29 ),2651680.000000000000,2561940.000000000900,2450860.000000000000,2500000.000000000000,10164480.000000000000
FS( 30 ),2640160.000000000000,2535530.000000000500,2438440.000000000000,2500000.000000000000,10114130.000000000000
FS( 31 ),2642720.000000000000,2526600.000000000500,2433580.000000000000,2500000.000000000000,10102900.000000000000
FS( 32 ),2903200.000000000000,2508930.000000000000,2438440.000000000000,2500000.000000000000,10350570.000000000000
FS( 33 ),2840480.000000000000,2606210.000000000500,2438440.000000000000,2500000.000000000000,10385130.000000000000
FS( 34 ),2889120.000000000000,2632810.000000000500,2448430.000000000000,2500000.000000000000,10470360.000000000000
FS( 35 ),2880800.000000000000,2579610.000000000500,2450860.000000000000,2500000.000000000000,10411270.000000000000
FS( 36 ),2955040.000000000000,2570870.000000000500,2443570.000000000500,2500000.000000000000,10469480.000000000000
FS( 37 ),2903200.000000000000,2579610.000000000500,2473000.000000000000,2500000.000000000000,10455810.000000000000
FS( 38 ),3029280.000000000000,2570870.000000000500,2473000.000000000000,2500000.000000000000,10573150.000000000000
FS( 39 ),3029280.000000000000,2579610.000000000500,2473000.000000000000,2500000.000000000000,10581890.000000000000
FS( 40 ),3035040.000000000000,2597280.000000000500,2475430.000000000000,2500000.000000000000,10607750.000000000000
FS( 41 ),3017760.000000000000,2606210.000000000500,2475430.000000000000,2500000.000000000000,10599400.000000000000
FS( 42 ),3000480.000000000000,2579610.000000000500,2463280.000000000000,2500000.000000000000,10543370.000000000000
FS( 43 ),3000480.000000000000,2588540.000000000000,2465709.999999999500,2500000.000000000000,10554730.000000000000
FS( 44 ),3029280.000000000000,2597280.000000000500,2465709.999999999500,2500000.000000000000,10592270.000000000000
FS( 45 ),2988960.000000000000,2535530.000000000500,2443570.000000000500,2500000.000000000000,10468060.000000000000
FS( 46 ),3000480.000000000000,2508930.000000000000,2458149.999999999500,2500000.000000000000,10467560.000000000000
FS( 47 ),3012000.000000000000,2464660.000000000500,2455720.000000000500,2500000.000000000000,10432380.000000000000
FS( 48 ),3023520.000000000000,2420390.000000000500,2468140.000000000000,2500000.000000000000,10412050.000000000000
FS( 49 ),2978080.000000000000,2438060.000000000500,2473000.000000000000,2500000.000000000000,10389140.000000000000
FS( 50 ),2978080.000000000000,2420390.000000000500,2487850.000000000000,2500000.000000000000,10386320.000000000000
FS( 51 ),3029280.000000000000,2420390.000000000500,2512420.000000000000,2500000.000000000000,10462090.000000000000
