代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11894630.000000000000
真實報酬,1894630.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14966.936425436939
風險,159573.103537140440
起點值,0.093793603644
找到最佳解世代,1895
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,5
2301(12)[8],2325(18)[11],2891(38)[5],2912(40)[1],3008(41)[13],
Stock#,2301(12)[8],2325(18)[11],2891(38)[5],2912(40)[1],3008(41)[13],
張數,58,80,176,13,2,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,21620.000000000233,18400.000000000000,9439.999999999767,140090.000000000230,481700.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2008700.000000000200,2024799.999999999800,1971839.999999999800,2005590.000000000200,1983280.000000000000,9994210.000000000000
FS( 3 ),2030160.000000000500,2012000.000000000200,1982399.999999999800,1994280.000000000200,1996280.000000000000,10015120.000000000000
FS( 4 ),2084680.000000000200,2085599.999999999800,1987679.999999999800,1988690.000000000200,1916380.000000000000,10063030.000000000000
FS( 5 ),2053940.000000000200,2042400.000000000000,2049279.999999999800,1982970.000000000000,1901520.000000000000,10030110.000000000000
FS( 6 ),2062640.000000000200,2110400.000000000000,2061599.999999999500,2016900.000000000200,1901520.000000000000,10153060.000000000000
FS( 7 ),2032480.000000000500,2097600.000000000000,2061599.999999999500,2016900.000000000200,1897800.000000000000,10106380.000000000000
FS( 8 ),2019140.000000000200,2079200.000000000200,2049279.999999999800,2033930.000000000500,1860620.000000000000,10042170.000000000000
FS( 9 ),2010440.000000000200,2100800.000000000000,2056319.999999999800,2016900.000000000200,1856920.000000000000,10041380.000000000000
FS( 10 ),2036540.000000000200,2097600.000000000000,2038719.999999999800,1988690.000000000200,1866200.000000000000,10027750.000000000000
FS( 11 ),2043500.000000000000,2097600.000000000000,2010559.999999999800,1943450.000000000200,1929380.000000000000,10024490.000000000000
FS( 12 ),2049880.000000000200,2085599.999999999800,2005279.999999999800,1915110.000000000200,1892220.000000000000,9948090.000000000000
FS( 13 ),2052200.000000000200,2073600.000000000200,1992959.999999999800,1943450.000000000200,1877360.000000000000,9939570.000000000000
FS( 14 ),2097440.000000000500,2003200.000000000000,2005279.999999999800,1926420.000000000200,1877360.000000000000,9909700.000000000000
FS( 15 ),2123540.000000000000,2008799.999999999800,2005279.999999999800,1937730.000000000200,1877360.000000000000,9952710.000000000000
FS( 16 ),2102080.000000000000,2033600.000000000000,1992959.999999999800,1943450.000000000200,1875500.000000000000,9947590.000000000000
FS( 17 ),2114840.000000000500,2052000.000000000200,2015839.999999999800,1988690.000000000200,1866200.000000000000,10037570.000000000000
FS( 18 ),2103820.000000000000,2048799.999999999800,2005279.999999999800,2016900.000000000200,1910800.000000000000,10085600.000000000000
FS( 19 ),2132240.000000000000,2094400.000000000000,2028159.999999999800,2005590.000000000200,1934960.000000000000,10195350.000000000000
FS( 20 ),2128180.000000000000,2097600.000000000000,2015839.999999999800,1994280.000000000200,1931240.000000000000,10167140.000000000000
FS( 21 ),2114840.000000000500,2097600.000000000000,2010559.999999999800,2016900.000000000200,1936820.000000000000,10176720.000000000000
FS( 22 ),2097440.000000000500,2097600.000000000000,2010559.999999999800,2028210.000000000500,1916380.000000000000,10150190.000000000000
FS( 23 ),2164720.000000000900,2094400.000000000000,2015839.999999999800,2039520.000000000500,1899660.000000000000,10214140.000000002000
FS( 24 ),2236640.000000000000,2097600.000000000000,2079199.999999999500,2056420.000000000200,1927520.000000000000,10397380.000000000000
FS( 25 ),2197200.000000000000,2058400.000000000000,2061599.999999999500,2028210.000000000500,1905220.000000000000,10250630.000000000000
FS( 26 ),2193140.000000000000,2008799.999999999800,2044000.000000000000,2028210.000000000500,1914520.000000000000,10188670.000000000000
FS( 27 ),2205900.000000000000,1988000.000000000200,2049279.999999999800,2056420.000000000200,1927520.000000000000,10227120.000000000000
FS( 28 ),2254040.000000000000,2000000.000000000000,2066879.999999999800,2107380.000000000500,1951680.000000000000,10379980.000000000000
FS( 29 ),2249400.000000000000,1996800.000000000000,2056319.999999999800,2203450.000000000500,1916380.000000000000,10422350.000000000000
FS( 30 ),2240700.000000000000,2021599.999999999800,2021119.999999999500,2220480.000000000000,1903360.000000000000,10407260.000000000000
FS( 31 ),2188500.000000000000,1990400.000000000000,2033439.999999999800,2231790.000000000500,1884780.000000000000,10328910.000000000000
FS( 32 ),2223300.000000000000,1960000.000000000000,1982399.999999999800,2231790.000000000500,1868060.000000000000,10265550.000000000000
FS( 33 ),2197200.000000000000,1941599.999999999800,1977119.999999999500,2186550.000000000000,1823460.000000000000,10125930.000000000000
FS( 34 ),2210540.000000000000,2036800.000000000000,2000000.000000000000,2175240.000000000000,1812300.000000000000,10234880.000000000000
FS( 35 ),2240700.000000000000,2092000.000000000500,2005279.999999999800,2163930.000000000500,1797440.000000000000,10299350.000000000000
FS( 36 ),2254040.000000000000,2085599.999999999800,2010559.999999999800,2175240.000000000000,1775140.000000000000,10300580.000000000000
FS( 37 ),2254040.000000000000,2125600.000000000000,2021119.999999999500,2231790.000000000500,1793720.000000000000,10426270.000000000000
FS( 38 ),2288840.000000000900,2110400.000000000000,2005279.999999999800,2231790.000000000500,1760280.000000000000,10396590.000000002000
FS( 39 ),2323640.000000000000,2174400.000000000000,2005279.999999999800,2209170.000000000000,1849480.000000000000,10561970.000000000000
FS( 40 ),2306240.000000000000,2186400.000000000000,2015839.999999999800,2197860.000000000000,1944260.000000000000,10650600.000000000000
FS( 41 ),2327700.000000000000,2159200.000000000000,2028159.999999999800,2197860.000000000000,1979560.000000000000,10692480.000000000000
FS( 42 ),2284200.000000000000,2128000.000000000000,2049279.999999999800,2214760.000000000000,1990720.000000000000,10666960.000000000000
FS( 43 ),2332340.000000000900,2156000.000000000000,2056319.999999999800,2293930.000000000000,1987000.000000000000,10825590.000000000000
FS( 44 ),2366560.000000000000,2174400.000000000000,2061599.999999999500,2271310.000000000000,2046460.000000000000,10920330.000000000000
FS( 45 ),2310300.000000000000,2144000.000000000000,2056319.999999999800,2288210.000000000000,2042740.000000000000,10841570.000000000000
FS( 46 ),2301600.000000000000,2146400.000000000000,2066879.999999999800,2299520.000000000900,2046460.000000000000,10860860.000000000000
FS( 47 ),2297540.000000000000,2189600.000000000000,2056319.999999999800,2276900.000000000000,2061340.000000000000,10881700.000000000000
FS( 48 ),2249400.000000000000,2159200.000000000000,2061599.999999999500,2333450.000000000000,2052040.000000000000,10855690.000000000000
