代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12162710.000000000000
真實報酬,2162710.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16270.234042733689
風險,89616.549556242477
起點值,0.181553899623
找到最佳解世代,1769
找到最佳解實驗#,1
找到最佳解次數,18

投資組合檔數,8
2324(16)[10],2408(23)[9],2474(27)[5],2884(34)[28],2887(37)[2],3008(42)[13],3045(43)[20],5880(47)[1],
Stock#,2324(16)[10],2408(23)[9],2474(27)[5],2884(34)[28],2887(37)[2],3008(42)[13],3045(43)[20],5880(47)[1],
張數,69,28,5,74,112,0,12,92,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,12139.999999999767,23880.000000000000,22750.000000000000,16419.999999999767,10159.999999999767,1250000.000000000000,18199.999999999767,1560.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1266559.999999999800,1258120.000000000000,1276650.000000000000,1230019.999999999800,1260079.999999999800,1250000.000000000000,1250000.000000000000,1259200.000000000000,10050630.000000000000
FS( 3 ),1282429.999999999800,1278560.000000000000,1276650.000000000000,1213739.999999999800,1254479.999999999800,1250000.000000000000,1255639.999999999800,1259200.000000000000,10070700.000000000000
FS( 4 ),1282429.999999999800,1290880.000000000000,1283950.000000000000,1213739.999999999800,1260079.999999999800,1250000.000000000000,1250000.000000000000,1259200.000000000000,10090280.000000000000
FS( 5 ),1279669.999999999800,1292279.999999999800,1293650.000000000000,1226319.999999999800,1260079.999999999800,1250000.000000000000,1261399.999999999500,1262880.000000000200,10126279.999999998000
FS( 6 ),1276219.999999999800,1292279.999999999800,1286350.000000000000,1230019.999999999800,1260079.999999999800,1250000.000000000000,1255639.999999999800,1259200.000000000000,10109789.999999998000
FS( 7 ),1243789.999999999800,1290880.000000000000,1266950.000000000000,1226319.999999999800,1254479.999999999800,1250000.000000000000,1255639.999999999800,1259200.000000000000,10047260.000000000000
FS( 8 ),1256899.999999999800,1232360.000000000000,1269400.000000000000,1219659.999999999800,1260079.999999999800,1250000.000000000000,1261399.999999999500,1254600.000000000000,10004400.000000000000
FS( 9 ),1272769.999999999500,1239080.000000000000,1266950.000000000000,1219659.999999999800,1265679.999999999800,1250000.000000000000,1267039.999999999800,1262880.000000000200,10044059.999999998000
FS( 10 ),1285879.999999999800,1252800.000000000000,1349449.999999999800,1230019.999999999800,1270159.999999999800,1250000.000000000000,1267039.999999999800,1262880.000000000200,10168230.000000000000
FS( 11 ),1279669.999999999800,1235160.000000000000,1315450.000000000000,1223359.999999999500,1270159.999999999800,1250000.000000000000,1272799.999999999800,1267480.000000000000,10114080.000000000000
FS( 12 ),1295539.999999999800,1262319.999999999800,1334900.000000000000,1223359.999999999500,1270159.999999999800,1250000.000000000000,1267039.999999999800,1271160.000000000200,10174479.999999998000
FS( 13 ),1321760.000000000000,1286680.000000000000,1390649.999999999800,1230019.999999999800,1280239.999999999800,1250000.000000000000,1272799.999999999800,1271160.000000000200,10303310.000000000000
FS( 14 ),1314859.999999999800,1308520.000000000000,1436750.000000000000,1226319.999999999800,1285839.999999999800,1250000.000000000000,1289839.999999999500,1267480.000000000000,10379610.000000000000
FS( 15 ),1305199.999999999800,1312720.000000000200,1451300.000000000000,1232980.000000000000,1291439.999999999800,1250000.000000000000,1295599.999999999800,1271160.000000000200,10410400.000000000000
FS( 16 ),1318309.999999999800,1307120.000000000000,1439149.999999999800,1236679.999999999800,1285839.999999999800,1250000.000000000000,1289839.999999999500,1271160.000000000200,10398100.000000000000
FS( 17 ),1305199.999999999800,1316640.000000000000,1427050.000000000200,1232980.000000000000,1285839.999999999800,1250000.000000000000,1289839.999999999500,1271160.000000000200,10378710.000000000000
FS( 18 ),1305199.999999999800,1354720.000000000200,1407650.000000000000,1226319.999999999800,1285839.999999999800,1250000.000000000000,1295599.999999999800,1271160.000000000200,10396490.000000000000
FS( 19 ),1318309.999999999800,1316640.000000000000,1402800.000000000000,1223359.999999999500,1280239.999999999800,1250000.000000000000,1312759.999999999800,1271160.000000000200,10375270.000000000000
FS( 20 ),1318309.999999999800,1322240.000000000000,1380949.999999999800,1226319.999999999800,1280239.999999999800,1250000.000000000000,1289839.999999999500,1284040.000000000000,10351940.000000000000
FS( 21 ),1312099.999999999800,1319440.000000000200,1429449.999999999800,1226319.999999999800,1291439.999999999800,1250000.000000000000,1289839.999999999500,1296920.000000000000,10415510.000000000000
FS( 22 ),1289329.999999999800,1349400.000000000000,1427050.000000000200,1230019.999999999800,1311599.999999999500,1250000.000000000000,1289839.999999999500,1293239.999999999800,10440480.000000000000
FS( 23 ),1298989.999999999800,1341279.999999999800,1477950.000000000000,1236679.999999999800,1317199.999999999800,1250000.000000000000,1289839.999999999500,1288640.000000000000,10500579.999999998000
