代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10754365.000000000000
真實報酬,754365.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7116.636775144884
風險,128784.118342138970
起點值,0.055260204960
找到最佳解世代,2428
找到最佳解實驗#,1
找到最佳解次數,38

投資組合檔數,4
2354(20)[4],2412(24)[11],3045(42)[1],9999(50)[19],
Stock#,2354(20)[4],2412(24)[11],3045(42)[1],9999(50)[19],
張數,37,31,31,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,34320.000000000000,21549.999999999534,47590.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2483720.000000000000,2491939.999999999500,2454740.000000000000,2500000.000000000000,9930400.000000000000
FS( 3 ),2487050.000000000000,2518909.999999999500,2468070.000000000000,2500000.000000000000,9974030.000000000000
FS( 4 ),2470770.000000000000,2508059.999999999100,2481400.000000000000,2500000.000000000000,9960230.000000000000
FS( 5 ),2460780.000000000000,2494729.999999999500,2470550.000000000000,2500000.000000000000,9926060.000000000000
FS( 6 ),2490380.000000000000,2502790.000000000000,2465280.000000000000,2500000.000000000000,9958450.000000000000
FS( 7 ),2460780.000000000000,2491939.999999999500,2465280.000000000000,2500000.000000000000,9918000.000000000000
FS( 8 ),2444500.000000000000,2489459.999999999500,2449470.000000000000,2500000.000000000000,9883430.000000000000
FS( 9 ),2424890.000000000000,2497520.000000000000,2465280.000000000000,2500000.000000000000,9887690.000000000000
FS( 10 ),2431550.000000000000,2483880.000000000000,2454740.000000000000,2500000.000000000000,9870170.000000000000
FS( 11 ),2398619.999999999500,2478609.999999999500,2438930.000000000000,2500000.000000000000,9816160.000000000000
FS( 12 ),2421560.000000000000,2486669.999999999500,2454740.000000000000,2500000.000000000000,9862970.000000000000
FS( 13 ),2474099.999999999500,2494729.999999999500,2451950.000000000000,2500000.000000000000,9920780.000000000000
