代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12086069.996700000000
真實報酬,2086069.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19571.576235279939
風險,130100.507681095390
起點值,0.150434280266
找到最佳解世代,1278
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,6
2412(24)[14],2881(30)[12],3045(42)[1],4904(45)[3],4938(46)[4],9999(50)[31],
Stock#,2412(24)[14],2881(30)[12],3045(42)[1],4904(45)[3],4938(46)[4],9999(50)[31],
張數,20,41,21,33,34,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,76266.000000000233,17236.000000000233,10816.000000000000,8746.000000000000,14605.999999999767,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1663266.000000000200,1669946.000000000200,1672126.000000000000,1664026.000000000000,1637765.999999999800,1666666.000000000000,9973800.000000000000
FS( 3 ),1668466.000000000200,1721606.000000000500,1688296.000000000000,1698016.000000000000,1675166.000000000000,1666666.000000000000,10118220.000000000000
FS( 4 ),1656266.000000000200,1712586.000000000500,1666666.000000000000,1689436.000000000000,1672445.999999999800,1666666.000000000000,10064070.000000000000
FS( 5 ),1656266.000000000200,1726936.000000000200,1686406.000000000200,1706596.000000000200,1657825.999999999800,1666666.000000000000,10100700.000000000000
FS( 6 ),1663266.000000000200,1719556.000000000500,1682836.000000000000,1706596.000000000200,1628925.999999999800,1666666.000000000000,10067850.000000000000
FS( 7 ),1661466.000000000200,1767526.000000000200,1695436.000000000000,1732006.000000000000,1571125.999999999800,1666666.000000000000,10094230.000000000000
FS( 8 ),1656266.000000000200,1733906.000000000000,1709926.000000000000,1732006.000000000000,1551065.999999999800,1666666.000000000000,10049840.000000000000
FS( 9 ),1661466.000000000200,1765886.000000000000,1724206.000000000000,1743556.000000000000,1588465.999999999800,1666666.000000000000,10150250.000000000000
FS( 10 ),1663266.000000000200,1746206.000000000200,1735126.000000000000,1783486.000000000000,1562625.999999999800,1666666.000000000000,10157380.000000000000
FS( 11 ),1663266.000000000200,1719556.000000000500,1738696.000000000000,1800316.000000000000,1574185.999999999800,1666666.000000000000,10162690.000000000000
FS( 12 ),1642466.000000000200,1662976.000000000200,1756546.000000000000,1800316.000000000000,1562625.999999999800,1666666.000000000000,10091600.000000000000
FS( 13 ),1656266.000000000200,1694956.000000000200,1752975.999999999800,1783486.000000000000,1594245.999999999800,1666666.000000000000,10148600.000000000000
FS( 14 ),1666666.000000000000,1700286.000000000200,1738696.000000000000,1763356.000000000200,1579965.999999999800,1666666.000000000000,10115640.000000000000
FS( 15 ),1664866.000000000500,1710946.000000000200,1727776.000000000000,1749166.000000000000,1565345.999999999800,1666666.000000000000,10084770.000000000000
FS( 16 ),1661466.000000000200,1730216.000000000200,1733235.999999999800,1734976.000000000000,1620425.999999999800,1666666.000000000000,10146990.000000000000
FS( 17 ),1666666.000000000000,1721606.000000000500,1742266.000000000000,1766326.000000000000,1628925.999999999800,1666666.000000000000,10192460.000000000000
