代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10816719.996700000000
真實報酬,816719.996700000020

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7340.459813559860
風險,151020.722816820460
起點值,0.048605646143
找到最佳解世代,1950
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2412(24)[1],2454(26)[12],2912(40)[6],3045(41)[3],4904(45)[2],9999(49)[7],
Stock#,2412(24)[1],2454(26)[12],2912(40)[6],3045(41)[3],4904(45)[2],9999(49)[7],
張數,25,6,12,28,51,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12666.000000000000,198766.000000000000,75466.000000000233,14386.000000000000,22426.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1677166.000000000000,1624426.000000000000,1686346.000000000200,1690186.000000000000,1677376.000000000000,1666666.000000000000,10022170.000000000000
FS( 3 ),1692915.999999999800,1619926.000000000000,1681426.000000000200,1752066.000000000000,1684516.000000000200,1666666.000000000000,10097520.000000000000
FS( 4 ),1722666.000000000200,1593286.000000000000,1642066.000000000500,1739186.000000000000,1677376.000000000000,1666666.000000000000,10041250.000000000000
FS( 5 ),1722666.000000000200,1604386.000000000200,1651906.000000000200,1728545.999999999800,1680946.000000000200,1666666.000000000000,10055120.000000000000
FS( 6 ),1708666.000000000000,1588786.000000000000,1622266.000000000500,1715666.000000000000,1679416.000000000000,1666666.000000000000,9981470.000000000000
FS( 7 ),1705166.000000000000,1559926.000000000000,1582906.000000000200,1715666.000000000000,1637596.000000000000,1666666.000000000000,9867930.000000000000
FS( 8 ),1722666.000000000200,1542106.000000000000,1607506.000000000200,1732746.000000000000,1652386.000000000000,1666666.000000000000,9924080.000000000000
FS( 9 ),1736665.999999999800,1550986.000000000000,1642066.000000000500,1745626.000000000000,1655956.000000000000,1666666.000000000000,9997970.000000000000
