代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11612947.500000000000
真實報酬,1612947.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14123.829995541992
風險,115552.782855581770
起點值,0.122228384696
找到最佳解世代,1812
找到最佳解實驗#,1
找到最佳解次數,32

投資組合檔數,8
1303(4)[5],2002(8)[2],2498(27)[3],2891(37)[1],2912(39)[16],3045(40)[20],4904(44)[28],9999(49)[30],
Stock#,1303(4)[5],2002(8)[2],2498(27)[3],2891(37)[1],2912(39)[16],3045(40)[20],4904(44)[28],9999(49)[30],
張數,24,55,1,129,12,24,41,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,2960.000000000000,13600.000000000000,556990.000000000000,5149.999999999767,18440.000000000000,1520.000000000000,2370.000000000233,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1251920.000000000000,1255499.999999999800,1275790.000000000000,1253869.999999999800,1279520.000000000000,1242560.000000000000,1252870.000000000200,1250000.000000000000,10062030.000000000000
FS( 3 ),1255520.000000000000,1255499.999999999800,1268540.000000000000,1273219.999999999800,1274600.000000000000,1237280.000000000000,1250000.000000000000,1250000.000000000000,10064660.000000000000
FS( 4 ),1273520.000000000000,1263750.000000000000,1266920.000000000000,1292569.999999999800,1323920.000000000000,1242560.000000000000,1250000.000000000000,1250000.000000000000,10163240.000000000000
FS( 5 ),1277120.000000000000,1265400.000000000200,1254840.000000000000,1279670.000000000000,1348520.000000000000,1237280.000000000000,1248770.000000000000,1250000.000000000000,10161600.000000000000
FS( 6 ),1273520.000000000000,1267600.000000000000,1262890.000000000000,1286119.999999999800,1323920.000000000000,1250000.000000000000,1240160.000000000200,1250000.000000000000,10154210.000000000000
FS( 7 ),1284320.000000000200,1279150.000000000200,1258870.000000000000,1296439.999999999800,1328840.000000000000,1255520.000000000000,1236880.000000000200,1250000.000000000000,10190020.000000000000
FS( 8 ),1275200.000000000000,1277500.000000000000,1279820.000000000000,1292569.999999999800,1328840.000000000000,1244480.000000000000,1236880.000000000200,1250000.000000000000,10185290.000000000000
FS( 9 ),1264400.000000000000,1269800.000000000000,1282230.000000000000,1279670.000000000000,1323920.000000000000,1233440.000000000000,1218020.000000000000,1250000.000000000000,10121480.000000000000
FS( 10 ),1268000.000000000000,1275300.000000000000,1289490.000000000000,1282250.000000000000,1328840.000000000000,1240880.000000000200,1211050.000000000200,1250000.000000000000,10145810.000000000000
