代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10873835.000000000000
真實報酬,873835.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7551.230071236812
風險,143038.201666654120
起點值,0.052791701680
找到最佳解世代,1518
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
2603(28)[4],2912(40)[13],4904(44)[6],9999(49)[21],
Stock#,2603(28)[4],2912(40)[13],4904(44)[6],9999(49)[21],
張數,184,41,100,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,10480.000000000000,14990.000000000466,14000.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2538640.000000000000,2525830.000000000500,2494000.000000000000,2500000.000000000000,10058470.000000000000
FS( 3 ),2516560.000000000000,2509430.000000000500,2504000.000000000000,2500000.000000000000,10029990.000000000000
FS( 4 ),2509200.000000000000,2486880.000000000500,2494000.000000000000,2500000.000000000000,9990080.000000000000
FS( 5 ),2608560.000000000000,2486880.000000000500,2500000.000000000000,2500000.000000000000,10095440.000000000000
FS( 6 ),2577279.999999999500,2480320.000000000500,2504000.000000000000,2500000.000000000000,10061600.000000000000
FS( 7 ),2577279.999999999500,2470480.000000000900,2514000.000000000000,2500000.000000000000,10061760.000000000000
FS( 8 ),2538640.000000000000,2451210.000000000900,2514000.000000000000,2500000.000000000000,10003850.000000000000
FS( 9 ),2577279.999999999500,2451210.000000000900,2520000.000000000000,2500000.000000000000,10048490.000000000000
FS( 10 ),2584640.000000000000,2461050.000000000500,2524000.000000000000,2500000.000000000000,10069690.000000000000
FS( 11 ),2569920.000000000000,2454490.000000000500,2524000.000000000000,2500000.000000000000,10048410.000000000000
FS( 12 ),2569920.000000000000,2434810.000000000500,2524000.000000000000,2500000.000000000000,10028730.000000000000
