代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11367339.996700000000
真實報酬,1367339.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12696.664093813675
風險,137113.086694800620
起點值,0.092599943593
找到最佳解世代,1536
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1303(4)[11],2105(9)[6],3045(41)[9],3673(44)[1],4904(45)[2],9999(49)[19],
Stock#,1303(4)[11],2105(9)[6],3045(41)[9],3673(44)[1],4904(45)[2],9999(49)[19],
張數,30,50,31,3,55,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,35866.000000000000,22166.000000000000,30486.000000000000,344536.000000000230,26016.000000000233,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1662166.000000000000,1684166.000000000000,1657056.000000000000,1664686.000000000200,1670516.000000000200,1666666.000000000000,10005260.000000000000
FS( 3 ),1642066.000000000000,1659166.000000000000,1635976.000000000000,1639066.000000000200,1655116.000000000500,1666666.000000000000,9898060.000000000000
FS( 4 ),1651066.000000000000,1661666.000000000000,1643106.000000000200,1646956.000000000200,1656766.000000000200,1666666.000000000000,9926230.000000000000
FS( 5 ),1637566.000000000000,1659166.000000000000,1633496.000000000000,1708036.000000000200,1656766.000000000200,1666666.000000000000,9961700.000000000000
FS( 6 ),1642066.000000000000,1654166.000000000000,1628846.000000000200,1694236.000000000000,1662816.000000000500,1666666.000000000000,9948800.000000000000
FS( 7 ),1664566.000000000000,1664166.000000000200,1645276.000000000200,1761226.000000000200,1666666.000000000000,1666666.000000000000,10068570.000000000000
FS( 8 ),1666666.000000000000,1666666.000000000000,1633496.000000000000,1755316.000000000200,1662816.000000000500,1666666.000000000000,10051630.000000000000
FS( 9 ),1666666.000000000000,1666666.000000000000,1628846.000000000200,1735636.000000000200,1656766.000000000200,1666666.000000000000,10021250.000000000000
FS( 10 ),1673265.999999999800,1684166.000000000000,1628846.000000000200,1700146.000000000500,1678216.000000000200,1666666.000000000000,10031310.000000000000
