代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10881370.000000000000
真實報酬,881370.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7656.018007420143
風險,85006.741324339979
起點值,0.090063657166
找到最佳解世代,1301
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2002(7)[4],2354(20)[1],3008(41)[24],3045(42)[5],9999(50)[25],
Stock#,2002(7)[4],2354(20)[1],3008(41)[24],3045(42)[5],9999(50)[25],
張數,89,32,0,25,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3730.000000000000,32640.000000000000,2000000.000000000000,24500.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2007120.000000000000,2002560.000000000000,2000000.000000000000,2006500.000000000000,2000000.000000000000,10016180.000000000000
FS( 3 ),1983980.000000000000,1957440.000000000000,2000000.000000000000,1976500.000000000000,2000000.000000000000,9917920.000000000000
FS( 4 ),1976860.000000000000,1946880.000000000000,2000000.000000000000,1978500.000000000000,2000000.000000000000,9902240.000000000000
FS( 5 ),1991990.000000000000,1957440.000000000000,2000000.000000000000,2017249.999999999800,2000000.000000000000,9966680.000000000000
FS( 6 ),1976860.000000000000,1946880.000000000000,2000000.000000000000,2021500.000000000000,2000000.000000000000,9945240.000000000000
FS( 7 ),1988430.000000000000,1941440.000000000000,2000000.000000000000,2036500.000000000000,2000000.000000000000,9966370.000000000000
FS( 8 ),2003560.000000000000,1957440.000000000000,2000000.000000000000,2023499.999999999800,2000000.000000000000,9984500.000000000000
FS( 9 ),2015130.000000000000,2029440.000000000000,2000000.000000000000,2028000.000000000000,2000000.000000000000,10072570.000000000000
FS( 10 ),2027590.000000000000,2042560.000000000000,2000000.000000000000,2038500.000000000000,2000000.000000000000,10108650.000000000000
FS( 11 ),2035600.000000000000,2056000.000000000000,2000000.000000000000,2049249.999999999800,2000000.000000000000,10140850.000000000000
FS( 12 ),2035600.000000000000,2087680.000000000000,2000000.000000000000,2049249.999999999800,2000000.000000000000,10172530.000000000000
FS( 13 ),2059630.000000000000,2077120.000000000000,2000000.000000000000,2057750.000000000000,2000000.000000000000,10194500.000000000000
FS( 14 ),2080100.000000000000,2071680.000000000000,2000000.000000000000,2060000.000000000000,2000000.000000000000,10211780.000000000000
FS( 15 ),2075650.000000000000,2066560.000000000000,2000000.000000000000,2066500.000000000200,2000000.000000000000,10208710.000000000000
FS( 16 ),2091670.000000000000,2082560.000000000000,2000000.000000000000,2079250.000000000000,2000000.000000000000,10253480.000000000000
FS( 17 ),2091670.000000000000,2082560.000000000000,2000000.000000000000,2070749.999999999800,2000000.000000000000,10244980.000000000000
