代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11373610.000000000000
真實報酬,1373610.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12623.182289652263
風險,92417.904613206236
起點值,0.136588059884
找到最佳解世代,1563
找到最佳解實驗#,25
找到最佳解次數,2

投資組合檔數,8
1303(4)[8],2227(11)[43],2324(17)[3],2354(20)[40],2412(24)[2],2890(37)[23],4904(45)[17],9904(49)[7],
Stock#,1303(4)[8],2227(11)[43],2324(17)[3],2354(20)[40],2412(24)[2],2890(37)[23],4904(45)[17],9904(49)[7],
張數,22,5,76,16,15,128,21,37,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,50780.000000000000,46250.000000000000,2840.000000000000,5520.000000000000,48050.000000000233,2000.000000000000,35570.000000000000,22340.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1244280.000000000000,1230800.000000000000,1256079.999999999800,1247120.000000000000,1247300.000000000200,1234640.000000000000,1293260.000000000000,1283300.000000000000,10036780.000000000000
FS( 3 ),1272659.999999999800,1276949.999999999800,1269000.000000000000,1272560.000000000000,1253900.000000000200,1260240.000000000000,1291580.000000000000,1281450.000000000200,10178340.000000000000
FS( 4 ),1293560.000000000000,1284600.000000000000,1291040.000000000000,1306640.000000000000,1255100.000000000200,1260240.000000000000,1280660.000000000000,1288110.000000000000,10259950.000000000000
FS( 5 ),1303240.000000000000,1288450.000000000000,1288000.000000000000,1288240.000000000000,1255100.000000000200,1260240.000000000000,1257140.000000000000,1271460.000000000000,10211870.000000000000
FS( 6 ),1289820.000000000000,1336550.000000000000,1259880.000000000000,1224560.000000000000,1257800.000000000200,1260240.000000000000,1260710.000000000000,1291440.000000000000,10181000.000000000000
FS( 7 ),1274640.000000000200,1363450.000000000000,1259880.000000000000,1237200.000000000000,1253900.000000000200,1260240.000000000000,1266170.000000000200,1306610.000000000000,10222090.000000000000
FS( 8 ),1255720.000000000000,1365399.999999999800,1265960.000000000200,1206160.000000000000,1246100.000000000500,1244880.000000000000,1275200.000000000000,1263320.000000000000,10122740.000000000000
FS( 9 ),1238560.000000000000,1330750.000000000000,1281160.000000000000,1238640.000000000000,1242200.000000000200,1239760.000000000000,1266170.000000000200,1274790.000000000000,10112030.000000000000
FS( 10 ),1229100.000000000200,1321149.999999999800,1275079.999999999800,1251440.000000000000,1243400.000000000200,1244880.000000000000,1253570.000000000000,1301430.000000000000,10120050.000000000000
FS( 11 ),1193020.000000000000,1311550.000000000000,1262920.000000000000,1237200.000000000000,1239500.000000000200,1234640.000000000000,1248110.000000000000,1286630.000000000000,10013570.000000000000
FS( 12 ),1204240.000000000000,1309600.000000000000,1272040.000000000000,1214640.000000000000,1244750.000000000200,1230800.000000000000,1288010.000000000000,1286630.000000000000,10050710.000000000000
FS( 13 ),1175860.000000000000,1288450.000000000000,1265960.000000000200,1220240.000000000000,1242200.000000000200,1210320.000000000000,1275200.000000000000,1256660.000000000000,9934890.000000000000
FS( 14 ),1191040.000000000000,1292300.000000000000,1265960.000000000200,1238640.000000000000,1244750.000000000200,1220560.000000000000,1273520.000000000000,1261470.000000000000,9988240.000000000000
FS( 15 ),1193020.000000000000,1280750.000000000000,1275079.999999999800,1207600.000000000000,1251200.000000000000,1239760.000000000000,1284230.000000000000,1291440.000000000000,10023080.000000000000
FS( 16 ),1221400.000000000200,1303850.000000000200,1363239.999999999800,1244400.000000000000,1252550.000000000200,1250000.000000000000,1300610.000000000000,1288110.000000000000,10224160.000000000000
FS( 17 ),1236580.000000000000,1305750.000000000000,1372360.000000000000,1237200.000000000000,1244750.000000000200,1255120.000000000000,1302500.000000000000,1266650.000000000200,10220910.000000000000
FS( 18 ),1280360.000000000000,1305750.000000000000,1400480.000000000000,1235920.000000000000,1257800.000000000200,1260240.000000000000,1307750.000000000000,1274790.000000000000,10323090.000000000000
FS( 19 ),1272659.999999999800,1298100.000000000000,1384520.000000000000,1228720.000000000000,1256450.000000000200,1255120.000000000000,1311530.000000000000,1264800.000000000000,10271900.000000000000
FS( 20 ),1282340.000000000000,1300000.000000000000,1397440.000000000200,1230160.000000000000,1257800.000000000200,1264080.000000000000,1318670.000000000200,1274790.000000000000,10325280.000000000000
FS( 21 ),1276620.000000000000,1294250.000000000000,1413400.000000000000,1233040.000000000000,1255100.000000000200,1260240.000000000000,1316780.000000000000,1278120.000000000000,10327550.000000000000
FS( 22 ),1293560.000000000000,1278850.000000000200,1428600.000000000200,1217520.000000000000,1260350.000000000200,1264080.000000000000,1326020.000000000000,1301430.000000000000,10370410.000000000000
