代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12100250.000000000000
真實報酬,2100250.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13221.633166681748
風險,158136.094676533390
起點值,0.083609205057
找到最佳解世代,1376
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1102(1)[11],2105(10)[7],2382(25)[3],3045(43)[2],4904(46)[1],
Stock#,1102(1)[11],2105(10)[7],2382(25)[3],3045(43)[2],4904(46)[1],
張數,81,46,43,31,47,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,9830.000000000000,28440.000000000000,38770.000000000000,17550.000000000000,13310.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2020250.000000000000,1985740.000000000000,2129860.000000000000,1988530.000000000000,1996710.000000000000,10121090.000000000000
FS( 3 ),2048600.000000000200,1980220.000000000000,2117820.000000000000,2040920.000000000000,2014100.000000000000,10201660.000000000000
FS( 4 ),2051030.000000000000,1959980.000000000200,2145340.000000000000,2034100.000000000000,2003760.000000000000,10194210.000000000000
FS( 5 ),2051030.000000000000,1929160.000000000000,2089870.000000000000,2070370.000000000200,2056400.000000000000,10196830.000000000000
FS( 6 ),2051030.000000000000,1934679.999999999800,2126850.000000000000,2052079.999999999800,2021150.000000000000,10185790.000000000000
FS( 7 ),2063180.000000000000,1959980.000000000200,2254130.000000000000,2056730.000000000000,2028199.999999999800,10362220.000000000000
FS( 8 ),2051030.000000000000,1963200.000000000200,2238649.999999999500,2034100.000000000000,2024910.000000000000,10311890.000000000000
FS( 9 ),2065609.999999999800,1948940.000000000000,2238649.999999999500,2006820.000000000000,2007050.000000000000,10267070.000000000000
FS( 10 ),2085859.999999999800,1942960.000000000000,2266170.000000000000,2027280.000000000000,1989660.000000000000,10311930.000000000000
FS( 11 ),2068850.000000000000,1940200.000000000200,2207690.000000000000,2000000.000000000000,1972270.000000000000,10189010.000000000000
FS( 12 ),2093960.000000000000,1937440.000000000000,2219730.000000000000,2015809.999999999800,2052640.000000000000,10319580.000000000000
FS( 13 ),2085859.999999999800,1934679.999999999800,2195220.000000000000,2022630.000000000200,2112330.000000000000,10350720.000000000000
FS( 14 ),2099630.000000000000,1923179.999999999800,2182750.000000000000,1997830.000000000000,2042300.000000000000,10245690.000000000000
FS( 15 ),2110970.000000000500,1948940.000000000000,2191780.000000000000,1988530.000000000000,2031960.000000000000,10272180.000000000000
FS( 16 ),2102870.000000000000,1982980.000000000200,2157810.000000000000,2011160.000000000200,2028199.999999999800,10283020.000000000000
FS( 17 ),2125550.000000000500,1968720.000000000000,2195220.000000000000,2034100.000000000000,2028199.999999999800,10351790.000000000000
FS( 18 ),2108540.000000000000,1957220.000000000000,2176300.000000000000,2036270.000000000200,2049350.000000000000,10327680.000000000000
FS( 19 ),2122310.000000000000,1965960.000000000000,2145340.000000000000,2038439.999999999800,2189880.000000000000,10461930.000000000000
FS( 20 ),2150660.000000000000,2085099.999999999800,2291110.000000000000,2065719.999999999500,2179069.999999999500,10771660.000000000000
FS( 21 ),2142560.000000000000,2093380.000000000000,2247680.000000000000,2065719.999999999500,2119380.000000000000,10668720.000000000000
FS( 22 ),2116640.000000000000,2096140.000000000200,2272620.000000000000,2081530.000000000000,2137240.000000000000,10704170.000000000000
FS( 23 ),2105300.000000000000,2093380.000000000000,2226180.000000000000,2061070.000000000000,2094940.000000000000,10580870.000000000000
FS( 24 ),2099630.000000000000,2017020.000000000000,2232200.000000000000,2045259.999999999800,2084600.000000000000,10478710.000000000000
FS( 25 ),2045360.000000000000,2042320.000000000000,2207690.000000000000,2038439.999999999800,2066739.999999999800,10400550.000000000000
FS( 26 ),2022680.000000000200,2051060.000000000000,2207690.000000000000,2052079.999999999800,2070500.000000000000,10404010.000000000000
FS( 27 ),2039690.000000000000,2028060.000000000000,2216720.000000000000,2020460.000000000000,2112330.000000000000,10417260.000000000000
FS( 28 ),2074520.000000000000,2039560.000000000000,2216720.000000000000,2020460.000000000000,2101990.000000000000,10453250.000000000000
FS( 29 ),2028350.000000000200,2022540.000000000200,2207690.000000000000,1977370.000000000000,2073790.000000000000,10309740.000000000000
FS( 30 ),2025920.000000000200,2056580.000000000000,2210700.000000000000,2002170.000000000000,2066739.999999999800,10362110.000000000000
FS( 31 ),2028350.000000000200,2085099.999999999800,2201240.000000000000,2034100.000000000000,2101990.000000000000,10450780.000000000000
FS( 32 ),2017010.000000000000,2068080.000000000000,2216720.000000000000,2011160.000000000200,2084600.000000000000,10397570.000000000000
FS( 33 ),2011340.000000000000,2053820.000000000000,2191780.000000000000,1988530.000000000000,2059689.999999999800,10305160.000000000000
FS( 34 ),2011340.000000000000,2056580.000000000000,2201240.000000000000,2000000.000000000000,2052640.000000000000,10321800.000000000000
FS( 35 ),2005670.000000000200,2036800.000000000000,2223170.000000000000,2008989.999999999800,2024910.000000000000,10299540.000000000000
FS( 36 ),2017010.000000000000,2045080.000000000000,2204250.000000000000,2017980.000000000000,2091650.000000000200,10375970.000000000000
FS( 37 ),2082620.000000000000,2053820.000000000000,2266170.000000000000,2027280.000000000000,2140530.000000000000,10570420.000000000000
FS( 38 ),2088290.000000000000,2082340.000000000000,2254130.000000000000,2027280.000000000000,2084600.000000000000,10536640.000000000000
FS( 39 ),2037260.000000000000,2056580.000000000000,2195220.000000000000,2029450.000000000000,2105280.000000000000,10423790.000000000000
