代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12035120.000000000000
真實報酬,2035120.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18352.360509306778
風險,117609.192854047230
起點值,0.156045289181
找到最佳解世代,1947
找到最佳解實驗#,2
找到最佳解次數,31

投資組合檔數,6
2105(9)[11],2301(12)[6],2887(36)[2],2892(39)[5],3045(42)[1],4904(44)[8],
Stock#,2105(9)[11],2301(12)[6],2887(36)[2],2892(39)[5],3045(42)[1],4904(44)[8],
張數,34,52,184,130,18,26,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,4066.000000000000,17226.000000000000,5146.000000000000,5266.000000000233,40726.000000000000,16446.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1647966.000000000000,1747786.000000000000,1642746.000000000200,1651066.000000000200,1661625.999999999800,1661986.000000000000,10013180.000000000000
FS( 3 ),1647966.000000000000,1712946.000000000000,1613306.000000000000,1623766.000000000200,1661625.999999999800,1654706.000000000000,9914320.000000000000
FS( 4 ),1654086.000000000000,1643266.000000000000,1589385.999999999800,1651066.000000000200,1653526.000000000000,1678366.000000000000,9869700.000000000000
FS( 5 ),1709846.000000000000,1743105.999999999800,1666666.000000000000,1673166.000000000200,1668286.000000000000,1664326.000000000000,10125400.000000000000
FS( 6 ),1703726.000000000000,1763906.000000000200,1659306.000000000000,1651066.000000000200,1692586.000000000000,1647686.000000000000,10118280.000000000000
FS( 7 ),1709846.000000000000,1747786.000000000000,1674026.000000000000,1661466.000000000200,1700686.000000000000,1659646.000000000000,10153460.000000000000
FS( 8 ),1716306.000000000000,1757146.000000000000,1642746.000000000200,1678366.000000000200,1684485.999999999800,1645345.999999999800,10124400.000000000000
FS( 9 ),1722426.000000000000,1726986.000000000200,1659306.000000000000,1678366.000000000200,1684485.999999999800,1647686.000000000000,10119260.000000000000
FS( 10 ),1737726.000000000000,1757146.000000000000,1674026.000000000000,1678366.000000000200,1700686.000000000000,1626626.000000000000,10174580.000000000000
FS( 11 ),1744186.000000000000,1768586.000000000000,1642746.000000000200,1673166.000000000200,1668286.000000000000,1624026.000000000000,10121000.000000000000
FS( 12 ),1812186.000000000000,1750385.999999999800,1659306.000000000000,1673166.000000000200,1700686.000000000000,1645345.999999999800,10241080.000000000000
FS( 13 ),1812186.000000000000,1796666.000000000000,1681385.999999999800,1688766.000000000200,1708966.000000000200,1657306.000000000000,10345280.000000000000
FS( 14 ),1806066.000000000000,1782626.000000000000,1674026.000000000000,1705666.000000000200,1725166.000000000000,1664326.000000000000,10357880.000000000000
FS( 15 ),1803005.999999999800,1747786.000000000000,1705306.000000000000,1716066.000000000200,1725166.000000000000,1657306.000000000000,10354640.000000000000
FS( 16 ),1793826.000000000000,1761826.000000000000,1720026.000000000000,1731666.000000000000,1733266.000000000000,1678366.000000000000,10418980.000000000000
FS( 17 ),1806066.000000000000,1701506.000000000000,1734746.000000000200,1731666.000000000000,1700686.000000000000,1671345.999999999800,10346020.000000000000
FS( 18 ),1827826.000000000000,1712946.000000000000,1766026.000000000000,1738166.000000000200,1725166.000000000000,1676026.000000000000,10446160.000000000000
FS( 19 ),1846526.000000000000,1733746.000000000000,1749466.000000000200,1731666.000000000000,1717066.000000000000,1645345.999999999800,10423820.000000000000
FS( 20 ),1843466.000000000000,1729066.000000000200,1758666.000000000000,1731666.000000000000,1700686.000000000000,1676026.000000000000,10439580.000000000000
FS( 21 ),1843466.000000000000,1712946.000000000000,1773385.999999999800,1738166.000000000200,1708966.000000000200,1666666.000000000000,10443600.000000000000
FS( 22 ),1902286.000000000000,1724906.000000000200,1773385.999999999800,1731666.000000000000,1717066.000000000000,1676026.000000000000,10525340.000000000000
FS( 23 ),1908406.000000000000,1696826.000000000000,1766026.000000000000,1738166.000000000200,1717066.000000000000,1678366.000000000000,10504860.000000000000
FS( 24 ),1864886.000000000000,1701506.000000000000,1727385.999999999800,1731666.000000000000,1717066.000000000000,1683046.000000000000,10425560.000000000000
FS( 25 ),1886646.000000000000,1738426.000000000000,1758666.000000000000,1738166.000000000200,1708966.000000000200,1697346.000000000000,10528220.000000000000
FS( 26 ),1905346.000000000000,1763906.000000000200,1758666.000000000000,1748566.000000000200,1741366.000000000000,1718666.000000000000,10636520.000000000000
FS( 27 ),1954986.000000000000,1763906.000000000200,1780746.000000000200,1753766.000000000200,1717066.000000000000,1713726.000000000000,10684200.000000000000
FS( 28 ),1911466.000000000000,1791986.000000000200,1773385.999999999800,1748566.000000000200,1733266.000000000000,1702026.000000000000,10660700.000000000000
FS( 29 ),1936286.000000000000,1782626.000000000000,1758666.000000000000,1748566.000000000200,1749646.000000000000,1690325.999999999800,10666120.000000000000
FS( 30 ),1951926.000000000000,1789385.999999999800,1758666.000000000000,1748566.000000000200,1749646.000000000000,1718666.000000000000,10716860.000000000000
FS( 31 ),1945806.000000000000,1796666.000000000000,1749466.000000000200,1743366.000000000200,1749646.000000000000,1728026.000000000000,10712980.000000000000
FS( 32 ),1896166.000000000000,1757146.000000000000,1749466.000000000200,1738166.000000000200,1741366.000000000000,1721006.000000000000,10603320.000000000000
FS( 33 ),1967226.000000000000,1775866.000000000000,1742105.999999999800,1738166.000000000200,1741366.000000000000,1716325.999999999800,10681060.000000000000
FS( 34 ),1992046.000000000000,1785226.000000000000,1712666.000000000000,1726466.000000000200,1725166.000000000000,1706706.000000000200,10648280.000000000000
FS( 35 ),1982866.000000000200,1840866.000000000000,1749466.000000000200,1738166.000000000200,1741366.000000000000,1706706.000000000200,10759440.000000000000
FS( 36 ),2010746.000000000000,1840866.000000000000,1734746.000000000200,1731666.000000000000,1741366.000000000000,1718666.000000000000,10778060.000000000000
FS( 37 ),1988986.000000000000,1808105.999999999800,1727385.999999999800,1731666.000000000000,1741366.000000000000,1697346.000000000000,10694860.000000000000
FS( 38 ),1982866.000000000200,1873105.999999999800,1696105.999999999800,1710866.000000000200,1708966.000000000200,1680706.000000000200,10652620.000000000000
FS( 39 ),1954986.000000000000,1856986.000000000200,1712666.000000000000,1693966.000000000200,1733266.000000000000,1685646.000000000000,10637520.000000000000
FS( 40 ),1958046.000000000000,1838266.000000000200,1720026.000000000000,1699166.000000000000,1733266.000000000000,1685646.000000000000,10634420.000000000000
FS( 41 ),2020265.999999999800,1847626.000000000000,1712666.000000000000,1705666.000000000200,1765846.000000000200,1713726.000000000000,10765800.000000000000
FS( 42 ),2035566.000000000000,1836185.999999999800,1742105.999999999800,1710866.000000000200,1757746.000000000000,1704366.000000000000,10786840.000000000000
FS( 43 ),2051206.000000000000,1842946.000000000000,1758666.000000000000,1738166.000000000200,1757746.000000000000,1723346.000000000000,10872080.000000000000
FS( 44 ),2091326.000000000200,1877786.000000000000,1758666.000000000000,1721266.000000000200,1749646.000000000000,1704366.000000000000,10903060.000000000000
FS( 45 ),2097786.000000000000,1863746.000000000000,1780746.000000000200,1731666.000000000000,1773946.000000000000,1711386.000000000000,10959280.000000000000
FS( 46 ),2106966.000000000000,1879866.000000000000,1795466.000000000200,1731666.000000000000,1773946.000000000000,1730366.000000000000,11018280.000000000000
FS( 47 ),2128726.000000000000,1891826.000000000000,1826746.000000000200,1716066.000000000200,1773946.000000000000,1732706.000000000200,11070020.000000000000
FS( 48 ),2097786.000000000000,1868426.000000000000,1802825.999999999800,1705666.000000000200,1765846.000000000200,1716325.999999999800,10956880.000000000000
FS( 49 ),2168846.000000000000,1859066.000000000200,1795466.000000000200,1721266.000000000200,1765846.000000000200,1730366.000000000000,11040860.000000000000
FS( 50 ),2144026.000000000000,1882465.999999999800,1819385.999999999800,1710866.000000000200,1765846.000000000200,1728026.000000000000,11050620.000000000000
FS( 51 ),2137906.000000000000,1873105.999999999800,1848825.999999999800,1721266.000000000200,1765846.000000000200,1749346.000000000000,11096300.000000000000
FS( 52 ),2140966.000000000000,1863746.000000000000,1865385.999999999800,1726466.000000000200,1773946.000000000000,1742066.000000000200,11112580.000000000000
FS( 53 ),2137906.000000000000,1806026.000000000000,1872746.000000000200,1726466.000000000200,1773946.000000000000,1756366.000000000000,11073460.000000000000
