代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11227615.000000000000
真實報酬,1227615.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9854.338387274202
風險,125173.617980105440
起點值,0.078725361992
找到最佳解世代,1541
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,4
2325(16)[1],2412(24)[3],3008(41)[39],9999(49)[13],
Stock#,2325(16)[1],2412(24)[3],3008(41)[39],9999(49)[13],
張數,78,28,0,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,17260.000000000000,1840.000000000000,2500000.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2475820.000000000000,2528280.000000000000,2500000.000000000000,2500000.000000000000,10004100.000000000000
FS( 3 ),2402500.000000000000,2538360.000000000000,2500000.000000000000,2500000.000000000000,9940860.000000000000
FS( 4 ),2367400.000000000000,2520440.000000000000,2500000.000000000000,2500000.000000000000,9887840.000000000000
FS( 5 ),2343220.000000000000,2505040.000000000500,2500000.000000000000,2500000.000000000000,9848260.000000000000
FS( 6 ),2409520.000000000000,2510360.000000000000,2500000.000000000000,2500000.000000000000,9919880.000000000000
FS( 7 ),2440720.000000000000,2522960.000000000500,2500000.000000000000,2500000.000000000000,9963680.000000000000
FS( 8 ),2447740.000000000000,2530800.000000000000,2500000.000000000000,2500000.000000000000,9978540.000000000000
FS( 9 ),2500000.000000000000,2515400.000000000000,2500000.000000000000,2500000.000000000000,10015400.000000000000
FS( 10 ),2528079.999999999500,2492440.000000000000,2500000.000000000000,2500000.000000000000,10020520.000000000000
FS( 11 ),2478940.000000000000,2489920.000000000000,2500000.000000000000,2500000.000000000000,9968860.000000000000
FS( 12 ),2388460.000000000000,2515400.000000000000,2500000.000000000000,2500000.000000000000,9903860.000000000000
FS( 13 ),2325280.000000000000,2515400.000000000000,2500000.000000000000,2500000.000000000000,9840680.000000000000
FS( 14 ),2374420.000000000000,2502520.000000000500,2500000.000000000000,2500000.000000000000,9876940.000000000000
FS( 15 ),2353360.000000000000,2492440.000000000000,2500000.000000000000,2500000.000000000000,9845800.000000000000
FS( 16 ),2587360.000000000500,2431120.000000000000,2500000.000000000000,2500000.000000000000,10018480.000000000000
FS( 17 ),2813560.000000000000,2436159.999999999500,2500000.000000000000,2500000.000000000000,10249720.000000000000
FS( 18 ),2666920.000000000000,2431120.000000000000,2500000.000000000000,2500000.000000000000,10098040.000000000000
FS( 19 ),2792500.000000000000,2456600.000000000000,2500000.000000000000,2500000.000000000000,10249100.000000000000
FS( 20 ),2772220.000000000000,2456600.000000000000,2500000.000000000000,2500000.000000000000,10228820.000000000000
FS( 21 ),2806539.999999999500,2525480.000000000000,2500000.000000000000,2500000.000000000000,10332020.000000000000
FS( 22 ),2768320.000000000500,2489920.000000000000,2500000.000000000000,2500000.000000000000,10258240.000000000000
FS( 23 ),2779239.999999999500,2479560.000000000000,2500000.000000000000,2500000.000000000000,10258800.000000000000
FS( 24 ),2858800.000000000000,2487400.000000000000,2500000.000000000000,2500000.000000000000,10346200.000000000000
FS( 25 ),2841640.000000000000,2492440.000000000000,2500000.000000000000,2500000.000000000000,10334080.000000000000
FS( 26 ),2876739.999999999500,2492440.000000000000,2500000.000000000000,2500000.000000000000,10369180.000000000000
FS( 27 ),2925100.000000000000,2466960.000000000500,2500000.000000000000,2500000.000000000000,10392060.000000000000
FS( 28 ),2974239.999999999500,2492440.000000000000,2500000.000000000000,2500000.000000000000,10466680.000000000000
FS( 29 ),2995300.000000000000,2492440.000000000000,2500000.000000000000,2500000.000000000000,10487740.000000000000
FS( 30 ),2998420.000000000000,2505040.000000000500,2500000.000000000000,2500000.000000000000,10503460.000000000000
FS( 31 ),2943039.999999999500,2505040.000000000500,2500000.000000000000,2500000.000000000000,10448080.000000000000
FS( 32 ),2953180.000000000000,2515400.000000000000,2500000.000000000000,2500000.000000000000,10468580.000000000000
FS( 33 ),2984380.000000000000,2515400.000000000000,2500000.000000000000,2500000.000000000000,10499780.000000000000
FS( 34 ),2957079.999999999500,2517920.000000000000,2500000.000000000000,2500000.000000000000,10475000.000000000000
FS( 35 ),3026500.000000000000,2517920.000000000000,2500000.000000000000,2500000.000000000000,10544420.000000000000
FS( 36 ),2907940.000000000500,2492440.000000000000,2500000.000000000000,2500000.000000000000,10400380.000000000000
FS( 37 ),2890780.000000000500,2512880.000000000000,2500000.000000000000,2500000.000000000000,10403660.000000000000
FS( 38 ),2730100.000000000000,2497480.000000000000,2500000.000000000000,2500000.000000000000,10227580.000000000000
FS( 39 ),2666920.000000000000,2507840.000000000000,2500000.000000000000,2500000.000000000000,10174760.000000000000
FS( 40 ),2772220.000000000000,2505040.000000000500,2500000.000000000000,2500000.000000000000,10277260.000000000000
FS( 41 ),2865820.000000000500,2525480.000000000000,2500000.000000000000,2500000.000000000000,10391300.000000000000
FS( 42 ),2865820.000000000500,2522960.000000000500,2500000.000000000000,2500000.000000000000,10388780.000000000000
FS( 43 ),2831500.000000000000,2530800.000000000000,2500000.000000000000,2500000.000000000000,10362300.000000000000
FS( 44 ),2799520.000000000000,2520440.000000000000,2500000.000000000000,2500000.000000000000,10319960.000000000000
FS( 45 ),2782360.000000000500,2520440.000000000000,2500000.000000000000,2500000.000000000000,10302800.000000000000
FS( 46 ),2799520.000000000000,2517920.000000000000,2500000.000000000000,2500000.000000000000,10317440.000000000000
FS( 47 ),2824480.000000000500,2517920.000000000000,2500000.000000000000,2500000.000000000000,10342400.000000000000
FS( 48 ),2848659.999999999500,2530800.000000000000,2500000.000000000000,2500000.000000000000,10379460.000000000000
FS( 49 ),2824480.000000000500,2528280.000000000000,2500000.000000000000,2500000.000000000000,10352760.000000000000
FS( 50 ),2858800.000000000000,2528280.000000000000,2500000.000000000000,2500000.000000000000,10387080.000000000000
FS( 51 ),2974239.999999999500,2538360.000000000000,2500000.000000000000,2500000.000000000000,10512600.000000000000
FS( 52 ),3078760.000000000000,2522960.000000000500,2500000.000000000000,2500000.000000000000,10601720.000000000000
FS( 53 ),2988280.000000000500,2551240.000000000000,2500000.000000000000,2500000.000000000000,10539520.000000000000
FS( 54 ),3005440.000000000500,2556280.000000000000,2500000.000000000000,2500000.000000000000,10561720.000000000000
FS( 55 ),2991400.000000000500,2551240.000000000000,2500000.000000000000,2500000.000000000000,10542640.000000000000
FS( 56 ),2939140.000000000000,2553760.000000000000,2500000.000000000000,2500000.000000000000,10492900.000000000000
