代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13517280.000000000000
真實報酬,3517280.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29531.482261220703
風險,217058.254611727320
起點值,0.136053255906
找到最佳解世代,2120
找到最佳解實驗#,1
找到最佳解次數,30

投資組合檔數,4
1326(5)[2],2354(20)[6],3045(41)[5],8046(47)[20],
Stock#,1326(5)[2],2354(20)[6],3045(41)[5],8046(47)[20],
張數,70,48,70,31,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,32500.000000000000,160.000000000000,12200.000000000466,35190.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2562300.000000000000,2456320.000000000000,2475500.000000000000,2488530.000000000000,9982650.000000000000
FS( 3 ),2567200.000000000500,2415520.000000000000,2470600.000000000000,2580290.000000000000,10033610.000000000000
FS( 4 ),2595899.999999999500,2360320.000000000000,2495100.000000000500,2591760.000000000000,10043080.000000000000
FS( 5 ),2605700.000000000000,2316640.000000000000,2485300.000000000500,2534410.000000000500,9942050.000000000000
FS( 6 ),2735200.000000000000,2430400.000000000500,2475500.000000000000,2557350.000000000000,10198450.000000000000
FS( 7 ),2721200.000000000000,2392480.000000000000,2480400.000000000500,2522940.000000000000,10117020.000000000000
FS( 8 ),2768800.000000000000,2447680.000000000000,2553900.000000000900,2580290.000000000000,10350670.000000000000
FS( 9 ),2812200.000000000500,2415520.000000000000,2574200.000000000500,2614699.999999999500,10416620.000000000000
FS( 10 ),2745000.000000000000,2378080.000000000000,2549000.000000000500,2626170.000000000000,10298250.000000000000
FS( 11 ),2691800.000000000000,2360320.000000000000,2500000.000000000000,2580290.000000000000,10132410.000000000000
FS( 12 ),2644200.000000000500,2371840.000000000000,2524500.000000000500,2603230.000000000000,10143770.000000000000
FS( 13 ),2595899.999999999500,2354559.999999999500,2539200.000000000500,2626170.000000000000,10115830.000000000000
FS( 14 ),2605700.000000000000,2340160.000000000000,2509800.000000000500,2694989.999999999500,10150650.000000000000
FS( 15 ),2764600.000000000000,2380960.000000000000,2500000.000000000000,2717930.000000000500,10363490.000000000000
FS( 16 ),2749900.000000000000,2383840.000000000000,2504900.000000000500,2717930.000000000500,10356570.000000000000
FS( 17 ),2706500.000000000000,2368960.000000000000,2519600.000000000500,2624620.000000000000,10219680.000000000000
FS( 18 ),2677799.999999999500,2375200.000000000000,2504900.000000000500,2549910.000000000500,10107810.000000000000
FS( 19 ),2773700.000000000000,2401120.000000000000,2529400.000000000900,2624620.000000000000,10328840.000000000000
FS( 20 ),2807300.000000000000,2444800.000000000000,2558800.000000000900,2711730.000000000000,10522630.000000000000
FS( 21 ),2807300.000000000000,2546559.999999999500,2558800.000000000900,2823949.999999999500,10736610.000000000000
FS( 22 ),2793299.999999999500,2523520.000000000000,2534300.000000000500,2811550.000000000000,10662670.000000000000
FS( 23 ),2754800.000000000000,2523520.000000000000,2529400.000000000900,2873859.999999999500,10681580.000000000000
FS( 24 ),2788399.999999999500,2575840.000000000000,2569300.000000000500,3060480.000000000000,10994020.000000000000
FS( 25 ),2778600.000000000000,2584480.000000000000,2553900.000000000900,2985770.000000000500,10902750.000000002000
FS( 26 ),2845799.999999999500,2593120.000000000000,2574200.000000000500,3097680.000000000500,11110800.000000000000
FS( 27 ),2845799.999999999500,2633919.999999999500,2558800.000000000900,3022969.999999999500,11061490.000000000000
FS( 28 ),2971100.000000000000,2619520.000000000000,2563700.000000000500,3048080.000000000000,11202400.000000000000
FS( 29 ),3038299.999999999500,2578720.000000000000,2563700.000000000500,3072880.000000000000,11253600.000000000000
FS( 30 ),3033399.999999999500,2625280.000000000000,2574200.000000000500,3085280.000000000000,11318160.000000000000
FS( 31 ),3024300.000000000000,2651680.000000000000,2569300.000000000500,3022969.999999999500,11268250.000000000000
FS( 32 ),3081700.000000000500,2628160.000000000000,2598700.000000000500,3060480.000000000000,11369040.000000000000
FS( 33 ),3071900.000000000000,2601760.000000000500,2770900.000000000500,3097680.000000000500,11542240.000000000000
FS( 34 ),3004700.000000000500,2631040.000000000000,2751300.000000000900,3022969.999999999500,11410010.000000000000
FS( 35 ),3048100.000000000000,2668960.000000000000,2731700.000000000500,2960969.999999999500,11409730.000000000000
FS( 36 ),3057900.000000000000,2636800.000000000000,2712100.000000000500,2911060.000000000000,11317860.000000000000
FS( 37 ),2966200.000000000000,2619520.000000000000,2805200.000000000500,2923460.000000000000,11314380.000000000000
FS( 38 ),2917900.000000000000,2613760.000000000500,2819900.000000000500,2861150.000000000000,11212710.000000000000
FS( 39 ),2917900.000000000000,2608000.000000000000,2933300.000000000500,2861150.000000000000,11320350.000000000000
FS( 40 ),2942400.000000000000,2572960.000000000000,2948000.000000000000,2749239.999999999500,11212600.000000000000
FS( 41 ),2956400.000000000000,2616640.000000000000,2948000.000000000000,2811550.000000000000,11332590.000000000000
FS( 42 ),3004700.000000000500,2654559.999999999500,2943100.000000000000,2811550.000000000000,11413910.000000000000
FS( 43 ),3048100.000000000000,2657439.999999999500,2913700.000000000500,2898660.000000000500,11517900.000000000000
FS( 44 ),2961300.000000000000,2608000.000000000000,2894100.000000000500,2749239.999999999500,11212640.000000000000
FS( 45 ),2971100.000000000000,2590240.000000000000,2869600.000000000500,2724440.000000000000,11155380.000000000000
FS( 46 ),3014500.000000000000,2636800.000000000000,2933300.000000000500,2898660.000000000500,11483260.000000000000
FS( 47 ),3062799.999999999500,2628160.000000000000,2957800.000000000500,2886260.000000000000,11535020.000000000000
FS( 48 ),3076800.000000000000,2601760.000000000500,2952900.000000000500,2873859.999999999500,11505320.000000000000
FS( 49 ),3101300.000000000000,2596000.000000000000,2978100.000000000000,2761640.000000000500,11437040.000000000000
FS( 50 ),3105500.000000000000,2706880.000000000500,2952900.000000000500,2749239.999999999500,11514520.000000000000
FS( 51 ),3048100.000000000000,2764960.000000000000,2938200.000000000500,2786440.000000000000,11537700.000000000000
FS( 52 ),3096400.000000000000,2910400.000000000500,2933300.000000000500,2724440.000000000000,11664540.000000000000
FS( 53 ),3158700.000000000000,3027040.000000000000,2968300.000000000500,2724440.000000000000,11878480.000000000000
FS( 54 ),3076800.000000000000,3012160.000000000000,2928400.000000000500,2749239.999999999500,11766600.000000000000
FS( 55 ),3043200.000000000000,3085120.000000000000,2963400.000000000500,2736840.000000000000,11828560.000000000000
FS( 56 ),3057900.000000000000,3055840.000000000000,2963400.000000000500,2749239.999999999500,11826380.000000000000
FS( 57 ),3110400.000000000000,3041439.999999999500,2943100.000000000000,2699330.000000000000,11794270.000000000000
FS( 58 ),2994900.000000000000,3055840.000000000000,2948000.000000000000,2599820.000000000000,11598560.000000000000
FS( 59 ),3038299.999999999500,3259840.000000000000,2889200.000000000500,2674530.000000000000,11861870.000000000000
FS( 60 ),3153800.000000000000,3390880.000000000500,2908800.000000000900,2637330.000000000000,12090810.000000000000
FS( 61 ),3105500.000000000000,3361600.000000000000,2928400.000000000500,2587420.000000000000,11982920.000000000000
FS( 62 ),3019400.000000000000,3332320.000000000000,2943100.000000000000,2612219.999999999500,11907040.000000000000
FS( 63 ),2999800.000000000000,3288640.000000000500,2894100.000000000500,2599820.000000000000,11782360.000000000000
FS( 64 ),2990000.000000000000,3216160.000000000000,2894100.000000000500,2599820.000000000000,11700080.000000000000
FS( 65 ),2985799.999999999500,3186880.000000000500,2884300.000000000500,2562620.000000000000,11619600.000000000000
FS( 66 ),2971100.000000000000,3186880.000000000500,2933300.000000000500,2482949.999999999500,11574230.000000000000
FS( 67 ),3053000.000000000000,3244959.999999999500,2963400.000000000500,2475199.999999999500,11736560.000000000000
FS( 68 ),3024300.000000000000,3201280.000000000000,2952900.000000000500,2487910.000000000500,11666390.000000000000
FS( 69 ),3091500.000000000000,3216160.000000000000,2957800.000000000500,2475199.999999999500,11740660.000000000000
FS( 70 ),3134900.000000000000,3230559.999999999500,2978100.000000000000,2537510.000000000000,11881070.000000000000
FS( 71 ),3177600.000000000000,3405280.000000000000,2957800.000000000500,2500310.000000000000,12040990.000000000000
FS( 72 ),3207000.000000000000,3376000.000000000000,3036900.000000000900,2515190.000000000000,12135090.000000000000
FS( 73 ),3279100.000000000500,3419679.999999999500,3012400.000000000500,2520150.000000000000,12231330.000000000000
FS( 74 ),3249700.000000000500,3405280.000000000000,3007500.000000000000,2537510.000000000000,12199990.000000000000
FS( 75 ),3389700.000000000500,3448959.999999999500,3017300.000000000500,2599820.000000000000,12455780.000000000000
FS( 76 ),3341400.000000000000,3361600.000000000000,3007500.000000000000,2686930.000000000500,12397430.000000000000
FS( 77 ),3302900.000000000000,3405280.000000000000,3051600.000000000500,2674530.000000000000,12434310.000000000000
FS( 78 ),3259500.000000000000,3405280.000000000000,2983000.000000000000,2699330.000000000000,12347110.000000000000
FS( 79 ),3240600.000000000000,3419679.999999999500,2987900.000000000500,2674530.000000000000,12322710.000000000000
FS( 80 ),3230799.999999999500,3405280.000000000000,2992800.000000000500,2649730.000000000000,12278610.000000000000
FS( 81 ),3302900.000000000000,3376000.000000000000,2992800.000000000500,2674530.000000000000,12346230.000000000000
FS( 82 ),3331600.000000000500,3347200.000000000000,2992800.000000000500,2686930.000000000500,12358530.000000000000
FS( 83 ),3302900.000000000000,3332320.000000000000,2992800.000000000500,2848750.000000000000,12476770.000000000000
FS( 84 ),3192300.000000000000,3230559.999999999500,2968300.000000000500,2848750.000000000000,12239910.000000000000
FS( 85 ),3225899.999999999500,3274240.000000000000,2992800.000000000500,2886260.000000000000,12379200.000000000000
FS( 86 ),3302900.000000000000,3230559.999999999500,3012400.000000000500,2873859.999999999500,12419720.000000000000
FS( 87 ),3293100.000000000000,3230559.999999999500,3027100.000000000500,2935859.999999999500,12486620.000000000000
FS( 88 ),3284000.000000000000,3230559.999999999500,2992800.000000000500,2923460.000000000000,12430820.000000000000
FS( 89 ),3293100.000000000000,3244959.999999999500,2943100.000000000000,2823949.999999999500,12305110.000000000000
