代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11677190.000000000000
真實報酬,1677190.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14262.677140369127
風險,72277.008119202510
起點值,0.197333529867
找到最佳解世代,1929
找到最佳解實驗#,50
找到最佳解次數,1

投資組合檔數,8
2324(16)[4],2325(17)[16],2474(27)[2],2887(37)[11],2892(40)[3],3045(43)[8],4904(45)[9],5880(47)[1],
Stock#,2324(16)[4],2325(17)[16],2474(27)[2],2887(37)[11],2892(40)[3],3045(43)[8],4904(45)[9],5880(47)[1],
張數,71,27,5,114,78,12,18,96,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,2530.000000000000,8540.000000000233,156149.999999999770,9679.999999999767,14480.000000000000,58160.000000000000,21680.000000000000,80.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1250000.000000000000,1246220.000000000200,1242699.999999999800,1250000.000000000000,1257020.000000000000,1272799.999999999800,1268720.000000000000,1250000.000000000000,10037460.000000000000
FS( 3 ),1259940.000000000000,1256480.000000000200,1230599.999999999500,1261399.999999999800,1267940.000000000000,1284200.000000000000,1277360.000000000000,1258640.000000000000,10096560.000000000000
FS( 4 ),1256390.000000000000,1250000.000000000000,1237849.999999999800,1265959.999999999800,1267940.000000000000,1267160.000000000000,1277360.000000000000,1258640.000000000000,10081300.000000000000
FS( 5 ),1250000.000000000000,1242170.000000000000,1242699.999999999800,1255699.999999999800,1264040.000000000000,1261400.000000000000,1275559.999999999800,1258640.000000000000,10050210.000000000000
FS( 6 ),1252840.000000000000,1246220.000000000200,1237849.999999999800,1245439.999999999800,1267940.000000000000,1261400.000000000000,1273939.999999999800,1263440.000000000200,10049070.000000000000
FS( 7 ),1250000.000000000000,1250000.000000000000,1216049.999999999500,1261399.999999999800,1271060.000000000000,1278560.000000000000,1275559.999999999800,1267279.999999999800,10069909.999999998000
FS( 8 ),1239350.000000000200,1261880.000000000500,1196649.999999999800,1265959.999999999800,1274960.000000000000,1272799.999999999800,1275559.999999999800,1272080.000000000000,10059240.000000000000
FS( 9 ),1256390.000000000000,1260530.000000000200,1203899.999999999800,1265959.999999999800,1274960.000000000000,1284200.000000000000,1284200.000000000000,1272080.000000000000,10102220.000000000000
FS( 10 ),1273429.999999999800,1251350.000000000200,1218449.999999999800,1255699.999999999800,1267940.000000000000,1278560.000000000000,1292660.000000000000,1263440.000000000200,10101530.000000000000
FS( 11 ),1273429.999999999800,1254050.000000000200,1237849.999999999800,1255699.999999999800,1271060.000000000000,1284200.000000000000,1287620.000000000000,1258640.000000000000,10122550.000000000000
FS( 12 ),1269880.000000000200,1251350.000000000200,1230599.999999999500,1261399.999999999800,1267940.000000000000,1278560.000000000000,1291040.000000000000,1258640.000000000000,10109410.000000000000
