代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11273390.000000000000
真實報酬,1273390.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11416.610798378240
風險,131627.666816462470
起點值,0.086734127213
找到最佳解世代,1632
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1216(2)[2],2301(13)[12],2412(27)[1],3008(42)[4],9999(50)[26],
Stock#,1216(2)[2],2301(13)[12],2412(27)[1],3008(42)[4],9999(50)[26],
張數,63,77,29,4,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,24320.000000000000,24950.000000000000,61060.000000000000,208880.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1970390.000000000000,2000000.000000000000,2006380.000000000000,1913320.000000000000,2000000.000000000000,9890090.000000000000
FS( 3 ),2008820.000000000000,2024639.999999999800,2014790.000000000000,1942200.000000000000,2000000.000000000000,9990450.000000000000
FS( 4 ),1957160.000000000000,1978440.000000000000,1993620.000000000000,1931400.000000000000,2000000.000000000000,9860620.000000000000
FS( 5 ),2057960.000000000000,2003080.000000000000,2006380.000000000000,1918760.000000000000,2000000.000000000000,9986180.000000000000
FS( 6 ),2025830.000000000000,1943790.000000000200,1987240.000000000000,1945840.000000000000,2000000.000000000000,9902700.000000000000
FS( 7 ),2066780.000000000000,1981520.000000000000,1970130.000000000000,1978320.000000000000,2000000.000000000000,9996750.000000000000
FS( 8 ),2021420.000000000000,1967660.000000000000,1982890.000000000000,1913320.000000000000,2000000.000000000000,9885290.000000000000
FS( 9 ),2036540.000000000000,1978440.000000000000,1982890.000000000000,1888040.000000000000,2000000.000000000000,9885910.000000000000
FS( 10 ),1993700.000000000000,1965349.999999999800,2012759.999999999800,2005400.000000000000,2000000.000000000000,9977210.000000000000
FS( 11 ),1965980.000000000000,1919150.000000000000,1989269.999999999800,2028880.000000000000,2000000.000000000000,9903280.000000000000
FS( 12 ),1965980.000000000000,1994609.999999999800,2004350.000000000200,2155280.000000000000,2000000.000000000000,10120220.000000000000
FS( 13 ),1998110.000000000000,1938400.000000000000,1989269.999999999800,2176960.000000000000,2000000.000000000000,10102740.000000000000
FS( 14 ),1998110.000000000000,1938400.000000000000,2000000.000000000000,2223880.000000000000,2000000.000000000000,10160390.000000000000
FS( 15 ),1991810.000000000000,1929929.999999999800,2012759.999999999800,2238320.000000000000,2000000.000000000000,10172820.000000000000
FS( 16 ),1989290.000000000000,1884500.000000000000,2010730.000000000000,2216680.000000000000,2000000.000000000000,10101200.000000000000
FS( 17 ),1972280.000000000000,1857550.000000000200,2012759.999999999800,2245560.000000000000,2000000.000000000000,10088150.000000000000
FS( 18 ),1959680.000000000000,1859859.999999999800,2008410.000000000200,2256400.000000000000,2000000.000000000000,10084350.000000000000
FS( 19 ),1974800.000000000000,1889889.999999999800,2002030.000000000200,2220280.000000000000,2000000.000000000000,10087000.000000000000
FS( 20 ),2053550.000000000000,1965349.999999999800,2002030.000000000200,2314160.000000000000,2000000.000000000000,10335090.000000000000
FS( 21 ),1998110.000000000000,2051590.000000000000,1982890.000000000000,2249160.000000000000,2000000.000000000000,10281750.000000000000
FS( 22 ),1948970.000000000000,2083930.000000000000,1987240.000000000000,2245560.000000000000,2000000.000000000000,10265700.000000000000
FS( 23 ),1946450.000000000000,2000000.000000000000,1982890.000000000000,2140840.000000000000,2000000.000000000000,10070180.000000000000
FS( 24 ),1940150.000000000000,1962270.000000000000,1976509.999999999800,2119160.000000000000,2000000.000000000000,9998090.000000000000
FS( 25 ),2015120.000000000200,1954570.000000000000,1982890.000000000000,2198600.000000000000,2000000.000000000000,10151180.000000000000
FS( 26 ),2006930.000000000000,1965349.999999999800,1997680.000000000200,2256400.000000000000,2000000.000000000000,10226360.000000000000
FS( 27 ),2013230.000000000000,2000000.000000000000,2000000.000000000000,2245560.000000000000,2000000.000000000000,10258790.000000000000
FS( 28 ),2013230.000000000000,1962270.000000000000,1987240.000000000000,2234720.000000000000,2000000.000000000000,10197460.000000000000
FS( 29 ),2042840.000000000000,2013859.999999999800,2004350.000000000200,2278040.000000000000,2000000.000000000000,10339090.000000000000
FS( 30 ),2032130.000000000200,1992300.000000000200,1993620.000000000000,2267240.000000000000,2000000.000000000000,10285290.000000000000
FS( 31 ),2006930.000000000000,1997690.000000000000,1991300.000000000000,2263600.000000000000,2000000.000000000000,10259520.000000000000
FS( 32 ),2034650.000000000000,1992300.000000000200,1989269.999999999800,2231120.000000000000,2000000.000000000000,10247340.000000000000
FS( 33 ),2034650.000000000000,2021560.000000000000,1984920.000000000200,2288880.000000000000,2000000.000000000000,10330010.000000000000
FS( 34 ),2062370.000000000200,2059290.000000000200,1997680.000000000200,2429720.000000000000,2000000.000000000000,10549060.000000000000
FS( 35 ),2060480.000000000000,2059290.000000000200,2002030.000000000200,2408040.000000000000,2000000.000000000000,10529840.000000000000
FS( 36 ),2051660.000000000000,2078540.000000000200,2014790.000000000000,2455000.000000000000,2000000.000000000000,10599990.000000000000
FS( 37 ),2023940.000000000000,2062370.000000000000,2019140.000000000000,2393600.000000000000,2000000.000000000000,10499050.000000000000
FS( 38 ),1993700.000000000000,2024639.999999999800,2010730.000000000000,2418880.000000000000,2000000.000000000000,10447950.000000000000
FS( 39 ),1959680.000000000000,1997690.000000000000,2008410.000000000200,2371960.000000000000,2000000.000000000000,10337740.000000000000
FS( 40 ),1978580.000000000000,2016170.000000000000,2025519.999999999800,2306960.000000000000,2000000.000000000000,10327230.000000000000
FS( 41 ),1978580.000000000000,2016170.000000000000,2046980.000000000000,2418880.000000000000,2000000.000000000000,10460610.000000000000
FS( 42 ),1974800.000000000000,1956880.000000000000,2042630.000000000000,2393600.000000000000,2000000.000000000000,10367910.000000000000
FS( 43 ),2064260.000000000000,2035420.000000000000,2068150.000000000000,2440560.000000000000,2000000.000000000000,10608390.000000000000
FS( 44 ),2047250.000000000000,2051590.000000000000,2066120.000000000000,2400840.000000000000,2000000.000000000000,10565800.000000000000
FS( 45 ),2107100.000000000000,2083930.000000000000,2083230.000000000000,2390000.000000000000,2000000.000000000000,10664260.000000000000
FS( 46 ),2105210.000000000000,2073150.000000000200,2089610.000000000200,2397240.000000000000,2000000.000000000000,10665210.000000000000
FS( 47 ),2135449.999999999500,2091629.999999999800,2091640.000000000000,2382760.000000000000,2000000.000000000000,10701480.000000000000
FS( 48 ),2161280.000000000000,2100100.000000000000,2093959.999999999800,2310560.000000000000,2000000.000000000000,10665900.000000000000
FS( 49 ),2146160.000000000000,2086240.000000000000,2098310.000000000000,2285280.000000000000,2000000.000000000000,10615990.000000000000
FS( 50 ),2180180.000000000000,2094709.999999999800,2102370.000000000000,2270840.000000000000,2000000.000000000000,10648100.000000000000
FS( 51 ),2152460.000000000000,2100100.000000000000,2098310.000000000000,2303320.000000000000,2000000.000000000000,10654190.000000000000
FS( 52 ),2137340.000000000000,2059290.000000000200,2059740.000000000000,2310560.000000000000,2000000.000000000000,10566930.000000000000
FS( 53 ),2132930.000000000000,2067760.000000000200,2064089.999999999800,2353880.000000000000,2000000.000000000000,10618660.000000000000
FS( 54 ),2132930.000000000000,2080850.000000000000,2064089.999999999800,2296120.000000000000,2000000.000000000000,10573990.000000000000
FS( 55 ),2158760.000000000000,2075459.999999999800,2090189.999999999800,2278040.000000000000,2000000.000000000000,10602450.000000000000
FS( 56 ),2103320.000000000000,2024639.999999999800,2088160.000000000200,2281680.000000000000,2000000.000000000000,10497800.000000000000
FS( 57 ),2115920.000000000500,2059290.000000000200,2092509.999999999800,2328600.000000000000,2000000.000000000000,10596320.000000000000
FS( 58 ),2114030.000000000000,2080850.000000000000,2092509.999999999800,2339440.000000000000,2000000.000000000000,10626830.000000000000
FS( 59 ),2105210.000000000000,2005389.999999999800,2085839.999999999800,2306960.000000000000,2000000.000000000000,10503400.000000000000
FS( 60 ),2083789.999999999800,2064679.999999999800,2074530.000000000200,2335840.000000000000,2000000.000000000000,10558840.000000000000
FS( 61 ),2124740.000000000000,2008470.000000000200,2081199.999999999800,2353880.000000000000,2000000.000000000000,10568290.000000000000
FS( 62 ),2114030.000000000000,1992300.000000000200,2063220.000000000000,2364720.000000000000,2000000.000000000000,10534270.000000000000
FS( 63 ),2135449.999999999500,2064679.999999999800,2058580.000000000000,2415280.000000000000,2000000.000000000000,10673990.000000000000
FS( 64 ),2167580.000000000000,2053900.000000000000,2065250.000000000000,2426120.000000000000,2000000.000000000000,10712850.000000000000
FS( 65 ),2184590.000000000000,2059290.000000000200,2101790.000000000000,2429720.000000000000,2000000.000000000000,10775390.000000000000
FS( 66 ),2244440.000000000500,2105490.000000000000,2076850.000000000200,2458600.000000000000,2000000.000000000000,10885380.000000000000
FS( 67 ),2253260.000000000000,2064679.999999999800,2090189.999999999800,2447760.000000000000,2000000.000000000000,10855890.000000000000
FS( 68 ),2296100.000000000000,2051590.000000000000,2090189.999999999800,2346680.000000000000,2000000.000000000000,10784560.000000000000
FS( 69 ),2343350.000000000000,2068530.000000000000,2078880.000000000000,2364720.000000000000,2000000.000000000000,10855480.000000000000
FS( 70 ),2364770.000000000000,2094709.999999999800,2069890.000000000000,2368320.000000000000,2000000.000000000000,10897690.000000000000
FS( 71 ),2412020.000000000000,2100870.000000000000,2097150.000000000000,2472400.000000000000,2000000.000000000000,11082440.000000000000
FS( 72 ),2369810.000000000000,2106260.000000000000,2099470.000000000000,2442680.000000000000,2000000.000000000000,11018220.000000000000
FS( 73 ),2350910.000000000000,2100870.000000000000,2101790.000000000000,2476120.000000000000,2000000.000000000000,11029690.000000000000
FS( 74 ),2397530.000000000000,2112420.000000000000,2106140.000000000000,2491000.000000000000,2000000.000000000000,11107090.000000000000
FS( 75 ),2360360.000000000000,2100870.000000000000,2115130.000000000000,2468680.000000000000,2000000.000000000000,11045040.000000000000
FS( 76 ),2360360.000000000000,2089320.000000000000,2110780.000000000000,2502120.000000000000,2000000.000000000000,11062580.000000000000
FS( 77 ),2327600.000000000000,2060060.000000000000,2101790.000000000000,2494720.000000000000,2000000.000000000000,10984170.000000000000
FS( 78 ),2323190.000000000500,2054670.000000000000,2094830.000000000000,2494720.000000000000,2000000.000000000000,10967410.000000000000
FS( 79 ),2412020.000000000000,2106260.000000000000,2108460.000000000000,2494720.000000000000,2000000.000000000000,11121460.000000000000
FS( 80 ),2412020.000000000000,2100870.000000000000,2113100.000000000000,2491000.000000000000,2000000.000000000000,11116990.000000000000
FS( 81 ),2393120.000000000000,2100870.000000000000,2115130.000000000000,2491000.000000000000,2000000.000000000000,11100120.000000000000
FS( 82 ),2412020.000000000000,2083160.000000000000,2103820.000000000000,2498400.000000000000,2000000.000000000000,11097400.000000000000
FS( 83 ),2353430.000000000000,2071609.999999999800,2103820.000000000000,2576480.000000000000,2000000.000000000000,11105340.000000000000
FS( 84 ),2278460.000000000000,2046200.000000000000,2101790.000000000000,2509560.000000000000,2000000.000000000000,10936010.000000000000
FS( 85 ),2271530.000000000000,2040040.000000000200,2106140.000000000000,2524440.000000000000,2000000.000000000000,10942150.000000000000
FS( 86 ),2267120.000000000000,2036960.000000000000,2113100.000000000000,2513280.000000000000,2000000.000000000000,10930460.000000000000
FS( 87 ),2264600.000000000000,2114730.000000000000,2113100.000000000000,2524440.000000000000,2000000.000000000000,11016870.000000000000
FS( 88 ),2236250.000000000000,2094709.999999999800,2103820.000000000000,2598760.000000000000,2000000.000000000000,11033540.000000000000
FS( 89 ),2231840.000000000000,2100870.000000000000,2101790.000000000000,2569040.000000000000,2000000.000000000000,11003540.000000000000
FS( 90 ),2215460.000000000000,2071609.999999999800,2101790.000000000000,2583920.000000000000,2000000.000000000000,10972780.000000000000
FS( 91 ),2269010.000000000000,2063139.999999999800,2110780.000000000000,2595040.000000000000,2000000.000000000000,11037970.000000000000
FS( 92 ),2257670.000000000500,2100870.000000000000,2113100.000000000000,2598760.000000000000,2000000.000000000000,11070400.000000000000
FS( 93 ),2297360.000000000000,2100870.000000000000,2115130.000000000000,2639640.000000000000,2000000.000000000000,11153000.000000000000
FS( 94 ),2297360.000000000000,2100870.000000000000,2115130.000000000000,2595040.000000000000,2000000.000000000000,11108400.000000000000
FS( 95 ),2313740.000000000000,2100870.000000000000,2122090.000000000000,2628520.000000000000,2000000.000000000000,11165220.000000000000
FS( 96 ),2341460.000000000000,2112420.000000000000,2122090.000000000000,2606200.000000000000,2000000.000000000000,11182170.000000000000
FS( 97 ),2383670.000000000500,2135520.000000000000,2147030.000000000000,2632240.000000000000,2000000.000000000000,11298460.000000000000
FS( 98 ),2360360.000000000000,2140910.000000000000,2158339.999999999500,2661960.000000000000,2000000.000000000000,11321570.000000000000
FS( 99 ),2374219.999999999500,2123970.000000000000,2158339.999999999500,2658240.000000000000,2000000.000000000000,11314770.000000000000
FS( 100 ),2388710.000000000000,2158620.000000000000,2174290.000000000000,2647080.000000000000,2000000.000000000000,11368700.000000000000
FS( 101 ),2369810.000000000000,2129360.000000000000,2158339.999999999500,2639640.000000000000,2000000.000000000000,11297150.000000000000
FS( 102 ),2369810.000000000000,2140910.000000000000,2169649.999999999500,2635960.000000000000,2000000.000000000000,11316330.000000000000
FS( 103 ),2379260.000000000000,2160930.000000000000,2167330.000000000000,2632240.000000000000,2000000.000000000000,11339760.000000000000
FS( 104 ),2406980.000000000000,2175560.000000000000,2174290.000000000000,2572760.000000000000,2000000.000000000000,11329590.000000000000
FS( 105 ),2439740.000000000000,2169400.000000000500,2174290.000000000000,2424080.000000000000,2000000.000000000000,11207510.000000000000
FS( 106 ),2439740.000000000000,2155540.000000000000,2185600.000000000000,2464960.000000000000,2000000.000000000000,11245840.000000000000
FS( 107 ),2453600.000000000000,2207130.000000000000,2189950.000000000000,2464960.000000000000,2000000.000000000000,11315640.000000000000
FS( 108 ),2425880.000000000000,2198660.000000000000,2176610.000000000000,2412920.000000000000,2000000.000000000000,11214070.000000000000
FS( 109 ),2416430.000000000000,2187110.000000000000,2180959.999999999500,2476120.000000000000,2000000.000000000000,11260620.000000000000
FS( 110 ),2374219.999999999500,2158620.000000000000,2165010.000000000000,2483560.000000000000,2000000.000000000000,11181410.000000000000
FS( 111 ),2412020.000000000000,2140910.000000000000,2169649.999999999500,2476120.000000000000,2000000.000000000000,11198700.000000000000
FS( 112 ),2402570.000000000000,2167090.000000000000,2169649.999999999500,2531880.000000000000,2000000.000000000000,11271190.000000000000
FS( 113 ),2420840.000000000000,2172480.000000000000,2162980.000000000000,2483560.000000000000,2000000.000000000000,11239860.000000000000
FS( 114 ),2476910.000000000000,2204050.000000000000,2183280.000000000500,2446400.000000000000,2000000.000000000000,11310640.000000000000
FS( 115 ),2397530.000000000000,2187110.000000000000,2178640.000000000000,2479840.000000000000,2000000.000000000000,11243120.000000000000
FS( 116 ),2420840.000000000000,2215600.000000000000,2165010.000000000000,2483560.000000000000,2000000.000000000000,11285010.000000000000
FS( 117 ),2444150.000000000000,2180950.000000000000,2149350.000000000000,2487280.000000000000,2000000.000000000000,11261730.000000000000
FS( 118 ),2453600.000000000000,2187110.000000000000,2153700.000000000000,2502120.000000000000,2000000.000000000000,11296530.000000000000
FS( 119 ),2449190.000000000500,2213290.000000000000,2142390.000000000000,2468680.000000000000,2000000.000000000000,11273550.000000000000
FS( 120 ),2435330.000000000000,2187110.000000000000,2156020.000000000000,2479840.000000000000,2000000.000000000000,11258300.000000000000
FS( 121 ),2453600.000000000000,2187110.000000000000,2147030.000000000000,2457520.000000000000,2000000.000000000000,11245260.000000000000
FS( 122 ),2430290.000000000000,2175560.000000000000,2149350.000000000000,2424080.000000000000,2000000.000000000000,11179280.000000000000
FS( 123 ),2420840.000000000000,2187110.000000000000,2151670.000000000000,2412920.000000000000,2000000.000000000000,11172540.000000000000
FS( 124 ),2406980.000000000000,2204050.000000000000,2151670.000000000000,2409200.000000000000,2000000.000000000000,11171900.000000000000
FS( 125 ),2420840.000000000000,2175560.000000000000,2147030.000000000000,2420360.000000000000,2000000.000000000000,11163790.000000000000
FS( 126 ),2379260.000000000000,2164010.000000000000,2135720.000000000000,2498400.000000000000,2000000.000000000000,11177390.000000000000
FS( 127 ),2388710.000000000000,2158620.000000000000,2124410.000000000500,2476120.000000000000,2000000.000000000000,11147860.000000000000
FS( 128 ),2393120.000000000000,2164010.000000000000,2142390.000000000000,2513280.000000000000,2000000.000000000000,11212800.000000000000
FS( 129 ),2435330.000000000000,2169400.000000000500,2138040.000000000000,2520720.000000000000,2009900.000000000000,11273390.000000000000
