代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11662720.000000000000
真實報酬,1662720.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11686.296505905511
風險,168335.177383488250
起點值,0.069422783090
找到最佳解世代,1508
找到最佳解實驗#,2
找到最佳解次數,16

投資組合檔數,3
2002(7)[22],2881(30)[1],3045(42)[31],
FS( 44 ),3294073.000000000000,3724332.999999999500,3321993.000000000500,10340400.000000000000
FS( 45 ),3281993.000000000000,3746333.000000000500,3275373.000000000500,10303700.000000000000
FS( 46 ),3294073.000000000000,3746333.000000000500,3311073.000000000500,10351480.000000000000
FS( 47 ),3307663.000000000000,3785333.000000000500,3307713.000000000500,10400710.000000000000
FS( 48 ),3301623.000000000000,3888332.999999999500,3318213.000000000500,10508170.000000000000
FS( 49 ),3294073.000000000000,3979333.000000000000,3303933.000000000000,10577340.000000000000
FS( 50 ),3281993.000000000000,3971333.000000000500,3307713.000000000500,10561040.000000000000
FS( 51 ),3274443.000000000000,4092332.999999999500,3285873.000000000500,10652650.000000000000
FS( 52 ),3274443.000000000000,4226333.000000000000,3275373.000000000500,10776150.000000000000
FS( 53 ),3281993.000000000000,4092332.999999999500,3285873.000000000500,10660200.000000000000
FS( 54 ),3294073.000000000000,4126333.000000000000,3296793.000000000500,10717200.000000000000
FS( 55 ),3281993.000000000000,4131333.000000000000,3340053.000000000900,10753380.000000000000
FS( 56 ),3333333.000000000000,4152333.000000000000,3347193.000000000500,10832860.000000000000
FS( 57 ),3340883.000000000000,4196333.000000000000,3354333.000000000000,10891550.000000000000
FS( 58 ),3346923.000000000000,4239333.000000000000,3354333.000000000000,10940590.000000000000
FS( 59 ),3360512.999999999500,4291333.000000000000,3347193.000000000500,10999040.000000000000
FS( 60 ),3392223.000000000000,4308333.000000000000,3347193.000000000500,11047750.000000000000
FS( 61 ),3425443.000000000000,4135333.000000000000,3368613.000000000500,10929390.000000000000
FS( 62 ),3445073.000000000000,4230333.000000000000,3368613.000000000500,11044020.000000000000
FS( 63 ),3405813.000000000000,4135333.000000000000,3347193.000000000500,10888340.000000000000
FS( 64 ),3405813.000000000000,4040333.000000000000,3354333.000000000000,10800480.000000000000
FS( 65 ),3417893.000000000000,4040333.000000000000,3365253.000000000500,10823480.000000000000
FS( 66 ),3378633.000000000000,3880333.000000000000,3314853.000000000500,10573820.000000000000
FS( 67 ),3366553.000000000000,3940333.000000000000,3318213.000000000500,10625100.000000000000
FS( 68 ),3392223.000000000000,3966333.000000000000,3383313.000000000000,10741870.000000000000
FS( 69 ),3366553.000000000000,3958333.000000000000,3390453.000000000500,10715340.000000000000
FS( 70 ),3386183.000000000000,4040333.000000000000,3415653.000000000900,10842170.000000000000
FS( 71 ),3411853.000000000000,4036333.000000000000,3393813.000000000000,10842000.000000000000
FS( 72 ),3431483.000000000500,4066333.000000000000,3401373.000000000500,10899190.000000000000
FS( 73 ),3452623.000000000000,4131333.000000000000,3419013.000000000500,11002970.000000000000
FS( 74 ),3466213.000000000000,4074332.999999999500,3437073.000000000500,10977620.000000000000
FS( 75 ),3466213.000000000000,4005333.000000000000,3437073.000000000500,10908620.000000000000
FS( 76 ),3506983.000000000500,4057333.000000000000,3451353.000000000500,11015670.000000000000
FS( 77 ),3541713.000000000000,4222333.000000000000,3455133.000000000500,11219180.000000000000
FS( 78 ),3534163.000000000000,4222333.000000000000,3466053.000000000900,11222550.000000000000
FS( 79 ),3561343.000000000000,4265333.000000000000,3487473.000000000500,11314150.000000000000
FS( 80 ),3561343.000000000000,4243333.000000000000,3473193.000000000500,11277870.000000000000
FS( 81 ),3561343.000000000000,4230333.000000000000,3484113.000000000500,11275790.000000000000
FS( 82 ),3574933.000000000000,4312333.000000000000,3516453.000000000500,11403720.000000000000
FS( 83 ),3574933.000000000000,4317333.000000000000,3523593.000000000500,11415860.000000000000
FS( 84 ),3547753.000000000500,4247333.000000000000,3466053.000000000900,11261140.000000000000
FS( 85 ),3568893.000000000000,4299333.000000000000,3358113.000000000500,11226340.000000000000
FS( 86 ),3568893.000000000000,4260333.000000000000,3296793.000000000500,11126020.000000000000
FS( 87 ),3574933.000000000000,4351333.000000000000,3314853.000000000500,11241120.000000000000
FS( 88 ),3574933.000000000000,4343333.000000000000,3332913.000000000500,11251180.000000000000
FS( 89 ),3582483.000000000500,4338333.000000000000,3318213.000000000500,11239030.000000000000
FS( 90 ),3596073.000000000000,4369333.000000000000,3311073.000000000500,11276480.000000000000
FS( 91 ),3582483.000000000500,4351333.000000000000,3311073.000000000500,11244890.000000000000
FS( 92 ),3602113.000000000000,4317333.000000000000,3289653.000000000900,11209100.000000000000
FS( 93 ),3588523.000000000000,4265333.000000000000,3311073.000000000500,11164930.000000000000
FS( 94 ),3588523.000000000000,4222333.000000000000,3296793.000000000500,11107650.000000000000
FS( 95 ),3555303.000000000000,4204333.000000000000,3275373.000000000500,11035010.000000000000
FS( 96 ),3602113.000000000000,4217333.000000000000,3296793.000000000500,11116240.000000000000
FS( 97 ),3657983.000000000500,4265333.000000000000,3293013.000000000500,11216330.000000000000
FS( 98 ),3642883.000000000000,4278333.000000000000,3303933.000000000000,11225150.000000000000
FS( 99 ),3629293.000000000000,4269333.000000000000,3260673.000000000900,11159300.000000000000
FS( 100 ),3582483.000000000500,4196333.000000000000,3246393.000000000500,11025210.000000000000
FS( 101 ),3623253.000000000500,4191333.000000000000,3311073.000000000500,11125660.000000000000
FS( 102 ),3596073.000000000000,4131333.000000000000,3260673.000000000900,10988080.000000000000
FS( 103 ),3574933.000000000000,4049332.999999999500,3347193.000000000500,10971460.000000000000
FS( 104 ),3520573.000000000000,4066333.000000000000,3329133.000000000500,10916040.000000000000
FS( 105 ),3574933.000000000000,4066333.000000000000,3358113.000000000500,10999380.000000000000
FS( 106 ),3547753.000000000500,4049332.999999999500,3347193.000000000500,10944280.000000000000
FS( 107 ),3493393.000000000000,4057333.000000000000,3358113.000000000500,10908840.000000000000
FS( 108 ),3506983.000000000500,4183333.000000000000,3390453.000000000500,11080770.000000000000
FS( 109 ),3499433.000000000000,4161333.000000000000,3347193.000000000500,11007960.000000000000
FS( 110 ),3541713.000000000000,4196333.000000000000,3386673.000000000900,11124720.000000000000
FS( 111 ),3526613.000000000000,4178333.000000000000,3379533.000000000500,11084480.000000000000
FS( 112 ),3561343.000000000000,4295333.000000000000,3404733.000000000500,11261410.000000000000
FS( 113 ),3506983.000000000500,4213333.000000000000,3433713.000000000500,11154030.000000000000
FS( 114 ),3520573.000000000000,4291333.000000000000,3462273.000000000500,11274180.000000000000
FS( 115 ),3541713.000000000000,4243333.000000000000,3484113.000000000500,11269160.000000000000
FS( 116 ),3541713.000000000000,4178333.000000000000,3491253.000000000500,11211300.000000000000
FS( 117 ),3466213.000000000000,4040333.000000000000,3526953.000000000500,11033500.000000000000
FS( 118 ),3493393.000000000000,4118333.000000000000,3519813.000000000000,11131540.000000000000
FS( 119 ),3541713.000000000000,4131333.000000000000,3491253.000000000500,11164300.000000000000
FS( 120 ),3555303.000000000000,4157333.000000000000,3469413.000000000500,11182050.000000000000
FS( 121 ),3547753.000000000500,4204333.000000000000,3480333.000000000000,11232420.000000000000
FS( 122 ),3541713.000000000000,4183333.000000000000,3498393.000000000500,11223440.000000000000
FS( 123 ),3561343.000000000000,4230333.000000000000,3476553.000000000900,11268230.000000000000
FS( 124 ),3561343.000000000000,4420333.000000000000,3469413.000000000500,11451090.000000000000
FS( 125 ),3574933.000000000000,4455333.000000000000,3509313.000000000000,11539580.000000000000
FS( 126 ),3582483.000000000500,4429333.000000000000,3588273.000000000500,11600090.000000000000
FS( 127 ),3602113.000000000000,4472333.000000000000,3588273.000000000500,11662720.000000000000
