代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11662720.000000000000
真實報酬,1662720.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11686.296505905511
風險,168335.177383488250
起點值,0.069422783090
找到最佳解世代,1508
找到最佳解實驗#,2
找到最佳解次數,16

投資組合檔數,3
2002(7)[22],2881(30)[1],3045(42)[31],
Stock#,2002(7)[22],2881(30)[1],3045(42)[31],
張數,151,100,42,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,18883.000000000000,26333.000000000000,35493.000000000466,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3313703.000000000000,3295333.000000000000,3312753.000000000500,9921790.000000000000
FS( 3 ),3327293.000000000000,3379333.000000000000,3295953.000000000500,10002580.000000000000
FS( 4 ),3307663.000000000000,3341333.000000000000,3268653.000000000900,9917650.000000000000
FS( 5 ),3307663.000000000000,3366333.000000000000,3340053.000000000900,10014050.000000000000
FS( 6 ),3333333.000000000000,3366333.000000000000,3312753.000000000500,10012420.000000000000
FS( 7 ),3327293.000000000000,3354333.000000000000,3272013.000000000500,9953640.000000000000
FS( 8 ),3346923.000000000000,3320333.000000000000,3282093.000000000500,9949350.000000000000
FS( 9 ),3333333.000000000000,3371333.000000000500,3285873.000000000500,9990540.000000000000
FS( 10 ),3313703.000000000000,3354333.000000000000,3329973.000000000500,9998010.000000000000
FS( 11 ),3301623.000000000000,3383333.000000000000,3329973.000000000500,10014930.000000000000
FS( 12 ),3294073.000000000000,3450333.000000000000,3333333.000000000000,10077740.000000000000
FS( 13 ),3268403.000000000000,3433333.000000000000,3360213.000000000500,10061950.000000000000
FS( 14 ),3268403.000000000000,3383333.000000000000,3394233.000000000500,10045970.000000000000
FS( 15 ),3301623.000000000000,3437333.000000000000,3431613.000000000500,10170570.000000000000
FS( 16 ),3313703.000000000000,3492332.999999999500,3428253.000000000500,10234290.000000000000
FS( 17 ),3288032.999999999500,3533333.000000000000,3390873.000000000500,10212240.000000000000
FS( 18 ),3281993.000000000000,3542332.999999999500,3404733.000000000500,10229060.000000000000
FS( 19 ),3301623.000000000000,3596333.000000000500,3401373.000000000500,10299330.000000000000
FS( 20 ),3281993.000000000000,3625333.000000000000,3390873.000000000500,10298200.000000000000
FS( 21 ),3229143.000000000000,3629333.000000000000,3394233.000000000500,10252710.000000000000
FS( 22 ),3281993.000000000000,3625333.000000000000,3408093.000000000500,10315420.000000000000
FS( 23 ),3254813.000000000000,3604333.000000000000,3397593.000000000500,10256740.000000000000
FS( 24 ),3262363.000000000000,3625333.000000000000,3363993.000000000500,10251690.000000000000
FS( 25 ),3268403.000000000000,3617332.999999999500,3360213.000000000500,10245950.000000000000
FS( 26 ),3254813.000000000000,3604333.000000000000,3374073.000000000500,10233220.000000000000
FS( 27 ),3268403.000000000000,3646333.000000000500,3397593.000000000500,10312330.000000000000
FS( 28 ),3268403.000000000000,3642332.999999999500,3394233.000000000500,10304970.000000000000
FS( 29 ),3262363.000000000000,3642332.999999999500,3390873.000000000500,10295570.000000000000
FS( 30 ),3281993.000000000000,3617332.999999999500,3387513.000000000500,10286840.000000000000
FS( 31 ),3262363.000000000000,3629333.000000000000,3394233.000000000500,10285930.000000000000
FS( 32 ),3262363.000000000000,3638332.999999999500,3394233.000000000500,10294930.000000000000
FS( 33 ),3321253.000000000500,3642332.999999999500,3418173.000000000900,10381760.000000000000
FS( 34 ),3346923.000000000000,3663332.999999999500,3448833.000000000000,10459090.000000000000
FS( 35 ),3346923.000000000000,3642332.999999999500,3428253.000000000500,10417510.000000000000
FS( 36 ),3327293.000000000000,3664333.000000000500,3424893.000000000500,10416520.000000000000
FS( 37 ),3333333.000000000000,3681332.999999999500,3431613.000000000500,10446280.000000000000
FS( 38 ),3294073.000000000000,3733333.000000000000,3411453.000000000500,10438860.000000000000
FS( 39 ),3313703.000000000000,3728333.000000000500,3401373.000000000500,10443410.000000000000
FS( 40 ),3288032.999999999500,3707333.000000000000,3390453.000000000500,10385820.000000000000
FS( 41 ),3294073.000000000000,3759333.000000000000,3361473.000000000500,10414880.000000000000
FS( 42 ),3301623.000000000000,3746333.000000000500,3340053.000000000900,10388010.000000000000
FS( 43 ),3301623.000000000000,3754333.000000000000,3361473.000000000500,10417430.000000000000
