代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10751670.000000000000
真實報酬,751670.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,5435.134916435841
風險,97861.832398640894
起點值,0.055538863142
找到最佳解世代,1284
找到最佳解實驗#,4
找到最佳解次數,5

投資組合檔數,4
1216(2)[8],2412(24)[13],2891(38)[5],3008(41)[4],
Stock#,1216(2)[8],2412(24)[13],2891(38)[5],3008(41)[4],
張數,54,29,160,0,
FS( 57 ),2581000.000000000000,2505220.000000000000,2770400.000000000500,2500000.000000000000,10356620.000000000000
FS( 58 ),2576140.000000000000,2500000.000000000000,2770400.000000000500,2500000.000000000000,10346540.000000000000
FS( 59 ),2566420.000000000000,2495070.000000000500,2770400.000000000500,2500000.000000000000,10331890.000000000000
FS( 60 ),2585320.000000000000,2495070.000000000500,2896800.000000000500,2500000.000000000000,10477190.000000000000
FS( 61 ),2613940.000000000500,2482600.000000000000,2848800.000000000500,2500000.000000000000,10445340.000000000000
FS( 62 ),2609080.000000000000,2475060.000000000000,2818400.000000000500,2500000.000000000000,10402540.000000000000
FS( 63 ),2571280.000000000500,2477380.000000000000,2812000.000000000000,2500000.000000000000,10360660.000000000000
FS( 64 ),2613940.000000000500,2472450.000000000000,2807200.000000000900,2500000.000000000000,10393590.000000000000
FS( 65 ),2581000.000000000000,2464910.000000000000,2848800.000000000500,2500000.000000000000,10394710.000000000000
FS( 66 ),2561560.000000000000,2444609.999999999500,2800800.000000000900,2500000.000000000000,10306970.000000000000
FS( 67 ),2538340.000000000000,2449830.000000000000,2837600.000000000500,2500000.000000000000,10325770.000000000000
FS( 68 ),2542660.000000000000,2492460.000000000000,2861600.000000000500,2500000.000000000000,10396720.000000000000
FS( 69 ),2471920.000000000000,2475060.000000000000,2824800.000000000500,2500000.000000000000,10271780.000000000000
FS( 70 ),2557240.000000000000,2475060.000000000000,2903200.000000000500,2500000.000000000000,10435500.000000000000
FS( 71 ),2519440.000000000500,2487530.000000000000,2866400.000000000000,2500000.000000000000,10373370.000000000000
FS( 72 ),2490820.000000000000,2475060.000000000000,2879200.000000000500,2500000.000000000000,10345080.000000000000
FS( 73 ),2509720.000000000000,2464910.000000000000,2896800.000000000500,2500000.000000000000,10371430.000000000000
FS( 74 ),2542660.000000000000,2449830.000000000000,2885600.000000000500,2500000.000000000000,10378090.000000000000
FS( 75 ),2504860.000000000000,2442290.000000000000,2890400.000000000500,2500000.000000000000,10337550.000000000000
FS( 76 ),2485959.999999999500,2447220.000000000000,2909600.000000000500,2500000.000000000000,10342780.000000000000
FS( 77 ),2500000.000000000000,2467520.000000000000,2938400.000000000500,2500000.000000000000,10405920.000000000000
FS( 78 ),2485959.999999999500,2475060.000000000000,2938400.000000000500,2500000.000000000000,10399420.000000000000
FS( 79 ),2509720.000000000000,2479990.000000000500,2903200.000000000500,2500000.000000000000,10392910.000000000000
FS( 80 ),2576140.000000000000,2487530.000000000000,2933600.000000000500,2500000.000000000000,10497270.000000000000
FS( 81 ),2566420.000000000000,2487530.000000000000,2944800.000000000500,2500000.000000000000,10498750.000000000000
FS( 82 ),2557240.000000000000,2487530.000000000000,2896800.000000000500,2500000.000000000000,10441570.000000000000
FS( 83 ),2609080.000000000000,2510150.000000000000,2938400.000000000500,2500000.000000000000,10557630.000000000000
FS( 84 ),2590180.000000000000,2500000.000000000000,2920800.000000000900,2500000.000000000000,10510980.000000000000
FS( 85 ),2623119.999999999500,2502609.999999999500,2944800.000000000500,2500000.000000000000,10570530.000000000000
FS( 86 ),2618800.000000000000,2507540.000000000000,2933600.000000000500,2500000.000000000000,10559940.000000000000
FS( 87 ),2581000.000000000000,2507540.000000000000,2885600.000000000500,2500000.000000000000,10474140.000000000000
FS( 88 ),2585320.000000000000,2517690.000000000000,2927200.000000000900,2500000.000000000000,10530210.000000000000
FS( 89 ),2576140.000000000000,2500000.000000000000,2866400.000000000000,2500000.000000000000,10442540.000000000000
FS( 90 ),2576140.000000000000,2492460.000000000000,2842400.000000000500,2500000.000000000000,10411000.000000000000
FS( 91 ),2566420.000000000000,2505220.000000000000,2879200.000000000500,2500000.000000000000,10450840.000000000000
FS( 92 ),2547519.999999999500,2505220.000000000000,2885600.000000000500,2500000.000000000000,10438340.000000000000
FS( 93 ),2585320.000000000000,2505220.000000000000,2885600.000000000500,2500000.000000000000,10476140.000000000000
FS( 94 ),2604220.000000000000,2546400.000000000000,2914400.000000000000,2500000.000000000000,10565020.000000000000
FS( 95 ),2613940.000000000500,2551620.000000000000,2920800.000000000900,2500000.000000000000,10586360.000000000000
FS( 96 ),2590180.000000000000,2549010.000000000000,2896800.000000000500,2500000.000000000000,10535990.000000000000
FS( 97 ),2718160.000000000000,2551620.000000000000,2903200.000000000500,2500000.000000000000,10672980.000000000000
FS( 98 ),2637700.000000000000,2556839.999999999500,2903200.000000000500,2500000.000000000000,10597740.000000000000
FS( 99 ),2609080.000000000000,2559450.000000000000,2861600.000000000500,2500000.000000000000,10530130.000000000000
FS( 100 ),2656600.000000000000,2562060.000000000000,2866400.000000000000,2500000.000000000000,10585060.000000000000
FS( 101 ),2599900.000000000000,2575400.000000000000,2764000.000000000500,2500000.000000000000,10439300.000000000000
FS( 102 ),2651740.000000000000,2562060.000000000000,2752800.000000000900,2500000.000000000000,10466600.000000000000
FS( 103 ),2627980.000000000000,2575400.000000000000,2735200.000000000900,2500000.000000000000,10438580.000000000000
FS( 104 ),2646880.000000000500,2588740.000000000500,2776800.000000000500,2500000.000000000000,10512420.000000002000
FS( 105 ),2651740.000000000000,2628180.000000000500,2770400.000000000500,2500000.000000000000,10550320.000000000000
FS( 106 ),2646880.000000000500,2622960.000000000000,2783200.000000000500,2500000.000000000000,10553040.000000000000
FS( 107 ),2675500.000000000000,2652250.000000000000,2837600.000000000500,2500000.000000000000,10665350.000000000000
FS( 108 ),2718160.000000000000,2662690.000000000000,2896800.000000000500,2500000.000000000000,10777650.000000000000
FS( 109 ),2699800.000000000000,2644130.000000000000,2884000.000000000500,2500000.000000000000,10727930.000000000000
FS( 110 ),2684680.000000000000,2628180.000000000500,2890400.000000000500,2500000.000000000000,10703260.000000000000
FS( 111 ),2821300.000000000000,2633690.000000000000,2884000.000000000500,2500000.000000000000,10838990.000000000000
FS( 112 ),2745160.000000000000,2646740.000000000500,2869600.000000000500,2500000.000000000000,10761500.000000000000
FS( 113 ),2815900.000000000000,2654859.999999999500,2640800.000000000900,2500000.000000000000,10611560.000000000000
FS( 114 ),2836420.000000000000,2638910.000000000000,2655200.000000000900,2500000.000000000000,10630530.000000000000
FS( 115 ),2892040.000000000000,2615130.000000000000,2688800.000000000500,2500000.000000000000,10695970.000000000000
FS( 116 ),2901760.000000000000,2612520.000000000000,2640800.000000000900,2500000.000000000000,10655080.000000000000
FS( 117 ),3008140.000000000000,2638910.000000000000,2567200.000000000900,2500000.000000000000,10714250.000000000000
FS( 118 ),2967640.000000000000,2638910.000000000000,2527200.000000000900,2500000.000000000000,10633750.000000000000
FS( 119 ),2977360.000000000000,2625570.000000000500,2500000.000000000000,2500000.000000000000,10602930.000000000000
FS( 120 ),2892040.000000000000,2615130.000000000000,2439200.000000000500,2500000.000000000000,10446370.000000000000
FS( 121 ),2806180.000000000000,2551620.000000000000,2384800.000000000500,2500000.000000000000,10242600.000000000000
FS( 122 ),2811040.000000000000,2556839.999999999500,2479200.000000000500,2500000.000000000000,10347080.000000000000
FS( 123 ),2866660.000000000000,2551620.000000000000,2628000.000000000500,2500000.000000000000,10546280.000000000000
FS( 124 ),2866660.000000000000,2578010.000000000000,2600800.000000000900,2500000.000000000000,10545470.000000000000
FS( 125 ),2861260.000000000000,2578010.000000000000,2655200.000000000900,2500000.000000000000,10594470.000000000000
FS( 126 ),2947119.999999999500,2649350.000000000000,2655200.000000000900,2500000.000000000000,10751670.000000000000
