代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11710959.996700000000
真實報酬,1710959.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15134.345656998263
風險,128953.236166193220
起點值,0.117363054290
找到最佳解世代,2160
找到最佳解實驗#,1
找到最佳解次數,35

投資組合檔數,6
1326(5)[4],2354(19)[15],2408(23)[11],2882(31)[2],2885(34)[13],9999(49)[31],
Stock#,1326(5)[4],2354(19)[15],2408(23)[11],2882(31)[2],2885(34)[13],9999(49)[31],
張數,21,23,45,48,153,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,17325.999999999767,26306.000000000000,8865.999999999767,2986.000000000233,2026.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1676535.999999999800,1664596.000000000200,1645065.999999999800,1657546.000000000200,1681966.000000000000,1666666.000000000000,9992380.000000000000
FS( 3 ),1676535.999999999800,1672876.000000000200,1623015.999999999500,1652746.000000000000,1659016.000000000000,1666666.000000000000,9950860.000000000000
FS( 4 ),1678635.999999999800,1677246.000000000000,1627515.999999999500,1666666.000000000000,1652896.000000000000,1666666.000000000000,9969630.000000000000
FS( 5 ),1670656.000000000000,1672876.000000000200,1653615.999999999500,1684906.000000000200,1666666.000000000000,1666666.000000000000,10015390.000000000000
FS( 6 ),1678635.999999999800,1689896.000000000000,1620765.999999999800,1719466.000000000200,1697266.000000000000,1666666.000000000000,10072700.000000000000
FS( 7 ),1686406.000000000000,1698406.000000000200,1600966.000000000000,1744906.000000000200,1711036.000000000000,1666666.000000000000,10108390.000000000000
FS( 8 ),1684515.999999999800,1704616.000000000000,1633815.999999999800,1754026.000000000200,1755406.000000000000,1666666.000000000000,10199050.000000000000
FS( 9 ),1698375.999999999800,1696106.000000000000,1609965.999999999800,1735786.000000000500,1741636.000000000000,1666666.000000000000,10148540.000000000000
FS( 10 ),1704255.999999999800,1713126.000000000200,1609965.999999999800,1752106.000000000200,1770706.000000000000,1666666.000000000000,10216830.000000000000
