代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11298994.998550000000
真實報酬,1298994.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22415.958811610883
風險,75433.236568160064
起點值,0.297162893062
找到最佳解世代,1706
找到最佳解實驗#,1
找到最佳解次數,27

投資組合檔數,6
2301(12)[3],2308(14)[13],2881(32)[1],2912(40)[9],3231(43)[11],9999(49)[27],
Stock#,2301(12)[3],2308(14)[13],2881(32)[1],2912(40)[9],3231(43)[11],9999(49)[27],
張數,55,18,58,12,84,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,27666.000000000000,40006.000000000000,8446.000000000000,43786.000000000000,18585.999999999767,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1674916.000000000000,1651546.000000000000,1676526.000000000200,1682266.000000000000,1661625.999999999800,1666666.000000000000,10013550.000000000000
FS( 3 ),1658416.000000000000,1636426.000000000000,1662026.000000000200,1692706.000000000000,1653225.999999999800,1666666.000000000000,9969470.000000000000
FS( 4 ),1633666.000000000000,1621306.000000000000,1678846.000000000000,1671826.000000000000,1675065.999999999800,1666666.000000000000,9947380.000000000000
FS( 5 ),1654565.999999999800,1613746.000000000200,1666666.000000000000,1666666.000000000000,1647345.999999999800,1666666.000000000000,9915660.000000000000
FS( 6 ),1654565.999999999800,1613746.000000000200,1709585.999999999800,1697985.999999999800,1633905.999999999800,1666666.000000000000,9976460.000000000000
FS( 7 ),1613315.999999999800,1613746.000000000200,1765846.000000000000,1724026.000000000200,1691866.000000000000,1666666.000000000000,10075470.000000000000
FS( 8 ),1633666.000000000000,1606186.000000000000,1742645.999999999800,1724026.000000000200,1694385.999999999800,1666666.000000000000,10067580.000000000000
FS( 9 ),1654565.999999999800,1583506.000000000000,1747286.000000000000,1724026.000000000200,1735545.999999999800,1666666.000000000000,10111600.000000000000
FS( 10 ),1666666.000000000000,1628866.000000000000,1699726.000000000000,1724026.000000000200,1732185.999999999800,1666666.000000000000,10118140.000000000000
FS( 11 ),1654565.999999999800,1643986.000000000000,1685806.000000000200,1729306.000000000000,1765785.999999999800,1666666.000000000000,10146120.000000000000
FS( 12 ),1652366.000000000000,1651546.000000000000,1671886.000000000000,1729306.000000000000,1853145.999999999800,1666666.000000000000,10224920.000000000000
FS( 13 ),1652366.000000000000,1659106.000000000200,1723506.000000000000,1724026.000000000200,1864065.999999999800,1666666.000000000000,10289740.000000000000
FS( 14 ),1668866.000000000000,1628866.000000000000,1728145.999999999800,1734465.999999999800,1853145.999999999800,1666666.000000000000,10280160.000000000000
FS( 15 ),1674916.000000000000,1659106.000000000200,1754246.000000000200,1739746.000000000000,1858185.999999999800,1666666.000000000000,10352870.000000000000
FS( 16 ),1679316.000000000000,1651546.000000000000,1747286.000000000000,1750185.999999999800,1864065.999999999800,1666666.000000000000,10359070.000000000000
FS( 17 ),1685366.000000000000,1636426.000000000000,1732786.000000000000,1750185.999999999800,1891785.999999999800,1666666.000000000000,10363220.000000000000
FS( 18 ),1683166.000000000000,1643986.000000000000,1728145.999999999800,1708425.999999999800,1937985.999999999800,1666666.000000000000,10368380.000000000000
FS( 19 ),1689216.000000000000,1643986.000000000000,1747286.000000000000,1734465.999999999800,1990065.999999999800,1666666.000000000000,10471690.000000000000
