代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11967860.000000000000
真實報酬,1967860.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32645.717097862766
風險,110824.670403558270
起點值,0.294570847619
找到最佳解世代,1254
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,7
2105(9)[7],2207(11)[6],2301(12)[11],2303(13)[14],2308(14)[1],3481(44)[2],3673(45)[16],
Stock#,2105(9)[7],2207(11)[6],2301(12)[11],2303(13)[14],2308(14)[1],3481(44)[2],3673(45)[16],
張數,24,7,41,155,15,95,2,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,36331.000000000000,16951.000000000000,30061.000000000000,2571.000000000000,22621.000000000000,2621.000000000000,378671.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1425210.999999999800,1401411.000000000000,1434720.999999999800,1408421.000000000200,1434871.000000000000,1402921.000000000000,1432311.000000000000,9939870.000000000000
FS( 3 ),1435530.999999999800,1386291.000000000200,1449891.000000000200,1434771.000000000000,1434871.000000000000,1458971.000000000000,1505031.000000000000,10105360.000000000000
FS( 4 ),1461210.999999999800,1425561.000000000000,1488431.000000000200,1447171.000000000200,1460221.000000000200,1450421.000000000000,1505031.000000000000,10238050.000000000000
FS( 5 ),1450891.000000000000,1416531.000000000000,1466700.999999999800,1434771.000000000000,1434871.000000000000,1458971.000000000000,1490111.000000000000,10152850.000000000000
FS( 6 ),1459530.999999999800,1428571.000000000000,1472851.000000000000,1428571.000000000000,1434871.000000000000,1476071.000000000000,1525551.000000000000,10226020.000000000000
FS( 7 ),1486891.000000000000,1483031.000000000000,1451531.000000000000,1434771.000000000000,1434871.000000000000,1579621.000000000200,1521811.000000000000,10392530.000000000000
FS( 8 ),1486891.000000000000,1480021.000000000000,1442101.000000000000,1447171.000000000200,1428571.000000000000,1557771.000000000000,1491991.000000000000,10334520.000000000000
FS( 9 ),1459530.999999999800,1480021.000000000000,1435950.999999999800,1434771.000000000000,1523221.000000000200,1588171.000000000200,1488251.000000000000,10409920.000000000000
FS( 10 ),1444171.000000000000,1431651.000000000000,1454401.000000000200,1498321.000000000000,1586221.000000000000,1549221.000000000200,1480791.000000000000,10444780.000000000000
FS( 11 ),1425210.999999999800,1528321.000000000000,1459321.000000000000,1498321.000000000000,1542121.000000000000,1515021.000000000000,1510631.000000000000,10478950.000000000000
FS( 12 ),1421851.000000000000,1489051.000000000200,1463831.000000000000,1447171.000000000200,1523221.000000000200,1527371.000000000000,1473331.000000000000,10345830.000000000000
FS( 13 ),1414891.000000000000,1495071.000000000000,1465470.999999999800,1447171.000000000200,1548421.000000000000,1532121.000000000200,1488251.000000000000,10391400.000000000000
FS( 14 ),1433851.000000000000,1458811.000000000000,1497450.999999999800,1440970.999999999800,1516921.000000000200,1544471.000000000200,1501311.000000000000,10393790.000000000000
FS( 15 ),1471530.999999999800,1480021.000000000000,1515901.000000000200,1434771.000000000000,1523221.000000000200,1553021.000000000000,1488251.000000000000,10466720.000000000000
FS( 16 ),1466491.000000000000,1486041.000000000200,1500730.999999999800,1434771.000000000000,1548421.000000000000,1557771.000000000000,1473331.000000000000,10467560.000000000000
FS( 17 ),1468171.000000000000,1486041.000000000200,1509751.000000000000,1440970.999999999800,1554721.000000000000,1634721.000000000000,1486391.000000000000,10580770.000000000000
FS( 18 ),1468171.000000000000,1461821.000000000000,1501960.999999999800,1453371.000000000000,1554721.000000000000,1605271.000000000000,1497571.000000000000,10542890.000000000000
FS( 19 ),1476571.000000000000,1480021.000000000000,1522051.000000000000,1440970.999999999800,1567321.000000000000,1583421.000000000000,1490111.000000000000,10560470.000000000000
FS( 20 ),1495530.999999999800,1470921.000000000000,1519181.000000000200,1434771.000000000000,1598821.000000000000,1583421.000000000000,1486391.000000000000,10589040.000000000000
FS( 21 ),1547131.000000000200,1525311.000000000000,1509751.000000000000,1447171.000000000200,1630321.000000000000,1583421.000000000000,1486391.000000000000,10729500.000000000000
FS( 22 ),1565851.000000000000,1492061.000000000000,1497450.999999999800,1440970.999999999800,1661971.000000000200,1566321.000000000000,1478931.000000000000,10703560.000000000000
FS( 23 ),1574491.000000000000,1492061.000000000000,1545011.000000000000,1453371.000000000000,1668270.999999999800,1609071.000000000000,1501311.000000000000,10843590.000000000000
FS( 24 ),1629451.000000000000,1510191.000000000000,1595851.000000000000,1459571.000000000000,1668270.999999999800,1622371.000000000000,1514351.000000000000,11000060.000000000000
FS( 25 ),1574491.000000000000,1464901.000000000000,1567970.999999999800,1428571.000000000000,1636621.000000000000,1566321.000000000000,1518091.000000000000,10756970.000000000000
FS( 26 ),1576171.000000000000,1431651.000000000000,1565101.000000000000,1434771.000000000000,1643071.000000000000,1489371.000000000000,1508771.000000000000,10648910.000000000000
FS( 27 ),1660411.000000000000,1449781.000000000000,1574121.000000000000,1420821.000000000000,1649371.000000000000,1549221.000000000200,1551651.000000000000,10855380.000000000000
FS( 28 ),1698090.999999999800,1510191.000000000000,1608151.000000000200,1447171.000000000200,1668270.999999999800,1549221.000000000200,1562851.000000000000,11043950.000000000000
FS( 29 ),1711771.000000000000,1473931.000000000000,1604871.000000000000,1428571.000000000000,1680871.000000000000,1532121.000000000200,1562851.000000000000,10994990.000000000000
FS( 30 ),1684411.000000000000,1470921.000000000000,1598720.999999999800,1428571.000000000000,1724971.000000000000,1476071.000000000000,1549791.000000000000,10933460.000000000000
FS( 31 ),1736010.999999999800,1498151.000000000000,1561821.000000000000,1453371.000000000000,1724971.000000000000,1527371.000000000000,1553531.000000000000,11055230.000000000000
FS( 32 ),1732411.000000000000,1534411.000000000000,1586421.000000000200,1447171.000000000200,1724971.000000000000,1510270.999999999800,1547931.000000000000,11083590.000000000000
FS( 33 ),1741051.000000000000,1534411.000000000000,1567970.999999999800,1434771.000000000000,1724971.000000000000,1518821.000000000000,1533011.000000000000,11055010.000000000000
FS( 34 ),1749691.000000000200,1564651.000000000000,1577401.000000000200,1467321.000000000000,1724971.000000000000,1515021.000000000000,1557251.000000000000,11156310.000000000000
FS( 35 ),1761691.000000000200,1555551.000000000200,1598720.999999999800,1447171.000000000200,1731270.999999999800,1489371.000000000000,1531151.000000000000,11114930.000000000000
FS( 36 ),1736010.999999999800,1543441.000000000000,1608151.000000000200,1447171.000000000200,1724971.000000000000,1489371.000000000000,1464011.000000000000,11013130.000000000000
