代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11477780.000000000000
真實報酬,1477780.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22406.516052682589
風險,88155.436805471589
起點值,0.254170552205
找到最佳解世代,1547
找到最佳解實驗#,2
找到最佳解次數,13

投資組合檔數,8
1326(5)[3],2105(9)[43],2347(18)[4],2382(22)[1],2412(24)[12],2498(27)[11],2888(35)[20],3045(40)[9],
Stock#,1326(5)[3],2105(9)[43],2347(18)[4],2382(22)[1],2412(24)[12],2498(27)[11],2888(35)[20],3045(40)[9],
張數,22,36,26,36,21,2,131,25,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,29440.000000000000,6200.000000000000,7720.000000000000,9080.000000000000,290.000000000000,110560.000000000000,9429.999999999767,29500.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1257920.000000000000,1260800.000000000200,1231020.000000000000,1250000.000000000000,1244750.000000000000,1235500.000000000000,1277509.999999999800,1248250.000000000000,10005750.000000000000
FS( 3 ),1250000.000000000000,1250000.000000000000,1241420.000000000000,1230560.000000000000,1246430.000000000000,1235500.000000000000,1310259.999999999800,1246250.000000000000,10010420.000000000000
FS( 4 ),1250000.000000000000,1260800.000000000200,1248440.000000000000,1236680.000000000200,1248320.000000000000,1269340.000000000000,1310259.999999999800,1248250.000000000000,10072090.000000000000
FS( 5 ),1267600.000000000000,1268000.000000000000,1293420.000000000000,1232720.000000000000,1257140.000000000200,1282240.000000000000,1343009.999999999800,1254000.000000000000,10198130.000000000000
FS( 6 ),1264300.000000000200,1264400.000000000000,1267420.000000000000,1232720.000000000000,1282340.000000000000,1258060.000000000000,1320739.999999999800,1267250.000000000000,10157230.000000000000
FS( 7 ),1254840.000000000000,1257200.000000000000,1291600.000000000000,1220479.999999999800,1268060.000000000000,1262900.000000000000,1293230.000000000000,1261500.000000000000,10109810.000000000000
FS( 8 ),1241860.000000000000,1268000.000000000000,1300440.000000000000,1207160.000000000000,1259030.000000000000,1237100.000000000000,1272270.000000000000,1261500.000000000000,10047360.000000000000
FS( 9 ),1250000.000000000000,1275200.000000000000,1262220.000000000000,1194560.000000000000,1255460.000000000000,1188760.000000000000,1277509.999999999800,1273000.000000000000,9976710.000000000000
FS( 10 ),1307640.000000000000,1298599.999999999800,1274440.000000000000,1252520.000000000000,1259030.000000000000,1212940.000000000000,1287989.999999999800,1286250.000000000000,10179410.000000000000
FS( 11 ),1333380.000000000000,1340360.000000000000,1286400.000000000000,1264760.000000000000,1268060.000000000000,1190360.000000000000,1268339.999999999500,1297500.000000000000,10249160.000000000000
FS( 12 ),1338220.000000000000,1295000.000000000000,1243240.000000000000,1264760.000000000000,1275200.000000000000,1116240.000000000000,1246069.999999999500,1290000.000000000000,10068730.000000000000
FS( 13 ),1330300.000000000200,1295000.000000000000,1251820.000000000200,1274839.999999999800,1271630.000000000000,1140400.000000000000,1263099.999999999800,1288000.000000000000,10115090.000000000000
FS( 14 ),1336680.000000000000,1295000.000000000000,1276000.000000000000,1323800.000000000000,1271630.000000000000,1191980.000000000000,1263099.999999999800,1282500.000000000000,10240690.000000000000
FS( 15 ),1347900.000000000000,1300400.000000000000,1274440.000000000000,1323800.000000000000,1271630.000000000000,1225820.000000000000,1246069.999999999500,1288000.000000000000,10278060.000000000000
FS( 16 ),1354280.000000000000,1291400.000000000000,1274440.000000000000,1355839.999999999800,1271630.000000000000,1201640.000000000000,1251309.999999999800,1290000.000000000000,10290540.000000000000
FS( 17 ),1415220.000000000000,1296800.000000000200,1277820.000000000200,1380680.000000000200,1285910.000000000000,1191980.000000000000,1268339.999999999500,1299500.000000000000,10416250.000000000000
FS( 18 ),1455480.000000000000,1304000.000000000000,1302000.000000000000,1368440.000000000000,1280450.000000000000,1200040.000000000000,1263099.999999999800,1309000.000000000000,10482510.000000000000
FS( 19 ),1453940.000000000000,1296800.000000000200,1317860.000000000000,1363400.000000000000,1273310.000000000000,1200040.000000000000,1246069.999999999500,1318500.000000000000,10469920.000000000000
FS( 20 ),1481220.000000000000,1260800.000000000200,1323060.000000000200,1407680.000000000200,1280450.000000000000,1251620.000000000000,1263099.999999999800,1333750.000000000000,10601680.000000000000
FS( 21 ),1439420.000000000000,1238840.000000000000,1307460.000000000000,1392920.000000000000,1278770.000000000000,1224220.000000000000,1256549.999999999800,1324250.000000000000,10462430.000000000000
FS( 22 ),1458780.000000000000,1238840.000000000000,1324619.999999999800,1412720.000000000000,1285910.000000000000,1301580.000000000000,1268339.999999999500,1331750.000000000000,10622540.000000000000
FS( 23 ),1458780.000000000000,1226240.000000000000,1326440.000000000000,1412720.000000000000,1284020.000000000000,1299960.000000000000,1251309.999999999800,1331750.000000000000,10591220.000000000000
FS( 24 ),1452180.000000000000,1224440.000000000200,1321240.000000000000,1405160.000000000000,1296620.000000000000,1311240.000000000000,1235589.999999999500,1328000.000000000000,10574470.000000000000
FS( 25 ),1457020.000000000000,1235240.000000000000,1310840.000000000000,1412720.000000000000,1300189.999999999800,1328980.000000000000,1240829.999999999800,1322250.000000000000,10608070.000000000000
FS( 26 ),1527639.999999999800,1231640.000000000000,1298619.999999999800,1402640.000000000000,1316150.000000000000,1335420.000000000000,1256549.999999999800,1328000.000000000000,10696660.000000000000
FS( 27 ),1551840.000000000000,1211840.000000000000,1293420.000000000000,1395440.000000000000,1335890.000000000200,1357980.000000000000,1318119.999999999800,1324250.000000000000,10788780.000000000000
FS( 28 ),1555139.999999999800,1215440.000000000200,1284840.000000000000,1375640.000000000000,1369699.999999999800,1362820.000000000000,1301089.999999999500,1328000.000000000000,10792670.000000000000
FS( 29 ),1558220.000000000000,1219040.000000000000,1300440.000000000000,1419920.000000000000,1362560.000000000000,1367660.000000000000,1295849.999999999800,1339500.000000000000,10863190.000000000000
FS( 30 ),1516420.000000000000,1229840.000000000000,1309020.000000000000,1412720.000000000000,1343030.000000000000,1341860.000000000000,1301089.999999999500,1331750.000000000000,10785730.000000000000
FS( 31 ),1481220.000000000000,1222640.000000000000,1298619.999999999800,1415240.000000000000,1325180.000000000000,1341860.000000000000,1273579.999999999800,1333750.000000000000,10692090.000000000000
FS( 32 ),1470000.000000000200,1190240.000000000000,1302000.000000000000,1417400.000000000000,1328750.000000000000,1366040.000000000000,1263099.999999999800,1312750.000000000000,10650280.000000000000
FS( 33 ),1506960.000000000000,1204640.000000000000,1300440.000000000000,1427479.999999999800,1332320.000000000000,1395040.000000000000,1263099.999999999800,1324250.000000000000,10754230.000000000000
FS( 34 ),1489139.999999999800,1193840.000000000000,1284840.000000000000,1434680.000000000200,1328750.000000000000,1383760.000000000000,1251309.999999999800,1320500.000000000000,10686820.000000000000
FS( 35 ),1490900.000000000000,1208240.000000000000,1293420.000000000000,1430000.000000000000,1321610.000000000000,1404720.000000000000,1251309.999999999800,1320500.000000000000,10720700.000000000000
FS( 36 ),1474840.000000000000,1210040.000000000000,1293420.000000000000,1419920.000000000000,1343030.000000000000,1443400.000000000000,1246069.999999999500,1354750.000000000000,10785470.000000000000
FS( 37 ),1474840.000000000000,1208240.000000000000,1321240.000000000000,1437200.000000000200,1339460.000000000000,1522360.000000000000,1251309.999999999800,1337500.000000000000,10892150.000000000000
FS( 38 ),1461860.000000000000,1199240.000000000000,1326440.000000000000,1449440.000000000000,1337570.000000000000,1501420.000000000000,1240829.999999999800,1320500.000000000000,10837300.000000000000
FS( 39 ),1468240.000000000200,1201040.000000000000,1319420.000000000000,1449440.000000000000,1328750.000000000000,1443400.000000000000,1235589.999999999500,1320500.000000000000,10766380.000000000000
FS( 40 ),1466700.000000000000,1184840.000000000000,1323060.000000000200,1489040.000000000000,1323290.000000000000,1472400.000000000000,1246069.999999999500,1316750.000000000000,10822150.000000000000
FS( 41 ),1463400.000000000000,1183040.000000000000,1321240.000000000000,1486520.000000000000,1305439.999999999800,1457900.000000000000,1235589.999999999500,1318500.000000000000,10771630.000000000000
FS( 42 ),1463400.000000000000,1184840.000000000000,1331640.000000000000,1493720.000000000000,1314470.000000000000,1472400.000000000000,1246069.999999999500,1326250.000000000000,10832790.000000000000
FS( 43 ),1479460.000000000000,1183040.000000000000,1331640.000000000000,1484000.000000000000,1321610.000000000000,1472400.000000000000,1240829.999999999800,1328000.000000000000,10840980.000000000000
FS( 44 ),1489139.999999999800,1211840.000000000000,1336840.000000000000,1478959.999999999800,1325180.000000000000,1496580.000000000000,1318119.999999999800,1330000.000000000000,10986660.000000000000
FS( 45 ),1497280.000000000000,1217240.000000000000,1350619.999999999800,1506320.000000000200,1326860.000000000000,1548160.000000000000,1340389.999999999800,1322250.000000000000,11109120.000000000000
FS( 46 ),1511580.000000000000,1202840.000000000000,1354260.000000000000,1530800.000000000000,1318040.000000000000,1533660.000000000000,1312879.999999999500,1316750.000000000000,11080810.000000000000
FS( 47 ),1524560.000000000000,1213640.000000000000,1343860.000000000000,1538000.000000000000,1312580.000000000000,1530420.000000000000,1345629.999999999500,1322250.000000000000,11130940.000000000000
FS( 48 ),1526100.000000000000,1213640.000000000000,1357640.000000000000,1543040.000000000000,1312580.000000000000,1506260.000000000000,1340389.999999999800,1316750.000000000000,11116400.000000000000
FS( 49 ),1526100.000000000000,1215440.000000000200,1354260.000000000000,1511000.000000000000,1316150.000000000000,1522360.000000000000,1340389.999999999800,1330000.000000000000,11115700.000000000000
FS( 50 ),1537320.000000000000,1215440.000000000200,1368040.000000000000,1572560.000000000000,1319720.000000000000,1514320.000000000000,1340389.999999999800,1335750.000000000000,11203540.000000000000
FS( 51 ),1529400.000000000000,1208240.000000000000,1388840.000000000000,1555280.000000000000,1312580.000000000000,1556220.000000000000,1329909.999999999800,1324250.000000000000,11204720.000000000000
FS( 52 ),1534240.000000000200,1210040.000000000000,1430440.000000000000,1548080.000000000000,1305439.999999999800,1561040.000000000000,1335149.999999999500,1312750.000000000000,11237180.000000000000
FS( 53 ),1548540.000000000000,1206440.000000000200,1414840.000000000000,1565360.000000000000,1294730.000000000000,1575560.000000000000,1329909.999999999800,1320500.000000000000,11255880.000000000000
FS( 54 ),1595180.000000000000,1201040.000000000000,1394040.000000000000,1540520.000000000000,1285910.000000000000,1565880.000000000000,1340389.999999999800,1314750.000000000000,11237710.000000000000
FS( 55 ),1591879.999999999800,1201040.000000000000,1378440.000000000000,1548080.000000000000,1301870.000000000000,1549760.000000000000,1340389.999999999800,1318500.000000000000,11229960.000000000000
FS( 56 ),1593639.999999999800,1217240.000000000000,1383640.000000000000,1550600.000000000000,1330430.000000000000,1515920.000000000000,1340389.999999999800,1328000.000000000000,11259860.000000000000
FS( 57 ),1571200.000000000000,1208240.000000000000,1397680.000000000000,1523240.000000000000,1321610.000000000000,1504640.000000000000,1329909.999999999800,1330000.000000000000,11186520.000000000000
FS( 58 ),1564600.000000000000,1208240.000000000000,1394040.000000000000,1535839.999999999800,1325180.000000000000,1525600.000000000000,1350869.999999999800,1328000.000000000000,11232370.000000000000
FS( 59 ),1564600.000000000000,1204640.000000000000,1385460.000000000000,1543040.000000000000,1328750.000000000000,1583620.000000000000,1367899.999999999500,1326250.000000000000,11304260.000000000000
FS( 60 ),1580660.000000000000,1202840.000000000000,1383640.000000000000,1535839.999999999800,1332320.000000000000,1583620.000000000000,1373139.999999999800,1328000.000000000000,11320060.000000000000
FS( 61 ),1583960.000000000000,1199240.000000000000,1369860.000000000000,1530800.000000000000,1335890.000000000200,1561040.000000000000,1417679.999999999800,1328000.000000000000,11326470.000000000000
FS( 62 ),1585500.000000000200,1192040.000000000000,1361020.000000000000,1521080.000000000000,1339460.000000000000,1561040.000000000000,1496279.999999999800,1331750.000000000000,11388170.000000000000
FS( 63 ),1593639.999999999800,1184840.000000000000,1359460.000000000000,1525760.000000000000,1335890.000000000200,1549760.000000000000,1456980.000000000000,1337500.000000000000,11343830.000000000000
FS( 64 ),1593639.999999999800,1186640.000000000000,1373240.000000000000,1530800.000000000000,1328750.000000000000,1528820.000000000000,1506759.999999999800,1341250.000000000000,11389900.000000000000
FS( 65 ),1601560.000000000000,1181240.000000000000,1361020.000000000000,1525760.000000000000,1323290.000000000000,1557820.000000000000,1496279.999999999800,1358500.000000000000,11405470.000000000000
FS( 66 ),1606400.000000000000,1181240.000000000000,1373240.000000000000,1516040.000000000000,1323290.000000000000,1561040.000000000000,1561779.999999999800,1354750.000000000000,11477780.000000000000
